ZIPCODE,AREA,SHAPE_ar_1,ParkInZipA,Error
10027,24695278.5,6163.638164,6163.640137,0
10027,24695278.5,7646.040472,7646.040039,0
10027,24695278.5,5376.968352,5376.970215,0
10027,24695278.5,4400.447601,4400.450195,0
10027,24695278.5,3221.116533,3221.120117,0
10027,24695278.5,63517.20108,63517.19922,0
10027,24695278.5,70865.09218,70865.10156,0
10027,24695278.5,30362.08841,30362.09961,0
10027,24695278.5,27931.09995,27931.09961,0
10474,40614090.19,26668.77274,26668.80078,0
10474,40614090.19,110191.5396,110192,0
10474,40614090.19,207600.6731,14642.09961,192959
10474,40614090.19,495248.8522,246156,249093
10474,40614090.19,5138.296573,5138.299805,0
10474,40614090.19,31704.95545,31705,0
10474,40614090.19,149356.841,149357,0
10474,40614090.19,15285.91972,15285.90039,0
10474,40614090.19,46114.81217,38427.30078,7688
10474,40614090.19,17765.45622,12253.2002,5512
10455,19846918.84,78110.38739,72597.5,5513
10455,19846918.84,43050.31461,43050.30078,0
10455,19846918.84,1152.9229,1152.920044,0
10455,19846918.84,16474.24462,16474.19922,0
10455,19846918.84,6581.640387,6581.640137,0
10455,19846918.84,41910.2813,41910.30078,0
10455,19846918.84,39597.49976,39597.5,0
10455,19846918.84,1533778.708,6052.549805,1527726
10455,19846918.84,52786.65661,52786.69922,0
10455,19846918.84,18353.28187,18353.30078,0
10455,19846918.84,32959.46076,32959.5,0
10455,19846918.84,1500.931727,1500.930054,0
10037,7188980.953,29998.96858,29999,0
10037,7188980.953,12614.20839,12614.2002,0
10037,7188980.953,20558.74013,20558.69922,0
10037,7188980.953,2055946.326,327929,1728017
10037,7188980.953,3288.419131,3288.419922,0
10037,7188980.953,289196.5057,289197,0
10037,7188980.953,43418.84205,43418.80078,0
10037,7188980.953,35136.68191,35136.69922,0
10037,7188980.953,8456.394254,8456.389648,0
10037,7188980.953,62186.57496,62186.60156,0
10024,22877335.46,9375344.963,7924830,1450515
10024,22877335.46,205281.3532,2512.959961,202768
10024,22877335.46,768562.7755,768563,0
10024,22877335.46,68865.31831,68865.29688,0
10024,22877335.46,235377.5179,68687.39844,166690
10024,22877335.46,35673.79127,35673.80078,0
10024,22877335.46,20389.39768,20389.40039,0
10024,22877335.46,4168.516798,4168.52002,0
10024,22877335.46,11180.34863,11180.2998,0
10454,31063613.33,44425.50446,44425.5,0
10454,31063613.33,63423.00697,63423,0
10454,31063613.33,9952.212695,5.1798501,9947
10454,31063613.33,39816.91792,29869.90039,9947
10454,31063613.33,61006.49924,61006.5,0
10454,31063613.33,39160.79502,39160.80078,0
10454,31063613.33,34162.75534,34162.80078,0
10454,31063613.33,16703.6672,16703.69922,0
10454,31063613.33,19117.79276,19117.69922,0
10454,31063613.33,7374.113171,7374,0
10454,31063613.33,7944.345986,7944.220215,0
10454,31063613.33,32138.80517,32138.80078,0
10454,31063613.33,81238.89539,81238.89844,0
10454,31063613.33,70231.77023,70236.10156,-4
10454,31063613.33,45007.80349,45007.80078,0
10454,31063613.33,28940.12212,28940.09961,0
10454,31063613.33,1533778.708,1527730,6049
10454,31063613.33,1631.009552,1631.01001,0
10454,31063613.33,4621.66868,4621.669922,0
10454,31063613.33,255863.2716,255863,0
10454,31063613.33,11156106.47,89.8515015,11156017
10026,11092681.49,28970.58336,28970.59961,0
10026,11092681.49,26201.88224,26201.90039,0
10026,11092681.49,37893.79367,37893.80078,0
10026,11092681.49,31321.08534,31321.09961,0
10026,11092681.49,83006.88316,18697.09961,64310
10026,11092681.49,871.6731342,871.6729736,0
10026,11092681.49,1326746.28,1326750,-4
10026,11092681.49,3827.286006,3827.290039,0
10026,11092681.49,3976.0005,3976,0
10026,11092681.49,1107.627698,1107.75,0
10026,11092681.49,47287.96508,47288,0
10035,15445657.33,8197.454533,8197.450195,0
10035,15445657.33,92818.02314,92818,0
10035,15445657.33,119557.1917,119560,-3
10035,15445657.33,95684.2898,95684.29688,0
10035,15445657.33,71452.86702,71452.89844,0
10035,15445657.33,374420.8397,103487,270934
10035,15445657.33,3129.847844,3129.850098,0
10035,15445657.33,873.6698645,873.6699829,0
10035,15445657.33,61648.21488,61648.19922,0
10035,15445657.33,32684.21614,32684.19922,0
10035,15445657.33,17598.36191,17598.40039,0
10035,15445657.33,43812.61288,43812.60156,0
10035,15445657.33,11892.61699,11892.59961,0
10035,15445657.33,1899.016517,1899.02002,0
10035,15445657.33,2340.997032,2341,0
10035,15445657.33,2187.029825,2187.030029,0
10035,15445657.33,8294.184798,8294.179688,0
10035,15445657.33,26319.3729,26319.40039,0
10035,15445657.33,15428.40133,15428.40039,0
10035,15445657.33,40334.0781,40334.10156,0
10035,15445657.33,2615.392631,2615.389893,0
10035,15445657.33,256413.9978,256414,0
10035,15445657.33,58677.73954,58677.69922,0
10035,15445657.33,10070.05611,10070.09961,0
10035,15445657.33,15210.7663,15210.7998,0
10025,19631043.82,9375344.963,270985,9104360
10025,19631043.82,3451.089942,3451.090088,0
10025,19631043.82,235377.5179,88495.89844,146882
10025,19631043.82,1898.521497,1898.52002,0
10025,19631043.82,33294.39437,33294.39844,0
10025,19631043.82,81734.05785,81734.10156,0
10025,19631043.82,43318.50186,43318.5,0
10025,19631043.82,14392.76761,14392.7998,0
10025,19631043.82,56859.30971,22200.80078,34659
10025,19631043.82,1692.092492,1692.089966,0
10025,19631043.82,3653.761908,3653.76001,0
10025,19631043.82,73956.77242,73956.79688,0
10025,19631043.82,61717.69908,61717.69922,0
10025,19631043.82,23214.13758,23214.09961,0
11357,77359110.61,46106.28936,46106.30078,0
11357,77359110.61,51422.48834,51422.5,0
11357,77359110.61,81843.26965,81843.29688,0
11357,77359110.61,1070.209609,1070.209961,0
11357,77359110.61,82438.56291,82438.60156,0
11357,77359110.61,4865.250531,4865.25,0
11357,77359110.61,75977.719,75977.70313,0
11357,77359110.61,2330552.294,1552.189941,2329000
11357,77359110.61,7699043.202,997569,6701474
11357,77359110.61,2396817.034,47241.39844,2349576
11357,77359110.61,398165.1571,398165,0
10029,22963435.68,29961.28261,29961.30078,0
10029,22963435.68,52599.04067,25754.80078,26844
10029,22963435.68,47824.41569,47824.39844,0
10029,22963435.68,45631.21879,45631.19922,0
10029,22963435.68,374420.8397,196078,178343
10029,22963435.68,2006.283499,2006.280029,0
10029,22963435.68,34923.03753,34923,0
10029,22963435.68,574624.9461,574625,0
10029,22963435.68,18424.96504,265.1960144,18160
10029,22963435.68,5526.110379,5526.109863,0
10029,22963435.68,2213.197213,2213.199951,0
10029,22963435.68,2099.031889,2099.030029,0
10029,22963435.68,2378.156578,2378.159912,0
10029,22963435.68,2535.344044,2535.340088,0
10029,22963435.68,1834.525077,1834.530029,0
10029,22963435.68,56658.73087,56658.69922,0
10029,22963435.68,88511.86472,88511.89844,0
10029,22963435.68,4871.80819,4871.810059,0
10029,22963435.68,14326.03254,14326,0
10029,22963435.68,36270.44529,36270.39844,0
10029,22963435.68,201415.8027,10360.09961,191056
10029,22963435.68,64746.51895,64746.5,0
10029,22963435.68,42231.98663,42232,0
10029,22963435.68,7813.906431,7813.910156,0
10029,22963435.68,43431.54287,43431.5,0
10029,22963435.68,41394.48742,41394.5,0
83,38300990.4,36567680.51,36535000,32681
11356,43321159.27,35698.94808,35698.89844,0
11356,43321159.27,3924.033283,3924.030029,0
11356,43321159.27,480773.9229,480774,0
11356,43321159.27,36469.54802,36469.5,0
11356,43321159.27,1320327.458,9626.480469,1310701
11356,43321159.27,1266278.901,990244,276035
11356,43321159.27,50667.28737,50667.30078,0
11356,43321159.27,2396817.034,886074,1510743
11356,43321159.27,2780.718582,2780.719971,0
11356,43321159.27,12447.23383,12447.2002,0
11359,6567982.085,499134.9995,448311,50824
11359,6567982.085,2330552.294,3910.290039,2326642
11360,38834824.17,113279.3221,113279,0
11360,38834824.17,47274.07359,47274.10156,0
11360,38834824.17,243215.7325,243216,0
11360,38834824.17,4852961.673,4852960,2
11360,38834824.17,499134.9995,50824.19922,448311
11360,38834824.17,2330552.294,1322650,1007902
11360,38834824.17,7699043.202,1438170,6260873
11360,38834824.17,726256.4751,13230,713026
11105,48795608.08,47320.51232,47320.5,0
11105,48795608.08,41076.98532,41077,0
11105,48795608.08,69148.54053,69148.5,0
11105,48795608.08,54995.19258,54995.19922,0
11105,48795608.08,2445212.565,2340930,104283
11105,48795608.08,263068.5128,159235,103834
10128,11011681.56,1463.35498,1463.290039,0
10128,11011681.56,52599.04067,26844.19922,25755
10128,11011681.56,184227.8796,184228,0
10128,11011681.56,374420.8397,70274.20313,304147
10128,11011681.56,58195.19136,58195.19922,0
10128,11011681.56,41070.99571,41071,0
10128,11011681.56,201415.8027,45972.80078,155443
10128,11011681.56,1165.101693,1165.099976,0
10023,15212712.68,9375344.963,687108,8688237
10023,15212712.68,1479234.031,1482.98999,1477751
10023,15212712.68,4132.170874,4132.169922,0
10023,15212712.68,36567680.51,32709.90039,36534971
10023,15212712.68,30336.95534,30337,0
10023,15212712.68,2358.65757,2358.659912,0
10023,15212712.68,7390.380612,7390.379883,0
10023,15212712.68,235377.5179,78194.20313,157183
10023,15212712.68,117917.1112,117917,0
10023,15212712.68,1440.44038,1440.439941,0
10023,15212712.68,39939.64318,39939.60156,0
10023,15212712.68,2895.927248,2895.929932,0
10023,15212712.68,104974.8409,104975,0
10023,15212712.68,32142.71095,32142.69922,0
11363,24242790.02,40407.61395,40407.60156,0
11363,24242790.02,1346406.377,1154060,192346
11363,24242790.02,7175.250099,7175.25,0
11363,24242790.02,42168.07543,42168.10156,0
11363,24242790.02,26489270.71,1929850,24559421
11363,24242790.02,22650.03754,22650,0
10028,9842046.48,374420.8397,3015.73999,371405
10028,9842046.48,134541.6198,8955.790039,125586
10028,9842046.48,615233.9814,577391,37843
10028,9842046.48,201415.8027,36269.10156,165147
11354,61985147.45,16855.80751,16855.80078,0
11354,61985147.45,23816.13142,23816.09961,0
11354,61985147.45,41175868.48,1022.619995,41174846
11354,61985147.45,111799.761,111800,0
11354,61985147.45,62669.80477,62669.80078,0
11354,61985147.45,36158.82783,36158.10156,1
11354,61985147.45,7184.542645,7184.540039,0
11354,61985147.45,9893.686012,9893.69043,0
11354,61985147.45,1320327.458,1310700,9627
11354,61985147.45,513043.7461,513044,0
11354,61985147.45,334155.9914,334156,0
11354,61985147.45,31418.05751,31418.09961,0
11354,61985147.45,0.036885567,0.0368609,0
11354,61985147.45,13017.77619,13017.7998,0
11102,19116258.44,247683.4317,247337,346
11102,19116258.44,43109.89286,43109.89844,0
11102,19116258.44,53000.94775,53000.89844,0
11102,19116258.44,53674.51404,53674.5,0
11102,19116258.44,134473.9295,134412,62
11102,19116258.44,58732.5852,58732.60156,0
11102,19116258.44,20244.06794,20244.09961,0
11102,19116258.44,20582.37533,20582.40039,0
11102,19116258.44,20721.58916,20721.59961,0
11102,19116258.44,100423.8641,100424,0
11102,19116258.44,26509.06044,26509.09961,0
11102,19116258.44,29133.57156,29133.59961,0
11370,23600231.49,7855388.674,319109,7536280
11370,23600231.49,86874.25217,86874.29688,0
11370,23600231.49,124744.0548,124744,0
11370,23600231.49,21109.92182,21109.90039,0
11370,23600231.49,77169.94187,77169.89844,0
11370,23600231.49,66741.50702,66741.5,0
11370,23600231.49,8259.73679,8259.740234,0
11370,23600231.49,92740.19262,92740.20313,0
11370,23600231.49,80908.52257,80908.5,0
11370,23600231.49,14493.91298,14493.90039,0
11370,23600231.49,4432.607643,4432.609863,0
11370,23600231.49,19744.8946,19744.90039,0
10021,10495133.41,134541.6198,49276.60156,85265
10021,10495133.41,144561.9054,13.4420004,144548
10021,10495133.41,201415.8027,41934.69922,159481
11358,54622541.09,51992.52989,51992.5,0
11358,54622541.09,134988.4591,134988,0
11358,54622541.09,47609.46275,47609.5,0
11358,54622541.09,1671.121355,1671.119995,0
11358,54622541.09,11619.35019,11619.40039,0
11362,54680551.22,1015.228987,1015.229981,0
11362,54680551.22,1029.382588,1029.380005,0
11362,54680551.22,961.4636243,961.4639893,0
11362,54680551.22,122095.0676,122095,0
11362,54680551.22,23243.11179,23243.09961,0
11362,54680551.22,133859.9459,133860,0
11362,54680551.22,42150.23566,42150.19922,0
11362,54680551.22,18130.26087,18130.30078,0
11362,54680551.22,26489270.71,7241770,19247501
11362,54680551.22,4550623.366,4550620,3
11362,54680551.22,7699043.202,164868,7534175
11362,54680551.22,8329321.549,854176,7475146
11369,30060493.25,7855388.674,436052,7419337
11369,30060493.25,43661.85324,43661.89844,0
11369,30060493.25,112179.7282,112180,0
11369,30060493.25,35354.95487,35355,0
11369,30060493.25,12475.02442,12475,0
11369,30060493.25,3633.184336,3633.189941,0
11369,30060493.25,62633.34869,62633.30078,0
11369,30060493.25,6369.426585,6369.419922,0
11369,30060493.25,1943.18148,1943.180054,0
11369,30060493.25,184140.7901,184141,0
11369,30060493.25,1287.938712,1287.939941,0
11369,30060493.25,4207.291531,4207.290039,0
11369,30060493.25,5809.489925,5809.490234,0
11103,20222394.63,7855388.674,24682.69922,7830706
11103,20222394.63,8756.749923,8756.75,0
11103,20222394.63,28619.93059,28619.90039,0
11103,20222394.63,101808.0001,101808,0
11106,23866112.73,12477.25831,12477.2998,0
11106,23866112.73,43011.49508,43011.5,0
11106,23866112.73,134170.2747,134170,0
11106,23866112.73,142373.3707,142373,0
11106,23866112.73,199700.2393,150511,49189
11106,23866112.73,423309.3208,392910,30399
11106,23866112.73,8982.12038,8982.120117,0
11368,72489663.28,7855388.674,3780520,4074869
11368,72489663.28,2068.015877,2068.02002,0
11368,72489663.28,169383.413,169383,0
11368,72489663.28,41175868.48,21295800,19880068
11368,72489663.28,165512.3719,165512,0
11368,72489663.28,10645.36199,10645.40039,0
11368,72489663.28,82646.83908,82646.79688,0
11368,72489663.28,2438.547209,2438.550049,0
11368,72489663.28,22558.38347,22558.40039,0
11368,72489663.28,90975.64238,90975.60156,0
11368,72489663.28,3932.743634,3932.73999,0
11368,72489663.28,9163.32543,9163.330078,0
11368,72489663.28,2567.826101,2567.830078,0
11368,72489663.28,132500.6471,132501,0
11368,72489663.28,16969.65721,16969.69922,0
11368,72489663.28,39418.58923,20758.59961,18660
11368,72489663.28,17999.02198,17999,0
11368,72489663.28,622.6136409,622.6140137,0
11377,71832387.49,5142.454946,5142.5,0
11377,71832387.49,240.1951709,240.1950073,0
11377,71832387.49,15623.65072,15623.7002,0
11377,71832387.49,823.5129913,823.5130005,0
11377,71832387.49,2849.369446,2849.370117,0
11377,71832387.49,137663.0178,137663,0
11377,71832387.49,56615.7938,56615.80078,0
11377,71832387.49,133072.0738,133072,0
11377,71832387.49,2586.353923,2586.350098,0
11377,71832387.49,23573.31121,23573.30078,0
11377,71832387.49,38389.40757,38389.39844,0
11377,71832387.49,7820.689969,7820.689941,0
11377,71832387.49,2203.454855,2203.449951,0
11377,71832387.49,367.6775427,367.678009,0
11377,71832387.49,4039.057112,4039.060059,0
11377,71832387.49,17203.44578,17203.40039,0
11377,71832387.49,150144.9316,150145,0
11377,71832387.49,255533.8526,255534,0
11377,71832387.49,18019.00758,18019,0
11377,71832387.49,1896.285535,1896.290039,0
11377,71832387.49,9357.67023,9357.669922,0
11377,71832387.49,3147.485335,3147.48999,0
11377,71832387.49,41012.81158,41012.80078,0
11355,49383079.08,41175868.48,1046660,40129208
11355,49383079.08,4578151.128,4578150,1
11355,49383079.08,62250.8513,62250.89844,0
11355,49383079.08,72931.78811,72931.79688,0
11355,49383079.08,12164.36852,12164.40039,0
11355,49383079.08,48041.0949,48041.10156,0
11355,49383079.08,19491.42713,19491.40039,0
11101,78962088.74,13623.55391,13623.59961,0
11101,78962088.74,903583.5813,899932,3652
11101,78962088.74,22138.8489,22138.80078,0
11101,78962088.74,110812.7902,110813,0
11101,78962088.74,1701.304646,1701.300049,0
11101,78962088.74,115218.8156,115219,0
11101,78962088.74,8361.190185,8361.19043,0
11101,78962088.74,2105.376656,2105.379883,0
11101,78962088.74,4962.865002,4962.870117,0
11101,78962088.74,39587.05749,39587.10156,0
11101,78962088.74,6212.177723,6212.180176,0
11101,78962088.74,6038.540412,6038.540039,0
11101,78962088.74,11101.00157,11101,0
11101,78962088.74,12871.53705,12871.5,0
11101,78962088.74,366.4076999,366.4079895,0
11364,84259665.05,57889.37292,57889.39844,0
11364,84259665.05,8360.149805,8360.150391,0
11364,84259665.05,75147.75688,75147.79688,0
11364,84259665.05,101067.145,101067,0
11364,84259665.05,80038.46331,80038.5,0
11364,84259665.05,67619.18135,67619.20313,0
11364,84259665.05,17706389.23,9328020,8378369
11364,84259665.05,100936.6126,100937,0
11364,84259665.05,105120.5745,105121,0
11364,84259665.05,845783.2222,571278,274505
11364,84259665.05,26489270.71,14651900,11837371
11364,84259665.05,7699043.202,223797,7475246
11364,84259665.05,58148.6728,58148.69922,0
11364,84259665.05,8329321.549,206077,8123245
10018,10705796.48,418962.7869,418963,0
11005,9075527.404,8329321.549,231924,8097398
10017,9794383.24,55346.05593,55346.10156,0
10017,9794383.24,57580.05029,12940.5,44640
10017,9794383.24,13604.4883,13604.59961,0
10017,9794383.24,69061.49035,69061.5,0
10017,9794383.24,47612.3752,47612.39844,0
10017,9794383.24,18427.28306,18427.30078,0
10017,9794383.24,4243.277863,4243.279785,0
10017,9794383.24,10753.90301,10753.90039,0
10017,9794383.24,8511.651942,8511.650391,0
10001,17794940.77,9114.708294,9114.709961,0
10001,17794940.77,6423.285975,6423.290039,0
10001,17794940.77,152970.3956,152970,0
10001,17794940.77,25007.4696,25007.5,0
10001,17794940.77,16778.0655,16778.09961,0
10001,17794940.77,238241.9187,68993.89844,169248
10011,18118416.85,23098.03023,23098,0
10011,18118416.85,16768.17086,16768.19922,0
10011,18118416.85,21708.81808,21708.80078,0
10011,18118416.85,424636.5711,424637,0
10011,18118416.85,238241.9187,118157,120085
10016,15042403.04,27056.89497,27056.90039,0
10016,15042403.04,71654.68315,71654.70313,0
10016,15042403.04,15828.64319,15828.59961,0
10016,15042403.04,120819.5813,120820,0
10016,15042403.04,26111.10374,26100.09961,11
11104,12084432.12,36761.04742,36761,0
11104,12084432.12,105487.0049,105487,0
11104,12084432.12,46695.13686,46695.10156,0
10010,9768395.57,79343.19828,79343.20313,0
10010,9768395.57,11738.5844,11738.59961,0
10010,9768395.57,271785.7969,271786,0
10010,9768395.57,37250.96369,37251,0
11367,72810151.59,7855388.674,1615150,6240239
11367,72810151.59,41175868.48,16091500,25084368
11367,72810151.59,20769.72352,20769.69922,0
11367,72810151.59,26557.09039,26557.09961,0
11367,72810151.59,241496.4864,241496,0
11367,72810151.59,111979.3822,111979,0
11367,72810151.59,160772.2008,160772,0
11367,72810151.59,170661.726,170662,0
11367,72810151.59,42031.41489,42031.39844,0
11367,72810151.59,8329321.549,790625,7538697
10014,14151052.03,1646.805886,1646.810059,0
10014,14151052.03,3476.713319,3476.709961,0
10014,14151052.03,72630.57794,72630.60156,0
10014,14151052.03,9901.365923,9901.370117,0
10014,14151052.03,10135.20048,10135.2002,0
10014,14151052.03,8120.637947,8120.640137,0
10014,14151052.03,8023.000209,8023,0
10014,14151052.03,48909.08547,48909.10156,0
10014,14151052.03,1886.541037,1886.540039,0
10014,14151052.03,15712.91965,15712.90039,0
10014,14151052.03,5102.219799,5102.220215,0
10014,14151052.03,10784.31571,10784.2998,0
10014,14151052.03,9428.268804,9428.269531,0
10014,14151052.03,238241.9187,51091.39844,187151
10003,15538376.27,33218.06559,33218.10156,0
10003,15538376.27,283487.5774,283489,-1
10003,15538376.27,31273.07209,31273.09961,0
10003,15538376.27,3229.802142,3229.800049,0
10003,15538376.27,175916.9575,175917,0
10003,15538376.27,7198.033046,7198.029785,0
10003,15538376.27,2433.505521,2433.51001,0
10003,15538376.27,10648.07912,10648.09961,0
10003,15538376.27,549.7303542,549.7299805,0
10003,15538376.27,29373.13264,29373.09961,0
10003,15538376.27,6145.539723,6145.540039,0
11222,42825293.24,33644.80267,33644.80078,0
11222,42825293.24,15384.89386,15384.90039,0
11222,42825293.24,11797.65248,11797.7002,0
11222,42825293.24,7276.947565,7276.950195,0
11222,42825293.24,38254.60085,38254.60156,0
11222,42825293.24,405564.5676,405565,0
11222,42825293.24,53847.37698,53847.39844,0
11222,42825293.24,1732270.781,1039520,692751
11222,42825293.24,32638.18428,32638.19922,0
11222,42825293.24,45456.53769,45456.5,0
11222,42825293.24,21507.14928,21507.09961,0
11222,42825293.24,217.4613693,217.4609985,0
11222,42825293.24,280677.7779,72250,208428
10002,26280128.54,19988.81578,19988.80078,0
10002,26280128.54,56353.24762,56353.19922,0
10002,26280128.54,182234.9061,182235,0
10002,26280128.54,6255.970198,6255.970215,0
10002,26280128.54,342723.6756,342724,0
10002,26280128.54,58980.02129,58980,0
10002,26280128.54,133927.7134,133928,0
10002,26280128.54,30396.41888,30396.40039,0
10002,26280128.54,66106.72279,66106.70313,0
10002,26280128.54,5956.664445,5956.660156,0
10002,26280128.54,92345.03723,92345,0
10002,26280128.54,3910.785592,3910.790039,0
10002,26280128.54,195587.0971,195587,0
10002,26280128.54,74941.00495,74941,0
10002,26280128.54,10887.46335,8557.709961,2330
10002,26280128.54,5256.334129,5256.330078,0
10002,26280128.54,23059.60293,23059.59961,0
10002,26280128.54,2515.377424,2515.379883,0
10002,26280128.54,47306.59518,47306.60156,0
10002,26280128.54,27955.54292,27955.5,0
10002,26280128.54,46104.07686,46104.10156,0
10002,26280128.54,101530.2811,101530,0
10002,26280128.54,19186.42117,19186.40039,0
10002,26280128.54,35543.28757,35543.30078,0
10002,26280128.54,10655.60185,10655.59961,0
10002,26280128.54,17161.62602,17141.30078,20
10002,26280128.54,1998672.199,1902010,96662
11378,66260538.74,27245.60889,27245.59961,0
11378,66260538.74,36244.9863,36245,0
11378,66260538.74,3719.894297,3719.889893,0
11378,66260538.74,65790.261,65790.29688,0
11378,66260538.74,224.9787658,224.9790039,0
11378,66260538.74,189.0179951,189.0180054,0
11378,66260538.74,105.3173621,105.3170013,0
11378,66260538.74,1355.759406,1355.76001,0
11378,66260538.74,2794.077615,2794.080078,0
11378,66260538.74,1989.362379,1989.359985,0
11378,66260538.74,200.5581909,200.5579987,0
11378,66260538.74,6705.136793,6705.140137,0
11378,66260538.74,8111.529186,8111.529785,0
11378,66260538.74,217.4764811,217.4759979,0
11378,66260538.74,5677.583961,5677.580078,0
11378,66260538.74,72.66511038,72.6651001,0
11378,66260538.74,843.4424452,843.4530029,0
11378,66260538.74,473.8183556,473.8179932,0
11378,66260538.74,87097.51364,87097.5,0
11378,66260538.74,2247.490218,2247.48999,0
11378,66260538.74,352169.3365,352169,0
11378,66260538.74,35472.07043,35472.10156,0
11378,66260538.74,405.7906622,405.7909851,0
10009,15903519.3,1525.08389,1525.079956,0
10009,15903519.3,7468.433094,7468.430176,0
10009,15903519.3,17452.51974,17452.5,0
10009,15903519.3,1986.810326,1986.810059,0
10009,15903519.3,4179.17395,4179.169922,0
10009,15903519.3,1588.449279,1588.449951,0
10009,15903519.3,5430.219339,5430.220215,0
10009,15903519.3,18349.74671,18349.69922,0
10009,15903519.3,1357.60703,1357.609985,0
10009,15903519.3,10079.22792,10079.2002,0
10009,15903519.3,459504.2224,459504,0
10009,15903519.3,54023.5293,54023.5,0
10009,15903519.3,30724.63272,30724.59961,0
10009,15903519.3,7506.039366,7506.040039,0
10009,15903519.3,36226.18964,36226.19922,0
10009,15903519.3,5286.234767,5286.229981,0
10009,15903519.3,2706.943238,2706.939941,0
10009,15903519.3,1094.727418,1094.729981,0
10009,15903519.3,1017.772515,1017.77002,0
10009,15903519.3,75141.29686,75141.29688,0
10009,15903519.3,24579.08233,24579.09961,0
10009,15903519.3,4143.51197,4143.509766,0
10009,15903519.3,16694.43484,16694.40039,0
10009,15903519.3,2491.827101,2491.830078,0
10009,15903519.3,4887.462225,4887.459961,0
10009,15903519.3,2106.263836,2106.26001,0
10009,15903519.3,27678.54443,27678.5,0
10009,15903519.3,2920.938702,2920.939941,0
10009,15903519.3,2437.038275,2437.040039,0
10009,15903519.3,14285.13307,14285.09961,0
10009,15903519.3,5394.736909,5394.740234,0
10009,15903519.3,4737.514678,4737.509766,0
10009,15903519.3,20391.74792,20391.69922,0
10009,15903519.3,2576.499536,2576.5,0
10009,15903519.3,4908.494145,4908.490234,0
10009,15903519.3,6256.485637,6256.490234,0
10009,15903519.3,4638.340848,4638.339844,0
10009,15903519.3,3483.820595,3483.820068,0
10009,15903519.3,23490.05866,23490.09961,0
10012,9193739,2510.420514,2510.419922,0
10012,9193739,9813.921031,9813.919922,0
10012,9193739,3443.319922,3443.320068,0
10012,9193739,26949.0271,26949,0
10012,9193739,17931.60541,17931.59961,0
10012,9193739,27993.61673,27993.59961,0
10012,9193739,2063.508008,2063.51001,0
10012,9193739,11279.46306,11279.5,0
10012,9193739,25360.01257,25360,0
10012,9193739,20069.7593,20069.80078,0
10012,9193739,7849.326545,2823.340088,5026
10013,15580578.83,93850.0045,93850,0
10013,15580578.83,5009.878402,5009.879883,0
10013,15580578.83,1605.569337,1605.569946,0
10013,15580578.83,130554.5881,130555,0
10013,15580578.83,29210.68669,29210.69922,0
10013,15580578.83,52903.01316,52903,0
10013,15580578.83,5630.47287,5630.470215,0
10013,15580578.83,18736.92492,18736.90039,0
10013,15580578.83,15712.67791,15712.7002,0
10013,15580578.83,7849.326545,5025.990234,2823
10007,5327870.977,10281.52869,7862.029785,2419
10007,5327870.977,4218.84074,4218.839844,0
10007,5327870.977,410763.0847,410763,0
10007,5327870.977,1233720.26,1528.280029,1232192
10007,5327870.977,81539.37005,81539.39844,0
11237,27425868.17,5447.318604,5447.319824,0
11237,27425868.17,337306.5099,337307,0
11237,27425868.17,43739.46066,43739.5,0
11237,27425868.17,120832.207,120832,0
11237,27425868.17,12705.70008,12705.7002,0
11237,27425868.17,59395.79975,59395.80078,0
11385,124786310.9,1680838.539,1164,1679675
11385,124786310.9,646.4723213,646.4719849,0
11385,124786310.9,23437425.88,22026300,1411126
11385,124786310.9,4517996.04,4124070,393926
11385,124786310.9,1075.239574,1075.23999,0
11385,124786310.9,24259.25018,24259.30078,0
11385,124786310.9,314585.8007,304737,9849
11385,124786310.9,2501.317408,2501.320068,0
11385,124786310.9,147632.4316,147632,0
11385,124786310.9,60320.65616,60320.69922,0
11385,124786310.9,58450.10496,58450.10156,0
11385,124786310.9,49451.22562,49451.19922,0
11385,124786310.9,106950.4921,106950,0
11385,124786310.9,246780.4615,246780,0
11385,124786310.9,1914405.553,1326250,588156
11385,124786310.9,40844.0712,40844.10156,0
11385,124786310.9,11689.87414,11689.90039,0
11385,124786310.9,25377.50449,25377.5,0
11385,124786310.9,1386.118181,1386.119995,0
11385,124786310.9,650.6864253,650.6859741,0
10038,7022760.643,16764.6041,16764.59961,0
10038,7022760.643,8437.799127,8437.799805,0
10038,7022760.643,9143.941886,9143.349609,1
10038,7022760.643,25702.93443,25702.90039,0
10038,7022760.643,10887.46335,2329.76001,8558
10038,7022760.643,10522.18821,10522.2002,0
10038,7022760.643,2472.299258,2472.300049,0
10038,7022760.643,8847.124323,8847.120117,0
10038,7022760.643,6893.508925,6893.509766,0
10038,7022760.643,76356.79223,76356.79688,0
10038,7022760.643,21897.67467,21897.69922,0
11206,40700720.97,39131.26059,39131.30078,0
11206,40700720.97,2104.299563,2104.300049,0
11206,40700720.97,14489.81192,14489.7998,0
11206,40700720.97,40871.57915,40871.60156,0
11206,40700720.97,47729.74896,47729.80078,0
11206,40700720.97,85895.66971,85895.70313,0
11206,40700720.97,39945.84486,39945.80078,0
11206,40700720.97,19703.56312,19703.59961,0
11206,40700720.97,4989.828601,4989.830078,0
11206,40700720.97,47247.85317,47247.89844,0
11206,40700720.97,46178.68339,46178.69922,0
11206,40700720.97,7518.216251,7518.220215,0
11206,40700720.97,4722.038161,4722.040039,0
