"zip","name","empflag","emp","qp1","ap","est"
"10038","NEW YORK, NY",,48679,725759,2796086,2209
"10039","NEW YORK, NY",,973,4842,21061,131
"10040","NEW YORK, NY",,3828,24987,104850,518
"10044","NEW YORK, NY",,2112,22805,89481,60
"10069","NEW YORK, NY",,198,2709,11448,37
"10103","NEW YORK, NY",,7726,240235,608737,128
"10110","NEW YORK, NY",,2576,35737,155673,190
"10111","NEW YORK, NY",,3423,135753,517307,181
"10112","NEW YORK, NY",,5795,166717,635121,108
"10115","NEW YORK, NY",,1302,20970,80418,60
"10119","NEW YORK, NY",,7230,169122,614844,259
"10128","NEW YORK, NY",,15319,136583,577053,1671
"10152","NEW YORK, NY",,887,51102,143312,114
"10153","NEW YORK, NY",,2606,138479,459107,92
"10154","NEW YORK, NY",,5281,272708,736472,49
"10162","NEW YORK, NY",,175,1657,7665,28
"10165","NEW YORK, NY",,4328,49615,215854,500
"10167","NEW YORK, NY",,2542,140953,363904,90
"10168","NEW YORK, NY",,2454,39386,144140,160
"10169","NEW YORK, NY",,2239,54772,243427,254
"10170","NEW YORK, NY",,3128,40877,173337,303
"10171","NEW YORK, NY",,2009,199485,476438,42
"10172","NEW YORK, NY",,5643,875479,1351901,47
"10173","NEW YORK, NY",,877,8116,40172,70
"10174","NEW YORK, NY",,2985,57462,262464,126
"10177","NEW YORK, NY",,1334,37602,168022,24
"10199","NEW YORK, NY",,83,223,834,5
"10271","NEW YORK, NY",,3932,142519,400336,97
"10278","NEW YORK, NY",,49,448,1872,7
"10279","NEW YORK, NY",,3663,32252,130958,118
"10280","NEW YORK, NY",,937,8825,39994,142
"10282","NEW YORK, NY",,1447,20773,98253,165
"10301","STATEN ISLAND, NY",,8374,49246,217927,637
"10302","STATEN ISLAND, NY",,4485,34340,141962,359
"10303","STATEN ISLAND, NY",,5414,47900,202265,338
"10304","STATEN ISLAND, NY",,5389,40061,179071,575
"10305","STATEN ISLAND, NY",,12396,117573,500112,750
"10306","STATEN ISLAND, NY",,10543,57335,247461,974
"10307","STATEN ISLAND, NY",,1139,7273,32901,218
"10308","STATEN ISLAND, NY",,2662,27579,107058,374
"10309","STATEN ISLAND, NY",,6653,52215,215582,584
"10310","STATEN ISLAND, NY",,4521,35946,159982,436
"10311","STATEN ISLAND, NY",,440,6061,19905,19
"10312","STATEN ISLAND, NY",,6033,29624,145282,824
"10314","STATEN ISLAND, NY",,20725,140174,598399,1698
"10451","BRONX, NY",,14351,134038,643699,709
"10452","BRONX, NY",,5925,34939,134522,625
"10453","BRONX, NY",,3796,24093,100093,534
"10454","BRONX, NY",,7963,64058,265108,552
"10455","BRONX, NY",,10455,58706,236943,574
"10456","BRONX, NY",,5836,51482,204518,501
"10457","BRONX, NY",,11702,112978,455567,699
"10458","BRONX, NY",,11669,80338,329273,1000
"10459","BRONX, NY",,3922,22185,94057,500
"10460","BRONX, NY",,6062,40035,159136,464
"10461","BRONX, NY",,16740,166540,699242,1192
"10462","BRONX, NY",,11830,95513,390045,968
"10463","BRONX, NY",,73936,59517,260394,969
"10464","BRONX, NY",,1257,6508,32002,154
"10465","BRONX, NY",,8175,78550,311333,455
"10466","BRONX, NY",,10806,91671,410150,599
"10467","BRONX, NY",,21460,229390,949275,977
"10468","BRONX, NY",,7493,48841,206060,732
"10469","BRONX, NY",,7274,50948,213523,612
"10470","BRONX, NY",,2548,20244,84027,277
"10471","BRONX, NY",,7528,52910,229898,367
"10472","BRONX, NY",,3273,20790,89210,451
"10473","BRONX, NY",,6217,46343,183605,348
"10474","BRONX, NY",,10541,100008,446478,601
"10475","BRONX, NY",,8197,50462,219109,316
"11001","FLORAL PARK, NY",,6676,40488,181147,643
"11003","ELMONT, NY",,7572,46925,216613,669
"11004","GLEN OAKS, NY",,2615,21283,89596,228
"11005","FLORAL PARK, NY",,354,2536,11476,32
"11040","NEW HYDE PARK, NY",,21807,214228,912362,1403
"11101","LONG ISLAND CITY, NY",,57222,549921,2283026,2668
"11102","ASTORIA, NY",,6542,53367,220865,641
"11103","ASTORIA, NY",,9935,55648,240504,1043
"11104","SUNNYSIDE, NY",,4594,28194,112615,507
"11105","ASTORIA, NY",,10141,100796,425521,869
"11106","ASTORIA, NY",,10450,79772,365031,933
"11109","LONG ISLAND CITY, NY",,37,367,1683,10
"11201","BROOKLYN, NY",,52549,562267,2123265,2305
"11203","BROOKLYN, NY",,15440,200828,687856,681
"11204","BROOKLYN, NY",,8697,46145,217784,1649
"11205","BROOKLYN, NY",,10541,67704,286876,759
"11206","BROOKLYN, NY",,16380,140929,562579,874
"11207","BROOKLYN, NY",,12279,97282,392033,733
"11208","BROOKLYN, NY",,9831,64584,273243,682
"11209","BROOKLYN, NY",,14574,113122,476232,1843
"11210","BROOKLYN, NY",,6683,40436,176688,826
"11211","BROOKLYN, NY",,27818,177238,768388,2131
"11212","BROOKLYN, NY",,9221,79856,323086,581
"11213","BROOKLYN, NY",,5287,75606,301508,569
"11214","BROOKLYN, NY",,9658,62524,259265,1426
"11215","BROOKLYN, NY",,15555,126240,532804,1556
"11216","BROOKLYN, NY",,3924,19806,80434,539
"11217","BROOKLYN, NY",,9593,75098,316223,845
"11218","BROOKLYN, NY",,7397,43080,188018,1247
"11219","BROOKLYN, NY",,23488,172880,783667,2238
"11220","BROOKLYN, NY",,17636,143335,587827,1676
"11221","BROOKLYN, NY",,3808,21887,95966,412
"11222","BROOKLYN, NY",,14797,131846,566913,1249
"11223","BROOKLYN, NY",,12608,75871,324809,1614
"11224","BROOKLYN, NY",,4770,38156,163922,527
"11225","BROOKLYN, NY",,3253,19000,84449,488
"11226","BROOKLYN, NY",,7454,41726,176594,992
"11228","BROOKLYN, NY",,4989,34364,147355,674
"11229","BROOKLYN, NY",,10367,60047,269313,1678
"11230","BROOKLYN, NY",,15149,88974,374789,1874
"11231","BROOKLYN, NY",,7416,57252,259895,807
"11232","BROOKLYN, NY",,17776,115625,481391,1124
"11233","BROOKLYN, NY",,2947,16267,68782,291
"11234","BROOKLYN, NY",,16472,105886,461587,1618
"11235","BROOKLYN, NY",,14930,112370,483662,1969
"11236","BROOKLYN, NY",,9327,73702,296422,927
"11237","BROOKLYN, NY",,12172,89384,391646,736
"11238","BROOKLYN, NY",,6601,45362,196413,610
"11239","BROOKLYN, NY",,2857,15519,66780,86
"11351","FLUSHING, NY",,45,188,856,7
"11354","FLUSHING, NY",,19088,154604,673420,2218
"11355","FLUSHING, NY",,13319,126331,513913,1464
"11356","COLLEGE POINT, NY",,9707,88802,375054,634
"11357","WHITESTONE, NY",,8512,84666,363539,878
"11358","FLUSHING, NY",,4848,32970,139899,972
"11359","BAYSIDE, NY",,253,1245,5224,6
"11360","BAYSIDE, NY",,3102,20123,91001,364
"11361","BAYSIDE, NY",,7717,56765,250026,896
"11362","LITTLE NECK, NY",,5347,39885,159713,395
"11363","LITTLE NECK, NY",,1155,6501,30035,182
"11364","OAKLAND GARDENS, NY",,2748,15640,64633,504
"11365","FRESH MEADOWS, NY",,6617,53468,238611,582
"11366","FRESH MEADOWS, NY",,2138,29134,112477,368
"11367","FLUSHING, NY",,3411,19254,86959,547
"11368","CORONA, NY",,9783,66799,413396,1157
"11369","EAST ELMHURST, NY",,4979,38561,151047,222
"11370","EAST ELMHURST, NY",,2572,20478,84261,252
"11371","FLUSHING, NY",,11982,158421,564958,92
"11372","JACKSON HEIGHTS, NY",,7262,43620,189866,1521
"11373","ELMHURST, NY",,15386,163509,647074,1359
"11374","REGO PARK, NY",,8919,65772,276506,1019
"11375","FOREST HILLS, NY",,17504,118281,508390,1963
"11377","WOODSIDE, NY",,14091,102755,439179,1446
"11378","MASPETH, NY",,18044,155679,693925,1018
"11379","MIDDLE VILLAGE, NY",,4018,26433,118142,483
"11385","RIDGEWOOD, NY",,13252,92257,400688,1518
"11411","CAMBRIA HEIGHTS, NY",,964,5751,23434,122
"11412","SAINT ALBANS, NY",,1662,8427,39141,226
"11413","SPRINGFIELD GARDENS, NY",,5501,47552,187180,386
"11414","HOWARD BEACH, NY",,3200,16992,70991,439
"11415","KEW GARDENS, NY",,3103,20611,87396,389
"11416","OZONE PARK, NY",,4934,38510,175493,359
"11417","OZONE PARK, NY",,3498,23185,89500,348
"11418","RICHMOND HILL, NY",,9073,90394,379742,657
"11419","SOUTH RICHMOND HILL, NY",,2614,14625,62399,586
"11420","SOUTH OZONE PARK, NY",,2158,12304,51848,327
"11421","WOODHAVEN, NY",,2335,23124,92910,408
"11422","ROSEDALE, NY",,2818,17466,72040,281
"11423","HOLLIS, NY",,2601,20012,84249,326
"11424","JAMAICA, NY",,68,411,1759,10
"11425","JAMAICA, NY","B",0,0,0,3
"11426","BELLEROSE, NY",,1990,14482,59001,211
"11427","QUEENS VILLAGE, NY",,2716,23696,101984,210
"11428","QUEENS VILLAGE, NY",,1891,12139,51930,258
"11429","QUEENS VILLAGE, NY",,2259,17578,70788,206
"11430","JAMAICA, NY",,33866,343846,1281079,364
"11432","JAMAICA, NY",,19280,196026,781422,1206
"11433","JAMAICA, NY",,4497,41087,167368,289
"11434","JAMAICA, NY",,10260,88591,378064,861
"11435","JAMAICA, NY",,6069,47626,214046,716
"11436","JAMAICA, NY",,877,5282,21857,74
"11451","JAMAICA, NY",,42,201,949,5
"11581","VALLEY STREAM, NY",,6484,44844,198782,677
"11691","FAR ROCKAWAY, NY",,9301,72852,289394,426
"11692","ARVERNE, NY",,1846,14511,60799,74
"11693","FAR ROCKAWAY, NY",,1182,6793,29504,98
"11694","ROCKAWAY PARK, NY",,2430,16102,64899,302
"11697","BREEZY POINT, NY",,309,1763,8730,43
