"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"10473","BRONX, NY",,"G",5459,"G",46408,"G",206919,342,"BRONX","NY","BRONX"
"10474","BRONX, NY",,"G",12604,"G",152825,"G",680054,653,"BRONX","NY","BRONX"
"10475","BRONX, NY",,"G",8920,"G",67201,"G",285352,360,"BRONX","NY","BRONX"
"11001","FLORAL PARK, NY",,"G",5175,"G",41399,"G",179816,714,"FLORAL PARK","NY","NASSAU"
"11003","ELMONT, NY",,"G",6527,"H",47831,"H",238938,632,"ELMONT","NY","NASSAU"
"11004","GLEN OAKS, NY",,"H",2551,"H",26854,"H",110797,222,"GLEN OAKS","NY","QUEENS"
"11005","FLORAL PARK, NY",,"G",322,"G",3216,"G",13811,32,"FLORAL PARK","NY","QUEENS"
"11040","NEW HYDE PARK, NY",,"H",20945,"H",296015,"H",1271185,1488,"NEW HYDE PARK","NY","NASSAU"
"11101","LONG ISLAND CITY, NY",,"G",57921,"H",940963,"G",3581961,2787,"LONG ISLAND CITY","NY","QUEENS"
"11102","ASTORIA, NY",,"G",6127,"G",60475,"G",275261,676,"ASTORIA","NY","QUEENS"
"11103","ASTORIA, NY",,"H",9988,"G",72960,"G",323241,1116,"ASTORIA","NY","QUEENS"
"11104","SUNNYSIDE, NY",,"H",5694,"H",62118,"H",226720,537,"SUNNYSIDE","NY","QUEENS"
"11105","ASTORIA, NY",,"G",8627,"G",105203,"G",467720,924,"ASTORIA","NY","QUEENS"
"11106","ASTORIA, NY",,"G",9455,"G",81425,"G",371535,1036,"ASTORIA","NY","QUEENS"
"11109","LONG ISLAND CITY, NY",,"G",149,"G",1282,"G",5460,34,"LONG ISLAND CITY","NY","QUEENS"
"11201","BROOKLYN, NY",,"G",54318,"G",635244,"G",2472482,2690,"BROOKLYN","NY","KINGS"
"11203","BROOKLYN, NY",,"G",19376,"G",231514,"G",997426,809,"BROOKLYN","NY","KINGS"
"11204","BROOKLYN, NY",,"G",11438,"G",69870,"G",304297,1960,"BROOKLYN","NY","KINGS"
"11205","BROOKLYN, NY",,"G",12429,"G",92618,"G",404861,1020,"BROOKLYN","NY","KINGS"
"11206","BROOKLYN, NY",,"G",18005,"G",129553,"G",546935,1094,"BROOKLYN","NY","KINGS"
"11207","BROOKLYN, NY",,"G",12801,"G",97144,"G",414266,940,"BROOKLYN","NY","KINGS"
"11208","BROOKLYN, NY",,"G",9436,"G",79588,"G",331801,791,"BROOKLYN","NY","KINGS"
"11209","BROOKLYN, NY",,"G",14904,"G",136662,"G",593199,1895,"BROOKLYN","NY","KINGS"
"11210","BROOKLYN, NY",,"G",9692,"G",60115,"G",278517,1030,"BROOKLYN","NY","KINGS"
"11211","BROOKLYN, NY",,"G",31049,"G",211750,"G",933263,2803,"BROOKLYN","NY","KINGS"
"11212","BROOKLYN, NY",,"H",9317,"H",90056,"H",391945,713,"BROOKLYN","NY","KINGS"
"11213","BROOKLYN, NY",,"H",6141,"H",52653,"H",225154,674,"BROOKLYN","NY","KINGS"
"11214","BROOKLYN, NY",,"G",11965,"G",85608,"G",376221,1724,"BROOKLYN","NY","KINGS"
"11215","BROOKLYN, NY",,"H",20595,"H",189909,"H",835681,2008,"BROOKLYN","NY","KINGS"
"11216","BROOKLYN, NY",,"G",4206,"G",25492,"G",109105,633,"BROOKLYN","NY","KINGS"
"11217","BROOKLYN, NY",,"G",14798,"H",131664,"G",545632,1163,"BROOKLYN","NY","KINGS"
"11218","BROOKLYN, NY",,"G",11240,"G",78204,"G",337373,1523,"BROOKLYN","NY","KINGS"
"11219","BROOKLYN, NY",,"H",26189,"H",245839,"H",1062088,2647,"BROOKLYN","NY","KINGS"
"11220","BROOKLYN, NY",,"G",19901,"G",205638,"G",866804,2307,"BROOKLYN","NY","KINGS"
"11221","BROOKLYN, NY",,"G",4384,"G",28106,"G",117956,566,"BROOKLYN","NY","KINGS"
"11222","BROOKLYN, NY",,"G",14402,"G",149051,"G",694228,1426,"BROOKLYN","NY","KINGS"
"11223","BROOKLYN, NY",,"G",20993,"G",129788,"G",553838,1993,"BROOKLYN","NY","KINGS"
"11224","BROOKLYN, NY",,"G",6101,"G",49788,"G",208663,688,"BROOKLYN","NY","KINGS"
"11225","BROOKLYN, NY",,"G",3591,"G",24286,"G",105632,597,"BROOKLYN","NY","KINGS"
"11226","BROOKLYN, NY",,"G",9304,"G",54533,"G",229272,1169,"BROOKLYN","NY","KINGS"
"11228","BROOKLYN, NY",,"G",4973,"G",31615,"G",155029,836,"BROOKLYN","NY","KINGS"
"11229","BROOKLYN, NY",,"G",14185,"G",108310,"G",473149,1948,"BROOKLYN","NY","KINGS"
"11230","BROOKLYN, NY",,"G",19380,"G",116886,"G",530096,2062,"BROOKLYN","NY","KINGS"
"11231","BROOKLYN, NY",,"G",8621,"G",77802,"G",358112,1027,"BROOKLYN","NY","KINGS"
"11232","BROOKLYN, NY",,"G",14680,"G",129392,"G",595137,1186,"BROOKLYN","NY","KINGS"
"11233","BROOKLYN, NY",,"G",3913,"G",25289,"G",117413,394,"BROOKLYN","NY","KINGS"
"11234","BROOKLYN, NY",,"G",15963,"G",131808,"G",575458,1736,"BROOKLYN","NY","KINGS"
"11235","BROOKLYN, NY",,"G",17941,"G",163630,"G",780009,2437,"BROOKLYN","NY","KINGS"
"11236","BROOKLYN, NY",,"G",11233,"G",97378,"G",414209,1007,"BROOKLYN","NY","KINGS"
"11237","BROOKLYN, NY",,"G",9715,"G",89874,"G",399242,895,"BROOKLYN","NY","KINGS"
"11238","BROOKLYN, NY",,"G",7240,"G",57362,"G",256981,858,"BROOKLYN","NY","KINGS"
"11239","BROOKLYN, NY",,"G",3453,"G",22757,"G",95245,78,"BROOKLYN","NY","KINGS"
"11351","FLUSHING, NY","A","D",0,"D",0,"D",0,1,"FLUSHING","NY","QUEENS"
"11354","FLUSHING, NY",,"G",23007,"G",224439,"G",939499,2875,"FLUSHING","NY","QUEENS"
"11355","FLUSHING, NY",,"H",15935,"H",189713,"H",758941,1877,"FLUSHING","NY","QUEENS"
"11356","COLLEGE POINT, NY",,"G",8230,"G",95777,"G",418472,710,"COLLEGE POINT","NY","QUEENS"
"11357","WHITESTONE, NY",,"G",6696,"G",73866,"G",328230,943,"WHITESTONE","NY","QUEENS"
"11358","FLUSHING, NY",,"G",5406,"G",38909,"G",173438,1205,"FLUSHING","NY","QUEENS"
"11359","BAYSIDE, NY",,"G",220,"G",1788,"H",6894,11,"BAYSIDE","NY","QUEENS"
"11360","BAYSIDE, NY",,"G",3309,"H",23761,"H",106368,361,"BAYSIDE","NY","QUEENS"
"11361","BAYSIDE, NY",,"G",11708,"G",77171,"G",343643,1012,"BAYSIDE","NY","QUEENS"
"11362","LITTLE NECK, NY",,"G",3820,"G",22779,"G",95714,451,"LITTLE NECK","NY","QUEENS"
"11363","LITTLE NECK, NY",,"G",804,"H",8354,"H",41665,162,"LITTLE NECK","NY","QUEENS"
"11364","OAKLAND GARDENS, NY",,"G",2507,"G",16021,"G",73244,585,"OAKLAND GARDENS","NY","QUEENS"
"11365","FRESH MEADOWS, NY",,"G",7151,"G",73026,"G",305809,677,"FRESH MEADOWS","NY","QUEENS"
"11366","FRESH MEADOWS, NY",,"G",2430,"G",18671,"G",78777,432,"FRESH MEADOWS","NY","QUEENS"
"11367","FLUSHING, NY",,"G",4749,"G",29660,"G",132338,607,"FLUSHING","NY","QUEENS"
"11368","CORONA, NY",,"G",9997,"G",88727,"G",546459,1282,"CORONA","NY","QUEENS"
"11369","EAST ELMHURST, NY",,"G",4212,"G",42413,"G",184302,289,"EAST ELMHURST","NY","QUEENS"
"11370","EAST ELMHURST, NY",,"G",5694,"G",98292,"G",347054,301,"EAST ELMHURST","NY","QUEENS"
"11371","FLUSHING, NY",,"G",8429,"G",113686,"G",436660,91,"FLUSHING","NY","QUEENS"
"11372","JACKSON HEIGHTS, NY",,"G",7939,"G",54963,"G",251047,1647,"JACKSON HEIGHTS","NY","QUEENS"
"11373","ELMHURST, NY",,"G",16998,"G",134156,"G",600353,1523,"ELMHURST","NY","QUEENS"
"11374","REGO PARK, NY",,"G",11674,"G",86100,"G",383804,1108,"REGO PARK","NY","QUEENS"
"11375","FOREST HILLS, NY",,"G",18876,"G",189988,"G",789226,2102,"FOREST HILLS","NY","QUEENS"
"11377","WOODSIDE, NY",,"G",16405,"G",152145,"G",658126,1540,"WOODSIDE","NY","QUEENS"
"11378","MASPETH, NY",,"G",17435,"G",179818,"G",776345,1114,"MASPETH","NY","QUEENS"
"11379","MIDDLE VILLAGE, NY",,"H",4284,"G",32936,"G",147009,555,"MIDDLE VILLAGE","NY","QUEENS"
"11385","RIDGEWOOD, NY",,"G",13477,"G",115908,"G",503568,1777,"RIDGEWOOD","NY","QUEENS"
"11411","CAMBRIA HEIGHTS, NY",,"G",1120,"G",7639,"G",32780,138,"CAMBRIA HEIGHTS","NY","QUEENS"
"11412","SAINT ALBANS, NY",,"G",1479,"G",8671,"G",38810,242,"SAINT ALBANS","NY","QUEENS"
"11413","SPRINGFIELD GARDENS, NY",,"G",4909,"G",50340,"G",211293,435,"SPRINGFIELD GARDENS","NY","QUEENS"
"11414","HOWARD BEACH, NY",,"G",3217,"G",19309,"G",86602,438,"HOWARD BEACH","NY","QUEENS"
"11415","KEW GARDENS, NY",,"G",3941,"H",29285,"H",129245,417,"KEW GARDENS","NY","QUEENS"
"11416","OZONE PARK, NY",,"H",6370,"H",66029,"H",341674,404,"OZONE PARK","NY","QUEENS"
"11417","OZONE PARK, NY",,"G",3661,"G",25908,"G",92326,391,"OZONE PARK","NY","QUEENS"
"11418","RICHMOND HILL, NY",,"G",10677,"G",119208,"G",520463,708,"RICHMOND HILL","NY","QUEENS"
"11419","SOUTH RICHMOND HILL, NY",,"G",2815,"G",18282,"G",79161,674,"SOUTH RICHMOND HILL","NY","QUEENS"
"11420","SOUTH OZONE PARK, NY",,"G",2171,"G",15151,"G",77851,392,"SOUTH OZONE PARK","NY","QUEENS"
"11421","WOODHAVEN, NY",,"G",2295,"G",14350,"G",67836,473,"WOODHAVEN","NY","QUEENS"
"11422","ROSEDALE, NY",,"G",2358,"G",17544,"G",80925,310,"ROSEDALE","NY","QUEENS"
"11423","HOLLIS, NY",,"G",2632,"G",21876,"G",98058,355,"HOLLIS","NY","QUEENS"
"11424","JAMAICA, NY","B","S",0,"H",343,"G",1439,7,"JAMAICA","NY","QUEENS"
"11425","JAMAICA, NY",,"G",6,"G",46,"G",178,3,"JAMAICA","NY","QUEENS"
"11426","BELLEROSE, NY",,"H",1765,"H",13160,"H",57188,256,"BELLEROSE","NY","QUEENS"
"11427","QUEENS VILLAGE, NY",,"G",2656,"G",30566,"G",100735,248,"QUEENS VILLAGE","NY","QUEENS"
"11428","QUEENS VILLAGE, NY",,"G",1849,"G",12102,"G",55790,296,"QUEENS VILLAGE","NY","QUEENS"
"11429","QUEENS VILLAGE, NY",,"G",2223,"G",17410,"G",83159,224,"QUEENS VILLAGE","NY","QUEENS"
"11430","JAMAICA, NY",,"G",33244,"G",381808,"G",1464829,332,"JAMAICA","NY","QUEENS"
"11432","JAMAICA, NY",,"G",16992,"G",138715,"G",577490,1221,"JAMAICA","NY","QUEENS"
"11433","JAMAICA, NY",,"G",4223,"G",44810,"G",191009,308,"JAMAICA","NY","QUEENS"
"11434","JAMAICA, NY",,"G",10386,"G",96236,"G",433411,944,"JAMAICA","NY","QUEENS"
"11435","JAMAICA, NY",,"G",6225,"G",54563,"G",240153,832,"JAMAICA","NY","QUEENS"
"11436","JAMAICA, NY",,"H",1139,"G",7525,"G",32733,101,"JAMAICA","NY","QUEENS"
"11451","JAMAICA, NY","B","D",0,"D",0,"D",0,2,"JAMAICA","NY","QUEENS"
"11581","VALLEY STREAM, NY",,"G",7708,"G",49683,"G",230743,676,"VALLEY STREAM","NY","NASSAU"
"11691","FAR ROCKAWAY, NY",,"G",9373,"G",84350,"G",352520,486,"FAR ROCKAWAY","NY","QUEENS"
"11692","ARVERNE, NY",,"G",1483,"G",13380,"G",54844,90,"ARVERNE","NY","QUEENS"
"11693","FAR ROCKAWAY, NY",,"G",1403,"G",11260,"G",46373,131,"FAR ROCKAWAY","NY","QUEENS"
"11694","ROCKAWAY PARK, NY",,"G",2441,"G",19457,"G",80980,326,"ROCKAWAY PARK","NY","QUEENS"
"11697","BREEZY POINT, NY","E","S",0,"H",2294,"H",12406,46,"BREEZY POINT","NY","QUEENS"
