"ZIP","NAME","EMPFLAG","EMP","QP1","AP","EST"
"10169","NEW YORK, NY",,2722,58488,234681,238
"10170","NEW YORK, NY",,5343,64175,239546,334
"10171","NEW YORK, NY",,1816,142646,379219,33
"10172","NEW YORK, NY",,5825,1165788,1847268,68
"10173","NEW YORK, NY",,1222,17136,67629,117
"10174","NEW YORK, NY",,4148,99506,329015,129
"10177","NEW YORK, NY",,1994,55904,218905,40
"10199","NEW YORK, NY",,158,243,957,4
"10271","NEW YORK, NY",,6312,271307,780016,111
"10278","NEW YORK, NY",,112,984,3945,13
"10279","NEW YORK, NY",,6499,42416,171733,166
"10280","NEW YORK, NY",,954,10218,47399,136
"10282","NEW YORK, NY",,1203,17765,75669,103
"10301","STATEN ISLAND, NY",,7545,46005,202023,612
"10302","STATEN ISLAND, NY",,4136,29275,120279,351
"10303","STATEN ISLAND, NY",,5895,49562,211223,317
"10304","STATEN ISLAND, NY",,6308,48187,212882,543
"10305","STATEN ISLAND, NY",,12050,115043,458857,710
"10306","STATEN ISLAND, NY",,10343,51607,220015,970
"10307","STATEN ISLAND, NY",,991,5331,26015,195
"10308","STATEN ISLAND, NY",,2536,27251,106722,356
"10309","STATEN ISLAND, NY",,5586,44109,182887,533
"10310","STATEN ISLAND, NY",,6432,58395,243783,437
"10311","STATEN ISLAND, NY",,1554,26093,85104,26
"10312","STATEN ISLAND, NY",,4925,27278,125633,820
"10314","STATEN ISLAND, NY",,18349,125071,530630,1615
"10451","BRONX, NY",,14444,118824,585723,653
"10452","BRONX, NY",,4359,28383,117661,543
"10453","BRONX, NY",,3537,21678,89736,501
"10454","BRONX, NY",,9962,78702,328462,503
"10455","BRONX, NY",,7006,44114,184157,526
"10456","BRONX, NY",,5543,47856,191693,439
"10457","BRONX, NY",,10609,107520,420617,629
"10458","BRONX, NY",,12806,70960,305088,960
"10459","BRONX, NY",,4162,23251,106734,480
"10460","BRONX, NY",,6704,35742,146345,387
"10461","BRONX, NY",,17362,147235,617654,1129
"10462","BRONX, NY",,11873,87551,357803,942
"10463","BRONX, NY",,7966,53619,229324,934
"10464","BRONX, NY",,1174,6340,30675,152
"10465","BRONX, NY",,8761,57797,248970,438
"10466","BRONX, NY",,8248,66479,275246,576
"10467","BRONX, NY",,21635,223109,900991,930
"10468","BRONX, NY",,7141,44787,188188,667
"10469","BRONX, NY",,7637,52519,221655,566
"10470","BRONX, NY",,2260,18369,75731,271
"10471","BRONX, NY",,6850,46906,199940,368
"10472","BRONX, NY",,2899,16608,71279,432
"10473","BRONX, NY",,6362,47537,201633,306
"10474","BRONX, NY",,10645,99040,419200,551
"10475","BRONX, NY",,6712,43398,181010,291
"11001","FLORAL PARK, NY",,4398,33366,147463,661
"11003","ELMONT, NY",,7325,45437,207133,663
"11004","GLEN OAKS, NY",,2587,20228,85784,204
"11005","FLORAL PARK, NY",,260,2043,8638,29
"11040","NEW HYDE PARK, NY",,22557,227326,954793,1341
"11101","LONG ISLAND CITY, NY",,59191,552890,2299449,2564
"11102","ASTORIA, NY",,6209,49841,209727,605
"11103","ASTORIA, NY",,8783,53877,247123,991
"11104","SUNNYSIDE, NY",,4814,29796,122836,457
"11105","ASTORIA, NY",,8790,89647,363295,784
"11106","ASTORIA, NY",,10282,83775,338160,893
"11109","LONG ISLAND CITY, NY",,19,263,1401,7
"11201","BROOKLYN, NY",,45189,581331,1935757,2148
"11203","BROOKLYN, NY",,15135,171136,606181,661
"11204","BROOKLYN, NY",,9209,47011,203557,1686
"11205","BROOKLYN, NY",,10167,62523,260624,725
"11206","BROOKLYN, NY",,15597,111462,471762,806
"11207","BROOKLYN, NY",,10631,72492,290538,715
"11208","BROOKLYN, NY",,9004,58868,253258,607
"11209","BROOKLYN, NY",,14047,102207,419495,1733
"11210","BROOKLYN, NY",,6408,37224,166289,816
"11211","BROOKLYN, NY",,28773,175575,744747,1977
"11212","BROOKLYN, NY",,9060,73718,312117,527
"11213","BROOKLYN, NY",,4121,31824,135498,493
"11214","BROOKLYN, NY",,9495,58146,238525,1300
"11215","BROOKLYN, NY",,15310,121761,501849,1453
"11216","BROOKLYN, NY",,3528,18981,78142,463
"11217","BROOKLYN, NY",,9358,70154,289748,770
"11218","BROOKLYN, NY",,10365,61446,243619,1180
"11219","BROOKLYN, NY",,19412,152984,655696,2153
"11220","BROOKLYN, NY",,18413,143519,578312,1476
"11221","BROOKLYN, NY",,3562,21638,87630,374
"11222","BROOKLYN, NY",,16639,132334,569267,1211
"11223","BROOKLYN, NY",,9737,63083,269725,1551
"11224","BROOKLYN, NY",,4874,36085,148668,482
"11225","BROOKLYN, NY",,3173,17222,77224,422
"11226","BROOKLYN, NY",,7066,39398,165178,884
"11228","BROOKLYN, NY",,5398,34115,143221,684
"11229","BROOKLYN, NY",,10444,60165,253030,1615
"11230","BROOKLYN, NY",,15307,79933,336108,1807
"11231","BROOKLYN, NY",,8683,66434,288436,762
"11232","BROOKLYN, NY",,16903,108444,460356,1024
"11233","BROOKLYN, NY",,3220,20331,81397,266
"11234","BROOKLYN, NY",,15217,99772,437405,1537
"11235","BROOKLYN, NY",,15026,100289,436205,1853
"11236","BROOKLYN, NY",,9961,73803,295626,879
"11237","BROOKLYN, NY",,11858,88740,388781,719
"11238","BROOKLYN, NY",,9937,72956,301680,558
"11239","BROOKLYN, NY",,1181,7449,30515,58
"11351","FLUSHING, NY",,28,135,570,5
"11354","FLUSHING, NY",,18618,149810,627822,2064
"11355","FLUSHING, NY",,13235,122664,498304,1287
"11356","COLLEGE POINT, NY",,9901,86408,368476,586
"11357","WHITESTONE, NY",,8171,66703,303763,847
"11358","FLUSHING, NY",,4394,31300,139464,894
"11359","BAYSIDE, NY",,186,1338,5709,6
"11360","BAYSIDE, NY",,3073,17925,78227,322
"11361","BAYSIDE, NY",,7319,49795,227147,873
"11362","LITTLE NECK, NY",,5950,39440,147775,373
"11363","LITTLE NECK, NY",,1156,5922,26689,175
"11364","OAKLAND GARDENS, NY",,2393,13563,57900,471
"11365","FRESH MEADOWS, NY",,6372,52194,233949,574
"11366","FRESH MEADOWS, NY",,2489,20140,82799,369
"11367","FLUSHING, NY",,4126,21421,91769,514
"11368","CORONA, NY",,9324,61538,373508,1046
"11369","EAST ELMHURST, NY",,4211,25954,109190,201
"11370","EAST ELMHURST, NY",,2869,27417,116715,242
"11371","FLUSHING, NY",,12223,160665,625526,83
"11372","JACKSON HEIGHTS, NY",,6887,42389,183693,1408
"11373","ELMHURST, NY",,14811,113985,505573,1259
"11374","REGO PARK, NY",,8278,57485,245235,936
"11375","FOREST HILLS, NY",,17014,119145,494432,1964
"11377","WOODSIDE, NY",,14703,113510,474068,1433
"11378","MASPETH, NY",,22047,208069,891112,977
"11379","MIDDLE VILLAGE, NY",,3750,24866,106278,441
"11385","RIDGEWOOD, NY",,16689,104342,451755,1441
"11411","CAMBRIA HEIGHTS, NY",,982,5794,22038,111
"11412","SAINT ALBANS, NY",,1163,6472,28752,194
"11413","SPRINGFIELD GARDENS, NY",,5895,44383,179772,356
"11414","HOWARD BEACH, NY",,3110,15232,64139,467
"11415","KEW GARDENS, NY",,3719,25257,101084,381
"11416","OZONE PARK, NY",,4478,28230,114948,372
"11417","OZONE PARK, NY",,3590,22422,82341,319
"11418","RICHMOND HILL, NY",,8546,79609,343616,604
"11419","SOUTH RICHMOND HILL, NY",,2692,15230,66740,502
"11420","SOUTH OZONE PARK, NY",,1812,11379,47170,277
"11421","WOODHAVEN, NY",,2553,17067,72215,380
"11422","ROSEDALE, NY",,2806,15009,65037,268
"11423","HOLLIS, NY",,2706,20349,79537,309
"11424","JAMAICA, NY",,32,283,1217,6
"11425","JAMAICA, NY","A",0,0,0,2
"11426","BELLEROSE, NY",,2373,15134,60188,217
"11427","QUEENS VILLAGE, NY",,2617,21938,86862,186
"11428","QUEENS VILLAGE, NY",,1831,12049,53456,263
"11429","QUEENS VILLAGE, NY",,2160,12465,55846,178
"11430","JAMAICA, NY",,37101,359090,1462963,334
"11432","JAMAICA, NY",,19190,148642,612353,1147
"11433","JAMAICA, NY",,4715,42292,175053,269
"11434","JAMAICA, NY",,10951,88146,360912,853
"11435","JAMAICA, NY",,7465,41259,181998,656
"11436","JAMAICA, NY",,1099,4787,23387,57
"11451","JAMAICA, NY",,67,242,984,5
"11581","VALLEY STREAM, NY",,7514,49299,206157,688
"11691","FAR ROCKAWAY, NY",,9752,71401,297824,394
"11692","ARVERNE, NY",,1545,12580,54811,71
"11693","FAR ROCKAWAY, NY",,1052,5567,23619,89
"11694","ROCKAWAY PARK, NY",,2079,13352,55630,301
"11697","BREEZY POINT, NY",,287,1692,8589,40
