"zip","name","empflag","emp","qp1","ap","est"
"10044","NEW YORK, NY",,1937,22098,93355,62
"10069","NEW YORK, NY",,240,3092,11095,33
"10103","NEW YORK, NY",,7188,251576,646597,143
"10110","NEW YORK, NY",,2405,34120,166310,198
"10111","NEW YORK, NY",,3775,120027,504868,185
"10112","NEW YORK, NY",,5929,183348,680176,105
"10115","NEW YORK, NY",,1836,17387,71039,57
"10119","NEW YORK, NY",,6095,161939,567744,267
"10128","NEW YORK, NY",,15691,139689,596999,1716
"10152","NEW YORK, NY",,1217,49937,164856,112
"10153","NEW YORK, NY",,2757,158844,502791,98
"10154","NEW YORK, NY",,5222,331960,881381,46
"10162","NEW YORK, NY",,186,1651,9242,22
"10165","NEW YORK, NY",,4441,50946,225882,492
"10167","NEW YORK, NY",,2964,227667,515258,100
"10168","NEW YORK, NY",,3261,43219,168016,165
"10169","NEW YORK, NY",,2640,86258,325602,256
"10170","NEW YORK, NY",,3457,50622,209708,309
"10171","NEW YORK, NY",,1992,289498,500368,41
"10172","NEW YORK, NY",,6052,1286529,1824592,47
"10173","NEW YORK, NY",,1394,12801,54979,67
"10174","NEW YORK, NY",,2960,58039,248498,119
"10177","NEW YORK, NY",,1224,32376,153838,27
"10199","NEW YORK, NY",,70,290,1134,6
"10271","NEW YORK, NY",,3420,87255,320503,100
"10278","NEW YORK, NY",,57,465,1929,8
"10279","NEW YORK, NY",,1244,27198,102971,114
"10280","NEW YORK, NY",,1108,9450,46096,154
"10282","NEW YORK, NY",,1774,25887,134732,181
"10301","STATEN ISLAND, NY",,8084,48956,220651,624
"10302","STATEN ISLAND, NY",,4323,34957,150385,379
"10303","STATEN ISLAND, NY",,6189,54458,234023,347
"10304","STATEN ISLAND, NY",,5106,36647,165185,599
"10305","STATEN ISLAND, NY",,12191,114548,506980,757
"10306","STATEN ISLAND, NY",,10403,58087,258886,995
"10307","STATEN ISLAND, NY",,1188,7528,36321,241
"10308","STATEN ISLAND, NY",,2014,10139,45536,387
"10309","STATEN ISLAND, NY",,6673,51141,222021,603
"10310","STATEN ISLAND, NY",,4472,49699,175861,446
"10311","STATEN ISLAND, NY",,402,4576,17550,23
"10312","STATEN ISLAND, NY",,5680,30518,140573,831
"10314","STATEN ISLAND, NY",,20639,147584,638836,1741
"10451","BRONX, NY",,14307,137792,726032,725
"10452","BRONX, NY",,4754,29062,127977,634
"10453","BRONX, NY",,4038,24579,103676,547
"10454","BRONX, NY",,7658,64966,281634,559
"10455","BRONX, NY",,9397,58834,234664,590
"10456","BRONX, NY",,5896,52204,214930,494
"10457","BRONX, NY",,10731,110148,468277,660
"10458","BRONX, NY",,11747,81366,345412,993
"10459","BRONX, NY",,3743,22162,97197,497
"10460","BRONX, NY",,6466,42141,173709,451
"10461","BRONX, NY",,18031,182408,783976,1219
"10462","BRONX, NY",,11278,88629,366199,991
"10463","BRONX, NY",,8942,60609,266510,982
"10464","BRONX, NY",,1262,6753,32018,162
"10465","BRONX, NY",,7965,79175,332026,484
"10466","BRONX, NY",,11948,105206,455275,608
"10467","BRONX, NY",,22018,240345,1034930,1006
"10468","BRONX, NY",,7762,50221,214805,756
"10469","BRONX, NY",,7151,50143,212070,618
"10470","BRONX, NY",,2339,17982,86257,291
"10471","BRONX, NY",,7552,55434,241751,375
"10472","BRONX, NY",,3385,22020,97758,460
"10473","BRONX, NY",,5505,40769,174916,345
"10474","BRONX, NY",,10978,105820,467937,601
"10475","BRONX, NY",,8475,55247,237977,327
"11001","FLORAL PARK, NY",,7316,47586,213274,670
"11003","ELMONT, NY",,7798,52609,243029,683
"11004","GLEN OAKS, NY",,2633,21983,92701,226
"11005","FLORAL PARK, NY",,345,2743,12457,34
"11040","NEW HYDE PARK, NY",,22543,228227,973642,1406
"11101","LONG ISLAND CITY, NY",,57679,579614,2354420,2653
"11102","ASTORIA, NY",,6783,53578,240593,663
"11103","ASTORIA, NY",,9661,55802,244236,1047
"11104","SUNNYSIDE, NY",,4629,27578,115175,522
"11105","ASTORIA, NY",,10269,106608,449711,871
"11106","ASTORIA, NY",,9899,81210,328379,938
"11109","LONG ISLAND CITY, NY",,33,365,2292,14
"11201","BROOKLYN, NY",,52924,585999,2137051,2349
"11203","BROOKLYN, NY",,15896,210893,731769,701
"11204","BROOKLYN, NY",,9546,48972,241632,1733
"11205","BROOKLYN, NY",,10558,69428,293971,766
"11206","BROOKLYN, NY",,16673,143138,598768,913
"11207","BROOKLYN, NY",,13552,103551,416893,737
"11208","BROOKLYN, NY",,10800,66889,286875,713
"11209","BROOKLYN, NY",,14876,114494,490813,1843
"11210","BROOKLYN, NY",,6921,41783,183540,842
"11211","BROOKLYN, NY",,29356,189917,798627,2219
"11212","BROOKLYN, NY",,9342,81379,331535,586
"11213","BROOKLYN, NY",,8438,71984,300686,570
"11214","BROOKLYN, NY",,9958,62152,263173,1482
"11215","BROOKLYN, NY",,16026,130423,582940,1603
"11216","BROOKLYN, NY",,3781,19588,80626,534
"11217","BROOKLYN, NY",,10840,78362,411620,908
"11218","BROOKLYN, NY",,7354,42665,192422,1295
"11219","BROOKLYN, NY",,24515,194093,814434,2286
"11220","BROOKLYN, NY",,17826,137639,612081,1749
"11221","BROOKLYN, NY",,3761,21686,95872,427
"11222","BROOKLYN, NY",,15040,135649,599249,1283
"11223","BROOKLYN, NY",,13229,82609,339428,1648
"11224","BROOKLYN, NY",,5539,39903,179388,563
"11225","BROOKLYN, NY",,3381,19066,86363,492
"11226","BROOKLYN, NY",,7524,43231,187384,1044
"11228","BROOKLYN, NY",,5298,37699,161391,712
"11229","BROOKLYN, NY",,10743,62967,284889,1698
"11230","BROOKLYN, NY",,14942,90681,383183,1925
"11231","BROOKLYN, NY",,7238,59117,255575,850
"11232","BROOKLYN, NY",,16707,109396,485100,1095
"11233","BROOKLYN, NY",,2629,15163,66854,301
"11234","BROOKLYN, NY",,16186,110199,464446,1605
"11235","BROOKLYN, NY",,16182,118036,507846,2048
"11236","BROOKLYN, NY",,9838,76442,317609,944
"11237","BROOKLYN, NY",,12061,93216,399174,762
"11238","BROOKLYN, NY",,7015,43552,194306,642
"11239","BROOKLYN, NY",,3022,15628,66705,87
"11351","FLUSHING, NY",,35,135,608,6
"11354","FLUSHING, NY",,19916,161999,697174,2334
"11355","FLUSHING, NY",,12536,114035,494731,1550
"11356","COLLEGE POINT, NY",,10158,87419,381555,646
"11357","WHITESTONE, NY",,8177,85281,337739,902
"11358","FLUSHING, NY",,5055,34251,149647,1026
"11359","BAYSIDE, NY",,253,1294,5235,6
"11360","BAYSIDE, NY",,3292,22028,98614,367
"11361","BAYSIDE, NY",,7417,54034,236729,943
"11362","LITTLE NECK, NY",,5378,41691,167002,398
"11363","LITTLE NECK, NY",,1185,7141,32805,175
"11364","OAKLAND GARDENS, NY",,2868,15226,68412,495
"11365","FRESH MEADOWS, NY",,6851,60210,246776,599
"11366","FRESH MEADOWS, NY",,2872,26449,108314,367
"11367","FLUSHING, NY",,3667,20984,91878,559
"11368","CORONA, NY",,10770,64866,405748,1181
"11369","EAST ELMHURST, NY",,3621,29734,129968,228
"11370","EAST ELMHURST, NY",,3371,30437,123030,283
"11371","FLUSHING, NY",,9762,135819,549294,84
"11372","JACKSON HEIGHTS, NY",,7155,44839,193753,1554
"11373","ELMHURST, NY",,16983,153707,630363,1418
"11374","REGO PARK, NY",,9176,70474,293410,1051
"11375","FOREST HILLS, NY",,17601,124784,550401,2010
"11377","WOODSIDE, NY",,13954,102135,449484,1456
"11378","MASPETH, NY",,17140,148455,647852,1024
"11379","MIDDLE VILLAGE, NY",,4096,27936,122977,521
"11385","RIDGEWOOD, NY",,13390,93969,413954,1558
"11411","CAMBRIA HEIGHTS, NY",,1120,5965,25791,126
"11412","SAINT ALBANS, NY",,1625,8473,38953,239
"11413","SPRINGFIELD GARDENS, NY",,5184,53129,184899,385
"11414","HOWARD BEACH, NY",,3263,16728,72938,454
"11415","KEW GARDENS, NY",,3270,22067,92282,398
"11416","OZONE PARK, NY",,5132,40389,171018,363
"11417","OZONE PARK, NY",,3947,25483,87514,357
"11418","RICHMOND HILL, NY",,9487,93930,400736,669
"11419","SOUTH RICHMOND HILL, NY",,2830,15442,66141,594
"11420","SOUTH OZONE PARK, NY",,2040,11905,52736,328
"11421","WOODHAVEN, NY",,3060,22136,94529,412
"11422","ROSEDALE, NY",,2696,18040,69658,271
"11423","HOLLIS, NY",,2650,20394,83205,341
"11424","JAMAICA, NY",,44,374,1744,9
"11425","JAMAICA, NY",,7,59,145,4
"11426","BELLEROSE, NY",,1870,13641,58099,221
"11427","QUEENS VILLAGE, NY",,2864,24461,106060,224
"11428","QUEENS VILLAGE, NY",,1794,11952,50560,261
"11429","QUEENS VILLAGE, NY",,2419,15638,73222,212
"11430","JAMAICA, NY",,33736,312433,1249574,374
"11432","JAMAICA, NY",,21904,184929,777123,1217
"11433","JAMAICA, NY",,4757,45496,189408,292
"11434","JAMAICA, NY",,11412,93480,398504,869
"11435","JAMAICA, NY",,6222,46550,204738,728
"11436","JAMAICA, NY",,1039,5886,25021,84
"11451","JAMAICA, NY",,51,230,1008,5
"11581","VALLEY STREAM, NY",,8242,47525,209741,705
"11691","FAR ROCKAWAY, NY",,8943,71708,306467,436
"11692","ARVERNE, NY",,1663,15514,64754,68
"11693","FAR ROCKAWAY, NY",,1120,7300,31464,96
"11694","ROCKAWAY PARK, NY",,2234,14858,64610,303
"11697","BREEZY POINT, NY",,291,1723,8942,43
