"zip","name","empflag","emp","qp1","ap","est"
"10152","NEW YORK, NY",,1511,111900,253441,116
"10153","NEW YORK, NY",,2942,284790,692579,97
"10154","NEW YORK, NY",,5145,321772,779505,58
"10162","NEW YORK, NY",,191,2397,9969,17
"10165","NEW YORK, NY",,4284,62212,267695,485
"10167","NEW YORK, NY",,3044,214033,565426,105
"10168","NEW YORK, NY",,4574,56984,221277,162
"10169","NEW YORK, NY",,2774,105199,382982,254
"10170","NEW YORK, NY",,4822,62506,262153,299
"10171","NEW YORK, NY",,2732,487028,807237,44
"10172","NEW YORK, NY",,6986,1423154,2168297,56
"10173","NEW YORK, NY",,590,11485,71412,55
"10174","NEW YORK, NY",,3097,79140,296982,125
"10177","NEW YORK, NY",,1329,37816,205852,29
"10199","NEW YORK, NY",,78,382,1223,5
"10271","NEW YORK, NY",,3506,102799,358764,100
"10278","NEW YORK, NY",,46,433,1718,6
"10279","NEW YORK, NY",,1107,24583,102167,119
"10280","NEW YORK, NY",,997,10242,49274,159
"10282","NEW YORK, NY",,2024,39736,163639,195
"10301","STATEN ISLAND, NY",,7915,52482,224468,632
"10302","STATEN ISLAND, NY",,4732,41406,172339,380
"10303","STATEN ISLAND, NY",,6186,62129,269126,357
"10304","STATEN ISLAND, NY",,5480,44285,186643,624
"10305","STATEN ISLAND, NY",,12100,130364,557550,794
"10306","STATEN ISLAND, NY",,10744,65519,281975,1021
"10307","STATEN ISLAND, NY",,1441,9602,40315,261
"10308","STATEN ISLAND, NY",,1849,10929,48710,386
"10309","STATEN ISLAND, NY",,7101,56509,243056,677
"10310","STATEN ISLAND, NY",,4545,39382,173443,460
"10311","STATEN ISLAND, NY",,103,2483,7645,16
"10312","STATEN ISLAND, NY",,5636,33769,153836,821
"10314","STATEN ISLAND, NY",,19486,147286,620839,1852
"10451","BRONX, NY",,15343,157736,808114,726
"10452","BRONX, NY",,4840,30669,130116,646
"10453","BRONX, NY",,3725,25488,108229,549
"10454","BRONX, NY",,8089,119720,442041,557
"10455","BRONX, NY",,8797,61087,247432,639
"10456","BRONX, NY",,6113,61822,239491,491
"10457","BRONX, NY",,10646,115876,485008,681
"10458","BRONX, NY",,13035,98100,381433,1010
"10459","BRONX, NY",,3869,25611,106858,510
"10460","BRONX, NY",,7109,48831,212033,448
"10461","BRONX, NY",,19625,206523,866883,1212
"10462","BRONX, NY",,10932,92622,394323,972
"10463","BRONX, NY",,9936,70574,298574,983
"10464","BRONX, NY",,1354,7175,35129,154
"10465","BRONX, NY",,7995,81798,360022,467
"10466","BRONX, NY",,9076,77167,311540,599
"10467","BRONX, NY",,23214,287367,1156850,1017
"10468","BRONX, NY",,6989,50083,218755,746
"10469","BRONX, NY",,11980,97367,326149,620
"10470","BRONX, NY",,2091,18286,75497,286
"10471","BRONX, NY",,7311,61765,257970,397
"10472","BRONX, NY",,3293,24820,108763,461
"10473","BRONX, NY",,5718,46946,193635,345
"10474","BRONX, NY",,10576,117084,515925,611
"10475","BRONX, NY",,8823,60071,254886,332
"11001","FLORAL PARK, NY",,4615,34429,153223,690
"11003","ELMONT, NY",,8082,60376,269811,683
"11004","GLEN OAKS, NY",,2515,22787,93638,226
"11005","FLORAL PARK, NY",,435,4518,20018,28
"11040","NEW HYDE PARK, NY",,22922,251121,1056514,1454
"11101","LONG ISLAND CITY, NY",,56573,680719,2745622,2625
"11102","ASTORIA, NY",,7602,61394,261093,670
"11103","ASTORIA, NY",,9086,60630,259532,1038
"11104","SUNNYSIDE, NY",,4412,32094,127963,517
"11105","ASTORIA, NY",,9834,124098,511966,897
"11106","ASTORIA, NY",,9099,74124,316800,954
"11109","LONG ISLAND CITY, NY",,44,478,2578,15
"11201","BROOKLYN, NY",,53903,704471,2425830,2420
"11203","BROOKLYN, NY",,16367,225960,802739,728
"11204","BROOKLYN, NY",,11010,66149,331641,1806
"11205","BROOKLYN, NY",,11156,76125,326365,813
"11206","BROOKLYN, NY",,17045,148911,611042,944
"11207","BROOKLYN, NY",,12985,93862,390875,762
"11208","BROOKLYN, NY",,10724,75653,324123,678
"11209","BROOKLYN, NY",,14740,127789,532563,1820
"11210","BROOKLYN, NY",,7276,50158,216529,893
"11211","BROOKLYN, NY",,32842,208647,886192,2406
"11212","BROOKLYN, NY",,9285,88756,354910,570
"11213","BROOKLYN, NY",,7484,71253,294030,565
"11214","BROOKLYN, NY",,9732,64956,273178,1579
"11215","BROOKLYN, NY",,17592,160053,690144,1710
"11216","BROOKLYN, NY",,4586,23828,97581,534
"11217","BROOKLYN, NY",,12743,105248,436464,947
"11218","BROOKLYN, NY",,8548,54425,237538,1331
"11219","BROOKLYN, NY",,24344,210576,898201,2351
"11220","BROOKLYN, NY",,18074,151128,656088,1756
"11221","BROOKLYN, NY",,3637,20899,94931,423
"11222","BROOKLYN, NY",,15554,153208,667622,1291
"11223","BROOKLYN, NY",,14435,92181,407838,1675
"11224","BROOKLYN, NY",,7369,62890,236563,577
"11225","BROOKLYN, NY",,3438,21211,93563,499
"11226","BROOKLYN, NY",,7784,45551,187603,1015
"11228","BROOKLYN, NY",,5286,41727,174150,719
"11229","BROOKLYN, NY",,11393,74952,325400,1731
"11230","BROOKLYN, NY",,15947,98268,433531,1934
"11231","BROOKLYN, NY",,7405,64120,282871,876
"11232","BROOKLYN, NY",,17376,126028,543716,1120
"11233","BROOKLYN, NY",,2909,20274,84397,300
"11234","BROOKLYN, NY",,17120,126005,536590,1635
"11235","BROOKLYN, NY",,15031,124869,543570,2086
"11236","BROOKLYN, NY",,10516,85643,356464,954
"11237","BROOKLYN, NY",,11333,100955,416415,723
"11238","BROOKLYN, NY",,7457,53036,222716,676
"11239","BROOKLYN, NY",,3027,18260,75314,81
"11351","FLUSHING, NY",,32,162,715,5
"11354","FLUSHING, NY",,18721,161809,704140,2447
"11355","FLUSHING, NY",,13483,132309,589794,1641
"11356","COLLEGE POINT, NY",,10075,104755,458230,686
"11357","WHITESTONE, NY",,8185,88085,373344,923
"11358","FLUSHING, NY",,4875,35499,147970,1055
"11359","BAYSIDE, NY",,183,1199,5070,6
"11360","BAYSIDE, NY",,3240,24532,105171,369
"11361","BAYSIDE, NY",,6575,54354,239595,983
"11362","LITTLE NECK, NY",,3798,31786,137899,416
"11363","LITTLE NECK, NY",,1055,7266,34848,172
"11364","OAKLAND GARDENS, NY",,2839,24092,84750,542
"11365","FRESH MEADOWS, NY",,6807,62934,279431,608
"11366","FRESH MEADOWS, NY",,3084,27074,113143,393
"11367","FLUSHING, NY",,3387,20828,90341,541
"11368","CORONA, NY",,10221,66830,437003,1193
"11369","EAST ELMHURST, NY",,4003,30233,156590,259
"11370","EAST ELMHURST, NY",,3154,28674,119171,292
"11371","FLUSHING, NY",,10640,149296,578800,99
"11372","JACKSON HEIGHTS, NY",,7412,50381,214964,1527
"11373","ELMHURST, NY",,17779,153343,655483,1442
"11374","REGO PARK, NY",,9873,81188,337872,1086
"11375","FOREST HILLS, NY",,18048,140203,609161,2046
"11377","WOODSIDE, NY",,13408,115731,510478,1458
"11378","MASPETH, NY",,17017,162007,701650,1045
"11379","MIDDLE VILLAGE, NY",,4127,29823,137657,514
"11385","RIDGEWOOD, NY",,13369,102381,448307,1649
"11411","CAMBRIA HEIGHTS, NY",,1133,6439,28223,132
"11412","SAINT ALBANS, NY",,1418,7704,35132,237
"11413","SPRINGFIELD GARDENS, NY",,5562,50202,205309,409
"11414","HOWARD BEACH, NY",,3156,18829,78192,459
"11415","KEW GARDENS, NY",,3476,24506,106762,420
"11416","OZONE PARK, NY",,5789,56789,239285,369
"11417","OZONE PARK, NY",,4021,33870,126922,364
"11418","RICHMOND HILL, NY",,9797,100357,424493,672
"11419","SOUTH RICHMOND HILL, NY",,2837,17374,74350,637
"11420","SOUTH OZONE PARK, NY",,1973,14422,62114,351
"11421","WOODHAVEN, NY",,3035,22684,96793,426
"11422","ROSEDALE, NY",,2204,14679,60626,262
"11423","HOLLIS, NY",,2663,21637,89720,340
"11424","JAMAICA, NY",,70,553,2473,9
"11426","BELLEROSE, NY",,1806,13968,56750,226
"11427","QUEENS VILLAGE, NY",,2748,27879,114929,223
"11428","QUEENS VILLAGE, NY",,2105,14170,60938,268
"11429","QUEENS VILLAGE, NY",,2277,17934,83692,212
"11430","JAMAICA, NY",,35174,346925,1422063,362
"11432","JAMAICA, NY",,23827,196632,830648,1234
"11433","JAMAICA, NY",,4594,42591,203071,284
"11434","JAMAICA, NY",,11757,100324,434698,878
"11435","JAMAICA, NY",,6230,51883,216171,790
"11436","JAMAICA, NY",,1020,5906,25171,80
"11451","JAMAICA, NY",,43,223,666,3
"11581","VALLEY STREAM, NY",,7988,53097,232382,672
"11691","FAR ROCKAWAY, NY",,9868,79878,342087,441
"11692","ARVERNE, NY",,1454,14909,66317,60
"11693","FAR ROCKAWAY, NY",,1012,7768,35423,104
"11694","ROCKAWAY PARK, NY",,2092,14507,63856,315
"11697","BREEZY POINT, NY",,323,2062,10358,49
