"zip","name","empflag","emp","qp1","ap","est"
"10168","New York, NY",,2750,33015,125183,191
"10169","New York, NY",,2566,106756,290427,286
"10170","New York, NY",,3799,37551,161849,297
"10171","New York, NY",,3361,230215,521390,23
"10172","New York, NY",,8268,637289,1683601,78
"10173","New York, NY",,1400,15182,83871,178
"10174","New York, NY",,2780,40776,150602,106
"10177","New York, NY",,1571,32921,129377,46
"10199","New York, NY",,90,355,1968,11
"10271","New York, NY",,3426,78797,322991,81
"10278","New York, NY",,62,273,1350,6
"10279","New York, NY",,2555,40240,157780,111
"10280","New York, NY",,1026,7641,37411,128
"10282","New York, NY","F",0,0,0,11
"10301","Staten Island, NY",,6635,37052,160352,546
"10302","Staten Island, NY",,5040,25305,105813,351
"10303","Staten Island, NY",,4413,30680,129326,296
"10304","Staten Island, NY",,7319,48233,201258,505
"10305","Staten Island, NY",,10108,80273,351462,628
"10306","Staten Island, NY",,9381,38412,164903,878
"10307","Staten Island, NY",,1076,4998,22593,178
"10308","Staten Island, NY",,1673,7653,32354,353
"10309","Staten Island, NY",,4154,26457,118032,410
"10310","Staten Island, NY",,5711,44427,185012,447
"10311","Staten Island, NY",,1243,18874,69471,25
"10312","Staten Island, NY",,4073,19477,88479,753
"10314","Staten Island, NY",,15325,78145,342257,1474
"10451","Bronx, NY",,15487,103505,468041,712
"10452","Bronx, NY",,3869,20463,87385,472
"10453","Bronx, NY",,3783,22707,98457,467
"10454","Bronx, NY",,6465,40452,182365,472
"10455","Bronx, NY",,5116,25363,107822,509
"10456","Bronx, NY",,5732,41321,174396,386
"10457","Bronx, NY",,10184,79637,317921,606
"10458","Bronx, NY",,11569,64128,252910,956
"10459","Bronx, NY",,4155,20049,85794,440
"10460","Bronx, NY",,5105,25720,109416,384
"10461","Bronx, NY",,16769,129335,539087,1117
"10462","Bronx, NY",,12211,80052,332369,929
"10463","Bronx, NY",,7943,51020,212365,954
"10464","Bronx, NY",,1016,4976,26706,142
"10465","Bronx, NY",,6847,50934,214845,414
"10466","Bronx, NY",,7559,54083,236181,548
"10467","Bronx, NY",,21191,205792,815413,950
"10468","Bronx, NY",,8747,59531,244317,681
"10469","Bronx, NY",,6449,37621,167316,554
"10470","Bronx, NY",,2372,15799,66782,286
"10471","Bronx, NY",,6609,35737,147739,376
"10472","Bronx, NY",,3683,27222,105420,419
"10473","Bronx, NY",,5538,38740,156827,285
"10474","Bronx, NY",,9896,80215,343007,556
"10475","Bronx, NY",,5562,33148,135789,280
"11001","Floral Park, NY",,4512,28967,127136,656
"11003","Elmont, NY",,5989,32034,149038,680
"11004","Glen Oaks, NY",,2227,14956,65023,176
"11005","Floral Park, NY",,304,2263,9311,36
"11040","New Hyde Park, NY",,22729,201751,853585,1335
"11101","Long Island City, NY",,52224,406727,1764986,2513
"11102","Astoria, NY",,5435,30130,139595,565
"11103","Astoria, NY",,6015,30160,122281,882
"11104","Sunnyside, NY",,3491,16887,73690,457
"11105","Astoria, NY",,7874,71760,300770,720
"11106","Astoria, NY",,6992,46685,212894,833
"11109","Long Island City, NY","A",0,0,0,1
"11201","Brooklyn, NY",,41361,345358,1360591,2055
"11203","Brooklyn, NY",,17530,144441,599497,676
"11204","Brooklyn, NY",,8932,38987,168851,1334
"11205","Brooklyn, NY",,9383,49459,213714,645
"11206","Brooklyn, NY",,19302,122433,506840,774
"11207","Brooklyn, NY",,9371,50513,210262,686
"11208","Brooklyn, NY",,7284,42812,184311,552
"11209","Brooklyn, NY",,14552,97689,379414,1658
"11210","Brooklyn, NY",,5637,28242,121680,779
"11211","Brooklyn, NY",,23224,116453,524814,1783
"11212","Brooklyn, NY",,10707,74991,297709,502
"11213","Brooklyn, NY",,4178,27627,116346,433
"11214","Brooklyn, NY",,7682,41760,174092,1113
"11215","Brooklyn, NY",,13396,93098,397032,1256
"11216","Brooklyn, NY",,3651,16340,67049,474
"11217","Brooklyn, NY",,7849,57781,228568,717
"11218","Brooklyn, NY",,9722,43901,194348,1049
"11219","Brooklyn, NY",,17661,117192,504839,1768
"11220","Brooklyn, NY",,14345,85534,373446,1259
"11221","Brooklyn, NY",,2479,11654,51129,356
"11222","Brooklyn, NY",,15014,105844,448438,1123
"11223","Brooklyn, NY",,7849,39898,178462,1320
"11224","Brooklyn, NY",,5720,38059,158245,418
"11225","Brooklyn, NY",,2726,13595,56807,388
"11226","Brooklyn, NY",,7355,35623,153093,885
"11228","Brooklyn, NY",,4290,27284,123299,640
"11229","Brooklyn, NY",,7852,40378,170802,1426
"11230","Brooklyn, NY",,11714,56008,237886,1537
"11231","Brooklyn, NY",,6884,43136,184639,625
"11232","Brooklyn, NY",,12603,76323,346589,925
"11233","Brooklyn, NY",,3967,19395,85112,245
"11234","Brooklyn, NY",,12811,74264,326089,1515
"11235","Brooklyn, NY",,13643,85091,365680,1551
"11236","Brooklyn, NY",,9869,62400,258254,956
"11237","Brooklyn, NY",,11517,74791,299366,687
"11238","Brooklyn, NY",,7030,54409,229396,508
"11239","Brooklyn, NY",,1204,7808,31181,51
"11351","Flushing, NY",,30,155,713,7
"11354","Flushing, NY",,16265,110511,460011,1711
"11355","Flushing, NY",,13550,105176,421731,1129
"11356","College Point, NY",,7494,56688,244765,501
"11357","Whitestone, NY",,5361,38001,164486,782
"11358","Flushing, NY",,4627,23091,100268,810
"11359","Bayside, NY","C",0,0,0,4
"11360","Bayside, NY",,2584,13386,57500,336
"11361","Bayside, NY",,6341,36019,156024,830
"11362","Little Neck, NY",,3951,28303,112202,343
"11363","Little Neck, NY",,1277,6747,33417,190
"11364","Oakland Gardens, NY",,2160,10007,44219,452
"11365","Fresh Meadows, NY",,4371,25116,120697,483
"11366","Fresh Meadows, NY",,2720,16036,63923,347
"11367","Flushing, NY",,3790,15990,68867,456
"11368","Corona, NY",,8879,49979,254254,945
"11369","East Elmhurst, NY",,2611,13247,58680,183
"11370","East Elmhurst, NY",,3162,27804,109056,220
"11371","Flushing, NY",,11514,123681,487772,67
"11372","Jackson Heights, NY",,6237,31085,131116,1292
"11373","Elmhurst, NY",,17292,111135,462374,1161
"11374","Rego Park, NY",,7710,43884,181201,839
"11375","Forest Hills, NY",,15895,102467,434791,1957
"11377","Woodside, NY",,12819,80678,347219,1368
"11378","Maspeth, NY",,19615,144251,602781,915
"11379","Middle Village, NY",,3753,19466,84371,424
"11385","Ridgewood, NY",,15798,89820,412450,1460
"11411","Cambria Heights, NY",,830,3634,16023,112
"11412","Saint Albans, NY",,1035,4541,18866,174
"11413","Springfield Gardens, NY",,4144,27387,115564,354
"11414","Howard Beach, NY",,2537,10409,44243,457
"11415","Kew Gardens, NY",,3139,14755,67330,326
"11416","Ozone Park, NY",,3564,19442,83722,326
"11417","Ozone Park, NY",,3769,22010,79019,344
"11418","Richmond Hill, NY",,8042,56917,240827,545
"11419","South Richmond Hill, NY",,2392,11273,52081,476
"11420","South Ozone Park, NY",,1570,7615,37180,236
"11421","Woodhaven, NY",,2564,12612,53553,367
"11422","Rosedale, NY",,2143,11644,47736,256
"11423","Hollis, NY",,2461,15810,63255,284
"11424","Jamaica, NY",,28,145,617,4
"11425","Jamaica, NY","A",0,0,0,1
"11426","Bellerose, NY",,2138,9461,37148,209
"11427","Queens Village, NY",,3061,22994,103229,176
"11428","Queens Village, NY",,2513,12271,50850,235
"11429","Queens Village, NY",,1386,6950,31006,157
"11430","Jamaica, NY",,34855,282980,1152969,299
"11432","Jamaica, NY",,19784,131577,545217,1048
"11433","Jamaica, NY",,4570,31476,129827,241
"11434","Jamaica, NY",,9568,69182,285970,777
"11435","Jamaica, NY",,4916,27295,120030,596
"11436","Jamaica, NY",,755,2557,10818,53
"11451","Jamaica, NY","B",0,0,0,2
"11581","Valley Stream, NY",,7964,39725,175565,704
"11691","Far Rockaway, NY",,8944,63031,262055,406
"11692","Arverne, NY",,1442,10263,46719,71
"11693","Far Rockaway, NY",,932,5558,23100,88
"11694","Rockaway Park, NY",,1846,9139,39950,287
"11697","Breezy Point, NY",,259,1169,5824,34
