"zip","name","empflag","emp","qp1","ap","est"
"10307","STATEN ISLAND, NY",,802,3767,17249,176
"10308","STATEN ISLAND, NY",,1530,6562,30522,333
"10309","STATEN ISLAND, NY",,4484,29998,131700,443
"10310","STATEN ISLAND, NY",,6101,43790,187811,434
"10311","STATEN ISLAND, NY",,1228,18136,67021,17
"10312","STATEN ISLAND, NY",,4420,20920,96253,755
"10314","STATEN ISLAND, NY",,17031,92740,396712,1521
"10451","BRONX, NY",,14105,93937,441745,698
"10452","BRONX, NY",,4136,23668,100358,511
"10453","BRONX, NY",,3540,20410,88498,489
"10454","BRONX, NY",,7429,47468,202719,479
"10455","BRONX, NY",,5704,28726,122578,523
"10456","BRONX, NY",,5650,42338,177175,388
"10457","BRONX, NY",,10458,77892,336413,630
"10458","BRONX, NY",,12205,67780,277258,994
"10459","BRONX, NY",,3995,18630,81866,472
"10460","BRONX, NY",,5479,25469,109408,377
"10461","BRONX, NY",,15720,127845,514402,1098
"10462","BRONX, NY",,11974,82115,330418,959
"10463","BRONX, NY",,7532,44158,190329,964
"10464","BRONX, NY",,1147,5584,27473,145
"10465","BRONX, NY",,8459,50580,221635,416
"10466","BRONX, NY",,7912,54389,232288,573
"10467","BRONX, NY",,20922,202856,849219,949
"10468","BRONX, NY",,6572,35666,147405,704
"10469","BRONX, NY",,7152,42147,178954,564
"10470","BRONX, NY",,2323,15100,62391,298
"10471","BRONX, NY",,6640,33463,141740,373
"10472","BRONX, NY",,2903,14285,61719,421
"10473","BRONX, NY",,5984,39150,166698,294
"10474","BRONX, NY",,9374,76800,342680,561
"10475","BRONX, NY",,5940,33778,143721,274
"11001","FLORAL PARK, NY",,4504,33055,132198,641
"11003","ELMONT, NY",,6402,36812,159212,667
"11004","GLEN OAKS, NY",,2291,15104,66084,192
"11005","FLORAL PARK, NY",,291,2127,8573,32
"11040","NEW HYDE PARK, NY",,22341,186855,796093,1344
"11101","LONG ISLAND CITY, NY",,54579,425461,1843805,2496
"11102","ASTORIA, NY",,4564,28530,133615,569
"11103","ASTORIA, NY",,7189,31037,137850,932
"11104","SUNNYSIDE, NY",,3643,17761,81181,462
"11105","ASTORIA, NY",,8108,71613,302313,743
"11106","ASTORIA, NY",,7420,49392,220023,857
"11109","LONG ISLAND CITY, NY",,9,26,301,3
"11201","BROOKLYN, NY",,42203,358056,1404710,2077
"11203","BROOKLYN, NY",,15574,165685,576797,654
"11204","BROOKLYN, NY",,8165,36257,157332,1374
"11205","BROOKLYN, NY",,9610,51083,228451,677
"11206","BROOKLYN, NY",,19508,130613,544887,768
"11207","BROOKLYN, NY",,12234,60921,260534,702
"11208","BROOKLYN, NY",,7400,42539,191386,583
"11209","BROOKLYN, NY",,13855,95867,395593,1672
"11210","BROOKLYN, NY",,5773,27347,123080,806
"11211","BROOKLYN, NY",,22929,123305,531140,1806
"11212","BROOKLYN, NY",,10217,75912,306003,527
"11213","BROOKLYN, NY",,4326,28340,115429,456
"11214","BROOKLYN, NY",,8217,42910,181940,1150
"11215","BROOKLYN, NY",,13773,96792,414483,1324
"11216","BROOKLYN, NY",,3470,16219,68576,467
"11217","BROOKLYN, NY",,8537,52227,220147,755
"11218","BROOKLYN, NY",,9768,47054,202315,1075
"11219","BROOKLYN, NY",,16076,119294,515930,1863
"11220","BROOKLYN, NY",,16607,101444,431377,1291
"11221","BROOKLYN, NY",,3065,16074,68333,372
"11222","BROOKLYN, NY",,14545,100404,450055,1163
"11223","BROOKLYN, NY",,9068,46663,198498,1374
"11224","BROOKLYN, NY",,4650,32411,138677,441
"11225","BROOKLYN, NY",,2848,15217,65184,410
"11226","BROOKLYN, NY",,7701,37318,150246,904
"11228","BROOKLYN, NY",,5220,31034,132216,643
"11229","BROOKLYN, NY",,8553,42133,188680,1484
"11230","BROOKLYN, NY",,12782,59383,258555,1563
"11231","BROOKLYN, NY",,8102,51714,217285,679
"11232","BROOKLYN, NY",,13636,77087,342987,987
"11233","BROOKLYN, NY",,2804,16648,69696,256
"11234","BROOKLYN, NY",,13919,79609,346734,1549
"11235","BROOKLYN, NY",,12758,77432,346573,1653
"11236","BROOKLYN, NY",,9359,62934,265539,925
"11237","BROOKLYN, NY",,11267,74016,310758,701
"11238","BROOKLYN, NY",,7372,54998,225168,547
"11239","BROOKLYN, NY",,1326,9159,36328,60
"11351","FLUSHING, NY",,9,22,92,4
"11354","FLUSHING, NY",,17733,129835,544653,1772
"11355","FLUSHING, NY",,13321,102112,419811,1187
"11356","COLLEGE POINT, NY",,7769,58960,259427,499
"11357","WHITESTONE, NY",,5970,44983,193106,790
"11358","FLUSHING, NY",,4045,21056,93157,824
"11359","BAYSIDE, NY","C",0,0,0,2
"11360","BAYSIDE, NY",,2548,13793,60286,345
"11361","BAYSIDE, NY",,6351,35714,156160,831
"11362","LITTLE NECK, NY",,4000,27032,111577,364
"11363","LITTLE NECK, NY",,1262,7736,31104,182
"11364","OAKLAND GARDENS, NY",,2251,10625,47317,458
"11365","FRESH MEADOWS, NY",,4730,30687,130814,522
"11366","FRESH MEADOWS, NY",,2660,16195,67950,372
"11367","FLUSHING, NY",,3639,15304,69978,471
"11368","CORONA, NY",,8450,59640,282942,927
"11369","EAST ELMHURST, NY",,3245,17290,77372,189
"11370","EAST ELMHURST, NY",,3207,26305,109186,222
"11371","FLUSHING, NY",,11932,134868,517378,75
"11372","JACKSON HEIGHTS, NY",,6080,30477,134269,1309
"11373","ELMHURST, NY",,14148,97516,406084,1189
"11374","REGO PARK, NY",,7352,43091,182311,833
"11375","FOREST HILLS, NY",,15755,104323,438112,1926
"11377","WOODSIDE, NY",,13699,87453,394896,1367
"11378","MASPETH, NY",,19479,148989,629891,904
"11379","MIDDLE VILLAGE, NY",,3975,20918,92917,428
"11385","RIDGEWOOD, NY",,17790,106211,460613,1426
"11411","CAMBRIA HEIGHTS, NY",,790,3544,15340,111
"11412","SAINT ALBANS, NY",,1104,4854,20866,174
"11413","SPRINGFIELD GARDENS, NY",,4920,32455,136822,342
"11414","HOWARD BEACH, NY",,2669,11468,49428,435
"11415","KEW GARDENS, NY",,3400,19029,80721,348
"11416","OZONE PARK, NY",,3935,20529,88995,337
"11417","OZONE PARK, NY",,3896,19449,85021,347
"11418","RICHMOND HILL, NY",,7791,59519,261390,549
"11419","SOUTH RICHMOND HILL, NY",,2492,11405,53724,511
"11420","SOUTH OZONE PARK, NY",,2555,10186,41492,248
"11421","WOODHAVEN, NY",,2568,12451,49921,369
"11422","ROSEDALE, NY",,2136,11736,51425,265
"11423","HOLLIS, NY",,2545,15923,70338,300
"11424","JAMAICA, NY",,29,178,818,6
"11425","JAMAICA, NY","A",0,0,0,1
"11426","BELLEROSE, NY",,2336,13449,53722,198
"11427","QUEENS VILLAGE, NY",,2788,22605,91395,187
"11428","QUEENS VILLAGE, NY",,3074,12583,44871,228
"11429","QUEENS VILLAGE, NY",,1396,7087,31075,160
"11430","JAMAICA, NY",,36136,293941,1221994,314
"11432","JAMAICA, NY",,20480,134835,556231,1092
"11433","JAMAICA, NY",,4812,35158,152664,252
"11434","JAMAICA, NY",,10111,71514,302567,817
"11435","JAMAICA, NY",,5259,31573,133303,599
"11436","JAMAICA, NY",,734,2807,12025,51
"11451","JAMAICA, NY",,38,146,632,3
"11581","VALLEY STREAM, NY",,7538,35919,160565,703
"11691","FAR ROCKAWAY, NY",,8987,64099,268753,399
"11692","ARVERNE, NY",,1512,10962,51702,73
"11693","FAR ROCKAWAY, NY",,785,4070,19536,83
"11694","ROCKAWAY PARK, NY",,2206,12337,55319,294
"11697","BREEZY POINT, NY",,246,1289,6625,38
