"ZIP","NAME","EMPFLAG","EMP","QP1","AP","EST"
"11364","OAKLAND GARDENS, NY",,2521,14700,64521,503
"11365","FRESH MEADOWS, NY",,6303,52025,232027,574
"11366","FRESH MEADOWS, NY",,2661,20880,87103,363
"11367","FLUSHING, NY",,3249,18355,82188,535
"11368","CORONA, NY",,9857,78521,422236,1121
"11369","EAST ELMHURST, NY",,4841,37499,158914,224
"11370","EAST ELMHURST, NY",,2344,18658,76589,244
"11371","FLUSHING, NY",,11157,161819,572245,92
"11372","JACKSON HEIGHTS, NY",,6654,40743,177308,1463
"11373","ELMHURST, NY",,15932,131843,545640,1328
"11374","REGO PARK, NY",,8604,64872,268726,994
"11375","FOREST HILLS, NY",,16370,111527,495106,1962
"11377","WOODSIDE, NY",,14255,110758,476768,1447
"11378","MASPETH, NY",,20524,183006,788387,1009
"11379","MIDDLE VILLAGE, NY",,3733,25955,117927,474
"11385","RIDGEWOOD, NY",,17030,100936,427098,1507
"11411","CAMBRIA HEIGHTS, NY",,940,5774,23517,117
"11412","SAINT ALBANS, NY",,1471,7915,36128,212
"11413","SPRINGFIELD GARDENS, NY",,5482,43889,182534,390
"11414","HOWARD BEACH, NY",,3083,15183,64053,442
"11415","KEW GARDENS, NY",,2615,20245,82244,385
"11416","OZONE PARK, NY",,4760,36572,158193,368
"11417","OZONE PARK, NY",,3385,22502,84700,346
"11418","RICHMOND HILL, NY",,9061,89800,372945,625
"11419","SOUTH RICHMOND HILL, NY",,2585,14819,62733,547
"11420","SOUTH OZONE PARK, NY",,1930,11133,47436,317
"11421","WOODHAVEN, NY",,2269,22974,92718,396
"11422","ROSEDALE, NY",,3074,17928,74452,283
"11423","HOLLIS, NY",,2785,19654,83851,328
"11424","JAMAICA, NY",,95,353,1747,9
"11425","JAMAICA, NY","B",0,0,0,4
"11426","BELLEROSE, NY",,2032,14816,58035,207
"11427","QUEENS VILLAGE, NY",,2539,22001,95883,200
"11428","QUEENS VILLAGE, NY",,1706,11641,49998,261
"11429","QUEENS VILLAGE, NY",,2459,18186,70854,201
"11430","JAMAICA, NY",,33489,351460,1359283,363
"11432","JAMAICA, NY",,19318,173955,698960,1158
"11433","JAMAICA, NY",,4330,42030,173317,293
"11434","JAMAICA, NY",,10498,90769,373144,863
"11435","JAMAICA, NY",,5894,45218,200344,688
"11436","JAMAICA, NY",,862,5035,21364,78
"11451","JAMAICA, NY",,45,226,866,5
"11581","VALLEY STREAM, NY",,6913,40954,178158,693
"11691","FAR ROCKAWAY, NY",,8875,71694,295781,409
"11692","ARVERNE, NY",,1805,14008,58222,75
"11693","FAR ROCKAWAY, NY",,952,6394,27181,94
"11694","ROCKAWAY PARK, NY",,2291,13908,61954,302
"11697","BREEZY POINT, NY",,372,1670,8540,37
