"ZIP","NAME","EMPFLAG","EMP","QP1","AP","EST"
"11224","BROOKLYN, NY",,4870,34486,147239,493
"11225","BROOKLYN, NY",,3061,16330,69262,417
"11226","BROOKLYN, NY",,8367,42637,176682,917
"11228","BROOKLYN, NY",,5096,32140,142447,665
"11229","BROOKLYN, NY",,9943,55185,243263,1554
"11230","BROOKLYN, NY",,15069,75245,322319,1753
"11231","BROOKLYN, NY",,8940,69805,266755,726
"11232","BROOKLYN, NY",,16141,100550,441704,1006
"11233","BROOKLYN, NY",,3638,21495,85866,261
"11234","BROOKLYN, NY",,14784,88679,388841,1561
"11235","BROOKLYN, NY",,14213,89538,408262,1803
"11236","BROOKLYN, NY",,10032,71403,298193,881
"11237","BROOKLYN, NY",,11926,92010,383844,698
"11238","BROOKLYN, NY",,9219,67257,282527,537
"11239","BROOKLYN, NY",,1202,8469,32144,56
"11351","FLUSHING, NY",,41,322,1250,9
"11354","FLUSHING, NY",,18628,145721,625109,1972
"11355","FLUSHING, NY",,12386,105014,438470,1225
"11356","COLLEGE POINT, NY",,9205,77497,335474,572
"11357","WHITESTONE, NY",,8004,60793,264278,835
"11358","FLUSHING, NY",,4260,26098,121618,850
"11359","BAYSIDE, NY",,201,1338,5495,4
"11360","BAYSIDE, NY",,2969,17588,80458,347
"11361","BAYSIDE, NY",,7277,47977,212117,859
"11362","LITTLE NECK, NY",,5668,37463,159449,376
"11363","LITTLE NECK, NY",,1167,6351,27101,175
"11364","OAKLAND GARDENS, NY",,2405,12882,61802,455
"11365","FRESH MEADOWS, NY",,6147,46601,216162,553
"11366","FRESH MEADOWS, NY",,2592,17175,71364,372
"11367","FLUSHING, NY",,3915,19516,83738,507
"11368","CORONA, NY",,9463,64524,363493,996
"11369","EAST ELMHURST, NY",,4026,25561,110448,193
"11370","EAST ELMHURST, NY",,3381,31745,127705,245
"11371","FLUSHING, NY",,12082,143522,560471,77
"11372","JACKSON HEIGHTS, NY",,6817,36731,162841,1409
"11373","ELMHURST, NY",,14581,102198,457684,1244
"11374","REGO PARK, NY",,8375,55617,234447,923
"11375","FOREST HILLS, NY",,16339,111714,470291,1960
"11377","WOODSIDE, NY",,14540,110042,486360,1420
"11378","MASPETH, NY",,22362,187206,839834,952
"11379","MIDDLE VILLAGE, NY",,4006,24895,103837,424
"11385","RIDGEWOOD, NY",,16312,98942,427858,1445
"11411","CAMBRIA HEIGHTS, NY",,911,4928,20598,104
"11412","SAINT ALBANS, NY",,1170,6189,27808,192
"11413","SPRINGFIELD GARDENS, NY",,5701,42264,184506,357
"11414","HOWARD BEACH, NY",,3054,15145,63920,445
"11415","KEW GARDENS, NY",,3821,23718,102120,359
"11416","OZONE PARK, NY",,4313,24786,107937,352
"11417","OZONE PARK, NY",,3867,23506,87039,337
"11418","RICHMOND HILL, NY",,8527,76002,324116,603
"11419","SOUTH RICHMOND HILL, NY",,2631,14614,65428,490
"11420","SOUTH OZONE PARK, NY",,1811,11471,49025,266
"11421","WOODHAVEN, NY",,2203,12087,52011,352
"11422","ROSEDALE, NY",,2737,14362,60577,261
"11423","HOLLIS, NY",,2630,19324,78393,307
"11424","JAMAICA, NY",,34,272,1147,6
"11425","JAMAICA, NY",,6,63,225,3
"11426","BELLEROSE, NY",,2410,14163,58590,213
"11427","QUEENS VILLAGE, NY",,2662,21431,85526,210
"11428","QUEENS VILLAGE, NY",,1754,11204,51880,254
"11429","QUEENS VILLAGE, NY",,2051,9779,42329,171
"11430","JAMAICA, NY",,39916,364054,1492896,314
"11432","JAMAICA, NY",,19062,135224,563577,1055
"11433","JAMAICA, NY",,4384,41646,164926,266
"11434","JAMAICA, NY",,10805,83857,351614,825
"11435","JAMAICA, NY",,7209,40411,177479,653
"11436","JAMAICA, NY",,708,3600,14959,65
"11451","JAMAICA, NY",,52,210,955,4
"11581","VALLEY STREAM, NY",,8050,45454,205772,705
"11691","FAR ROCKAWAY, NY",,9532,74641,286482,376
"11692","ARVERNE, NY",,1486,11322,49130,79
"11693","FAR ROCKAWAY, NY",,1122,5343,22940,79
"11694","ROCKAWAY PARK, NY",,1935,11308,50244,288
"11697","BREEZY POINT, NY",,301,1513,7965,39
