"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est"
"10199","NEW YORK, NY","A","D",0,"D",0,"D",0,4
"10271","NEW YORK, NY",,"G",3303,"G",91154,"G",354764,86
"10278","NEW YORK, NY",,"G",64,"G",668,"G",2944,10
"10279","NEW YORK, NY",,"G",1304,"G",49662,"G",171766,105
"10280","NEW YORK, NY",,"H",1427,"G",12918,"G",59525,181
"10282","NEW YORK, NY",,"G",1882,"G",61760,"G",159099,175
"10301","STATEN ISLAND, NY",,"G",8027,"G",56314,"G",236601,623
"10302","STATEN ISLAND, NY",,"H",4980,"H",50111,"H",217022,392
"10303","STATEN ISLAND, NY",,"G",6289,"G",67577,"G",289112,371
"10304","STATEN ISLAND, NY",,"G",5894,"G",49795,"G",217932,637
"10305","STATEN ISLAND, NY",,"H",13295,"H",154372,"H",658625,799
"10306","STATEN ISLAND, NY",,"H",10359,"G",69078,"G",303228,1045
"10307","STATEN ISLAND, NY",,"G",1401,"G",10739,"G",48134,249
"10308","STATEN ISLAND, NY",,"G",1878,"G",11301,"G",49641,397
"10309","STATEN ISLAND, NY",,"G",7769,"G",66098,"G",285490,649
"10310","STATEN ISLAND, NY",,"G",6398,"G",64779,"G",287570,464
"10311","STATEN ISLAND, NY",,"G",120,"G",2991,"G",10480,15
"10312","STATEN ISLAND, NY",,"G",5486,"G",33628,"G",157880,837
"10314","STATEN ISLAND, NY",,"G",19512,"G",155196,"G",644929,1817
"10451","BRONX, NY",,"G",16687,"G",205669,"G",1003110,777
"10452","BRONX, NY",,"G",5157,"G",33388,"G",154931,651
"10453","BRONX, NY",,"H",4407,"H",30249,"H",131985,616
"10454","BRONX, NY",,"G",7356,"G",68286,"G",279718,578
"10455","BRONX, NY",,"G",6728,"G",47618,"G",197264,660
"10456","BRONX, NY",,"H",7054,"H",71728,"H",281059,548
"10457","BRONX, NY",,"H",11252,"H",129991,"H",544553,727
"10458","BRONX, NY",,"G",13514,"G",97331,"G",395238,1001
"10459","BRONX, NY",,"G",4039,"G",26674,"G",114793,536
"10460","BRONX, NY",,"G",7514,"G",60127,"G",258273,490
"10461","BRONX, NY",,"G",18917,"G",231724,"G",950196,1212
"10462","BRONX, NY",,"G",12161,"G",112534,"G",468379,1002
"10463","BRONX, NY",,"G",9637,"G",72967,"G",314788,1015
"10464","BRONX, NY",,"G",1317,"G",7192,"G",34299,149
"10465","BRONX, NY",,"G",9210,"G",100315,"G",439150,473
"10466","BRONX, NY",,"G",5360,"G",39601,"G",177456,599
"10467","BRONX, NY",,"G",26228,"G",335717,"G",1452973,1020
"10468","BRONX, NY",,"H",7351,"H",54134,"H",244098,762
"10469","BRONX, NY",,"G",7928,"G",60996,"G",266332,611
"10470","BRONX, NY",,"G",2690,"G",26065,"G",112228,289
"10471","BRONX, NY",,"G",7857,"G",70016,"G",297098,403
"10472","BRONX, NY",,"G",4516,"G",30911,"G",139882,492
"10473","BRONX, NY",,"G",5518,"G",46833,"G",205649,325
"10474","BRONX, NY",,"G",11869,"G",141438,"G",609459,677
"10475","BRONX, NY",,"G",8647,"G",64716,"G",278265,352
"11001","FLORAL PARK, NY",,"G",4814,"G",37124,"G",163976,681
"11003","ELMONT, NY",,"H",6751,"H",54019,"H",243672,631
"11004","GLEN OAKS, NY",,"H",2796,"H",27744,"H",112426,233
"11005","FLORAL PARK, NY",,"G",374,"G",3438,"G",14194,33
"11040","NEW HYDE PARK, NY",,"H",21794,"H",279271,"H",1188012,1475
"11101","LONG ISLAND CITY, NY",,"G",55403,"G",648804,"G",2667321,2675
"11102","ASTORIA, NY",,"G",6747,"G",68850,"G",317641,681
"11103","ASTORIA, NY",,"H",10837,"H",80556,"G",354363,1102
"11104","SUNNYSIDE, NY",,"H",5532,"H",45501,"H",174303,533
"11105","ASTORIA, NY",,"G",9139,"G",111700,"G",472282,900
"11106","ASTORIA, NY",,"G",9763,"G",85322,"G",360053,980
"11109","LONG ISLAND CITY, NY",,"G",111,"G",906,"G",3985,27
"11201","BROOKLYN, NY",,"G",53363,"G",680266,"G",2521504,2510
"11203","BROOKLYN, NY",,"G",17243,"G",210540,"G",922480,742
"11204","BROOKLYN, NY",,"G",10390,"G",63993,"G",284187,1817
"11205","BROOKLYN, NY",,"G",11847,"G",87343,"G",386617,913
"11206","BROOKLYN, NY",,"G",16786,"G",127660,"G",540069,1030
"11207","BROOKLYN, NY",,"G",12372,"G",93799,"G",391744,845
"11208","BROOKLYN, NY",,"G",9381,"G",75734,"G",335202,717
"11209","BROOKLYN, NY",,"G",14298,"G",131936,"G",559766,1823
"11210","BROOKLYN, NY",,"G",8072,"G",54811,"G",246637,919
"11211","BROOKLYN, NY",,"G",28645,"G",198961,"G",856611,2646
"11212","BROOKLYN, NY",,"H",9635,"H",98634,"H",392541,647
"11213","BROOKLYN, NY",,"G",5602,"H",50915,"H",220236,621
"11214","BROOKLYN, NY",,"G",10910,"G",73214,"G",329595,1602
"11215","BROOKLYN, NY",,"H",19390,"H",174700,"H",765500,1848
"11216","BROOKLYN, NY",,"G",4181,"G",26424,"G",107614,566
"11217","BROOKLYN, NY",,"H",14439,"H",129067,"H",516528,1060
"11218","BROOKLYN, NY",,"G",9561,"G",66601,"G",288992,1457
"11219","BROOKLYN, NY",,"G",25836,"H",230853,"H",1010001,2487
"11220","BROOKLYN, NY",,"G",19710,"G",186303,"G",809115,2073
"11221","BROOKLYN, NY",,"G",4066,"G",25872,"G",113841,536
"11222","BROOKLYN, NY",,"G",16292,"G",182367,"G",768326,1352
"11223","BROOKLYN, NY",,"G",17553,"G",111762,"G",497725,1874
"11224","BROOKLYN, NY",,"G",6010,"G",46777,"G",196414,659
"11225","BROOKLYN, NY",,"G",3541,"G",22037,"G",98166,543
"11226","BROOKLYN, NY",,"G",8354,"G",50786,"G",214200,1097
"11228","BROOKLYN, NY",,"G",4366,"G",33054,"G",144905,777
"11229","BROOKLYN, NY",,"G",12938,"G",100582,"G",433697,1890
"11230","BROOKLYN, NY",,"G",17424,"G",107509,"G",477343,1984
"11231","BROOKLYN, NY",,"G",8239,"G",76939,"G",330342,949
"11232","BROOKLYN, NY",,"G",15014,"G",120455,"G",550605,1178
"11233","BROOKLYN, NY",,"G",3713,"G",24838,"G",109017,346
"11234","BROOKLYN, NY",,"G",14486,"G",120618,"G",519015,1655
"11235","BROOKLYN, NY",,"G",15957,"G",140108,"G",604950,2284
"11236","BROOKLYN, NY",,"G",10921,"G",92815,"G",397120,966
"11237","BROOKLYN, NY",,"G",9616,"G",89797,"G",387405,828
"11238","BROOKLYN, NY",,"G",6666,"G",53711,"G",230838,753
"11239","BROOKLYN, NY",,"G",3177,"G",21769,"G",88209,74
"11351","FLUSHING, NY","B","D",0,"D",0,"D",0,2
"11354","FLUSHING, NY",,"G",20575,"G",205396,"G",876267,2629
"11355","FLUSHING, NY",,"H",15017,"H",157909,"H",701456,1789
"11356","COLLEGE POINT, NY",,"G",9578,"G",103460,"G",463712,700
"11357","WHITESTONE, NY",,"G",9796,"G",141577,"G",598495,929
"11358","FLUSHING, NY",,"G",4964,"G",35773,"G",161270,1152
"11359","BAYSIDE, NY",,"H",220,"H",1389,"H",5823,12
"11360","BAYSIDE, NY",,"G",3326,"H",25170,"H",127074,372
"11361","BAYSIDE, NY",,"G",10748,"G",75527,"G",325126,995
"11362","LITTLE NECK, NY",,"G",4181,"H",34314,"H",149293,431
"11363","LITTLE NECK, NY",,"G",1011,"G",10054,"G",45190,173
"11364","OAKLAND GARDENS, NY",,"G",2660,"G",16990,"G",73599,564
"11365","FRESH MEADOWS, NY",,"G",7280,"G",77687,"G",330030,628
"11366","FRESH MEADOWS, NY",,"G",2623,"G",19755,"G",82944,430
"11367","FLUSHING, NY",,"H",3742,"G",24503,"G",110808,577
"11368","CORONA, NY",,"G",11371,"G",82886,"G",540622,1243
"11369","EAST ELMHURST, NY",,"G",4030,"G",35939,"G",166465,279
"11370","EAST ELMHURST, NY",,"H",3314,"G",41195,"G",164542,281
"11371","FLUSHING, NY",,"G",8345,"G",110638,"G",425561,100
"11372","JACKSON HEIGHTS, NY",,"G",7763,"G",53614,"G",237255,1572
"11373","ELMHURST, NY",,"G",16468,"G",132133,"G",578298,1450
"11374","REGO PARK, NY",,"G",9495,"G",74667,"G",318581,1086
"11375","FOREST HILLS, NY",,"G",18390,"G",167967,"G",743464,2052
"11377","WOODSIDE, NY",,"G",16589,"G",149261,"G",634909,1462
"11378","MASPETH, NY",,"G",18068,"G",183904,"G",809921,1113
"11379","MIDDLE VILLAGE, NY",,"G",4115,"G",32250,"G",139044,526
"11385","RIDGEWOOD, NY",,"G",12894,"G",104897,"G",457355,1697
"11411","CAMBRIA HEIGHTS, NY",,"G",1051,"G",6687,"G",31700,131
"11412","SAINT ALBANS, NY",,"G",1310,"G",8200,"G",34955,234
"11413","SPRINGFIELD GARDENS, NY",,"G",4828,"G",42852,"G",178690,428
"11414","HOWARD BEACH, NY",,"G",2932,"G",19017,"G",82542,431
"11415","KEW GARDENS, NY",,"G",3484,"G",26887,"G",122057,417
"11416","OZONE PARK, NY",,"H",6248,"H",76875,"H",292312,383
"11417","OZONE PARK, NY",,"H",3171,"H",24477,"G",87652,373
"11418","RICHMOND HILL, NY",,"G",10558,"G",114064,"G",484318,678
"11419","SOUTH RICHMOND HILL, NY",,"G",3073,"G",19278,"G",82446,640
"11420","SOUTH OZONE PARK, NY",,"H",1970,"G",12667,"G",55719,364
"11421","WOODHAVEN, NY",,"G",2380,"G",14553,"G",64770,424
"11422","ROSEDALE, NY",,"G",2266,"G",16742,"G",73840,302
"11423","HOLLIS, NY",,"G",2614,"G",20764,"G",91943,342
"11424","JAMAICA, NY",,"H",43,"G",331,"H",1235,7
"11425","JAMAICA, NY","A","D",0,"D",0,"D",0,2
"11426","BELLEROSE, NY",,"H",1722,"H",12980,"H",54229,237
"11427","QUEENS VILLAGE, NY",,"G",2450,"G",29742,"G",95414,219
"11428","QUEENS VILLAGE, NY",,"G",2087,"G",14295,"G",62154,295
"11429","QUEENS VILLAGE, NY",,"G",2256,"G",18818,"G",83722,212
"11430","JAMAICA, NY",,"G",32636,"G",344299,"G",1413519,342
"11432","JAMAICA, NY",,"G",17322,"G",140610,"G",581912,1221
"11433","JAMAICA, NY",,"G",4112,"G",43620,"G",185553,294
"11434","JAMAICA, NY",,"G",10838,"G",100325,"G",424812,901
"11435","JAMAICA, NY",,"G",6035,"G",52383,"G",224074,802
"11436","JAMAICA, NY",,"G",1224,"G",8465,"G",35119,92
"11451","JAMAICA, NY","B","D",0,"D",0,"D",0,2
"11581","VALLEY STREAM, NY",,"G",7932,"G",53995,"G",232031,687
"11691","FAR ROCKAWAY, NY",,"G",8894,"G",76934,"G",339744,461
"11692","ARVERNE, NY",,"G",1562,"G",14915,"G",62397,83
"11693","FAR ROCKAWAY, NY",,"G",1202,"G",9565,"G",43644,131
"11694","ROCKAWAY PARK, NY",,"G",2334,"G",17227,"G",79114,317
"11697","BREEZY POINT, NY","E","S",0,"S",0,"H",11522,51
