"zip","name","empflag","emp","qp1","ap","est"
"10167","NEW YORK, NY",,3154,204893,571582,97
"10168","NEW YORK, NY",,3999,50182,202142,160
"10169","NEW YORK, NY",,2268,76795,301414,252
"10170","NEW YORK, NY",,3649,52242,223722,292
"10171","NEW YORK, NY",,2513,400383,684676,45
"10172","NEW YORK, NY",,5934,1427955,2027316,46
"10173","NEW YORK, NY",,917,13505,76266,65
"10174","NEW YORK, NY",,2888,68086,258832,120
"10177","NEW YORK, NY",,1202,35304,186155,28
"10199","NEW YORK, NY",,71,276,979,5
"10271","NEW YORK, NY",,3433,90521,335988,100
"10278","NEW YORK, NY",,52,479,1877,7
"10279","NEW YORK, NY",,3453,43062,174481,120
"10280","NEW YORK, NY",,1097,9677,47291,158
"10282","NEW YORK, NY",,1791,28849,136211,186
"10301","STATEN ISLAND, NY",,8352,52984,231178,634
"10302","STATEN ISLAND, NY",,4495,36885,152955,368
"10303","STATEN ISLAND, NY",,6340,59194,244815,350
"10304","STATEN ISLAND, NY",,5177,40420,173350,613
"10305","STATEN ISLAND, NY",,12735,133048,559303,760
"10306","STATEN ISLAND, NY",,10358,61984,267503,1027
"10307","STATEN ISLAND, NY",,1288,8073,39573,256
"10308","STATEN ISLAND, NY",,1801,9856,45896,379
"10309","STATEN ISLAND, NY",,6713,53163,233100,646
"10310","STATEN ISLAND, NY",,4558,36591,166117,456
"10311","STATEN ISLAND, NY",,152,2367,9116,17
"10312","STATEN ISLAND, NY",,5560,31688,153975,860
"10314","STATEN ISLAND, NY",,19784,136450,608122,1814
"10451","BRONX, NY",,15864,138891,765262,727
"10452","BRONX, NY",,4560,27659,120822,644
"10453","BRONX, NY",,3909,24630,105804,547
"10454","BRONX, NY",,8121,103768,376737,554
"10455","BRONX, NY",,9035,58279,256389,613
"10456","BRONX, NY",,6217,53668,224822,496
"10457","BRONX, NY",,10566,106325,458558,671
"10458","BRONX, NY",,11887,82140,337950,1002
"10459","BRONX, NY",,4019,24142,106249,498
"10460","BRONX, NY",,6737,41693,187775,459
"10461","BRONX, NY",,19490,184757,795606,1219
"10462","BRONX, NY",,10875,86678,365030,993
"10463","BRONX, NY",,9839,65961,285435,988
"10464","BRONX, NY",,1149,6360,33919,155
"10465","BRONX, NY",,8537,83391,352230,483
"10466","BRONX, NY",,8999,75785,315778,632
"10467","BRONX, NY",,22247,271084,1091691,1038
"10468","BRONX, NY",,7350,48647,202959,746
"10469","BRONX, NY",,10502,79859,335230,609
"10470","BRONX, NY",,2340,19594,86073,291
"10471","BRONX, NY",,7644,59340,249013,386
"10472","BRONX, NY",,3449,23342,104860,473
"10473","BRONX, NY",,5537,42469,182626,345
"10474","BRONX, NY",,11228,114306,499483,618
"10475","BRONX, NY",,8855,60955,246091,343
"11001","FLORAL PARK, NY",,7470,48222,220161,685
"11003","ELMONT, NY",,7823,54970,268312,678
"11004","GLEN OAKS, NY",,2528,21389,92517,225
"11005","FLORAL PARK, NY",,417,3455,17522,32
"11040","NEW HYDE PARK, NY",,22483,234455,1014565,1441
"11101","LONG ISLAND CITY, NY",,59249,594533,2486624,2644
"11102","ASTORIA, NY",,7462,55160,264152,660
"11103","ASTORIA, NY",,9007,55696,243751,1045
"11104","SUNNYSIDE, NY",,4717,28754,124138,518
"11105","ASTORIA, NY",,9585,111254,470165,907
"11106","ASTORIA, NY",,9447,76817,327545,950
"11109","LONG ISLAND CITY, NY",,37,374,2531,11
"11201","BROOKLYN, NY",,54078,623093,2296851,2385
"11203","BROOKLYN, NY",,16175,212535,745570,724
"11204","BROOKLYN, NY",,10399,55988,264773,1778
"11205","BROOKLYN, NY",,10652,69440,306046,787
"11206","BROOKLYN, NY",,17283,145801,617501,929
"11207","BROOKLYN, NY",,13662,90951,387945,746
"11208","BROOKLYN, NY",,10209,73948,309675,698
"11209","BROOKLYN, NY",,14743,119276,501060,1840
"11210","BROOKLYN, NY",,6929,42510,200396,875
"11211","BROOKLYN, NY",,31089,194993,860422,2357
"11212","BROOKLYN, NY",,9436,79140,350350,587
"11213","BROOKLYN, NY",,7169,69747,295254,556
"11214","BROOKLYN, NY",,10219,63021,273889,1579
"11215","BROOKLYN, NY",,16018,145475,635646,1651
"11216","BROOKLYN, NY",,3953,21206,92518,538
"11217","BROOKLYN, NY",,12794,104345,453516,937
"11218","BROOKLYN, NY",,7857,50479,231496,1332
"11219","BROOKLYN, NY",,23483,193330,835779,2343
"11220","BROOKLYN, NY",,18388,139164,622639,1741
"11221","BROOKLYN, NY",,3957,22738,96610,440
"11222","BROOKLYN, NY",,15267,140918,627451,1294
"11223","BROOKLYN, NY",,11992,77161,339179,1664
"11224","BROOKLYN, NY",,6323,41003,187460,566
"11225","BROOKLYN, NY",,3405,19979,89960,491
"11226","BROOKLYN, NY",,7912,45765,200430,1049
"11228","BROOKLYN, NY",,5232,38272,167998,738
"11229","BROOKLYN, NY",,10797,70839,306943,1713
"11230","BROOKLYN, NY",,14624,89005,390895,1930
"11231","BROOKLYN, NY",,7119,55678,250799,869
"11232","BROOKLYN, NY",,16617,116143,505586,1107
"11233","BROOKLYN, NY",,2742,18162,79522,295
"11234","BROOKLYN, NY",,16875,117448,507266,1636
"11235","BROOKLYN, NY",,14724,121130,517458,2088
"11236","BROOKLYN, NY",,9874,78054,334205,984
"11237","BROOKLYN, NY",,11415,100409,417015,728
"11238","BROOKLYN, NY",,6904,45436,199475,645
"11239","BROOKLYN, NY",,2820,17876,71377,83
"11351","FLUSHING, NY",,39,209,728,6
"11354","FLUSHING, NY",,20056,176168,722761,2400
"11355","FLUSHING, NY",,12867,118482,527545,1629
"11356","COLLEGE POINT, NY",,10128,94738,425000,668
"11357","WHITESTONE, NY",,7470,78549,323293,904
"11358","FLUSHING, NY",,4849,33147,150237,1055
"11359","BAYSIDE, NY",,187,1109,4896,6
"11360","BAYSIDE, NY",,3319,22507,101547,375
"11361","BAYSIDE, NY",,7480,57510,260426,984
"11362","LITTLE NECK, NY",,3819,31311,134728,410
"11363","LITTLE NECK, NY",,1068,6254,27690,180
"11364","OAKLAND GARDENS, NY",,2729,17450,75318,505
"11365","FRESH MEADOWS, NY",,6323,58052,255916,604
"11366","FRESH MEADOWS, NY",,2922,25896,111200,381
"11367","FLUSHING, NY",,3540,20872,91790,555
"11368","CORONA, NY",,10482,66151,416636,1209
"11369","EAST ELMHURST, NY",,3961,33855,147263,244
"11370","EAST ELMHURST, NY",,4036,40779,162617,292
"11371","FLUSHING, NY",,10455,147078,569205,92
"11372","JACKSON HEIGHTS, NY",,6739,41989,187573,1539
"11373","ELMHURST, NY",,17520,158603,646429,1434
"11374","REGO PARK, NY",,9157,73448,309698,1093
"11375","FOREST HILLS, NY",,17016,126227,574181,2057
"11377","WOODSIDE, NY",,12900,102231,462858,1464
"11378","MASPETH, NY",,17635,158036,674349,1031
"11379","MIDDLE VILLAGE, NY",,4338,27991,133481,509
"11385","RIDGEWOOD, NY",,13088,95328,436227,1626
"11411","CAMBRIA HEIGHTS, NY",,1284,6619,27231,132
"11412","SAINT ALBANS, NY",,1464,7643,35883,236
"11413","SPRINGFIELD GARDENS, NY",,5328,46430,199952,398
"11414","HOWARD BEACH, NY",,3203,17919,75245,460
"11415","KEW GARDENS, NY",,3304,21735,95680,409
"11416","OZONE PARK, NY",,5108,46625,211422,369
"11417","OZONE PARK, NY",,3763,27582,108225,364
"11418","RICHMOND HILL, NY",,9766,95846,417763,653
"11419","SOUTH RICHMOND HILL, NY",,2762,15868,70074,615
"11420","SOUTH OZONE PARK, NY",,2000,13205,57301,349
"11421","WOODHAVEN, NY",,3043,22700,94165,424
"11422","ROSEDALE, NY",,2534,16379,66352,274
"11423","HOLLIS, NY",,2595,19770,83148,338
"11424","JAMAICA, NY",,65,480,2137,9
"11425","JAMAICA, NY","A",0,0,0,2
"11426","BELLEROSE, NY",,1949,13301,56180,226
"11427","QUEENS VILLAGE, NY",,2831,24776,108367,230
"11428","QUEENS VILLAGE, NY",,1814,13285,57652,270
"11429","QUEENS VILLAGE, NY",,2187,15623,77928,210
"11430","JAMAICA, NY",,30983,297367,1183610,371
"11432","JAMAICA, NY",,23046,189834,805599,1262
"11433","JAMAICA, NY",,4575,43213,187469,296
"11434","JAMAICA, NY",,11252,97404,416870,873
"11435","JAMAICA, NY",,6019,47709,214688,758
"11436","JAMAICA, NY",,950,5772,25951,82
"11451","JAMAICA, NY",,41,185,932,3
"11581","VALLEY STREAM, NY",,8215,48564,216599,704
"11691","FAR ROCKAWAY, NY",,9260,74080,315207,449
"11692","ARVERNE, NY",,1565,14215,61118,65
"11693","FAR ROCKAWAY, NY",,999,7132,32396,97
"11694","ROCKAWAY PARK, NY",,2115,14440,61232,317
"11697","BREEZY POINT, NY",,299,1804,9533,42
