10128,0.000627962,0.001972749,0.001149289,0.001001185,0.000201422,4.73934E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10001,0.000348837,0.000406977,0.00119186,0.001075581,0.000813953,0.000494186,0.000436047,8.72093E-05,2.90698E-05,0.000116279,0,0,0,0,0,0,0,0,0,0
10002,0.002180328,0.002311475,0.000459016,4.91803E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10003,0.000627353,0.001355082,0.001028858,0.001097867,0.000790464,0.000100376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10004,0.00125,0.00125,0.00125,0.00125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005,0,0.001666667,0.002222222,0,0.000555556,0.000555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10006,0,0,0.003,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10007,0,0.001034483,0.000689655,0.000689655,0.00137931,0.000689655,0.000344828,0.000172414,0,0,0,0,0,0,0,0,0,0,0,0
10009,0.003234323,0.001567657,0.000181518,1.65017E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10010,0.000206186,0.000670103,0.001237113,0.001262887,0.000953608,0.000618557,5.15464E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
10011,0.000458295,0.000724106,0.000925756,0.000861595,0.000879927,0.000504125,0.00035747,0.00020165,8.70761E-05,0,0,0,0,0,0,0,0,0,0,0
10012,0.001291793,0.001337386,0.001170213,0.000851064,0.000349544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10013,0.000585106,0.00106383,0.001258865,0.001276596,0.000691489,0.000124113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10014,0.00085022,0.001828194,0.001325991,0.000572687,0.000211454,0.000154185,4.84581E-05,8.81057E-06,0,0,0,0,0,0,0,0,0,0,0,0
10016,0.000419048,0.00127619,0.001142857,0.001219048,0.000657143,0.000285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10017,0.000989583,0.001041667,0.00171875,0.001145833,5.20833E-05,5.20833E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10018,0.00025,8.33333E-05,0,0.000166667,0.000666667,0.000333333,0.000916667,0.000666667,0.001333333,0.000583333,0,0,0,0,0,0,0,0,0,0
10019,0.000627063,0.000891089,0.000709571,0.000808581,0.000528053,0.000891089,0.000528053,1.65017E-05,0,0,0,0,0,0,0,0,0,0,0,0
10020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10021,0.000542522,0.001664223,0.000359238,0.000791789,0.000410557,0.000359238,0.000432551,0.000366569,6.59824E-05,7.33138E-06,0,0,0,0,0,0,0,0,0,0
10022,0.000887978,0.001010929,0.000478142,0.000587432,0.000846995,0.000751366,0.000314208,0.000122951,0,0,0,0,0,0,0,0,0,0,0,0
10023,0.000595768,0.001620267,0.00158686,0.001091314,0.000105791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10280,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10025,0.001290774,0.002656104,0.000736253,0.000260951,5.5918E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10026,0.000928473,0.002455296,0.001169188,0.000447043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10027,0.001491228,0.002238596,0.00114386,0.000122807,3.50877E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10028,0.000533241,0.000893352,0.00050554,0.000699446,0.00015928,0.000477839,0.000685596,0.000436288,0.000249307,0.000339335,2.07756E-05,0,0,0,0,0,0,0,0,0
10029,0.001093489,0.002312187,0.001193656,0.000367279,3.3389E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10030,0.001045056,0.002052566,0.001357947,0.000544431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10031,0.001150696,0.002153972,0.001167076,0.00046683,6.14251E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10032,0.000696594,0.00255418,0.001315789,0.000425697,7.73994E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10033,0.000649351,0.001493506,0.001272727,0.000987013,0.000350649,0.000168831,7.79221E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
10034,0.000871886,0.001298932,0.001174377,0.000729537,0.000640569,0.000284698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10035,0.001838843,0.001921488,0.001046832,0.000192837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10036,0.001749117,0.002137809,0.00090106,0.000106007,0,3.53357E-05,1.76678E-05,3.53357E-05,0,0,1.76678E-05,0,0,0,0,0,0,0,0,0
10037,0.002416268,0.002344498,0.000239234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10038,0.002735849,0.000849057,0.000188679,0.000754717,0.000283019,0.000188679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10039,0.002265625,0.002070313,0.000664063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10040,0.000662393,0.001132479,0.002029915,0.001175214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10044,0,0,0,0,0.001,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10024,0.000827839,0.002161172,0.001069597,0.000637363,0.000208791,9.52381E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
