10451,0.001978022,0.001505495,0.00089011,0.000494505,0.000120879,1.0989E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10452,0.001541176,0.001805882,0.000858824,0.000605882,0.000141176,4.70588E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10453,0.001404639,0.001626933,0.000982603,0.00060567,0.000219072,0.000161082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10454,0.000974388,0.001826281,0.00107461,0.000818486,0.000289532,0,0,0,1.67038E-05,0,0,0,0,0,0,0,0,0,0,0
10455,0.000784225,0.001872167,0.001618314,0.000426111,0.000208522,9.06618E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10456,0.00100666,0.001716189,0.00145748,0.000543033,0.000248463,2.81762E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10457,0.001343623,0.001540992,0.001082996,0.00083502,0.000194838,2.53036E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10458,0.000462914,0.001070489,0.001336139,0.000931089,0.000331405,0.000218306,0.000226197,0.000205155,0.000176223,4.20831E-05,0,0,0,0,0,0,0,0,0,0
10459,0.000929608,0.001587856,0.001332617,0.000875873,0.000206878,6.71682E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10460,0.000942335,0.001568214,0.001251758,0.000834505,0.000260197,0.000114862,2.81294E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
10461,0.000409666,0.000608097,0.000817731,0.000893743,0.000777724,0.000609698,0.000509682,0.000287246,6.241E-05,2.40038E-05,0,0,0,0,0,0,0,0,0,0
10462,0.000251068,0.000566239,0.000779915,0.0008961,0.000827991,0.00061031,0.000502137,0.000399306,0.000166934,0,0,0,0,0,0,0,0,0,0,0
10463,0.000604203,0.001225919,0.001406888,0.000782253,0.000554583,0.000341506,8.46468E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
10464,0.000181256,0.000623342,0.000879752,0.00081786,0.000844385,0.000548187,0.000477454,0.000362511,0.00015473,8.84173E-05,1.76835E-05,4.42087E-06,0,0,0,0,0,0,0,0
10465,0.000241487,0.000390042,0.000537241,0.000565052,0.000504002,0.000511464,0.000485009,0.00043956,0.000397504,0.000318817,0.000206892,0.000213675,0.000145163,3.73084E-05,6.78334E-06,0,0,0,0,0
10466,0.000119498,0.000276186,0.000373125,0.000403,0.000398122,0.000329838,0.000403,0.000434703,0.000392635,0.000310328,0.000266431,0.000285331,0.000290818,0.000253018,0.000217656,0.000122546,6.40166E-05,4.81649E-05,1.03646E-05,1.21936E-06
10467,0.000657013,0.001119603,0.001057924,0.000776348,0.000612765,0.000423706,0.000252078,8.84956E-05,1.20676E-05,0,0,0,0,0,0,0,0,0,0,0
10468,0.000989628,0.001387208,0.000911841,0.000669836,0.000375972,0.000246327,0.000293863,9.07519E-05,3.45722E-05,0,0,0,0,0,0,0,0,0,0,0
10469,0.000174785,0.000428973,0.000559214,0.000675898,0.000617798,0.00057035,0.000498693,0.000442045,0.000396049,0.000303573,0.000191246,8.3761E-05,4.16384E-05,1.59775E-05,0,0,0,0,0,0
10470,0.000351503,0.000766684,0.000771778,0.000888945,0.000764137,0.000463576,0.000292919,0.000106979,7.89608E-05,0.00013245,0.000157922,0.000117168,5.60367E-05,5.09424E-05,0,0,0,0,0,0
10471,0.000429431,0.000809628,0.000878009,0.000700219,0.000738512,0.000478665,0.00035558,0.000336433,0.000180525,1.09409E-05,4.10284E-05,1.09409E-05,1.09409E-05,1.64114E-05,2.73523E-06,0,0,0,0,0
10472,0.000554093,0.001022638,0.001108186,0.001168729,0.000631745,0.000385628,0.000128981,0,0,0,0,0,0,0,0,0,0,0,0,0
10473,0.000794615,0.000966166,0.001088873,0.000988802,0.000595664,0.000468192,9.76888E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
10474,0.001116173,0.001856492,0.000831435,0.000899772,0.000216401,5.69476E-05,2.2779E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
10475,0.000622271,0.001124454,0.00080786,0.000764192,0.000382096,0.000502183,0.0005131,0.000283843,0,0,0,0,0,0,0,0,0,0,0,0
