block,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum
6072    ,6,13,8,5,6,1,1,2,0,6,10,10,10,13,5,1,3,3,3,1,4,0,1
6071    ,3,2,4,0,0,0,0,1,5,6,2,6,2,8,8,1,0,0,1,1,4,1,1
6070    ,1,1,1,1,0,1,1,0,1,0,1,2,1,2,0,0,0,1,0,0,0,0,0
6069    ,4,10,9,7,3,1,0,4,6,5,9,5,7,9,6,4,4,0,0,1,4,4,2
6068    ,1,2,4,1,0,1,0,5,4,2,6,11,1,3,6,1,1,0,0,0,1,0,1
6067    ,2,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0
6066    ,5,8,11,3,2,0,0,2,3,3,9,8,8,1,2,0,0,1,0,0,0,0,0
6065    ,6,8,3,5,0,0,1,1,1,3,7,7,6,3,4,3,2,3,1,3,0,1,0
6064    ,6,5,1,4,1,0,0,1,5,2,4,3,3,2,2,0,2,1,1,3,4,2,0
6063    ,7,4,3,3,1,0,0,0,1,4,6,6,3,2,0,1,0,0,1,1,0,0,1
6062    ,0,0,4,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0
6061    ,10,7,5,6,3,0,0,2,1,2,6,7,6,3,3,1,0,0,1,0,1,0,0
6060    ,3,10,7,2,0,0,1,0,3,1,6,11,5,3,3,0,2,2,0,2,1,0,0
6059    ,2,7,3,3,0,0,0,1,0,2,6,5,7,1,1,1,1,0,0,3,1,1,1
6058    ,12,19,20,6,3,2,0,2,3,5,12,25,14,3,3,1,2,3,3,2,2,2,1
6057    ,1,1,2,0,0,1,0,0,0,4,3,1,4,0,3,0,1,0,2,1,1,0,0
6056    ,2,3,4,2,1,1,0,1,5,3,1,4,5,5,11,3,1,1,1,2,1,0,1
6055    ,1,1,0,3,0,0,0,1,0,1,1,4,0,1,0,0,1,1,0,0,2,0,0
6054    ,3,4,3,0,2,0,0,1,1,3,2,2,5,1,5,0,3,2,0,0,1,1,2
6053    ,2,6,1,1,1,1,2,1,2,2,3,7,8,5,5,0,1,0,1,0,1,2,2
6052    ,0,0,1,1,0,0,0,1,0,1,0,3,0,3,3,0,0,1,2,1,0,1,0
6051    ,3,2,0,1,0,0,0,1,1,1,0,3,1,0,0,0,0,1,1,1,1,0,0
6050    ,0,2,0,0,0,0,0,0,1,3,0,0,4,3,1,2,0,0,0,1,4,0,1
6049    ,3,4,8,2,2,0,0,5,3,5,9,9,7,5,7,1,4,1,2,3,0,0,1
6048    ,13,10,16,7,8,0,1,5,7,13,8,16,19,9,15,2,8,2,2,5,8,5,2
6047    ,14,12,19,7,3,1,0,3,1,13,8,15,9,4,4,1,1,1,3,5,1,1,0
6046    ,2,3,5,6,2,1,0,5,3,4,6,10,14,12,9,8,5,6,6,11,4,2,3
6045    ,21,16,17,12,9,1,3,12,11,14,7,15,18,25,21,4,15,8,5,17,32,32,76
6044    ,8,8,11,5,6,3,2,5,6,5,12,11,15,11,16,12,5,6,4,11,5,8,8
6043    ,22,37,21,12,4,2,3,7,23,20,18,19,33,10,14,7,16,5,5,14,6,10,4
6042    ,2,4,10,6,3,0,3,5,4,7,3,8,5,5,10,8,6,3,2,5,2,1,4
6041    ,6,9,16,9,4,4,0,2,7,7,16,19,21,22,12,7,5,7,7,5,10,6,0
6040    ,10,11,5,4,4,3,3,4,6,4,15,10,9,14,12,7,11,3,8,8,5,1,2
6039    ,9,13,17,8,10,3,3,8,13,11,13,16,14,18,14,6,4,1,11,8,8,3,5
6038    ,20,26,35,13,9,2,5,12,15,14,28,26,34,28,22,9,8,7,9,16,8,4,6
6037    ,11,14,21,19,10,1,2,8,19,14,14,27,17,27,17,6,13,8,9,10,9,12,5
6036    ,5,7,11,5,6,3,1,4,6,11,13,14,14,19,13,2,6,5,6,4,12,4,3
6035    ,10,21,18,16,9,1,3,10,18,15,17,23,24,14,17,13,19,15,12,13,25,23,24
6034    ,9,12,9,16,9,3,0,2,12,12,4,12,24,26,31,5,14,11,17,17,16,8,14
6033    ,21,22,17,17,7,4,5,8,8,18,20,20,22,20,32,13,22,7,20,31,23,22,18
6032    ,64,46,39,31,18,7,14,36,82,51,50,54,72,60,55,19,31,23,19,29,29,36,65
6031    ,20,10,17,21,8,1,6,14,9,18,20,27,23,31,21,8,17,10,10,12,9,8,9
6030    ,27,28,25,14,4,9,4,12,18,26,30,35,39,30,25,12,17,9,7,6,8,7,5
6029    ,10,16,18,9,9,2,0,14,11,13,20,22,25,26,14,15,9,3,7,12,7,3,6
6028    ,35,45,58,17,16,8,2,26,35,35,58,66,68,58,40,17,25,14,19,31,16,20,20
6027    ,18,23,30,19,8,4,3,12,20,28,30,24,35,39,26,19,12,13,10,12,18,8,12
6026    ,39,38,48,39,15,9,6,25,64,40,51,56,57,75,51,27,37,20,26,31,34,33,20
6025    ,35,37,33,21,10,6,8,15,30,41,45,32,51,43,33,11,21,9,16,25,17,18,15
6024    ,23,32,42,15,10,8,7,20,19,28,33,38,52,41,44,25,18,8,17,24,18,13,11
6023    ,38,57,45,35,13,6,9,24,34,34,49,60,70,54,37,14,33,12,21,28,26,16,15
6022    ,32,34,30,31,16,10,2,19,36,31,31,49,55,53,49,9,29,17,18,19,28,17,10
6021    ,53,61,56,37,14,14,13,49,65,72,67,63,71,66,87,31,38,22,30,29,34,28,34
6020    ,74,80,73,45,28,9,10,38,61,81,79,101,95,103,85,38,50,30,31,40,27,19,18
6019    ,39,37,47,44,12,4,10,25,38,36,44,66,57,80,76,23,27,22,24,21,28,17,23
6018    ,60,77,69,65,24,15,16,46,84,73,65,92,113,115,114,48,55,28,37,49,72,102,190
6017    ,78,48,70,49,27,16,14,48,85,63,65,78,103,76,82,27,51,24,28,34,33,33,29
6016    ,80,67,70,50,28,20,12,38,66,52,75,91,119,101,90,46,62,25,54,71,76,59,55
6015    ,115,97,104,80,51,21,25,101,136,114,102,145,162,171,107,61,77,32,58,94,75,58,58
6014    ,118,119,141,91,56,21,29,60,139,110,124,145,197,168,140,53,89,40,49,67,48,49,44
6013    ,144,125,143,94,57,28,29,87,173,166,163,142,215,178,180,71,99,43,71,92,127,145,283
6012    ,142,170,146,109,56,38,36,144,218,176,156,187,210,200,169,71,90,35,68,88,94,78,91
6011    ,178,169,204,140,59,32,37,123,153,164,197,220,226,261,213,81,102,61,75,100,101,79,90
6010    ,249,203,234,161,79,46,49,164,241,203,237,234,304,262,264,72,103,47,69,112,100,99,113
6009    ,230,243,248,186,80,47,47,161,268,285,272,264,341,321,283,104,145,78,99,172,144,204,363
6008    ,177,173,200,132,80,34,43,135,217,214,211,263,249,251,239,90,115,67,99,119,96,96,88
6007    ,271,255,293,179,98,58,51,163,275,254,295,345,348,366,309,113,134,86,111,158,137,109,132
6006    ,301,317,341,221,110,59,48,217,359,314,369,399,482,471,408,147,245,123,170,279,225,180,193
6005    ,293,300,296,192,103,47,44,143,278,254,260,350,366,348,354,129,148,79,121,170,151,131,130
6004    ,306,328,316,204,114,54,53,214,326,316,329,345,411,409,344,143,160,100,156,178,178,137,133
6003    ,337,373,367,221,141,86,55,294,544,483,393,490,536,546,524,163,192,121,168,247,217,193,234
6002    ,495,528,601,394,280,238,221,495,805,714,665,749,825,774,784,316,414,200,303,461,325,292,297
6001    ,1279,1089,1117,726,489,299,320,1312,2542,1984,1741,1655,1690,1670,1517,592,859,516,641,912,779,638,784
6000    ,2659,2340,2215,1469,929,552,579,2835,5671,4613,3836,3483,3419,3361,3254,1247,1938,1038,1386,1797,1313,1128,1141
5193    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5192    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5191    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5190    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5189    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5188    ,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5187    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5186    ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
5185    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5184    ,2,0,0,1,2,0,1,2,0,1,0,3,1,2,1,0,0,0,0,0,0,0,0
5183    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5182    ,1,1,1,1,0,0,0,0,0,1,0,2,1,0,0,0,1,1,0,0,0,0,0
5181    ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
5180    ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5179    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5178    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5177    ,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
5176    ,1,0,5,0,0,0,0,0,0,1,0,5,1,0,1,0,0,0,0,0,0,1,0
5175    ,2,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
5174    ,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5173    ,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2,0,0,0
5172    ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
5171    ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5170    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5169    ,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,0,0,0
5168    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5167    ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5166    ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5165    ,0,2,1,2,1,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0
5164    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5163    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5162    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5161    ,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5160    ,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,0,0,0
5159    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5158    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5157    ,0,3,0,1,1,0,0,0,1,0,1,0,3,0,3,0,0,0,0,0,0,0,0
5156    ,1,1,1,0,1,0,0,1,0,0,3,2,0,1,1,1,1,1,0,0,1,1,0
5155    ,2,0,0,0,2,0,0,0,2,0,0,1,0,1,3,0,0,1,0,0,1,0,0
5154    ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5153    ,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
5152    ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0
5151    ,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5150    ,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0
5149    ,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0
5148    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5147    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5146    ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5145    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5144    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5143    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5142    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5141    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5140    ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
5139    ,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5138    ,1,1,0,1,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0
5137    ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5136    ,2,3,4,0,0,0,0,0,1,0,2,3,1,0,1,0,0,0,0,0,0,0,0
5135    ,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0
5134    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5133    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5132    ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5131    ,1,0,3,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
5130    ,0,0,2,0,0,0,0,0,1,0,1,1,0,3,1,0,0,2,0,1,1,0,0
5129    ,0,0,2,4,0,1,0,1,0,0,0,6,0,0,2,1,0,1,1,0,1,3,2
5128    ,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
5127    ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
5126    ,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,0,0,0,0,0,0
5125    ,4,8,3,2,3,1,2,2,1,5,3,4,9,2,2,0,0,1,4,1,1,0,1
5124    ,1,5,4,1,0,1,1,2,2,2,3,2,3,3,2,4,3,1,2,2,0,1,0
5123    ,2,3,6,0,4,1,0,0,0,2,3,5,2,2,3,0,0,1,1,1,1,1,0
5122    ,1,1,1,1,0,0,0,1,3,2,2,0,0,3,2,1,2,2,2,3,1,1,0
5121    ,0,2,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
5120    ,0,0,1,0,0,0,0,0,1,0,0,3,4,1,0,0,0,1,0,0,0,2,0
5119    ,0,2,1,0,0,0,0,1,0,1,0,1,3,2,3,1,0,0,0,1,0,0,0
5118    ,1,4,4,1,0,0,0,0,1,4,2,4,3,5,4,1,1,0,0,0,0,0,0
5117    ,2,1,6,2,1,0,1,1,3,3,4,4,4,3,4,1,0,0,1,2,1,0,0
5116    ,0,0,1,1,1,0,0,1,0,0,2,3,5,0,0,0,0,0,0,0,1,0,0
5115    ,0,1,0,0,0,0,1,4,11,8,4,9,3,6,3,0,3,0,0,1,0,0,1
5114    ,6,3,2,1,1,0,0,3,5,2,3,2,4,0,3,2,4,0,1,0,1,0,0
5113    ,3,1,5,5,1,0,0,0,1,1,5,5,1,2,3,0,0,0,1,1,3,0,0
5112    ,2,1,2,0,0,0,0,0,1,1,0,4,2,3,1,1,2,0,0,3,2,1,0
5111    ,1,6,2,2,0,0,0,0,0,1,5,3,4,4,3,2,3,0,5,0,2,1,1
5110    ,0,1,4,3,0,0,0,1,0,3,1,5,0,1,2,2,1,3,0,3,1,0,0
5109    ,1,0,0,1,0,1,0,0,3,0,0,2,0,0,2,1,0,1,0,1,1,1,0
5108    ,4,5,2,3,1,1,1,0,2,2,0,5,5,3,3,1,2,1,2,4,1,1,3
5107    ,1,1,2,0,0,1,0,0,1,0,1,3,1,4,3,0,0,1,1,1,1,2,2
5106    ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5105    ,2,2,2,0,0,0,0,1,2,3,1,0,4,0,0,1,1,0,1,0,0,0,0
5104    ,0,2,3,2,1,0,1,1,2,2,1,2,4,5,3,1,0,0,1,3,1,0,0
5103    ,0,1,1,1,0,0,0,1,0,1,3,2,0,1,4,2,0,1,0,1,2,1,0
5102    ,1,0,3,5,2,1,0,2,4,2,0,4,3,8,2,1,0,1,0,3,1,3,1
5101    ,3,0,4,9,0,2,0,1,1,2,5,8,7,4,12,1,2,0,2,3,0,2,3
5100    ,1,1,2,1,0,0,0,3,2,3,1,3,3,5,2,1,2,0,0,2,0,0,1
5099    ,0,0,1,1,0,0,0,1,1,1,0,1,1,2,1,1,1,1,0,1,0,0,0
5098    ,6,3,8,4,3,1,1,2,5,8,3,5,6,14,13,2,3,0,2,2,3,0,2
5097    ,0,0,3,1,0,0,0,0,1,0,0,2,2,2,0,1,0,0,0,1,0,0,0
5096    ,2,3,4,2,0,0,0,0,1,1,1,3,2,2,1,1,1,1,1,0,0,1,0
5095    ,2,3,7,2,3,2,0,3,2,1,3,7,1,3,2,1,1,3,3,4,1,2,0
5094    ,4,2,3,1,0,1,0,1,5,3,0,2,1,2,1,1,0,0,4,2,2,0,1
5093    ,1,5,4,4,1,0,0,1,5,3,2,8,3,4,4,0,4,2,0,4,3,0,0
5092    ,1,2,3,3,1,0,1,2,2,1,1,5,3,6,3,1,1,1,2,0,4,2,1
5091    ,2,3,4,0,0,0,0,4,2,1,2,3,4,2,5,0,1,1,0,3,0,0,0
5090    ,14,26,11,5,4,2,0,6,14,13,9,13,17,12,5,7,10,5,1,5,5,3,4
5089    ,0,8,1,1,3,0,1,0,2,2,6,1,6,0,7,0,3,0,2,0,1,1,0
5088    ,2,4,2,3,5,0,1,2,3,4,3,4,3,8,5,1,2,1,1,1,3,0,0
5087    ,6,6,7,0,3,1,1,2,5,6,7,3,7,2,3,0,5,0,1,0,1,0,0
5086    ,0,1,1,3,0,0,0,1,2,1,0,6,2,4,5,1,1,0,1,0,2,1,0
5085    ,2,5,3,1,0,0,0,0,1,0,6,4,4,3,2,3,1,0,2,0,1,3,1
5084    ,1,0,4,1,1,0,1,0,1,4,4,2,1,3,2,0,0,0,1,2,1,0,0
5083    ,4,3,4,0,0,1,0,0,4,2,2,4,1,1,3,0,0,1,3,1,0,0,0
5082    ,1,1,2,0,0,0,0,0,2,1,3,2,6,3,2,0,1,0,2,0,1,3,0
5081    ,4,4,6,4,0,0,0,1,2,3,2,3,2,1,4,2,1,0,2,5,1,0,0
5080    ,3,6,6,2,5,0,2,0,7,3,5,4,7,5,10,7,8,1,9,11,8,28,66
5079    ,6,1,7,5,3,1,1,1,2,3,11,3,5,10,12,2,4,3,2,10,6,1,2
5078    ,7,10,13,10,6,1,3,1,5,11,11,9,12,17,14,5,6,4,5,9,5,4,5
5077    ,10,5,5,10,2,2,1,2,10,1,10,7,10,9,8,8,4,1,3,1,3,3,1
5076    ,9,8,4,8,2,2,0,6,5,4,5,10,11,14,9,5,7,3,3,3,3,2,2
5075    ,1,2,3,3,3,0,0,2,2,0,4,10,4,10,12,5,3,1,7,5,1,2,5
5074    ,7,7,6,14,5,1,3,4,9,8,9,7,6,12,6,1,4,1,2,2,0,1,0
5073    ,1,2,3,2,1,2,5,1,4,4,3,4,7,5,6,2,6,2,2,1,2,2,4
5072    ,9,7,10,10,3,3,3,5,6,12,8,13,19,18,9,5,6,7,9,5,7,5,0
5071    ,13,13,18,6,8,4,2,12,10,13,8,16,30,10,12,4,6,1,2,8,2,3,4
5070    ,7,10,8,11,7,2,0,2,9,7,13,17,24,11,20,3,6,2,4,7,4,6,6
5069    ,17,16,19,19,8,2,0,7,14,16,19,19,22,21,15,10,12,4,9,9,8,9,10
5068    ,5,6,10,8,2,2,3,4,9,4,9,9,15,11,6,5,3,6,4,5,6,4,6
5067    ,12,16,23,12,5,3,4,16,12,20,26,18,29,28,15,15,18,5,11,12,10,5,8
5066    ,12,20,26,11,4,3,4,7,13,13,21,20,30,35,30,14,13,10,15,20,10,9,6
5065    ,8,11,18,10,3,2,4,12,14,7,14,21,23,29,24,4,6,5,10,10,9,4,7
5064    ,26,14,32,16,9,6,3,6,18,15,26,28,17,27,16,7,13,5,5,11,5,2,6
5063    ,6,13,15,11,3,4,2,7,8,8,14,11,19,17,10,4,6,4,7,5,3,1,3
5062    ,5,4,6,2,1,0,0,4,4,6,8,6,3,11,9,2,6,2,3,1,4,1,5
5061    ,8,13,9,17,4,3,1,10,9,11,15,16,21,22,15,10,7,4,5,17,12,9,9
5060    ,17,15,14,12,6,3,4,7,11,17,15,22,16,23,18,11,10,4,7,4,4,9,6
5059    ,21,26,15,16,9,4,4,10,14,19,21,29,12,35,24,12,7,2,11,15,12,3,9
5058    ,16,11,22,10,4,1,2,6,9,9,13,14,15,20,17,8,12,4,6,10,4,6,7
5057    ,19,14,14,9,6,1,6,8,14,16,11,15,26,18,19,2,8,8,4,19,7,9,8
5056    ,24,33,30,15,3,2,2,6,14,18,29,31,28,26,17,13,15,15,11,32,14,17,25
5055    ,11,27,28,15,12,2,3,8,17,16,22,35,36,38,26,8,17,10,15,17,12,12,7
5054    ,16,15,26,17,10,2,3,7,14,13,17,26,37,33,37,9,10,9,8,16,11,16,11
5053    ,20,22,16,7,7,5,2,15,14,23,25,27,26,35,21,10,9,4,9,9,14,13,11
5052    ,30,30,18,22,15,1,2,14,26,23,33,31,37,40,38,11,23,10,8,25,9,6,7
5051    ,31,24,24,21,11,7,3,15,22,31,26,29,40,47,35,9,16,13,6,17,15,5,17
5050    ,17,31,36,35,10,6,4,20,22,17,24,43,62,38,42,10,19,9,11,15,14,4,10
5049    ,31,35,36,23,9,2,4,10,25,17,32,38,43,34,24,9,19,15,11,13,9,15,5
5048    ,41,49,39,28,14,9,6,32,53,46,33,35,57,50,44,16,21,14,12,26,16,16,14
5047    ,26,18,33,23,9,4,6,8,25,27,33,35,33,39,48,15,19,10,26,26,28,24,22
5046    ,51,60,66,43,14,14,9,31,48,37,40,75,63,45,52,17,22,17,22,34,28,15,12
5045    ,28,34,45,31,14,10,8,25,26,30,40,43,68,51,40,16,28,11,21,17,11,11,9
5044    ,27,37,42,30,16,3,3,18,40,34,45,53,53,55,56,23,25,13,23,24,25,13,21
5043    ,50,44,38,27,11,2,4,17,42,56,43,53,60,60,59,18,21,11,23,16,20,14,19
5042    ,32,43,45,18,15,6,7,17,24,22,38,51,56,44,43,26,29,18,20,26,22,12,9
5041    ,23,23,24,19,10,3,3,11,19,16,17,33,40,41,30,14,17,4,8,16,17,11,8
5040    ,21,21,19,14,9,3,5,13,32,18,24,30,45,54,38,22,18,13,15,23,15,20,38
5039    ,64,60,56,31,23,13,18,36,50,69,68,64,89,68,57,34,34,28,20,31,28,37,36
5038    ,21,23,37,39,22,6,2,9,19,33,26,39,35,43,36,15,17,14,14,16,20,15,16
5037    ,42,56,45,23,11,6,2,22,37,42,45,51,80,71,43,33,27,12,26,35,17,13,20
5036    ,31,39,37,20,13,7,1,23,27,22,38,42,59,59,34,11,22,25,14,25,15,12,14
5035    ,39,52,56,35,20,14,6,29,35,38,69,63,73,48,60,22,41,16,31,34,41,38,32
5034    ,46,55,43,44,21,8,5,30,39,39,38,72,73,68,84,40,53,33,38,78,83,75,77
5033    ,54,65,68,49,34,10,14,38,61,44,71,80,90,114,98,43,45,28,35,61,57,53,70
5032    ,99,109,104,56,37,10,15,38,75,89,99,109,130,105,124,42,56,33,42,50,55,40,31
5031    ,76,78,98,61,27,12,8,46,70,77,81,107,127,144,95,37,63,20,50,38,35,44,29
5030    ,84,91,86,50,38,10,19,45,93,84,102,106,98,107,105,32,62,21,32,45,41,32,25
5029    ,75,95,101,81,33,18,13,42,63,85,88,120,124,128,93,39,60,32,44,51,38,40,34
5028    ,69,82,85,55,39,6,7,41,92,62,82,115,128,106,105,39,66,30,40,43,37,28,27
5027    ,93,89,105,54,27,17,13,42,88,92,93,100,111,108,101,47,63,28,31,44,32,31,31
5026    ,82,99,111,79,37,20,17,44,71,107,108,133,148,123,137,49,56,27,39,51,51,44,24
5025    ,104,106,114,90,39,20,21,53,107,103,106,110,148,173,130,53,60,38,61,47,62,43,40
5024    ,93,96,125,91,31,14,15,61,81,94,142,129,151,154,130,37,88,33,58,60,64,62,38
5023    ,161,191,181,137,67,26,27,110,146,132,209,196,257,246,212,85,108,57,81,105,89,95,97
5022    ,117,162,193,127,53,35,19,79,127,129,173,183,215,221,201,60,91,69,93,102,81,85,71
5021    ,155,189,204,135,59,31,37,108,142,171,170,231,271,263,206,73,87,52,84,102,82,95,66
5020    ,176,184,207,136,73,35,30,135,170,158,195,225,254,277,252,117,152,76,130,142,128,126,124
5019    ,176,242,251,177,87,37,38,124,208,176,200,281,338,352,279,96,133,79,98,125,104,92,62
5018    ,240,284,328,160,105,44,55,113,255,246,303,331,341,349,310,126,162,81,123,175,155,149,180
5017    ,248,301,325,194,108,56,53,137,224,232,300,393,385,376,306,110,171,79,87,145,90,115,63
5016    ,312,333,366,260,202,90,76,220,367,353,359,418,515,541,439,156,206,137,159,192,199,164,151
5015    ,252,297,323,208,122,57,61,162,276,251,314,371,427,436,346,135,181,110,139,186,154,131,169
5014    ,361,387,445,304,125,63,69,191,373,344,390,491,580,560,513,193,246,156,197,241,223,215,208
5013    ,358,414,441,282,160,73,82,248,372,358,435,465,590,554,490,177,219,121,173,262,228,218,168
5012    ,452,468,485,327,179,108,131,294,481,466,466,593,688,706,621,205,299,156,254,303,300,213,296
5011    ,516,534,582,377,187,101,105,352,543,536,574,664,804,780,649,252,349,196,232,326,262,264,230
5010    ,503,555,586,325,210,102,90,334,545,574,545,671,728,809,670,259,339,195,253,362,291,305,309
5009    ,661,711,749,526,265,112,126,462,634,674,682,874,940,944,811,255,401,213,293,423,380,399,545
5008    ,687,717,792,494,286,146,150,483,767,724,797,860,1015,993,855,306,412,240,321,421,367,296,286
5007    ,738,824,909,589,299,141,132,478,831,784,857,980,1075,1015,899,343,428,239,314,439,455,389,382
5006    ,795,822,831,520,316,151,180,630,936,818,914,970,1097,1117,967,354,446,265,344,490,467,395,479
5005    ,1044,1036,1119,683,437,231,226,927,1415,1177,1130,1260,1460,1455,1424,495,684,303,434,596,575,519,563
5004    ,1010,1154,1150,746,462,242,275,805,1249,1162,1191,1379,1461,1447,1292,507,648,389,481,636,575,521,560
5003    ,1328,1340,1415,898,501,279,268,893,1573,1507,1501,1626,1836,1757,1593,625,859,444,672,879,850,852,1050
5002    ,1491,1461,1490,1006,952,400,320,1231,1954,1744,1668,1787,1934,1885,1720,656,880,463,687,918,806,721,648
5001    ,2652,2395,2402,1647,967,594,605,2434,4286,3621,3377,3325,3429,3540,3060,1231,1650,852,1259,1859,1528,1249,1423
5000    ,5659,5070,5049,3278,2052,1199,1240,5801,10604,8518,7313,6985,7234,6808,6251,2474,3443,1855,2589,3484,2811,2634,3350
4400    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4399    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4398    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
