block,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum
6073    ,0,1,0,2,2,2,0,0,1,2,2,4,3,3,2,0,2,4,0,0,2,1,0
6072    ,2,11,8,3,1,2,0,3,3,5,10,9,13,7,9,2,1,3,2,3,6,2,0
6071    ,4,1,2,2,0,0,0,1,3,2,4,2,1,5,7,2,1,1,1,0,3,1,0
6070    ,0,1,0,2,0,0,0,0,1,0,0,2,2,2,1,0,0,0,1,1,0,0,0
6069    ,10,10,8,1,2,0,0,4,7,4,10,3,10,4,7,2,4,0,1,4,5,1,1
6068    ,8,10,4,4,3,2,1,10,6,8,13,11,9,3,7,4,1,2,0,0,1,0,0
6067    ,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
6066    ,4,11,3,9,4,3,0,1,1,2,5,7,11,3,0,0,0,1,0,1,0,0,0
6065    ,2,7,6,5,1,0,0,2,1,3,4,9,5,7,4,5,2,0,1,1,0,0,0
6064    ,4,4,1,2,0,0,1,1,2,4,2,4,3,1,1,1,1,0,1,1,1,2,0
6063    ,4,11,9,1,0,1,0,0,1,4,3,8,4,2,0,1,1,0,0,1,0,0,0
6062    ,0,0,1,0,0,1,0,0,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0
6061    ,1,11,5,0,1,0,0,1,0,0,7,8,3,4,4,0,2,1,0,0,0,0,0
6060    ,4,9,5,4,4,1,0,1,1,5,5,11,8,8,2,1,0,0,1,1,2,2,0
6059    ,5,7,2,3,1,0,0,0,4,2,4,6,5,2,2,0,1,1,2,0,2,3,0
6058    ,7,15,17,2,3,1,1,1,3,1,10,17,13,6,5,2,2,1,2,4,0,1,1
6057    ,0,2,0,1,1,0,0,0,2,0,1,1,4,1,3,0,1,1,2,2,0,2,0
6056    ,6,4,6,5,1,0,0,3,4,6,1,7,3,10,8,1,2,2,0,2,1,1,0
6055    ,2,2,1,0,0,0,0,0,0,1,1,1,2,2,0,0,1,0,0,1,0,1,0
6054    ,7,1,5,1,1,1,0,2,2,2,1,1,2,4,2,1,5,1,1,0,0,1,0
6053    ,0,2,1,2,3,2,1,2,5,0,2,2,7,5,2,1,1,2,2,0,1,2,3
6052    ,0,1,1,0,1,0,0,1,0,0,2,2,2,3,3,1,0,1,2,3,2,2,0
6051    ,0,0,0,0,0,1,0,0,0,0,1,1,2,0,2,0,2,0,1,0,1,1,0
6050    ,3,0,2,1,1,2,0,0,1,1,1,1,1,2,3,1,1,0,0,3,3,0,0
6049    ,2,3,5,5,0,0,1,6,8,6,11,7,4,9,4,3,1,1,2,3,2,0,2
6048    ,6,13,10,11,6,1,4,4,3,9,14,17,5,15,11,5,5,2,8,7,5,3,0
6047    ,11,13,13,7,4,2,0,1,4,7,13,11,11,7,7,1,2,0,1,5,3,2,0
6046    ,7,9,15,5,6,3,2,6,6,4,7,12,8,16,10,6,1,4,4,5,8,4,0
6045    ,21,16,12,8,5,6,2,6,8,21,12,13,22,12,19,6,15,4,9,15,16,21,14
6044    ,7,6,16,6,3,1,1,5,10,1,8,11,18,17,15,5,8,3,6,8,5,4,5
6043    ,30,23,29,10,1,5,0,15,15,10,18,21,20,15,19,2,6,5,9,8,7,8,2
6042    ,2,7,6,3,2,0,0,2,3,6,2,4,8,4,7,1,4,1,6,5,0,2,1
6041    ,13,18,16,7,5,2,1,5,11,5,8,18,20,21,19,1,8,3,11,6,7,4,1
6040    ,9,6,15,5,2,0,1,9,6,11,8,16,18,12,8,8,7,2,4,3,7,4,2
6039    ,9,21,17,7,9,3,3,5,18,11,12,15,12,21,11,3,4,5,8,9,4,5,2
6038    ,17,26,35,19,4,6,4,7,11,14,20,35,29,33,15,4,16,7,11,8,12,8,7
6037    ,10,12,18,10,11,8,18,49,106,73,76,72,78,60,31,11,12,9,7,13,9,4,2
6036    ,6,9,14,5,44,46,51,134,162,129,104,88,98,65,31,14,10,4,5,8,9,7,2
6035    ,11,19,14,14,7,3,6,11,16,18,16,21,21,21,17,6,14,4,8,16,8,8,4
6034    ,6,5,12,11,6,1,5,10,13,12,12,8,15,17,27,4,7,6,10,12,10,6,5
6033    ,15,20,14,13,7,5,6,11,13,16,20,23,20,28,17,8,13,10,19,25,17,17,15
6032    ,68,37,47,32,17,15,9,28,70,63,68,44,49,48,42,19,21,10,23,21,22,16,33
6031    ,29,17,18,15,6,3,6,21,20,16,19,17,30,40,23,7,13,5,14,7,5,7,1
6030    ,23,31,23,19,7,5,1,10,21,29,21,34,36,52,23,11,15,8,8,5,5,4,6
6029    ,20,29,19,15,9,3,2,7,21,18,16,24,30,31,28,6,12,3,7,12,7,5,1
6028    ,63,50,56,35,14,8,15,16,30,30,50,67,49,58,45,9,24,20,9,14,24,14,13
6027    ,20,27,24,17,7,4,5,14,19,21,30,36,30,30,27,11,14,12,11,16,10,9,2
6026    ,41,40,29,22,18,11,11,22,46,47,41,57,67,59,54,21,31,22,22,30,18,22,14
6025    ,39,43,28,11,9,4,9,17,38,30,49,43,32,32,42,8,8,13,9,20,10,9,12
6024    ,27,23,31,20,13,3,4,27,37,16,31,33,45,41,39,17,24,10,9,25,11,9,6
6023    ,49,56,56,30,18,6,8,30,30,40,48,40,76,52,45,18,20,15,19,19,19,11,17
6022    ,28,37,35,39,26,24,31,50,57,44,28,46,51,45,47,14,24,11,19,18,17,21,16
6021    ,66,52,52,42,18,18,9,31,72,59,62,67,67,69,72,26,54,21,21,22,31,11,21
6020    ,70,85,80,56,23,17,5,31,67,54,75,100,99,93,84,27,48,16,33,33,25,15,10
6019    ,41,48,48,32,14,15,6,21,39,35,40,58,51,65,53,25,30,22,19,26,17,7,14
6018    ,73,60,75,55,23,20,17,53,85,64,77,85,87,108,97,47,46,27,24,36,45,49,53
6017    ,76,69,76,53,22,26,14,59,79,49,65,65,92,94,88,32,38,21,26,36,25,27,21
6016    ,83,81,68,55,31,18,11,38,80,56,75,74,97,109,95,35,43,21,43,66,45,54,30
6015    ,132,113,114,72,35,25,26,79,145,112,94,140,137,137,124,42,71,29,43,69,58,29,31
6014    ,120,126,143,90,57,29,19,62,108,101,134,134,155,174,153,50,58,37,42,63,45,28,29
6013    ,156,163,128,81,49,37,27,86,145,134,146,155,186,170,128,68,69,28,65,64,62,72,84
6012    ,159,148,153,97,58,28,42,123,209,160,162,153,210,197,170,66,68,32,39,58,65,54,37
6011    ,181,203,212,142,100,79,82,275,453,492,465,505,494,381,272,97,134,54,67,108,67,73,55
6010    ,270,227,232,129,98,47,40,138,219,179,183,244,259,259,228,90,115,36,64,81,75,69,47
6009    ,262,249,283,170,100,42,56,148,262,246,236,256,312,295,253,91,141,74,90,97,86,114,132
6008    ,203,211,227,157,65,42,44,124,201,196,220,246,271,236,197,80,104,51,68,92,87,65,55
6007    ,277,282,323,226,137,47,54,170,252,252,270,300,345,311,289,88,113,65,90,120,85,78,71
6006    ,333,312,344,214,123,72,58,175,367,292,315,381,427,423,362,138,191,93,154,168,153,139,87
6005    ,296,318,322,184,119,43,44,163,230,234,270,294,312,341,297,103,169,78,101,142,125,95,66
6004    ,320,341,372,240,137,58,59,205,327,286,310,344,404,394,320,110,166,75,110,136,107,101,87
6003    ,340,334,338,259,166,80,74,259,444,465,420,422,485,505,429,167,212,122,161,199,161,112,97
6002    ,609,533,594,438,260,196,172,443,705,675,602,612,700,700,608,215,278,163,193,282,230,149,142
6001    ,1251,1156,1140,777,475,291,297,1139,2201,2009,1712,1723,1701,1567,1429,463,674,384,478,616,522,377,292
6000    ,2897,2362,2377,1554,1035,530,529,2192,4676,4268,3573,3371,3250,2991,2719,1046,1374,774,1019,1279,982,702,544
5193    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5192    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5191    ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5190    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5189    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5188    ,1,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0
5187    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5186    ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
5185    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5184    ,0,0,0,2,0,0,0,2,0,1,0,2,0,4,1,0,1,0,0,0,0,0,0
5183    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5182    ,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,1,0,1,0,0,0,0
5181    ,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5180    ,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5179    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5178    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5177    ,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
5176    ,1,1,3,0,0,0,0,0,1,0,0,1,2,0,2,0,1,0,0,0,0,0,0
5175    ,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0
5174    ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5173    ,1,2,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,0,1,1,2,0,0
5172    ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5171    ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5170    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5169    ,0,0,2,0,1,0,0,1,0,0,0,0,4,0,0,2,1,0,1,0,0,0,0
5168    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5167    ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5166    ,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
5165    ,1,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0
5164    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5163    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5162    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5161    ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5160    ,1,1,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0
5159    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5158    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5157    ,1,1,1,0,0,2,0,2,0,1,0,2,1,0,3,2,0,0,0,0,0,0,0
5156    ,0,1,2,2,0,0,1,0,1,0,1,0,1,1,1,1,0,2,0,0,0,1,1
5155    ,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5154    ,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0
5153    ,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,2,0,0,0,0,1
5152    ,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5151    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5150    ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0
5149    ,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,3,0,0,0,0,0,0
5148    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5147    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5146    ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5145    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5144    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5143    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5142    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5141    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5140    ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5139    ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5138    ,0,0,1,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
5137    ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5136    ,0,0,0,0,0,0,0,0,2,1,1,1,3,0,0,0,0,1,1,0,0,0,0
5135    ,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0
5134    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5133    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5132    ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5131    ,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0
5130    ,2,0,0,0,1,0,1,1,0,1,0,1,0,2,1,0,0,1,0,2,0,0,0
5129    ,1,1,0,0,1,0,0,0,0,0,2,2,2,1,2,0,0,0,2,0,0,0,0
5128    ,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
5127    ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
5126    ,0,0,1,1,1,0,0,0,0,0,0,0,2,3,3,0,1,0,0,0,0,0,0
5125    ,2,4,4,3,1,0,1,2,3,2,3,1,8,9,1,0,1,1,1,4,0,1,0
5124    ,5,1,3,3,4,0,2,3,3,1,4,6,3,2,5,1,2,1,0,1,2,0,0
5123    ,1,3,3,2,3,1,1,2,0,0,2,4,5,2,4,1,2,0,2,3,0,1,1
5122    ,0,2,1,0,0,0,0,1,2,1,1,1,1,3,1,0,1,2,1,2,1,2,1
5121    ,0,2,0,2,1,0,0,1,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0
5120    ,0,1,1,1,1,1,0,1,0,1,2,0,6,0,0,0,2,0,0,1,0,0,0
5119    ,0,1,0,1,1,0,0,0,0,1,1,1,0,4,3,0,1,0,1,0,1,1,0
5118    ,4,1,3,2,1,1,1,3,0,5,4,4,2,2,4,1,2,0,1,0,1,1,0
5117    ,3,4,2,2,3,0,1,0,4,2,6,4,5,3,3,0,1,2,0,1,2,0,1
5116    ,0,1,0,2,0,0,0,0,0,2,0,1,1,4,1,0,0,0,0,0,1,0,1
5115    ,0,0,0,1,16,19,40,85,173,97,69,46,47,23,9,1,2,0,0,2,0,0,0
5114    ,4,3,4,2,2,2,0,2,4,3,4,0,2,2,5,1,3,2,0,0,0,0,0
5113    ,0,4,2,2,1,0,0,0,0,3,2,4,4,1,1,1,0,0,1,2,0,1,0
5112    ,1,0,3,2,0,0,0,0,2,1,1,3,2,0,1,3,0,2,2,3,2,0,0
5111    ,1,3,2,1,3,0,0,0,1,2,2,4,2,4,5,2,0,1,1,1,1,1,0
5110    ,1,1,6,1,2,0,0,0,0,0,4,1,4,0,2,2,3,1,1,0,0,0,0
5109    ,2,1,1,1,0,0,0,1,3,0,0,1,1,1,2,0,0,1,0,0,0,1,0
5108    ,1,2,5,3,2,0,0,2,3,3,2,4,7,5,3,2,0,0,3,2,4,0,1
5107    ,1,1,0,3,0,1,0,0,1,1,1,3,2,1,5,0,1,1,1,0,1,1,1
5106    ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5105    ,2,1,1,1,0,0,0,2,1,2,2,1,3,2,0,1,1,0,0,1,1,0,0
5104    ,0,0,3,6,2,0,0,0,1,1,4,1,2,6,2,1,2,0,1,0,1,0,0
5103    ,1,1,0,0,2,0,0,0,1,1,1,2,1,1,5,1,1,1,0,0,2,1,0
5102    ,9,0,2,0,2,1,0,3,4,2,3,3,4,6,1,1,1,1,0,0,4,1,0
5101    ,3,4,4,1,1,1,0,4,3,4,3,5,6,6,8,4,1,2,3,2,2,1,2
5100    ,0,4,4,3,5,2,2,2,6,3,3,2,6,4,4,1,1,0,0,0,0,0,0
5099    ,2,1,1,0,1,0,0,1,4,2,0,2,1,1,2,0,3,2,0,0,0,0,0
5098    ,6,5,3,4,3,1,0,0,7,6,3,3,4,9,9,2,7,2,4,3,2,1,2
5097    ,0,1,1,0,1,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,1,0,0
5096    ,0,3,2,0,0,0,0,1,2,1,0,1,2,6,1,1,1,1,0,1,0,0,0
5095    ,5,5,4,2,0,0,0,2,2,3,3,2,3,3,4,1,3,0,4,3,0,0,0
5094    ,7,3,4,0,1,1,3,0,4,2,1,1,3,1,2,0,1,2,0,3,0,1,0
5093    ,1,2,3,0,2,0,2,4,2,2,3,2,7,6,2,3,2,1,2,4,3,0,0
5092    ,4,4,1,2,2,0,1,0,2,0,1,3,3,4,6,1,3,1,1,1,0,1,0
5091    ,1,2,0,0,1,1,0,1,0,2,3,2,1,7,4,0,2,0,1,0,0,0,0
5090    ,14,19,15,10,5,0,1,9,6,16,12,17,8,11,9,6,10,3,4,5,4,2,3
5089    ,3,5,5,0,2,0,0,0,3,1,5,4,6,2,1,5,2,1,1,1,1,0,2
5088    ,6,2,7,1,1,0,0,3,4,1,4,4,4,6,3,2,0,2,1,1,2,2,0
5087    ,6,3,5,5,4,2,1,5,7,5,5,5,7,2,5,2,1,1,2,1,1,0,0
5086    ,1,2,3,1,1,0,0,2,4,2,0,4,3,1,4,1,0,1,0,1,0,1,0
5085    ,2,2,3,1,2,1,0,0,4,2,3,5,3,4,5,3,0,0,1,1,1,1,0
5084    ,4,3,2,2,1,0,1,0,2,3,0,4,4,2,2,1,1,1,1,1,1,0,0
5083    ,5,6,1,0,1,0,0,0,2,5,3,1,4,2,2,0,0,0,2,0,1,0,0
5082    ,4,1,3,1,0,2,2,1,2,0,2,3,4,2,3,4,0,1,4,1,2,0,0
5081    ,1,6,1,2,1,1,0,0,3,2,3,1,2,2,5,1,1,1,0,4,1,1,1
5080    ,3,6,2,2,0,0,1,3,6,4,5,7,6,7,9,2,7,3,5,7,9,8,17
5079    ,3,7,8,2,0,1,2,0,7,2,3,9,7,6,6,8,1,3,5,5,4,2,2
5078    ,14,11,8,6,4,3,1,8,7,4,7,12,15,16,21,4,6,1,4,7,4,5,3
5077    ,12,3,7,7,3,2,2,2,7,6,6,6,12,6,9,3,5,4,1,4,2,1,0
5076    ,7,9,10,5,5,3,0,7,3,7,5,5,13,16,11,7,4,4,1,3,4,6,2
5075    ,3,9,2,1,3,1,0,2,3,2,6,5,8,5,5,2,6,5,3,2,3,2,3
5074    ,8,6,9,7,5,0,2,3,7,9,7,4,7,8,8,4,1,3,4,4,1,1,1
5073    ,5,3,1,7,4,1,1,5,2,6,1,8,7,6,10,0,2,5,7,2,2,1,1
5072    ,9,8,6,4,3,2,1,12,4,11,11,13,15,19,9,5,8,3,8,7,4,3,0
5071    ,16,17,26,15,2,4,6,10,13,17,14,9,17,19,14,3,6,2,6,9,5,2,2
5070    ,5,10,14,13,5,2,4,6,6,8,11,22,16,21,16,5,8,5,7,7,4,2,1
5069    ,17,14,20,13,13,8,20,115,186,153,125,111,99,65,34,11,16,6,7,8,9,9,8
5068    ,7,7,10,7,4,0,4,5,11,2,6,8,13,9,8,3,6,3,3,7,1,2,3
5067    ,13,27,14,16,5,4,3,14,18,13,24,23,30,24,22,10,14,4,13,10,11,9,2
5066    ,22,19,35,17,10,2,2,13,13,17,15,29,14,30,31,7,19,10,11,21,11,10,4
5065    ,7,8,16,13,5,1,3,8,9,8,13,18,26,23,22,6,6,6,5,6,7,2,1
5064    ,16,17,27,16,4,2,4,15,7,10,23,21,21,24,21,9,10,3,6,9,5,1,1
5063    ,11,17,10,4,4,3,4,4,11,8,13,13,20,20,9,5,10,4,5,8,4,1,1
5062    ,3,4,5,2,3,1,0,2,4,5,5,8,6,3,12,5,2,3,2,1,3,2,2
5061    ,15,17,19,18,7,4,4,7,6,10,12,22,18,18,22,9,6,5,5,10,7,12,7
5060    ,10,8,17,15,4,6,2,10,20,12,11,18,24,16,19,8,11,2,9,8,4,3,5
5059    ,24,26,28,19,8,8,4,16,22,18,15,27,30,25,22,12,10,4,10,7,8,6,8
5058    ,16,21,16,9,4,1,3,8,8,9,17,19,9,15,14,6,17,6,4,12,4,4,4
5057    ,16,17,14,15,10,1,1,8,6,14,17,22,21,23,17,9,11,3,5,8,13,7,2
5056    ,26,31,30,12,7,3,1,6,8,12,39,26,36,18,21,9,11,7,13,19,16,6,13
5055    ,10,26,29,16,16,10,4,12,15,11,28,34,46,37,26,11,8,12,17,12,11,14,7
5054    ,14,16,24,19,7,4,0,6,24,9,16,16,35,22,37,8,8,9,15,12,12,11,7
5053    ,22,27,31,16,3,5,3,6,22,21,25,28,33,22,26,12,5,8,7,10,13,9,4
5052    ,25,38,35,11,8,7,3,8,19,17,31,32,41,25,36,13,23,9,17,19,13,5,3
5051    ,32,22,24,15,11,5,6,8,22,24,25,29,40,40,36,11,15,9,11,9,15,5,9
5050    ,25,43,36,23,20,6,6,12,18,23,26,27,58,43,34,13,21,10,14,19,15,7,4
5049    ,25,29,41,18,14,6,4,13,28,23,30,29,43,38,30,9,20,11,13,10,11,8,7
5048    ,61,47,62,35,20,7,7,19,29,31,33,41,42,49,36,18,17,13,8,17,12,13,10
5047    ,24,24,43,20,17,4,7,11,23,36,32,29,40,47,40,18,22,11,20,19,20,13,9
5046    ,80,70,75,40,26,16,10,34,34,25,30,61,71,53,49,14,18,15,16,30,23,18,6
5045    ,38,43,41,33,14,6,8,24,31,33,45,34,49,49,48,10,25,11,20,14,12,8,5
5044    ,32,37,48,29,11,10,8,19,23,38,43,58,63,53,46,20,24,12,26,24,20,12,8
5043    ,30,48,49,28,23,5,4,30,44,43,47,49,61,57,61,12,27,16,22,24,16,9,13
5042    ,23,38,49,30,15,7,3,10,33,20,26,49,55,44,46,17,32,17,21,34,17,15,6
5041    ,15,15,33,22,13,9,1,11,26,21,28,21,27,51,28,15,21,9,11,10,12,9,5
5040    ,28,21,22,23,8,6,6,14,36,22,30,29,39,46,47,15,22,10,21,13,17,18,9
5039    ,52,62,75,42,23,12,7,38,37,56,67,66,66,87,64,25,27,21,26,33,25,16,22
5038    ,24,26,34,37,27,4,7,14,23,20,31,33,42,38,37,14,14,9,11,22,14,6,6
5037    ,42,53,56,35,17,8,6,29,46,52,58,61,69,79,45,24,27,23,25,22,20,10,12
5036    ,33,40,23,27,20,8,13,26,32,33,46,41,59,63,37,26,30,13,13,20,15,7,8
5035    ,54,52,73,37,26,7,8,34,40,43,54,61,78,64,45,19,39,15,24,26,27,14,17
5034    ,47,38,63,38,24,6,11,17,48,42,40,66,81,72,68,37,44,27,27,65,50,30,32
5033    ,55,73,63,52,27,12,13,34,56,53,54,82,97,89,84,37,53,25,29,44,48,39,28
5032    ,87,103,117,66,28,11,16,40,70,69,94,110,120,116,119,38,43,39,39,48,35,24,19
5031    ,81,77,84,53,39,22,17,52,80,81,92,86,127,116,124,43,50,29,44,44,27,30,18
5030    ,102,109,111,78,39,23,20,54,92,61,105,104,103,104,91,34,54,32,35,40,27,19,17
5029    ,88,95,102,53,49,15,18,43,66,74,73,125,130,118,98,30,76,39,41,44,45,28,13
5028    ,78,92,98,66,35,18,16,49,76,71,90,106,110,109,103,39,50,26,35,49,34,21,16
5027    ,94,95,94,58,37,15,12,48,76,74,87,102,97,101,103,39,38,29,29,41,26,25,16
5026    ,102,104,142,87,45,25,16,68,93,98,98,121,156,127,106,47,49,24,38,53,40,31,21
5025    ,88,123,117,77,39,18,24,62,103,96,105,115,142,157,127,51,47,35,53,49,46,29,26
5024    ,100,109,155,68,31,15,20,62,107,103,95,135,174,135,131,42,59,36,50,72,58,35,22
5023    ,150,180,199,131,87,36,32,110,174,161,176,240,245,229,183,83,103,71,58,88,76,59,49
5022    ,165,156,170,112,73,32,26,102,146,140,156,192,203,217,188,75,94,52,78,91,82,42,42
5021    ,169,182,221,131,76,43,35,116,170,170,170,230,275,252,213,58,91,46,67,103,64,49,34
5020    ,175,192,195,143,82,54,40,124,196,164,194,187,233,270,246,85,144,64,93,122,96,88,64
5019    ,222,205,260,172,105,43,53,158,269,190,212,234,343,316,259,101,130,72,93,100,91,61,38
5018    ,284,286,283,182,104,60,53,165,239,247,257,313,348,327,301,100,163,88,105,144,97,81,76
5017    ,265,295,324,216,121,53,60,188,300,290,316,354,414,423,302,120,147,78,109,132,106,86,42
5016    ,312,386,434,287,236,142,163,374,444,364,328,405,485,501,402,158,196,114,141,174,130,85,74
5015    ,268,286,344,223,145,66,68,197,310,255,278,359,415,418,359,123,158,96,126,152,115,83,82
5014    ,324,399,466,309,150,68,65,226,392,351,351,443,489,572,480,155,201,135,171,207,142,129,94
5013    ,350,395,428,299,187,69,80,224,413,355,396,469,537,565,452,192,240,118,177,183,171,130,93
5012    ,461,538,552,364,220,124,113,269,489,436,452,522,626,686,558,222,273,148,205,248,180,163,141
5011    ,500,574,634,384,227,99,89,330,540,542,569,641,692,751,639,227,326,180,193,288,216,178,132
5010    ,555,509,576,409,231,113,111,334,548,507,521,606,697,732,618,226,303,151,182,294,214,183,171
5009    ,682,750,789,531,331,156,125,446,668,583,660,768,875,854,761,254,325,180,238,357,287,205,222
5008    ,724,714,805,544,293,171,167,526,871,802,814,909,986,930,794,267,371,184,239,323,262,196,147
5007    ,782,825,903,572,358,163,163,485,823,747,765,910,996,1006,807,296,435,203,259,364,300,253,203
5006    ,855,835,910,597,327,183,204,563,902,797,845,939,992,1000,905,323,400,181,337,348,319,271,217
5005    ,1062,1054,1127,754,461,229,269,863,1312,1213,1088,1182,1361,1291,1260,432,593,298,380,472,362,286,224
5004    ,1182,1130,1191,772,463,283,296,852,1196,1088,1115,1271,1387,1346,1189,429,578,307,390,531,390,301,290
5003    ,1362,1414,1436,933,556,282,293,881,1449,1348,1398,1449,1609,1646,1450,515,705,327,521,636,534,494,491
5002    ,1518,1481,1612,1022,798,402,381,1200,1925,1688,1610,1606,1826,1757,1539,577,731,395,529,705,487,444,323
5001    ,2801,2524,2603,1704,1090,565,650,2210,3911,3527,3160,3094,3157,3123,2663,993,1352,697,963,1285,986,752,615
5000    ,5777,5224,5063,3366,2245,1173,1193,4742,8865,7884,6674,6595,6617,6263,5422,1962,2656,1364,1839,2518,1977,1469,1323
4400    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4399    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
