BBLE,Market_Value
1013370049,1483000
1013370050,1519000
1013370051,1519000
1013370052,1519000
1013370104,1595000
1013370105,1514000
1013370148,2698000
1013370149,957000
1013371001,1766163
1013371002,29810000
1013371003,11141000
1013371004,5103000
1013371005,5891000
1013371006,4753000
1013371007,15391983
1013371008,4555304
1013371009,4264550
1013371101,61280000
1013371102,78791000
1013377501,0
1013377502,0
1013380005,68594000
1013380012,10245000
1013380019,17694000
1013380023,5025000
1013380030,12547000
1013380031,2756000
1013380035,30157000
1013380040,59955000
1013380049,26623000
1013380132,2253000
1013381001,2456000
1013381002,193012
1013381003,132909
1013381004,132587
1013381005,193012
1013381006,147268
1013381007,139179
1013381008,193214
1013381009,133044
1013381010,132717
1013381011,193214
1013381012,147406
1013381013,139332
1013381014,193415
1013381015,133165
1013381016,132843
1013381017,193415
1013381018,147560
1013381019,123238
1013381020,193623
1013381021,133291
1013381022,132966
1013381023,193623
1013381024,147698
1013381025,139627
1013381026,193812
1013381027,133423
1013381028,133092
1013381029,94764
1013381030,147848
1013381031,139774
1013381032,194011
1013381033,133544
1013381034,133225
1013381035,194011
1013381036,148002
1013381037,139922
1013381038,194227
1013381039,133670
1013381040,133348
1013381041,194227
1013381042,148149
1013381043,140048
1013381044,194423
1013381045,133811
1013381046,133468
1013381047,194423
1013381048,148290
1013381049,140204
1013381050,194621
1013381051,133925
1013381052,133604
1013381053,194621
1013381054,148435
1013381055,140352
1013381056,194823
1013381057,134064
1013381058,133739
1013381059,194823
1013381060,148579
1013381061,140499
1013381062,195021
1013381063,134193
1013381064,133862
1013381065,195021
1013381066,148732
1013381067,140646
1013381068,195223
1013381069,134319
1013381070,133992
1013381071,195223
1013381072,148880
1013381073,140806
1013381074,195421
1013381075,134455
1013381076,134124
1013381077,195421
1013381078,149030
1013381079,140944
1013381080,195638
1013381081,134587
1013381082,134238
1013381083,195638
1013381084,149178
1013381085,141088
1013381086,195833
1013381087,134701
1013381088,134373
1013381089,195833
1013381090,149322
1013381091,141227
1013381092,196041
1013381093,134843
1013381094,134503
1013381095,196041
1013381096,149466
1013381097,141380
1013381098,196233
1013381099,134966
1013381100,134632
1013381101,196233
1013381102,149614
1013381103,141524
1013381104,196438
1013381105,135086
1013381106,134758
1013381107,196438
1013381108,149749
1013381109,141681
1013381110,196633
1013381111,135221
1013381112,134891
1013381113,196633
1013381114,149869
1013381201,2841480
1013381202,133313
1013381203,134673
1013381204,136046
1013381205,137356
1013381206,138746
1013381207,140150
1013381208,141576
1013381209,142920
1013381210,144450
1013381211,145823
1013381212,147297
1013381213,148770
1013381214,150257
1013381215,151771
1013381216,153284
1013381217,154811
1013381218,156355
1013381219,157922
1013381220,159479
1013381221,161147
1013381222,162734
1013381223,164331
1013381224,165972
1013381225,167686
1013381226,169336
1013381227,171007
1013381228,172688
1013381229,146849
1013381230,148346
1013381231,149826
1013381232,151330
1013381233,152833
1013381234,154367
1013381235,155907
1013381236,157451
1013381237,159339
1013381238,160909
1013381239,162520
1013381240,164114
1013381241,165818
1013381242,167458
1013381243,169099
1013381244,170857
1013381245,172524
1013381246,174552
1013381247,176343
1013381248,178061
1013381249,179888
1013381250,181642
1013381251,183480
1013381252,185268
1013381253,187146
1013381254,377780
1013381255,190955
1013381256,486374
1013381257,132184
1013381258,134128
1013381259,136090
1013381260,138078
1013381261,140093
1013381262,142118
1013381263,144166
1013381264,146268
1013381265,148680
1013381266,150812
1013381267,153067
1013381268,156038
1013381269,159235
1013381270,163970
1013381271,167291
1013381272,170569
1013381273,172333
1013381274,174358
1013381275,176066
1013381276,177870
1013381277,179611
1013381278,181439
1013381279,183196
1013381280,185064
1013381281,186858
1013381283,190664
1013381284,491349
1013381285,121943
1013381286,123673
1013381287,125511
1013381288,127369
1013381289,129173
1013381290,131061
1013381291,132996
1013381292,134850
1013381293,136828
1013381294,138826
1013381295,140851
1013381296,143701
1013381297,146588
1013381298,151026
1013381299,153956
1013381300,157114
1013381301,158671
1013381302,160241
1013381303,161828
1013381304,163432
1013381305,165039
1013381306,166757
1013381307,168404
1013381308,170055
1013381309,171795
1013381310,173486
1013381311,175194
1013381312,122584
1013381313,124325
1013381314,126169
1013381315,128037
1013381316,129918
1013381317,131846
1013381318,133687
1013381319,135655
1013381320,137941
1013381321,139946
1013381322,141971
1013381323,144777
1013381324,147681
1013381325,152132
1013381326,155169
1013381327,158260
1013381328,159830
1013381329,161768
1013381330,163355
1013381331,164969
1013381332,166600
1013381333,168237
1013381334,169978
1013381335,171729
1013381336,173403
1013381337,175107
1013381338,176908
1013381339,185709
1013381340,136210
1013381341,137593
1013381342,138917
1013381343,140310
1013381344,141743
1013381345,143177
1013381346,144614
1013381347,146080
1013381348,147781
1013381349,149268
1013381350,150762
1013381351,152275
1013381352,153782
1013381353,155329
1013381354,156863
1013381355,158430
1013381356,159994
1013381357,161942
1013381358,163529
1013381359,165233
1013381360,166857
1013381361,168504
1013381362,170155
1013381363,171909
1013381364,173687
1013381365,175374
1013381366,177102
1013381367,185990
1013381401,11751000
1013381402,2463000
1013381403,2528000
1013381404,2686000
1013381405,2686000
1013381406,2686000
1013381407,857000
1013381408,4469000
1013387501,0
1013387502,0
1013387503,0
1013390001,1242000
1013390005,50961000
1013390009,3250000
1013390010,3250000
1013390011,3250000
1013390012,29140000
1013390017,4784000
1013390019,33665078
1013390027,36887000
1013390104,1517000
1013391001,1260000
1013391002,858331
1013391003,718660
1013391004,1577003
1013391005,1577003
1013391006,1576997
1013391009,313145
1013391010,1137688
1013391011,126157
1013391012,788497
1013391013,788497
1013391014,1577003
1013391015,1577003
1013391016,1577003
1013391017,1577003
1013391018,1577003
1013391019,1577003
1013391020,1577003
1013391021,1577003
1013397501,0
1013400001,53979000
1013400013,15685000
1013400016,8919000
1013400037,1955000
1013400038,1542000
1013400039,9252000
1013400040,1046000
1013400043,4206000
1013400044,11451000
1013401001,3387000
1013401002,2676070
1013401003,382934
1013401004,386512
1013401005,390113
1013401006,393992
1013401007,397265
1013401008,400869
1013401009,404468
1013401010,408326
1013401011,413577
1013401012,420708
1013401013,427911
1013401014,435090
1013401015,442267
1013401016,449432
1013401017,456633
1013401018,465761
1013401019,474542
1013401020,485643
1013401021,498051
1013401022,512382
1013401023,177399
1013401024,179448
1013401025,181166
1013401026,183229
1013401027,184926
1013401028,186994
1013401029,188718
1013401030,190735
1013401031,192480
1013401032,194523
1013401033,196243
1013401034,385279
1013401035,200005
1013401036,202054
1013401037,204070
1013401038,205837
1013401039,207534
1013401040,213368
1013401041,219169
1013401042,226721
1013401043,166133
1013401044,168154
1013401045,169877
1013401046,171917
1013401047,173616
1013401048,175702
1013401049,177425
1013401050,179448
1013401051,181166
1013401052,183229
1013401053,184926
1013401055,188718
1013401056,190735
1013401057,192779
1013401058,194523
1013401059,196243
1013401060,202054
1013401061,207879
1013401062,215434
1013401063,316397
1013401064,321929
1013401065,327155
1013401066,332688
1013401067,337910
1013401068,345393
1013401069,352248
1013401070,359749
1013401071,366904
1013401072,374106
1013401073,381288
1013401074,388437
1013401075,395619
1013401076,409955
1013401077,420708
1013401078,431491
1013401079,442267
1013401080,454999
1013401081,465761
1013401082,480092
1013401083,246260
1013401084,255371
1013401085,258994
1013401086,262570
1013401087,269747
1013401088,273325
1013401089,276926
1013401090,284080
1013401091,287684
1013401092,291283
1013401093,294861
1013401094,298437
1013401095,302041
1013401096,307546
1013401097,312779
1013401098,318304
1013401099,323551
1013401100,331057
1013401101,339842
1013401102,350598
1013401103,104357
1013401104,105984
1013401105,107958
1013401106,109615
1013401107,111564
1013401108,113189
1013401109,115140
1013401110,117089
1013401111,118716
1013401112,120669
1013401113,122322
1013401114,124298
1013401115,125893
1013401116,127868
1013401117,129497
1013401118,131452
1013401119,133073
1013401120,136651
1013401121,140273
1013401122,143856
1013401123,179723
1013401124,181676
1013401125,183325
1013401126,185276
1013401127,186879
1013401128,190781
1013401129,192430
1013401130,194082
1013401131,197658
1013401132,201541
1013401133,205113
1013401134,208765
1013401135,212044
1013401136,215898
1013401137,219518
1013401138,223098
1013401139,226721
1013401140,230280
1013401141,235504
1013401142,242959
1013401143,206789
1013401144,212341
1013401145,215898
1013401146,219518
1013401147,223098
1013401148,226721
1013401149,230280
1013401150,235504
1013401151,239080
1013401152,242660
1013401153,246260
1013401154,249838
1013401155,253462
1013401156,257015
1013401157,260919
1013401158,264218
1013401159,268126
1013401160,275255
1013401161,284080
1013401162,295192
1013401163,782453
1013401164,517214
1013401165,520610
1013401166,524025
1013401167,527438
1013401168,530855
1013401169,534272
1013401170,539543
1013401171,544538
1013401172,549785
1013401173,554783
1013401174,560056
1013401175,565004
1013401176,2767254
1013401177,868245
1013401178,580573
1013401179,585519
1013401180,599505
1013401181,604498
1013401182,609750
1013401183,614724
1013401184,620021
1013401185,624967
1013401186,630267
1013401187,635237
1013401188,640512
1013401189,645480
1013401190,650759
1013401191,655729
1013401192,660998
1013401193,666321
1013401194,671293
1013401195,683398
1013401196,700450
1013401197,890581
1013401198,895551
1013401199,900828
1013401200,905800
1013401201,911069
1013401202,916041
1013401203,921315
1013401204,926311
1013401205,931560
1013401206,936532
1013401207,941852
1013401208,947106
1013401209,953938
1013401211,967597
1013401212,974427
1013401213,991523
1013401214,998330
1013401215,1005183
1013401216,1012017
1013401217,1018845
1013401218,1025702
1013401219,1032532
1013401220,1039360
1013401221,1046164
1013401222,1053043
1013401223,1059850
1013401224,1066682
1013401225,1073507
1013401226,1080689
1013401227,1087519
1013401228,1095880
1013401229,1106150
1013401230,1123530
1013401231,540496
1013401232,544589
1013401233,548671
1013401234,552787
1013401235,556524
1013401236,560986
1013401237,565098
1013401238,569184
1013401239,573302
1013401240,577370
1013401241,581501
1013401242,585610
1013401243,589703
1013401245,598251
1013401246,610591
1013401247,480883
1013401248,484969
1013401249,620647
1013401250,624762
1013401251,628848
1013401252,632960
1013401253,637046
1013401254,641163
1013401255,649338
1013401256,657536
1013401257,665764
1013401258,673946
1013401259,682142
1013401260,690341
1013401261,707097
1013401262,727604
1013401263,565098
1013401264,306595
1013401265,309987
1013401266,585191
1013401267,316885
1013401268,320253
1013401269,323672
1013401270,327085
1013401271,330502
1013401272,333913
1013401273,337330
1013401274,340724
1013401275,344209
1013401276,347621
1013401278,354754
1013401279,358146
1013401280,368138
1013401281,375244
1013401282,382074
1013401283,388882
1013401284,395761
1013401285,402567
1013401286,409400
1013401287,416253
1013401288,423078
1013401289,429908
1013401290,436738
1013401291,447009
1013401292,460643
1013401293,477745
1013401295,270565
1013401297,273977
1013401298,275812
1013401299,277416
1013401300,279225
1013401301,280833
1013401302,282665
1013401303,284246
1013401304,286150
1013401305,287660
1013401306,289495
1013401308,0
1013401309,294770
1013401310,436738
1013401311,443572
1013401312,303159
1013401313,305061
1013401314,306595
1013401315,308173
1013401316,309987
1013401317,313402
1013401318,315260
1013401319,316885
1013401320,318698
1013401321,330502
1013401322,333913
1013401323,342624
1013401324,350988
1013401325,368138
1013401326,486456
1013401327,496707
1013401328,863211
1013401329,871644
1013401330,880336
1013401331,897385
1013401332,914486
1013401333,931560
1013401334,948637
1013401335,974427
1013401336,999908
1013401337,2218758
1013401338,2289201
1013401339,1169505
1013401340,1186605
1013401341,1203678
1013401342,1221079
1013401343,1238177
1013401344,1255256
1013401345,2606063
1013401346,1289433
1013401347,1306480
1013401348,2930173
1013401349,3000612
1013401350,1230845
1013401351,1241270
1013401352,1251328
1013401353,1272195
1013401354,1292727
1013401355,1313240
1013401357,1364259
1013401358,1395226
1013401359,683398
1013401360,690226
1013401361,697060
1013401362,703886
1013401363,710718
1013401364,717567
1013401365,725933
1013401366,734622
1013401367,751725
1013401368,2571214
1013401369,2729776
1013401370,2887613
1013401371,3283671
1013401372,3520430
1013401373,3757908
1013401374,14286
1013401375,17799
1013401376,13814
1013401377,13814
1013401378,12880
1013401379,13294
1013401380,18784
1013401381,13294
1013401382,10821
1013401383,12880
1013401384,20289
1013401385,13294
1013401386,13294
1013401387,13294
1013401388,13294
1013401389,13294
1013401390,13294
1013401391,12880
1013401392,16709
1013401393,11381
1013401394,11856
1013401395,13814
1013401396,13814
1013401397,14286
1013401398,13294
1013401399,13294
1013401400,13294
1013401401,13294
1013401402,13294
1013401403,13294
1013401501,533375
1013401502,142784
1013401503,54509
1013401504,10536
1013401505,14661
1013401506,82291
1013401507,1993336
1013401508,1654830
1013401509,1300170
1013401510,3444458
1013401511,3123789
1013401512,3121984
1013401513,3116758
1013401514,1209724
1013401515,2951270
1013401516,2721497
1013401517,1496198
1013401518,2365949
1013401519,788117
1013401520,884640
1013401521,469896
1013401522,2176428
1013401523,285463
1013401524,48985
1013401525,1183901
1013401526,1670607
1013401527,15832
1013401528,98774
1013401529,99048
1013407501,0
1013407502,0
1013410001,59796000
1013410006,42172000
1013410014,1744000
1013410028,38238000
1013410030,3680000
1013410032,3827000
1013410033,6718000
1013410040,5680000
1013410042,2229000
1013410044,11114000
1013410047,2293000
1013410048,2315000
1013410049,3732000
1013410149,1899000
1013410150,2610000
1013411001,1724760
1013411002,109832
1013411003,108128
1013411004,151834
1013411005,97289
1013411006,75382
1013411007,107933
1013411008,86420
1013411009,73375
1013411010,110370
1013411011,100172
1013411012,92369
1013411013,132185
1013411014,104272
1013411015,103745
1013411016,92369
1013411017,98037
1013411018,109105
1013411019,110964
1013411020,100689
1013411021,92845
1013411022,132830
1013411023,91980
1013411024,96188
1013411025,96178
1013411026,91980
1013411027,132845
1013411028,92845
1013411029,98523
1013411030,102532
1013411031,111507
1013411032,101185
1013411033,93316
1013411034,133490
1013411035,92461
1013411036,96670
1013411037,96665
1013411038,92461
1013411039,133496
1013411040,93316
1013411041,99025
1013411042,109049
1013411043,112059
1013411044,101687
1013411045,93777
1013411046,134161
1013411047,92907
1013411048,97171
1013411049,97166
1013411050,92907
1013411051,134166
1013411052,93772
1013411053,99516
1013411054,103576
1013411055,112331
1013411056,102230
1013411057,94263
1013411058,134837
1013411059,93388
1013411060,97658
1013411061,97642
1013411062,93388
1013411063,134837
1013411064,94243
1013411065,100008
1013411066,110160
1013411067,113201
1013411068,102731
1013411069,94745
1013411070,135513
1013411071,93839
1013411072,98154
1013411073,98144
1013411074,93839
1013411075,135523
1013411076,94745
1013411077,100550
1013411078,104605
1013411079,113764
1013411080,103228
1013411081,95200
1013411082,136189
1013411083,94310
1013411084,98646
1013411085,98631
1013411086,94310
1013411087,136194
1013411088,95195
1013411089,101021
1013411090,111261
1013411091,114348
1013411092,103745
1013411093,95682
1013411094,136885
1013411095,94806
1013411096,99143
1013411097,99107
1013411098,94806
1013411099,136885
1013411100,95682
1013411101,101549
1013411102,105675
1013411103,114911
1013411104,104272
1013411105,96178
1013411106,137566
1013411107,95262
1013411108,99619
1013411109,99614
1013411110,95262
1013411111,137602
1013411112,96163
1013411113,102045
1013411114,112356
1013411115,115495
1013411116,104790
1013411117,96644
1013411118,138241
1013411119,95753
1013411120,100131
1013411121,100126
1013411122,95753
1013411123,138257
1013411124,96629
1013411125,102573
1013411126,106720
1013411127,146172
1013411128,155715
1013411129,171586
1013411130,123768
1013411131,444490
1013411132,144334
1013411133,156473
1013411134,172461
1013411135,184273
1013411136,194205
1013411137,186622
1013411138,131079
1013411139,180909
1013411140,124075
1013411141,250065
1013411142,193252
1013411201,287000
1013411202,570000
1013411203,126707
1013411204,105100
1013411205,142176
1013411206,139211
1013411207,108510
1013411208,105100
1013411209,106457
1013411210,90983
1013411211,113721
1013411212,102350
1013411213,93256
1013411214,104651
1013411215,103486
1013411216,113721
1013411217,94374
1013411218,90983
1013411219,106457
1013411220,90983
1013411221,113721
1013411223,89846
1013411224,113721
1013411225,83021
1013411226,138743
1013411227,113721
1013411228,94374
1013411229,90983
1013411230,106457
1013411231,90983
1013411232,113721
1013411233,138743
1013411234,89846
1013411235,113721
1013411236,83021
1013411237,138743
1013411238,113721
1013411239,94374
1013411240,90983
1013411241,106457
1013411242,90983
1013411243,113721
1013411244,138743
1013411245,89846
1013411246,113721
1013411247,83021
1013411248,138743
1013411249,113721
1013411250,94374
1013411251,90983
1013411252,106457
1013411253,90983
1013411254,113721
1013411255,138743
1013411256,89846
1013411257,113721
1013411258,83021
1013411259,138743
1013411260,113721
1013411261,94374
1013411262,90983
1013411263,106457
1013411264,90983
1013411265,113721
1013411266,138743
1013411267,89846
1013411268,113721
1013411269,83021
1013411270,138743
1013411271,113721
1013411272,94374
1013411273,90983
1013411274,106457
1013411275,90983
1013411276,113721
1013411277,138743
1013411278,89846
1013411279,113721
1013411280,83021
1013411281,138743
1013411282,113721
1013411283,94374
1013411284,90983
1013411285,106457
1013411286,90983
1013411287,113721
1013411288,138743
1013411289,89846
1013411290,113721
1013411291,83021
1013411292,138743
1013411293,113721
1013411294,94374
1013411295,90983
1013411296,106457
1013411297,90983
1013411298,113721
1013411299,138743
1013411300,89846
1013411301,113721
1013411302,83021
1013411303,138743
1013411304,113721
1013411305,94374
1013411306,90983
1013411307,106457
1013411308,90983
1013411309,113721
1013411310,138743
1013411311,89846
1013411312,113721
1013411313,83021
1013411314,138743
1013411315,113721
1013411316,94374
1013411317,90983
1013411318,206084
1013411319,238618
1013411320,244082
1013411321,223158
1013411322,197907
1013411323,224314
1013411324,229758
1013411325,214051
1013411326,146733
1013411327,267064
1013411328,102350
1013411329,270006
1013411401,2409480
1013411402,3480840
1013411403,331007
1013411404,340213
1013411405,191568
1013411406,181795
1013411407,470999
1013411409,283229
1013411410,635306
1013411412,194230
1013411413,183973
1013411414,265381
1013411415,156796
1013411416,232230
1013411417,300612
1013411418,554003
1013411420,192031
1013411421,266988
1013411422,157847
1013411423,237070
1013411424,657073
1013411425,204014
1013411426,193641
1013411427,269180
1013411428,158995
1013411429,238779
1013411430,306029
1013411431,364042
1013411432,210576
1013411433,201247
1013411434,275056
1013411435,163373
1013411436,252250
1013411437,308788
1013411438,578417
1013411440,203439
1013411441,290828
1013411442,164402
1013411443,259390
1013411444,311439
1013411445,368416
1013411446,215982
1013411447,205617
1013411448,458462
1013411449,261011
1013411450,314199
1013411451,370618
1013411452,217590
1013411453,208384
1013411454,294046
1013411455,167627
1013411456,263200
1013411457,710260
1013411459,219204
1013411460,210576
1013411461,299456
1013411462,168772
1013411463,274587
1013411464,329396
1013411465,386390
1013411466,221417
1013411467,212187
1013411468,302216
1013411469,169823
1013411470,276783
1013411471,332033
1013411472,389605
1013411473,224040
1013411474,213804
1013411475,304996
1013411476,170975
1013411477,278859
1013411478,334803
1013411479,392262
1013411480,230021
1013411481,215982
1013411482,311439
1013411483,175226
1013411484,291875
1013411485,337457
1013411486,395015
1013411487,231653
1013411488,218181
1013411489,314664
1013411490,176837
1013411491,294046
1013411492,340213
1013411493,397666
1013411494,233365
1013411495,219785
1013411496,317424
1013411497,179022
1013411498,295654
1013411499,342860
1013411500,401482
1013411501,235441
1013411502,221417
1013411503,509465
1013411504,300612
1013411505,750446
1013411506,237070
1013411507,223581
1013411508,330426
1013411509,183406
1013411510,306029
1013411511,350448
1013411512,407005
1013411513,239815
1013411514,225192
1013411515,333192
1013411516,185017
1013411517,310844
1013411518,354840
1013411519,409638
1013411520,242000
1013411521,226820
1013411522,336421
1013411523,186620
1013411524,315816
1013411525,359217
1013411526,416225
1013411527,243608
1013411528,571981
1013411531,510596
1013411532,378213
1013411533,422199
1013411534,247421
1013411535,233831
1013411536,568633
1013411538,349429
1013411539,382594
1013411540,428060
1013411541,249035
1013411542,236026
1013411543,581656
1013411545,355421
1013411546,659818
1013411548,251213
1013411549,237634
1013411550,589812
1013411552,360827
1013411553,751479
1013411554,450405
1013411555,341841
1013411556,509020
1013411558,759652
1013411559,454663
1013411560,345045
1013411561,514861
1013411562,473198
1013411563,459618
1013411564,348845
1013411565,520415
1013411566,294624
1013411567,478023
1013411568,463876
1013411569,352647
1013411570,525828
1013411571,298416
1013411572,482645
1013411573,355988
1013411574,531225
1013411575,301638
1013411576,487236
1013411577,473198
1013411578,359217
1013411579,536635
1013411580,304996
1013411581,492208
1013411582,477459
1013411583,362435
1013411584,542626
1013411585,308221
1013411586,978804
1013411587,365663
1013411588,548033
1013411589,311439
1013411590,988643
1013411593,1072618
1013411594,314664
1013411595,505666
1013411596,491617
1013411597,374421
1013411598,558839
1013411599,318457
1013411600,1006429
1013411601,378788
1013411602,564274
1013411603,321790
1013411604,1016226
1013411605,383046
1013411606,570255
1013411607,325597
1013411608,849237
1013411609,505207
1013411610,387420
1013411611,575672
1013411613,1034166
1013411614,392262
1013411615,581079
1013411616,332033
1013411617,1043859
1013411618,396629
1013411619,586615
1013411620,335387
1013411621,2377922
1013411626,538820
1013411627,523626
1013411628,405846
1013411629,597995
1013411630,341841
1013411631,1118876
1013411633,430823
1013411634,621257
1013411635,362435
1013411636,1646686
1013411638,1139410
1013411639,883249
1013411640,1025425
1013411641,411837
1013411642,1067793
1013411643,883249
1013411644,507276
1013411645,854573
1013411646,797646
1013411647,740655
1013411648,410219
1013411649,797646
1013411650,797646
1013411651,495994
1013411652,740655
1013411653,854573
1013411654,797646
1013411655,398807
1013411656,2590242
1013411657,2291804
1013411659,468572
1013411660,1086229
1013411701,827000
1013411702,837000
1013411801,398050
1013411802,402964
1013411803,859985
1013411804,127163
1013411805,87156
1013411806,88585
1013411807,177170
1013411808,105731
1013411809,174313
1013411810,160025
1013411811,168598
1013411812,178599
1013411813,107159
1013411814,175742
1013411815,161454
1013411816,170026
1013411817,181457
1013411818,107159
1013411819,177170
1013411820,162882
1013411821,171455
1013411822,182886
1013411823,110017
1013411824,178599
1013411825,164311
1013411826,172884
1013411827,184314
1013411828,111446
1013411829,180028
1013411830,165740
1013411831,174313
1013411832,185743
1013411833,112875
1013411834,181457
1013411835,175742
1013411836,167169
1013411837,195745
1013411838,114303
1013411839,182886
1013411840,168598
1013411841,177170
1013411842,197173
1013411843,115732
1013411844,184314
1013411845,170026
1013411846,178599
1013411847,198602
1013411848,117161
1013411849,185743
1013411850,171455
1013411851,180028
1013411852,200031
1013411853,118590
1013411854,187172
1013411855,172884
1013411856,185743
1013411857,201460
1013411858,120019
1013411859,188601
1013411860,174313
1013411861,182886
1013411862,202889
1013411863,121447
1013411864,190029
1013411865,175742
1013411866,184314
1013411867,205746
1013411868,124305
1013411869,192887
1013411870,178599
1013411871,187172
1013411872,207175
1013411873,125734
1013411874,194316
1013411875,180028
1013411876,188601
1013411877,208604
1013411878,127163
1013411879,195745
1013411880,181457
1013411881,190029
1013411882,252896
1013411883,267184
1013411884,324336
1013417501,0
1013417502,0
1013417503,0
1013417504,0
1013417505,0
1013420001,5005000
1013420003,2397000
1013420004,2077000
1013420012,34142000
1013420016,2609000
1013420023,18108000
1013420027,6496000
1013420031,5468000
1013420032,1963000
1013420033,2659000
1013420034,2777000
1013420037,2189000
1013420042,3476000
1013420044,3592000
1013420045,4836000
1013420047,2917000
1013420048,3889000
1013420049,3528000
1013420050,1436000
1013420051,5608000
1013420130,1639000
1013420131,4422000
1013420136,5037000
1013420143,3073000
1013420153,2853000
1013421001,1275000
1013421002,251000
1013421003,222731
1013421005,277122
1013421006,340305
1013421007,298421
1013421008,191103
1013421009,272249
1013421010,269629
1013421011,329826
1013421012,298421
1013421013,191103
1013421014,274857
1013421015,269629
1013421016,340305
1013421017,298421
1013421018,191103
1013421019,274857
1013421020,269629
1013421021,329420
1013421022,298421
1013421023,191103
1013421024,272249
1013421025,269278
1013421026,340305
1013421027,298421
1013421028,190853
1013421029,274857
1013421030,269629
1013421031,329826
1013421032,298421
1013421033,191103
1013421034,274857
1013421035,269629
1013421036,340305
1013421037,298421
1013421038,191103
1013421039,272249
1013421040,269629
1013421041,329826
1013421042,298421
1013421043,191103
1013421044,274515
1013421045,269629
1013421046,340305
1013421047,298421
1013421048,191103
1013421049,274857
1013421050,269629
1013421051,329826
1013421052,298421
1013421053,191103
1013421054,272249
1013421055,269629
1013421056,340305
1013421057,298421
1013421058,191103
1013421059,274857
1013421060,269629
1013421061,329826
1013421062,298421
1013421063,191103
1013421064,274857
1013421065,269629
1013421066,340305
1013421067,298421
1013421068,191103
1013421069,272249
1013421070,269629
1013421071,329826
1013421072,264045
1013421073,267003
1013421074,363852
1013421075,269629
1013421076,240840
1013421077,363852
1013421078,269629
1013421079,240840
1013421080,363852
1013421081,269629
1013421082,240840
1013421083,353386
1013421084,593201
1013421085,319352
1013421087,418292
1013421088,460705
1013421089,326000
1013421090,203538
1013421100,404623
1013421101,687377
1013421102,351773
1013421103,323149
1013421104,323149
1013421105,323149
1013421106,323149
1013421107,323149
1013421108,323149
1013421109,323149
1013421110,337311
1013421111,337311
1013421112,337311
1013421113,337311
1013421114,337311
1013421115,337311
1013421116,337311
1013421117,337311
1013421118,337311
1013421119,337311
1013421120,337311
1013421121,788757
1013421201,435390
1013421202,121925
1013421203,119150
1013421204,128779
1013421205,121626
1013421206,118016
1013421207,108108
1013421208,212538
1013421209,180125
1013421210,111691
1013421211,108644
1013421212,115246
1013421213,107879
1013421214,105416
1013421215,102466
1013427501,0
1013427502,0
1013427503,0
1013430001,5257000
1013430005,12705000
1013430011,4116000
1013430012,3791000
1013430013,7954000
1013430014,4620900
1013430015,5119000
1013430016,3119000
1013430021,3055000
1013430022,2701000
1013430023,2878000
1013430024,8190000
1013430029,2532000
1013430030,3003000
1013430031,2453000
1013430032,2532000
1013430033,2242000
1013430034,2242000
1013430035,2242000
1013430036,16319000
1013430040,11159000
1013430043,2135000
1013430044,3289000
1013430045,2017000
1013430046,2279000
1013430047,5920000
1013430048,6876000
1013430049,19722000
1013430052,1701000
1013430113,2262000
1013430114,4782000
1013430122,2701000
1013430123,2699000
1013430130,2802000
1013430134,2453000
1013430140,3126000
1013430145,2279000
1013431001,3578218
1013431002,15259782
1013431101,1980720
1013431102,2621213
1013431401,256774
1013431402,460161
1013431403,417093
1013431404,296735
1013431405,260196
1013431406,152790
1013431407,201018
1013431408,199544
1013431409,152790
1013431410,184433
1013431411,206177
1013431412,206177
1013431413,226606
1013431414,144682
1013431415,185802
1013431416,184433
1013431417,144682
1013431418,184433
1013431419,206177
1013431420,173798
1013431421,173798
1013431422,333117
1013431423,313583
1013437501,0
1013437502,0
1013437504,0
1013440001,33171000
1013440006,2431000
1013440007,2431000
1013440008,2431000
1013440009,7986000
1013440010,4906000
1013440011,4162000
1013440012,5851000
1013440013,9773000
1013440014,4481000
1013440018,4007000
1013440020,2277000
1013440021,2082000
1013440030,29182000
1013440033,8013000
1013440036,5735000
1013440039,2083000
1013440040,3992000
1013440041,11754000
1013440045,7121000
1013440046,7573000
1013440047,1668000
1013440048,1799000
1013440049,5227000
1013440050,2954000
1013440051,2495000
1013440106,11574000
1013440109,3009375
1013440112,3857000
1013440138,1000
1013440147,3097000
1013441001,78498
1013441002,146890
1013441003,120806
1013441004,84628
1013441005,89448
1013441006,117526
1013441007,130227
1013441008,80016
1013441009,80016
1013441010,148872
1013441011,118175
1013441012,86366
1013441013,92739
1013441014,119264
1013441015,154793
1013441016,81105
1013441017,81105
1013441018,149973
1013441019,119264
1013441020,87490
1013441021,93840
1013441022,120354
1013441023,155883
1013441024,82217
1013441025,82217
1013441026,151062
1013441027,120354
1013441028,88568
1013441029,94918
1013441030,121466
1013441031,156983
1013441032,83295
1013441033,83295
1013441034,152163
1013441035,121466
1013441036,89668
1013441037,96030
1013441038,122544
1013441039,158084
1013441040,84407
1013441041,84407
1013441042,153264
1013441043,122544
1013441044,90769
1013441045,97120
1013441046,123668
1013441047,159174
1013441048,85508
1013441049,85508
1013441050,154353
1013441051,124201
1013441052,91859
1013441053,98209
1013441054,124745
1013441055,160286
1013441056,86598
1013441057,86598
1013441058,155442
1013441059,124757
1013441060,92948
1013441061,99321
1013441062,125858
1013441063,161375
1013441064,87675
1013441065,87675
1013441066,156543
