BBLE,Market_Value
1000169069,1029659
1000169070,715357
1000169071,583390
1000169072,643897
1000169073,456577
1000169074,952209
1000169075,665236
1000169076,653419
1000169077,816490
1000169078,1034427
1000169079,733438
1000169080,662949
1000169081,827925
1000169082,806208
1000169083,264419
1000169084,561982
1000169085,949845
1000169086,1319340
1000169087,256416
1000169088,571512
1000169089,925994
1000169090,773771
1000169091,257939
1000169092,581030
1000169093,972706
1000169094,1337785
1000169095,529595
1000169096,285754
1000169097,590553
1000169098,955566
1000169099,893459
1000169100,354145
1000169101,260984
1000169102,600083
1000169103,995571
1000169104,992025
1000169105,613570
1000169106,609609
1000169107,1016520
1000169108,993499
1000169109,609609
1000169110,1600223
1000169111,1143013
1000169112,2019324
1000169113,1847872
1000169114,2419389
1000169115,2286029
1000169116,520516
1000169117,554791
1000169220,0
1000170018,13517000
1000170029,69604000
1000170045,28472000
1000170118,46000
1000171101,1244479
1000171102,518521
1000171103,488576
1000171104,501772
1000171105,514993
1000171106,528214
1000171107,541411
1000171108,554616
1000171109,620624
1000171110,581030
1000171111,594210
1000171112,607427
1000171113,620624
1000171114,633861
1000171115,330117
1000177502,0
1000180100,91410000
1000181001,12580000
1000181002,159426
1000181003,178146
1000181004,151888
1000181005,294751
1000181006,140217
1000181007,150645
1000181008,177903
1000181009,189074
1000181010,272642
1000181011,128786
1000181012,125147
1000181013,125890
1000181014,152384
1000181015,179133
1000181016,128786
1000181017,147742
1000181018,143606
1000181019,331274
1000181020,123494
1000181021,158190
1000181022,170847
1000181023,147002
1000181024,147249
1000181025,205388
1000181026,145842
1000181027,129279
1000181028,138311
1000181029,150152
1000181030,159426
1000181031,178146
1000181032,151888
1000181033,294751
1000181034,140217
1000181035,150645
1000181036,177903
1000181037,189074
1000181038,272642
1000181039,128786
1000181040,125147
1000181041,125890
1000181042,152384
1000181043,179133
1000181044,128786
1000181045,147742
1000181046,143606
1000181047,190810
1000181048,140217
1000181049,123494
1000181050,118344
1000181051,184442
1000181052,147002
1000181053,147249
1000181054,205388
1000181055,145842
1000181056,129279
1000181057,138311
1000181058,150152
1000181059,159426
1000181060,178146
1000181061,151888
1000181062,294751
1000181063,140217
1000181064,150645
1000181065,177903
1000181066,189074
1000181067,272642
1000181068,128786
1000181069,125147
1000181070,125890
1000181071,152384
1000181072,179133
1000181073,128786
1000181074,147742
1000181075,143606
1000181076,190810
1000181077,140217
1000181078,134161
1000181079,163073
1000181080,174507
1000181081,147002
1000181082,147249
1000181083,205388
1000181084,145842
1000181085,129279
1000181086,138311
1000181087,150152
1000181088,159426
1000181089,178146
1000181090,151888
1000181091,294751
1000181092,140217
1000181093,150645
1000181094,177903
1000181095,189074
1000181096,272642
1000181097,128786
1000181098,125147
1000181099,125890
1000181100,152384
1000181101,179133
1000181102,128786
1000181103,147742
1000181104,143606
1000181105,190810
1000181106,140217
1000181107,134161
1000181108,163073
1000181109,174507
1000181110,147002
1000181111,147249
1000181112,205388
1000181113,145842
1000181114,129279
1000181115,138311
1000181116,150152
1000181117,159426
1000181118,178146
1000181119,151888
1000181120,294751
1000181121,140217
1000181122,150645
1000181123,177903
1000181124,189074
1000181125,272642
1000181126,128786
1000181127,125147
1000181128,125890
1000181129,152384
1000181130,179133
1000181131,128786
1000181132,147742
1000181133,143606
1000181134,190810
1000181135,140217
1000181136,134161
1000181137,163073
1000181138,174507
1000181139,147002
1000181140,147249
1000181141,205388
1000181142,145842
1000181143,129279
1000181144,138311
1000181145,150152
1000181146,159426
1000181147,178146
1000181148,151888
1000181149,294751
1000181150,140217
1000181151,150645
1000181152,177903
1000181153,189074
1000181154,272642
1000181155,128786
1000181156,125147
1000181157,125890
1000181158,152384
1000181159,179133
1000181160,128786
1000181161,147742
1000181162,143606
1000181163,190810
1000181164,140217
1000181165,134161
1000181166,163073
1000181167,174507
1000181168,147002
1000181169,147249
1000181170,205388
1000181171,145842
1000181172,129279
1000181173,138311
1000181174,150152
1000181175,159426
1000181176,131685
1000181177,198366
1000181178,294751
1000181179,140217
1000181180,150645
1000181181,177903
1000181182,189074
1000181183,272642
1000181184,128786
1000181185,125147
1000181186,125890
1000181187,152384
1000181188,178646
1000181189,168705
1000181190,159426
1000181191,214586
1000181192,214093
1000181193,158933
1000181194,173264
1000181195,131932
1000181196,129036
1000181197,195609
1000181198,156780
1000181199,125147
1000181200,138311
1000181201,150152
1000181202,159426
1000181203,131685
1000181204,198366
1000181205,294751
1000181206,140217
1000181207,150645
1000181208,177903
1000181209,189074
1000181210,272642
1000181211,128786
1000181212,125147
1000181213,125890
1000181214,152384
1000181215,178646
1000181216,168705
1000181217,159426
1000181218,214586
1000181219,214093
1000181220,158933
1000181221,173264
1000181222,131932
1000181223,129036
1000181224,195609
1000181225,156780
1000181226,125147
1000181227,138311
1000181228,150152
1000181229,159426
1000181230,131685
1000181231,198366
1000181232,294751
1000181233,140217
1000181234,123990
1000181235,140950
1000181236,136824
1000181237,214333
1000181238,167962
1000181239,177646
1000181240,204148
1000181241,179133
1000181242,183039
1000181243,150645
1000181244,161583
1000181245,139717
1000181246,188824
1000181247,183938
1000181248,125147
1000181249,138311
1000181250,150152
1000181251,159426
1000181252,131685
1000181253,198366
1000181254,294751
1000181255,140217
1000181256,128532
1000181257,289692
1000181258,142863
1000181259,178146
1000181260,224274
1000181261,179133
1000181262,183039
1000181263,150645
1000181264,161583
1000181265,139717
1000181266,372763
1000181267,125147
1000181268,138311
1000181269,150152
1000181270,159426
1000181271,131685
1000181272,198366
1000181273,294751
1000181274,140217
1000181275,128532
1000181276,289692
1000181277,170118
1000181278,192724
1000181279,124143
1000181280,157277
1000181281,173011
1000181282,108159
1000181283,197102
1000181284,183279
1000181285,125383
1000181286,137078
1000181287,150152
1000181288,159426
1000181289,131685
1000181290,198366
1000181291,294751
1000181292,140217
1000181293,128532
1000181294,289692
1000181295,178393
1000181296,167208
1000181297,200502
1000181298,264697
1000181299,154044
1000181300,136314
1000181301,149238
1000181302,159426
1000181303,131685
1000181304,174754
1000181305,190081
1000181306,160663
1000181307,173518
1000181308,145349
1000181309,178393
1000181310,167208
1000181311,200502
1000181312,264697
1000181313,154044
1000181314,136314
1000181315,149238
1000181316,159426
1000181317,131685
1000181318,174754
1000181319,190081
1000181320,160663
1000181321,174754
1000181322,144349
1000181323,221625
1000181324,175740
1000181325,194630
1000181326,155527
1000181327,133668
1000181328,149238
1000181329,159426
1000181330,131685
1000181331,174754
1000181332,190081
1000181333,160663
1000181334,173518
1000181335,145349
1000181336,267100
1000181337,124143
1000181338,193710
1000181339,155527
1000181340,131275
1000181341,149238
1000181342,159426
1000181343,131685
1000181344,174754
1000181345,190081
1000181346,160663
1000181347,164972
1000181348,137797
1000181349,230896
1000181350,275878
1000181351,155527
1000181352,153388
1000181353,149995
1000181354,422370
1000181355,148002
1000181356,202672
1000181357,157034
1000181358,111059
1000181359,179636
1000181360,144592
1000181361,241334
1000181362,197856
1000181363,193953
1000181364,228417
1000181365,148002
1000181366,202672
1000181367,117365
1000181368,179636
1000181369,144592
1000181370,201502
1000181371,218232
1000181372,199262
1000181373,267593
1000181374,201999
1000181375,284323
1000181376,149745
1000181377,141460
1000181378,181799
1000181379,176407
1000181380,267593
1000181381,201999
1000181382,284323
1000181383,149745
1000181384,141460
1000181385,181799
1000181386,176407
1000181387,267593
1000181388,201999
1000181389,284323
1000181390,149745
1000181391,141460
1000181392,181799
1000181393,176407
1000181394,355550
1000181395,175740
1000181396,177903
1000181397,107902
1000181398,184442
1000181399,165469
1000181400,175740
1000181401,177903
1000181402,107902
1000181403,184442
1000181404,165469
1000181405,175740
1000181406,177903
1000181407,107902
1000181408,184442
1000181409,165469
1000181410,175740
1000181411,177903
1000181412,107902
1000181413,184442
1000181414,165469
1000181415,175740
1000181416,177903
1000181417,184442
1000181418,165469
1000181419,175740
1000181420,177903
1000181421,107902
1000181422,184442
1000181423,165469
1000181424,175740
1000181425,177903
1000181426,107902
1000181427,184442
1000181428,165469
1000181429,175740
1000181430,177903
1000181431,107902
1000181432,184442
1000181433,165469
1000181434,175740
1000181435,177903
1000181436,107902
1000181437,184442
1000181438,165469
1000181439,175740
1000181440,177903
1000181441,107902
1000181442,184442
1000181443,165469
1000181444,175740
1000181445,177903
1000181446,107902
1000181447,184442
1000181448,165469
1000181449,169622
1000181450,161156
1000181451,176160
1000181452,164812
1000181453,107902
1000187501,0
1000190008,9000
1000190011,1382000
1000190013,10233000
1000190018,8292000
1000190019,3665000
1000190021,1460000
1000190024,2827000
1000200001,46374000
1000200004,64098000
1000200009,68355000
1000200012,4377000
1000200013,6460000
1000200016,77006000
1000210001,118551000
1000210004,57782000
1000210006,57311000
1000220013,114560000
1000220017,16923000
1000220020,59149000
1000220024,52965000
1000220028,121510000
1000230007,204765000
1000230019,54752000
1000230050,124136000
1000240001,204136000
1000240019,3547000
1000240029,63904000
1000240036,35455000
1000241001,885220
1000241002,779402
1000241003,3198866
1000241004,852918
1000241005,303544
1000241006,257901
1000241007,334430
1000241008,308520
1000241009,208654
1000241010,295651
1000241011,395088
1000241012,220151
1000241013,265451
1000241014,480625
1000241015,334430
1000241016,308520
1000241017,208654
1000241018,295651
1000241019,395088
1000241020,220151
1000241021,265451
1000241022,480625
1000241023,334430
1000241024,308520
1000241025,208654
1000241026,295651
1000241027,395088
1000241028,220151
1000241029,265451
1000241030,480625
1000241031,334773
1000241032,403324
1000241033,417051
1000241034,338720
1000241035,170647
1000241036,242114
1000241037,480625
1000241038,334087
1000241039,382905
1000241040,209083
1000241041,296680
1000241042,400493
1000241043,335460
1000241044,204708
1000241045,480197
1000241046,334087
1000241047,382905
1000241048,209083
1000241049,296680
1000241050,400493
1000241051,335460
1000241052,204708
1000241053,480197
1000241054,334087
1000241055,382905
1000241056,209083
1000241057,296680
1000241058,400493
1000241059,335460
1000241060,204708
1000241061,480197
1000241062,334087
1000241063,382905
1000241064,209083
1000241065,296680
1000241066,400493
1000241067,540253
1000241068,480197
1000241069,334087
1000241070,382905
1000241071,209083
1000241072,296680
1000241073,400493
1000241074,540253
1000241075,480197
1000241076,334087
1000241077,382905
1000241078,209083
1000241079,296680
1000241080,400493
1000241081,540253
1000241082,480197
1000241083,334087
1000241084,382905
1000241085,209083
1000241086,296680
1000241087,400493
1000241088,335460
1000241089,204708
1000241090,480197
1000241091,334087
1000241092,382905
1000241093,209083
1000241094,296680
1000241095,400493
1000241096,335460
1000241097,204708
1000241098,480197
1000241099,341208
1000241100,382905
1000241101,211914
1000241102,360598
1000241103,277291
1000241104,187120
1000241105,295994
1000241106,412676
1000241107,341208
1000241108,382905
1000241109,211914
1000241110,360598
1000241111,277291
1000241112,187120
1000241113,295994
1000241114,412676
1000241115,341208
1000241116,382905
1000241117,211914
1000241118,360598
1000241119,277291
1000241120,187120
1000241121,281580
1000241122,412676
1000241123,341208
1000241124,382905
1000241125,211914
1000241126,360598
1000241127,277291
1000241128,187120
1000241129,281580
1000241130,412676
1000241131,345927
1000241132,382905
1000241133,211914
1000241134,360598
1000241135,276947
1000241136,186090
1000241137,282696
1000241138,403753
1000241139,346270
1000241140,384706
1000241141,846285
1000241142,0
1000241143,467327
1000241145,404096
1000241146,346270
1000241147,384706
1000241148,846285
1000241150,467327
1000241152,404096
1000241153,346270
1000241154,384706
1000241155,570024
1000241156,276261
1000241157,467327
1000241159,404096
1000241160,346270
1000241161,384706
1000241162,846285
1000241163,467327
1000241165,404096
1000241166,1229876
1000241167,848001
1000241168,828912
1000241169,1681862
1000241170,1623863
1000241171,863718
1000241172,659239
1000247501,0
1000250001,59376000
1000250007,9469000
1000250010,24733000
1000250019,85933000
1000250027,20772000
1000251401,410360
1000251402,381427
1000251403,332499
1000251404,335557
1000251405,363549
1000251406,492338
1000251407,342849
1000251408,334616
1000251409,363549
1000251410,372723
1000251411,377075
1000251412,416359
1000251413,248521
1000251414,261459
1000251415,219353
1000251416,408478
1000251417,255108
1000251418,251344
1000251419,431413
1000251420,416359
1000251421,248521
1000251422,261459
1000251423,219353
1000251424,408478
1000251425,255108
1000251426,251344
1000251427,431413
1000251428,416359
1000251429,248521
1000251430,261459
1000251431,219353
1000251432,408478
1000251433,255108
1000251434,251344
1000251435,431413
1000251436,416359
1000251437,248521
1000251438,261459
1000251439,219353
1000251440,408478
1000251441,255108
1000251442,251344
1000251443,431413
1000251444,416359
1000251445,248521
1000251446,261459
1000251447,219353
1000251448,408478
1000251449,255108
1000251450,251344
1000251451,431413
1000251452,416359
1000251453,248521
1000251454,261459
1000251455,219353
1000251456,408478
1000251457,255108
1000251458,251344
1000251459,431413
1000251460,416359
1000251461,248521
1000251462,261459
1000251463,219353
1000251464,408478
1000251465,255108
1000251466,251344
1000251467,431413
1000251468,416359
1000251469,248521
1000251470,261459
1000251471,219353
1000251472,408478
1000251473,255108
1000251474,251344
1000251475,431413
1000251476,416359
1000251477,248521
1000251478,261459
1000251479,219353
1000251480,408478
1000251481,255108
1000251482,251344
1000251483,431413
1000251484,416359
1000251485,248521
1000251486,261459
1000251487,219353
1000251488,408478
1000251489,255108
1000251490,251344
1000251491,431413
1000251492,416359
1000251493,248521
1000251494,261459
1000251495,219353
1000251496,408478
1000251497,255108
1000251498,251344
1000251499,431413
1000251500,416359
1000251501,248521
1000251502,261459
1000251503,219353
1000251504,408478
1000251505,255108
1000251506,251344
1000251507,431413
1000251508,416359
1000251509,248521
1000251510,261459
1000251511,219353
1000251512,408478
1000251513,255108
1000251514,251344
1000251515,431413
1000251516,416359
1000251517,248521
1000251518,261459
1000251519,219353
1000251520,408478
1000251521,255108
1000251522,251344
1000251523,431413
1000251524,416359
1000251525,248521
1000251526,261459
1000251527,219353
1000251528,408478
1000251529,255108
1000251530,251344
1000251531,431413
1000251532,416359
1000251533,248521
1000251534,261459
1000251535,219353
1000251536,408478
1000251537,255108
1000251538,251344
1000251539,431413
1000251540,416359
1000251541,248521
1000251542,261459
1000251543,219353
1000251544,408478
1000251545,255108
1000251546,251344
1000251547,431413
1000251548,416359
1000251549,248521
1000251550,261459
1000251551,219353
1000251552,408478
1000251553,255108
1000251554,251344
1000251555,431413
1000251556,416359
1000251557,248521
1000251558,261459
1000251559,219353
1000251560,408478
1000251561,255108
1000251562,251344
1000251563,431413
1000251564,416359
1000251565,248521
1000251566,261459
1000251567,219353
1000251568,408478
1000251569,255108
1000251570,251344
1000251571,431413
1000251572,416359
1000251573,248521
1000251574,261459
1000251575,219353
1000251576,408478
1000251577,255108
1000251578,251344
1000251579,431413
1000251580,416359
1000251581,248521
1000251582,261459
1000251583,219353
1000251584,408478
1000251585,255108
1000251586,251344
1000251587,400010
1000251588,416359
1000251589,248521
1000251590,261459
1000251591,219353
1000251592,408478
1000251593,255108
1000251594,251344
1000251595,400010
1000251596,416359
1000251597,248521
1000251598,261459
1000251599,219353
1000251600,408478
1000251601,255108
1000251602,251344
1000251603,400010
1000251604,416359
1000251605,248521
1000251606,261459
1000251607,219353
1000251608,408478
1000251609,255108
1000251610,251344
1000251611,400010
1000251612,416359
1000251613,248521
1000251614,261459
1000251615,219353
1000251616,408478
1000251617,255108
1000251618,251344
1000251619,400010
1000251620,416359
1000251621,248521
1000251622,261459
1000251623,219353
1000251624,408478
1000251625,255108
1000251626,251344
1000251627,400010
1000251628,416359
1000251629,248521
1000251630,261459
1000251631,219353
1000251632,408478
1000251633,255108
1000251634,251344
1000251635,400010
1000251636,416359
1000251637,248521
1000251638,261459
1000251639,219353
1000251640,408478
1000251641,255108
1000251642,251344
1000251643,400010
1000251644,416359
1000251645,248521
1000251646,261459
1000251647,219353
1000251648,408478
1000251649,255108
1000251650,251344
1000251651,400010
1000251652,416359
1000251653,248521
1000251654,261459
1000251655,219353
1000251656,408478
1000251657,255108
1000251658,251344
1000251659,400010
1000251660,416359
1000251661,248521
1000251662,261459
1000251663,219353
1000251664,408478
1000251665,255108
1000251666,251344
1000251667,400010
1000251668,416359
1000251669,248521
1000251670,261459
1000251671,219353
1000251672,408478
1000251673,255108
1000251674,251344
1000251675,400010
1000251676,416359
1000251677,248521
1000251678,261459
1000251679,400010
1000251680,301684
1000251681,333675
1000251682,500218
1000251683,416359
1000251684,248521
1000251685,261459
1000251686,400010
1000251687,301684
1000251688,333675
1000251689,500218
1000251690,416359
1000251691,248521
1000251692,261459
1000251693,400010
1000251694,301684
1000251695,333675
1000251696,500218
1000251697,416359
1000251698,248521
1000251699,261459
1000251700,400010
1000251701,301684
1000251702,333675
1000251703,500218
1000251704,416359
1000251705,248521
1000251706,261459
1000251707,400010
1000251708,301684
1000251709,333675
1000251710,500218
1000251711,416359
1000251712,248521
1000251713,261459
1000251714,400010
1000251715,301684
1000251716,333675
1000251717,500218
1000251718,373899
1000251719,520684
1000251720,509980
1000251721,2827000
1000251722,12295800
1000257501,0
1000260014,76557000
1000260021,105251000
1000261001,6107824
1000261002,1086176
1000261003,27685000
1000261004,135164
1000261005,102139
1000261006,229991
1000261007,972566
1000261008,108273
1000261009,108273
1000261010,694690
1000261011,530748
1000261012,1789682
1000261013,1374755
1000261014,339443
1000261015,540655
1000261016,977520
1000261017,1156559
1000261018,1921543
1000261019,436862
1000261020,203497
1000261021,261241
1000261022,323963
1000261023,298476
1000261024,182590
1000261025,615271
1000261026,501376
1000261027,562107
1000261028,478677
1000261029,637373
1000261030,199714
1000261031,415358
1000261032,329538
1000261033,257458
1000261034,384494
1000261035,436862
1000261036,203497
1000261037,261241
1000261038,323963
1000261039,298476
1000261040,182590
1000261041,615271
1000261042,501376
1000261043,562107
1000261044,478677
1000261045,637373
1000261046,199714
1000261047,415358
1000261048,329538
1000261049,257458
1000261050,384494
1000261051,436862
1000261052,203497
1000261053,261241
1000261054,323963
1000261055,298476
1000261056,182590
1000261057,615271
1000261058,501376
1000261059,562107
1000261060,478677
1000261061,637373
1000261062,199714
1000261063,418145
1000261064,396043
1000261065,257458
1000261066,384494
1000261067,436862
1000261068,203497
1000261069,261241
1000261070,323963
1000261071,298476
1000261072,182590
1000261073,615271
1000261074,501376
1000261075,562107
1000261076,478677
1000261077,637373
1000261078,199714
1000261079,418145
1000261080,396043
1000261081,257458
1000261082,384494
1000261083,436862
1000261084,203497
1000261085,261241
1000261086,323963
1000261087,298476
1000261088,182590
1000261089,615271
1000261090,501376
1000261091,562107
1000261092,478677
1000261093,637373
1000261094,199714
1000261095,418145
1000261096,396043
1000261097,257458
1000261098,384494
1000261099,436862
1000261100,203497
1000261101,261241
1000261102,323963
1000261103,298476
1000261104,182590
1000261105,615271
1000261106,501376
1000261107,562107
1000261108,478677
1000261109,637373
1000261110,199714
1000261111,418145
1000261112,396043
1000261113,257458
1000261114,384494
1000261115,436862
1000261116,203497
1000261117,261241
1000261118,323963
1000261119,298476
1000261120,182590
1000261121,615271
1000261122,501376
1000261123,562107
1000261124,478677
1000261125,637373
1000261126,199714
1000261127,418145
1000261128,396043
1000261129,257458
1000261130,384494
1000261131,602726
1000261132,291109
1000261133,325357
1000261134,298476
1000261135,182590
1000261136,615271
1000261137,501376
1000261138,562107
1000261139,478677
1000261140,637373
1000261141,199714
1000261142,418145
1000261143,396043
1000261144,253874
1000261145,384494
1000261146,585801
1000261147,291109
1000261148,325357
1000261149,298476
1000261150,182590
1000261151,615271
1000261152,501376
1000261153,562107
1000261154,478677
1000261155,637373
1000261156,199714
1000261157,418145
1000261158,396043
1000261159,253874
1000261160,384494
1000261161,585801
1000261162,291109
1000261163,325357
1000261164,298476
1000261165,182590
1000261166,615271
1000261167,501376
1000261168,562107
1000261169,478677
1000261170,637373
1000261171,199714
1000261172,418145
1000261173,396043
1000261174,253874
1000261175,384494
1000261176,570669
1000261177,293896
1000261178,327746
1000261179,301264
1000261180,185975
1000261181,615271
1000261182,488633
1000261183,546974
1000261184,466331
1000261185,625227
1000261186,191351
1000261187,410579
1000261188,388875
1000261189,245113
1000261190,384494
1000261191,547173
1000261192,293896
1000261193,327746
1000261194,294693
1000261195,394848
1000261196,494407
1000261197,359207
1000261198,526465
1000261199,331729
1000261200,496597
1000261201,202103
1000261202,188763
1000261203,399030
1000261204,378123
1000261205,232967
1000261206,378919
1000261207,491818
1000261208,284936
1000261209,445822
1000261210,365578
1000261211,498986
1000261212,413964
1000261213,314007
1000261214,420734
1000261215,537217
1000261216,197126
1000261217,361596
1000261218,355025
1000261219,198320
1000261220,328343
1000261221,480469
1000261222,284936
1000261223,445822
1000261224,365578
1000261225,477880
1000261226,402216
1000261227,306242
1000261228,409185
1000261229,492615
1000261230,189758
1000261231,354627
1000261232,347857
1000261233,190953
1000261234,317392
1000261235,480469
1000261236,284936
1000261237,445822
1000261238,365578
1000261239,477880
1000261240,402216
1000261241,306242
1000261242,409185
1000261243,492615
1000261244,189758
1000261245,354627
1000261246,347857
1000261247,190953
1000261248,317392
1000261249,480469
1000261250,277569
1000261251,434274
1000261252,354627
1000261253,453986
1000261254,394848
1000261255,463942
1000261256,528655
1000261257,374339
1000261258,342481
1000261259,344273
1000261260,181594
1000261261,317392
1000261262,439650
1000261263,268808
1000261264,300666
1000261265,411773
1000261266,515712
1000261267,390070
1000261268,437659
1000261269,549761
1000261270,286728
1000261271,329538
1000261272,331928
1000261273,169648
1000261274,310025
1000261275,506752
1000261276,393455
1000261277,395247
1000261278,587195
1000261279,363587
1000261280,742705
1000261281,419937
1000261282,410380
1000261283,294693
1000261284,602328
1000261285,514717
1000261286,474495
1000261287,318786
1000261288,572859
1000261289,373145
1000261290,411375
1000261291,415557
1000261292,532637
1000261293,514717
1000261294,471309
1000261295,309029
1000261296,557328
1000261297,364184
1000261298,402415
1000261299,478278
1000261300,532637
1000261301,514717
1000261302,471309
1000261303,309029
1000261304,557328
1000261305,359605
1000261306,402415
1000261307,404008
1000261308,532637
1000261309,514717
1000261310,471309
1000261311,302657
1000261312,557328
1000261313,364184
1000261314,402415
1000261315,495801
1000261316,510336
1000261317,493013
1000261318,455380
1000261319,296684
1000261320,528456
1000261321,352238
1000261322,387282
1000261323,487239
1000261324,531642
1000261325,276175
1000261326,474097
1000261327,282746
1000261328,565093
1000261329,348255
1000261330,625625
1000261331,636576
1000261332,597549
1000261333,600138
1000261334,503168
1000261335,542991
1000261336,543390
1000261337,676599
1000261338,484849
1000261339,543390
1000261340,673015
1000261341,699099
1000261342,829720
1000261343,891247
1000261344,765604
1000261345,422526
1000261346,486243
1000261347,451995
1000261348,455579
1000261349,389871
1000261350,510137
1000261351,161484
1000261352,506752
1000261353,190953
1000261354,324560
1000261355,353034
1000261356,174625
1000261357,386087
1000261358,156506
1000261359,496000
1000261360,415955
1000261361,455181
1000261362,390269
1000261363,508743
1000261364,161285
1000261365,340091
1000261366,314604
1000261367,189957
1000261368,324560
1000261369,349848
1000261370,167059
1000261371,214250
1000261372,267613
1000261373,241529
1000261374,157103
1000261375,493411
1000261376,415557
1000261377,456376
1000261378,388079
1000261379,505956
1000261380,161882
1000261381,340490
1000261382,313609
1000261383,188962
1000261384,324162
1000261385,349848
1000261386,167457
1000261387,210267
1000261388,264626
1000261389,237745
1000261390,153718
1000261391,490225
1000261392,415955
1000261393,454982
1000261394,389273
1000261395,507947
1000261396,162081
1000261397,340689
1000261398,313609
1000261399,189161
1000261400,324162
1000267501,0
1000270009,87113000
1000270017,63204000
1000271001,32051000
1000271002,485561
1000271003,462838
1000271004,331384
1000271005,319825
1000271006,517222
1000271007,706744
1000271008,758887
1000271009,763734
1000271010,641567
1000271011,320627
1000271012,331384
1000271013,331384
1000271014,351110
1000271015,694846
1000271016,433809
1000271017,423375
1000271018,465830
1000271019,476253
1000271020,438239
1000271021,245032
1000271022,368653
1000271023,339212
1000271024,371952
1000271025,245032
1000271026,348916
1000271027,368653
1000271028,243489
1000271029,234927
1000271030,240190
1000271031,246496
1000271032,386518
1000271033,319090
1000271034,221579
1000271035,335100
1000271036,434132
1000271037,246496
1000271038,322483
1000271039,625901
1000271040,291197
1000271041,199607
1000271042,215211
1000271043,280034
1000271044,476253
1000271045,437129
1000271046,245365
1000271047,369773
1000271048,338086
1000271049,372692
1000271050,245365
1000271051,349244
1000271052,206643
1000271053,245032
1000271054,245762
1000271055,238668
1000271056,406646
1000271057,387644
1000271058,318767
1000271059,219333
1000271060,336961
1000271061,435993
1000271062,245762
1000271063,323942
1000271064,622571
1000271065,291197
1000271066,200733
1000271067,215935
1000271068,278496
1000271069,574899
1000271070,427493
1000271071,223774
1000271072,378670
1000271073,339947
1000271074,370508
1000271075,249477
1000271076,345523
1000271077,210369
1000271078,243171
1000271079,241644
1000271080,240190
1000271081,408095
1000271082,392481
1000271083,325802
1000271084,220782
1000271085,334761
1000271086,437520
1000271087,247226
1000271088,329935
1000271089,431224
1000271090,331785
1000271091,346660
1000271092,199607
1000271093,215211
1000271094,318360
1000271095,484289
1000271096,395686
1000271097,461978
1000271098,465090
1000271099,875853
1000271100,710992
1000271101,693184
1000271102,485149
1000271103,369184
1000271104,458653
1000271105,448688
1000271106,522741
1000271107,494848
1000271108,678038
1000271201,55188297
1000271202,8073703
1000271203,104964000
1000277501,0
1000277502,0
1000280001,40604000
1000280005,43152000
1000280012,10685000
1000280015,1653000
1000280028,2039000
1000281001,2443696
1000281002,3967304
1000281003,253752
1000281004,109773
1000281005,90635
1000281006,113772
1000281007,370134
1000281008,90927
1000281009,103534
1000281010,151897
1000281011,167198
1000281012,254978
1000281013,110367
1000281014,91136
1000281015,114304
1000281016,372051
1000281017,91360
1000281018,104112
1000281019,89443
1000281020,229941
1000281021,256253
1000281022,110883
1000281023,91617
1000281024,114816
1000281025,373893
1000281026,91844
1000281027,104596
1000281028,89893
1000281029,231099
1000281030,257558
1000281031,111384
1000281032,92053
1000281033,115448
1000281034,375761
1000281035,92294
1000281036,105128
1000281037,90329
1000281038,232229
1000281039,258846
1000281040,111965
1000281041,92524
1000281042,116042
1000281043,377599
1000281044,92796
1000281045,105678
1000281046,90827
1000281047,233425
1000281048,260104
1000281049,112511
1000281050,93005
1000281051,116623
1000281052,379485
1000281053,93249
1000281054,106159
1000281055,91281
1000281056,234569
1000281057,261426
1000281058,113061
1000281059,93407
1000281060,117190
1000281061,381388
1000281062,93682
1000281063,106726
1000281064,91700
1000281065,235778
1000281066,262718
1000281067,113672
1000281068,93843
1000281069,117736
1000281070,276741
1000281071,94183
1000281072,107210
1000281073,92184
1000281074,236922
1000281075,264071
1000281076,114239
1000281077,94393
1000281078,118396
1000281079,385270
1000281080,94682
1000281081,107805
1000281082,92617
1000281083,238052
1000281084,265325
1000281085,114785
1000281086,94874
1000281087,118959
1000281088,387143
1000281089,95101
1000281090,108368
1000281091,93084
1000281092,239261
1000281093,266682
1000281094,115366
1000281095,95293
1000281096,119509
1000281097,389108
1000281098,95554
1000281099,108883
1000281100,93586
1000281101,240484
1000281102,268019
1000281103,115946
1000281104,95781
1000281105,120120
1000281106,391093
1000281107,96052
1000281108,109416
1000281109,93991
1000281110,241711
1000281111,269345
1000281112,116510
1000281113,96293
1000281114,120735
1000281115,393010
1000281116,96519
1000281117,109948
1000281118,94489
1000281119,242934
1000281120,270681
1000281121,117138
1000281122,96743
1000281123,121360
1000281124,394979
1000281125,97021
1000281126,110529
1000281127,94970
1000281128,244129
1000287501,0
1000290001,182222222
1000290019,3500000
1000290022,2735000
1000290023,1901000
1000290024,1272000
1000290025,1418000
1000290026,4269000
1000290029,3207000
1000290036,14872000
1000290043,7350000
1000290045,727000
1000290046,3496000
1000290047,5057000
1000290048,3991700
1000290070,154759000
1000290073,15542000
1000290086,14379000
1000291001,1759000
1000291002,7860000
1000291101,8281231
1000291102,3739769
1000291201,1832000
1000291202,110905
1000291203,91849
1000291204,77744
1000291205,107852
1000291206,105189
1000291207,99086
1000291208,97567
1000291209,79273
1000291210,109383
1000291211,106713
1000291212,85366
1000291213,99086
1000291214,82325
1000291215,112042
