X,Y,GISPROPNUM,LOCATION,WATERFRONT,SIGNNAME,BOROUGH,COMFORTSTA,TYPECATEGO,EAPPLY,SHAPE_area,SHAPE_len,ZCTA5CE00,CLASSFP00,MTFCC00,FUNCSTAT00
998137.434952015639283,200233.37918683400494,B223T,"Jackson St., Lorimer St., Meeker Ave.",N,Father Giorgio Triangle,B,N-CONFSTA-PARK,Triangle/Plaza,Father Giorgio Triangle,2926.06484110000,215.14012877600,11211,B5,G6350,S
996897.711030415259302,199242.58602270836127,B223R,"Hope St., Marcy Ave., Metropolitan Ave.",N,Jaime Campiz Playground,B,Y-CONFSTA-PARK,Playground,Jaime Campiz Playground,33695.86186810000,1089.75130355000,11211,B5,G6350,S
999434.639359719236381,201628.630401044385508,B223U,"Graham Ave., Meeker Ave., Humbolt St., BQE",N,Lentol Garden,B,N-CONFSTA-PARK,Parkway,Lentol Garden,33644.80266940000,1019.50178876000,11222,B5,G6350,S
994541.185757219674997,216230.589865561603801,M177,"E. 59 St., bet.ween 1 Ave. and 2 Ave.",N,14 Honey Locusts Park,M,N-CONFSTA-PARK,Triangle/Plaza,14 Honey Locusts Park,14592.20973060000,656.24256181300,10022,B5,G6350,S
1002950.836492005852051,186937.869320790399797,B038,Chauncey St. bet. Lewis Ave. and Stuyvesant Ave.,N,Fulton Park,B,Y-CONFSTA-PARK,Neighborhood Park,Fulton Park,87166.82989110000,1751.54160803000,11233,B5,G6350,S
997338.422739520552568,185720.239829897880554,B041,"Bedford Ave., Rodgers Ave., Bergen St.",N,Grant Gore,B,N-CONFSTA-PARK,Triangle/Plaza,Grant Gore,735.74702530300,190.78731449100,11216,B5,G6350,S
979903.107440095045604,170286.795807055284968,B210O,N/B Gowanus Exwy. bet. 65 St. and 66 St.,N,Park,B,N-CONFSTA-PARK,Strip,Park,286.26100051900,548.38358881100,11220,B5,G6350,S
999228.598350542015396,227697.923008257144829,M148,E. 105 St. To E. 106 St. bet.ween Lexington Ave. and 3 Ave.,N,White Playground,M,N-CONFSTA-PARK,Playground,White Playground,29961.28260590000,758.77345554400,10029,B5,G6350,S
986262.430789038422517,216673.872502525628079,M154,W. 45 St. bet.ween 9 Ave. and 10 Ave.,N,Matthews - Palmer Playground,M,Y-CONFSTA-PARK,Playground,Matthews - Palmer Playground,21049.72817300000,622.79595006000,10036,B5,G6350,S
1000827.771326025249436,234403.653329800959909,M155,"5 Ave., W. 130 St. To .W 131 St.",N,Courtney Callender Playground,M,N-CONFSTA-PARK,Playground,Courtney Callender Playground,29998.96857630000,734.61894315100,10037,B5,G6350,S
1023498.64719273429364,233568.438363062188728,X118A,Bronx River Ave. bet. C St. and Cornell Ave.,Y,Harding Park Beautification Project,X,N-CONFSTA-PARK,Garden,Harding Park Beautification Project,47504.32212860000,1460.73315116000,10473,B5,G6350,S
1001061.308336220681667,244725.655348529369803,M156,"W. 165 St., Amsterdam Ave. To Audubon Ave.",N,McKenna Square,M,N-CONFSTA-PARK,Triangle/Plaza,McKenna Square,15018.27312960000,742.27080197900,10032,B5,G6350,S
1026984.706745263887569,244886.899638449714985,X170,St. Peter's Ave. at Tratman Ave.,N,The Pearly Gates,X,Y-CONFSTA-PARK,Playground,The Pearly Gates,29495.93079970000,694.40039462300,10461,B5,G6350,S
1027912.920943103381433,244932.082754307717551,X312,Commerce Ave. bet. Butler Pl. and Westchester Ave.,N,Ferris Family Burial Plot,X,N-CONFSTA-PARK,Cemetery,Ferris Family Burial Plot,5099.65398297000,301.46389876700,10461,B5,G6350,S
1030977.914997815503739,244699.330716016469523,X121,Bradford Ave. bet. La Salle Ave. and Waterbury Ave.,N,Bufano Park,X,Y-CONFSTA-PARK,Playground,Bufano Park,83221.04157150000,1223.58895564000,10461,B5,G6350,S
1032382.69350252719596,243447.192912967031589,X149,Bruckner Blvd bet. Hollywood Ave. and Crosby Ave.,N,Miele Park,X,N-CONFSTA-PARK,Undeveloped,Miele Park,9026.06176628000,498.13974653700,10461,B5,G6350,S
991799.374584089498967,215754.541953040461522,M060A,E 46 St To E 59 St and Park Av,N,Park Avenue Malls,M,N-CONFSTA-PARK,Mall,Park Avenue Malls,57580.05028840000,6215.66875454000,10152,B5,G6350,S
999924.23488670901861,247718.005239007005002,M092B,"E/s Riverside Dr, W 168 St To W 177 St",N,Park,M,N-CONFSTA-PARK,Strip,Strip,68435.63304630000,4205.25040938000,10032,B5,G6350,S
988122.997973450692371,202245.402374165685615,M116,"Essex St., Norfolk St. and Houston St.",N,ABC Playground,M,N-CONFSTA-PARK,Jointly Operated Playground,ABC Playground,19988.81577920000,597.83928924100,10002,B5,G6350,S
1003770.109407237148844,229651.234897550864844,M108J,E. 120 St. and Paladino Ave. (Service Rd To FDR Dr.),N,Park,M,Y-CONFSTA-PLGD,Strip,Strip,8197.45453300000,455.30134520900,10035,B5,G6350,S
1003771.689305759384297,230518.207230769825401,M108B,"E. 122 St. To E. 125 St., FDR Dr. To Harlem River Dr.",N,Park,M,N-CONFSTA-PARK,Parkway,Park,92818.02314320000,2418.26186563000,10035,B5,G6350,S
991577.766695574857295,217672.831856272969162,M062,"5 Av, W 58 St To W 59 St",N,Grand Army Plaza,M,N-CONFSTA-PARK,Triangle/Plaza,Grand Army Plaza (part of Central Park for special event layer),29553.88159250000,656.59049841300,10019,B5,G6350,S
1001592.143391402205452,251665.133377716818359,M091,"Henry Hudson Pkwy, Cabrini Blvd, at W186 St",N,Bennett Rest,M,N-CONFSTA-PARK,Nature Area,Bennett Rest,177109.67234500000,5063.17325643000,10040,B5,G6350,S
1003383.459197723306715,231074.734382693655789,M108A,"E.125 St., FDR Dr., 1 Ave., Paladino Ave.",N,Louis Cuvillier Park,M,N-CONFSTA-PARK,Neighborhood Park,Louis Cuvillier Park,119557.19173300000,1586.43020138000,10035,B5,G6350,S
1001047.280259993392974,235418.003909793420462,M131,"W. 134 St., Lenox Terrace Pl.",N,Hansborough Recreation Center,M,N-CONFSTA-PARK,Buildings/Institutions,Hansborough Recreation Center,12614.20838660000,452.47801407200,10037,B5,G6350,S
987511.08608409925364,198836.786575453472324,M132,Madison St. bet.ween Clinton St. and Rutgers St.,N,Little Flower Playground,M,Y-CONFSTA-PARK,Playground,Little Flower Playground,56353.24761540000,984.40025960900,10002,B5,G6350,S
1001604.859408200369217,239955.074897288897773,M138,"W. 150 St., W/s 7 Ave.",N,Bill Bojangles Robinson Playground,M,N-CONFSTA-PARK,Playground,Bill Bojangles Robinson Playground,7832.01902282000,359.40431641300,10039,B5,G6350,S
1002273.147435516817495,240210.787102603208041,M141,"Harlem River Dr., W. 151 St. To W. 154 St.",N,Harlem Lane Playground,M,N-CONFSTA-PARK,Neighborhood Park,Harlem Lane Playground,65971.15106210001,2259.00384515000,10039,B5,G6350,S
1039966.133538696798496,236649.423119530256372,X191D,Tierney Pl. at Locust Pt. Dr.,N,Park,X,N-CONFSTA-PARK,Strip,Strip,365.80823427100,731.18201700200,10465,B5,G6350,S
1027771.241220998810604,255671.534193411178421,X187,E. Gunhill Rd. and Eastchester Rd. bet. Arnow Ave. and Adee Ave..,N,Givan Square,X,Y-CONFSTA-PLGD,Playground,Givan Square,69783.77640900000,2029.04051035000,10469,B5,G6350,S
1022568.50136350793764,247861.922275527846068,X178,Mathews Ave. bet. Morris Park Ave. and Rhinelander Ave.,N,Matthews Muliner Playground,X,Y-CONFSTA-PARK,Playground,Matthews Muliner Playground,45343.13336020000,856.30430926300,10462,B5,G6350,S
1021386.910367755452171,246559.263808469928335,X093,"White Plains Rd., Van Nest Ave., Unionport Rd.",N,Van Nest Park,X,N-CONFSTA-PARK,Playground,Van Nest Park,16643.89900470000,718.34160085800,10462,B5,G6350,S
1048551.786729281535372,186529.459789929911494,Q412,129 Ave. bet.ween 172 St. and 176 St.,N,Railroad Park,Q,N-CONFSTA-PARK,Nature Area,Railroad Park,690696.53255999996,4033.85414209000,11434,B5,G6350,S
1004672.148351351730525,214653.949290032702265,Q470,35th St. bet. 35 Ave. and 36 Ave.,N,A.R.R.O.W. Field House,Q,N-CONFSTA-PARK,Buildings/Institutions,A.R.R.O.W. REC CENTER,12477.25831320000,450.61114523500,11106,B5,G6350,S
935689.970970365102403,171459.429990404809359,R142,Holland Ave. and Richmond Terrace,N,Mariners Marsh Park,R,N-CONFSTA-PARK,Nature Area,Mariners Marsh ParkCLOSED,4522263.11225999985,9528.55085965000,10303,B5,G6350,S
983103.04750511108432,196575.133315564831719,M386,"Front St., John St., and South St.",N,Imagination Playground,M,N-CONFSTA-PARK,Playground,Imaginatione Playground,16764.60410260000,684.88065739900,10038,B5,G6350,S
1020750.592304279911332,255680.793640714022331,X162,Arnow Ave. bet. Olinville Ave. and White Plains Rd.,N,Parkside Playground,X,Y-CONFSTA-PARK,Playground,Parkside Playground,32946.84492260000,804.18137220400,10467,B5,G6350,S
1020555.414807004155591,254870.732378385757329,X087,Britton St. bet. Olinville Ave. and Barker Ave.,N,Zimmerman Playground,X,Y-CONFSTA-PARK,Playground,Zimmerman Playground,43689.91812980000,864.10532155400,10467,B5,G6350,S
1022478.531251852633432,254713.557223563373554,X278,"Boston Rd., Bronxwood Ave., Allerton Ave.",N,Boston Garden,X,N-CONFSTA-PARK,Triangle/Plaza,Boston Garden,1098.11988633000,161.22894939500,10469,B5,G6350,S
1024959.42795611906331,256200.013417275476968,X156,Adee Ave. at Tenboeck Ave.,N,Eastchester Playground,X,Y-CONFSTA-PARK,Playground,Eastchester Playground,46477.12090720000,855.10849443500,10469,B5,G6350,S
1023398.278971449821256,253556.275140651734546,X157,Mace Ave. bet. Pauldings Ave. and Williamsbridge Rd.,N,Mazzei Playground,X,Y-CONFSTA-PARK,Playground,Mazzei Playground,66951.41447480000,1200.67863374000,10469,B5,G6350,S
1025590.296312543214299,254818.235540733090602,X172,Allerton Ave. bet. Throop Ave. and Bouck Ave.,N,Allerton Playground,X,Y-CONFSTA-PARK,Jointly Operated Playground,Allerton Playground,71074.84381960001,1094.37327207000,10469,B5,G6350,S
1029447.427241755183786,253827.432205742952647,X232,Mace Ave. bet. Lodovick Ave. and Gunther Ave.,N,Burns Playground,X,N-CONFSTA-PARK,Jointly Operated Playground,Burns Playground,73410.07140260001,1215.23831427000,10469,B5,G6350,S
1017615.963178252219222,205098.139202646154445,Q360J,"Queens Midtown Exwy., 57 Ave. bet. 84 St. and 82 St.",N,Crowley Playground,Q,Y-CONFSTA-PARK,Neighborhood Park,Crowley Playground,82280.78693750000,1669.13140788000,11373,B5,G6350,S
1016838.422128728358075,209680.819509946129983,Q361,"Broadway., 82 St., 45 Ave.",N,Moore Homestead Playground,Q,Y-CONFSTA-PARK,Neighborhood Park,CC Moore Homestead Playground,88734.99951020000,1326.53587000000,11373,B5,G6350,S
1013533.964276636601426,203379.231524089962477,Q360H,"69 St., 58 Ave., Queens - Mid-Town Exwy. Svc. Rd. S.",N,Peter Charles Park,Q,N-CONFSTA-PARK,Triangle/Plaza,Peter Charles Park,3719.89429709000,301.12312032800,11378,B5,G6350,S
1013250.927096052211709,203312.89653135361732,Q360M,58 Ave. bet. Brown Pl. and 69 St.,N,Frontera Park,Q,N-CONFSTA-PARK,Playground,Frontera Park,65790.26100470001,1077.95752255000,11378,B5,G6350,S
1010897.482175104203634,203581.094316298083868,Q360P,Behind overpass at 61 St. and Borden Ave.,N,Park Slope,Q,N-CONFSTA-PARK,Strip,Park Slope,224.97876576400,451.94834330000,11378,B5,G6350,S
1014518.406514297937974,203936.369700136798201,Q360Y1,Behind overpass at Mazeau St. and LIE Sr. Rd. N.,N,Park,Q,N-CONFSTA-PARK,Strip,Strip,189.01799508800,367.40133984000,11378,B5,G6350,S
1015016.983948384877294,203905.747968867450254,Q360R,"58 Ave., 73 St., Queens - Mid-Town Exwy. Sr. Rd. S.",N,Sitting Area,Q,N-CONFSTA-PARK,Triangle/Plaza,Sitting Area,1355.75940574000,177.07931822500,11378,B5,G6350,S
1014147.439865077612922,203437.872482925624354,Q360Q,"69 Ln., 58 Rd., Queens - Mid-Town Exwy. Sr. Rd. S.",N,Sitting Area 127 CXXVII,Q,N-CONFSTA-PARK,Triangle/Plaza,Sitting Area 127 CXXVII,2794.07761472000,322.93897175300,11378,B5,G6350,S
1015074.943435656488873,204357.570048175461125,Q360S,"73 St., 57 Rd., Queens - Mid-Town Exwy. Sr. Rd. N.",N,Quick Brown Fox Triangle,Q,N-CONFSTA-PARK,Triangle/Plaza,Quick Brown Fox Triangle,1989.36237917000,207.27393762000,11378,B5,G6350,S
1015574.1564418412745,204705.552416797057958,Q360T,74 St. at 57 Ave.,N,Sitting Area,Q,N-CONFSTA-PARK,Triangle/Plaza,Sitting Area,1935.48380364000,270.69863397900,11378,B5,G6350,S
1011153.037656944827177,213188.019341193488799,Q501,"Broadway, 59 St., 34 Ave.",N,Sergeant Collins Triangle,Q,N-CONFSTA-PARK,Triangle/Plaza,Sergeant Collins Triangle,5142.45494567000,337.87029141400,11377,B5,G6350,S
991886.227229386102408,188385.534112228138838,B407,S. Oxford St. bet. Commos and Atlantic Ave.,N,South Oxford Park,B,Y-CONFSTA-PARK,Neighborhood Park,South Oxford Park,51603.32978550000,965.85539897600,11217,B5,G6350,S
995251.525738563970663,199777.172852858551778,B085,Bedford Ave. bet. Metropolitan Ave. and N. 1 St.,N,Metropolitan Recreation Center,B,N-CONFSTA-PARK,Buildings/Institutions,Metropolitan Recreation Center,10038.57699650000,419.11470516600,11211,B5,G6350,S
1018363.917092815274373,205640.565809670981253,Q360X,57 Rd. at 85 St.,N,Park,Q,N-CONFSTA-PARK,Strip,Strip,121.77397582700,125.90846972400,11373,B5,G6350,S
1004981.707392305950634,205983.150727836153237,Q360B,Kosciuszko Br. bet. 54 Rd. and 54 Ave.,N,Park,Q,N-CONFSTA-PARK,Strip,Strip,200.55819088300,403.58725271600,11378,B5,G6350,S
1006394.422475983970799,206533.052201573591447,Q360C,"51 Rd., Queens-Mid-Town Exwy., 47 St.",N,Park,Q,N-CONFSTA-PARK,Strip,Strip,240.19517090400,495.87176545000,11377,B5,G6350,S
997733.609197223326191,209585.037225780601148,Q360U,50 Ave. bet. 11 St. and 11 Pl.,N,Bridge and Tunnel Park,Q,N-CONFSTA-PARK,Recreation Field/Courts,Bridge and Tunnel Park,13623.55391460000,483.29784027500,11101,B5,G6350,S
1011537.838566357968375,203577.210786923766136,Q360E,"55 Dr., 64 St., Hull Ave.",N,Hull Triangle,Q,N-CONFSTA-PARK,Triangle/Plaza,Hull Triangle,6705.13679253000,392.07544631700,11378,B5,G6350,S
1012273.958243081229739,203496.286676690797321,Q360G,"55 Dr., Hamilton Pl., Perry Ave.",N,Whitefish Triangle,Q,N-CONFSTA-PARK,Triangle/Plaza,Whitefish Triangle,8111.52918621000,386.11845343600,11378,B5,G6350,S
1006979.90189962903969,205592.279121181927621,Q360D,54 Ave. bet. 48 St. and 50 St.,N,Park,Q,N-CONFSTA-PARK,Strip,Strip,217.47648110200,436.95738513800,11378,B5,G6350,S
1011801.022969995974563,203921.452224428474437,Q360F,"Borden Ave., Hamilton Pl., Jay Ave.",N,Technical Sergeant Thomas J. Davey Triangle,Q,N-CONFSTA-PARK,Triangle/Plaza,Technical Sgt. Thomas J. Davey Triangle,5677.58396059000,364.70991664800,11378,B5,G6350,S
990090.598049589782022,193320.583904081751825,B021,"Nassau St., Park Ave., bet. Navy St. and N. Elliot Pl.",N,Commodore Barry Park,B,Y-CONFSTA-PARK,Community Park,Commodore Barry Park,438202.25578299997,2669.77994090000,11201,B5,G6350,S
983865.055579497246072,197063.745378657971742,M167,Peck Slip bet.ween South St. and Front St.,N,Peck Slip,M,Y-CONFSTA-PARK,Triangle/Plaza,Peck Slip,8437.79912737000,407.75395402900,10038,B5,G6350,S
996163.594662466552109,197704.481807125208434,B223QB,"Marcy Ave., S. 4 St. and S. 5 St.",N,Marcy Green Center,B,N-CONFSTA-PARK,Triangle/Plaza,Marcy Green Center,20824.58203680000,624.81674245600,11211,B5,G6350,S
996273.039214563672431,197944.028376085858326,B223QC,"Marcy Ave., S. 3 St. and S. 4 St.",N,Marcy Green North,B,N-CONFSTA-PARK,Triangle/Plaza,Marcy Green North,15937.73322770000,547.96802886100,11211,B5,G6350,S
1011299.411002963781357,201085.29877601066255,Q063,"Fresh Pond Rd., 59 Rd. and 61 St.",N,Luke J. Lang Square,Q,N-CONFSTA-PARK,Triangle/Plaza,Luke J. Lang Square,72.66511038480,42.37805656880,11378,B5,G6350,S
976752.990008602384478,163839.401225263165543,B210U,92 St. bet. Gowanus Exwy. and Ft. Hamilton Pkwy.,N,Park,B,N-CONFSTA-PARK,Strip,Strip,95.06628795040,192.14133673000,11209,B5,G6350,S
1053294.922697141533718,158855.650675860466436,Q446,Cornaga Ave. bet. Beach 19 St. and Morse Ct.,N,Sorrentino Recreation Center,Q,N-CONFSTA-PARK,Buildings/Institutions,Sorrentino Recreation Center,8665.82466305000,413.68716508700,11691,B5,G6350,S
1018079.51181898615323,245789.876306232908973,X288,Bronx River bet. E 180 St and E Tremont Av,Y,West Farms Rapids,X,N-CONFSTA-PARK,Neighborhood Park,West Farms Rapids,35254.87639520000,2250.72020843000,10460,B5,G6350,S
988633.741054373444058,202349.275919543229975,M371,E. 2 St. bet. Ave. A and Ave. B,N,Hope Garden,M,N-CONFSTA-PARK,Garden,Hope Garden,1986.81032607000,253.72208002800,10009,B5,G6350,S
989563.850810985546559,201517.298891798331169,M033,"E Houston St, Stanton St, Sheriff St, Pitt St",N,Hamilton Fish Park,M,N-CONFSTA-PARK,Community Park,Hamilton Fish Park,182234.90611700001,1710.31438423000,10002,B5,G6350,S
989569.248645360232331,201872.959711621195311,M254,"E. Houston St., Ave. C and E. 2 St.",N,Gustave Hartman Square,M,N-CONFSTA-PARK,Triangle/Plaza,Gustave Hartman Square,4179.17395000000,551.15108335300,10009,B5,G6350,S
989297.658045967458747,202005.979543669905979,M372,"E. 2 St., E. Houston St. bet. Ave. B and Ave. C",N,Allied Productions/Le Petit Versailles,M,N-CONFSTA-PARK,Garden,Allied Productions/Le Petit Versailles,1588.44927907000,178.15925916100,10009,B5,G6350,S
996078.027291443082504,197505.300078661704902,B223QA,"Broadway, Marcy Ave. and S. 5 St.",N,Marcy Green South,B,N-CONFSTA-PARK,Triangle/Plaza,Marcy Green South,10956.25268870000,633.48512499300,11211,B5,G6350,S
996250.890838717692532,197404.200473406584933,B223PA,"Broadway, Rodney St., S. 5 St.",N,Rodney Park Center,B,N-CONFSTA-PARK,Recreation Field/Courts,Rodney Park Center,11051.01957580000,573.94439183800,11211,B5,G6350,S
996359.53973925835453,197614.231038509111386,B223PB,"Rodney St., S. 4 St. and S. 5 St.",N,Rodney Park North,B,N-CONFSTA-PARK,Recreation Field/Courts,Rodney Park North,16069.85917780000,569.65067886400,11211,B5,G6350,S
996472.134513288270682,197851.774291751091368,B223PC,"Rodney St., S. 3 St. and S. 4 St.",N,Rodney Playground South,B,Y-CONFSTA-PARK,Playground,Rodney Park South,14171.60390920000,526.50483295000,11211,B5,G6350,S
1038906.40506709064357,157372.554251282417681,Q464,Beach 72 St. bet. Bayfields Ave. and Hillmeyer Ave.,Y,Brant Point Wildlife Sanctuary,Q,N-CONFSTA-PARK,Nature Area,Brant Point Wildlife Sanctuary,851880.29456499999,4133.01883829000,11692,B5,G6350,S
1055060.209889344638214,156261.492874495481374,Q162J01,Seagirt Blvd bet. B. 12 St. and B. 9 St.,Y,Beach 9 Playground,Q,N-CONFSTA-PARK,Neighborhood Park,Beach 9 Playground (O'Donohue Park),244274.14997999999,2207.34699623000,11691,B5,G6350,S
1052764.08938287734054,155395.257481538399588,Q162I,Rockaway Boardwalk bet. Crest Rd. and B. 17 St.,Y,Park,Q,N-CONFSTA-PARK,Waterfront Facility,Park,165927.17761300001,3620.84645385000,11691,B5,G6350,S
1042287.716250392142683,158226.709638991509564,Q459,"De Costa Ave. bet. Sommerwille Basin and B. 65 St.,Bayfield Ave. bet. B. 65 St. and B. 69 St.",Y,Dubos Point Wildlife Sanctuary,Q,N-CONFSTA-PARK,Nature Area,Dubos Point Wildlife Sanctuary,2321641.18712999998,9402.62103716000,11692,B5,G6350,S
993910.217316531576216,214884.590437612961978,M130,E. 54 St. bet.ween 1 Ave. and 2 Ave.,N,Recreation Center 54,M,N-CONFSTA-PARK,Buildings/Institutions,Recreation Center 54,7609.77966087000,352.93369966700,10022,B5,G6350,S
1001097.109174456680194,191485.653003773011733,B398,Kosciuszko St. bet. Marcus Garvey Blvd. and Lewis Ave.,N,Kosciuszko Street Garden,B,N-CONFSTA-PARK,Garden,Kosciuszko Street Garden,8427.18123096000,370.43281727600,11221,B5,G6350,S
1050213.303612074116245,155215.230709341703914,Q162H,Rockaway Boardwalk bet. B. 32 St and B. 28 St.,Y,Beach 30th Street Playground,Q,N-CONFSTA-PARK,Neighborhood Park,Beach 32 Football Field,310308.96347800002,3371.26506343000,11691,B5,G6350,S
1051065.7087294657249,155229.235866065981099,Q162H01,Rockaway Boardwalk bet. B. 28 St and B. 26 St.,Y,Park,Q,N-CONFSTA-PARK,Undeveloped,Park,54935.69714620000,1052.40060349000,11691,B5,G6350,S
1042848.791188168455847,153971.317576375091448,Q162E,Rockaway Boardwalk bet. B. 60 St. and B. 59 St.,Y,Beach 59th St Playground,Q,N-CONFSTA-PARK,Playground,Beach 59th St Playground,28579.70947990000,689.38549879600,11692,B5,G6350,S
987073.051906778593548,199256.094035192218143,M122,Rutgers St. and Henry St.,N,Captain Jacob Joseph Playground,M,N-CONFSTA-PARK,Playground,Captain Jacob Joseph Playground,6255.97019773000,316.38119412900,10002,B5,G6350,S
987566.461093634483404,202673.326221118390094,M123,"E. 1 St., E. Houston St., 1 Ave. and Allen St.",N,Peretz Square,M,N-CONFSTA-PARK,Triangle/Plaza,Peretz Square,5430.21933898000,625.49314842400,10002,B5,G6350,S
987121.762547501013614,202873.753487150010187,M124,"Houston St., E. 1 St., 1 Ave.",N,First Park,M,N-CONFSTA-PARK,Neighborhood Park,First Park,33218.06558630000,1686.01746735000,10003,B5,G6350,S
983804.083911043242551,205351.423725560394814,M125A,S/e Corner Minetta Lane and Ave. of Americas,N,Minetta Green,M,N-CONFSTA-PARK,Triangle/Plaza,Minetta Green,2510.42051384000,279.25026198400,10012,B5,G6350,S
983882.906380967586301,205483.619014889205573,M125B,"Minetta Lane, W. 3 St. and Ave. of Americas",N,Minetta Playground,M,N-CONFSTA-PARK,Playground,Minetta Playground,9813.92103140000,449.10024394100,10012,B5,G6350,S
983741.056452244520187,205187.01312286654138,M125D,N/e Corner Ave. of Americas and Minetta St.,N,Minetta Triangle,M,N-CONFSTA-PARK,Triangle/Plaza,Minetta Triangle,3443.31992168000,279.47670402200,10012,B5,G6350,S
983276.973328789346851,204242.370707122987369,M125E,"Ave. of Americas, King St. and Charlton St.",N,Charlton Plaza,M,N-CONFSTA-PARK,Triangle/Plaza,Charlton Plaza,1646.80588563000,279.89526975000,10014,B5,G6350,S
1000774.559612912591547,242451.057999786979053,M127,"Edgecombe Ave., W. 157 St.",N,Bushman Steps,M,N-CONFSTA-PARK,Triangle/Plaza,Bushman Steps,2755.05125630000,250.55800901500,10032,B5,G6350,S
999644.814605673193,223720.017493272025604,M108H,E. 93 St. and FDR Dr.,N,Park,M,N-CONFSTA-PARK,Triangle/Plaza,Park,1463.35497953000,164.86684202800,10128,B5,G6350,S
989866.859177119913511,204570.115095737535739,M113,E. 12 St. bet.ween Ave. A and Ave. B,N,Joseph C. Sauer Park,M,N-CONFSTA-PARK,Neighborhood Park,Joseph C. Sauer Park,18349.74671220000,584.04227618400,10009,B5,G6350,S
989998.801271408214234,204544.098859276185976,M113A,S/w Corner of E. 12 St. At Ave. B,N,Children's Garden,M,N-CONFSTA-PARK,Garden,Children's Garden,1357.60702960000,172.59267479500,10009,B5,G6350,S
983625.482942321221344,204709.501298234070418,M120A,"W. Houston St., Ave. of Americas, Macdougal St.",N,William F. Passannante Ballfield,M,N-CONFSTA-PARK,Recreation Field/Courts,William F. Passannante Ballfield,26949.02709690000,732.53584854900,10012,B5,G6350,S
992355.184497626265511,190799.236955667205621,B253,"Adelphi St., Clermont Ave., Dekalb Ave., Willoughby Ave.",N,Albert J. Parham Playground,B,Y-CONFSTA-PARK,Jointly Operated Playground,Albert J. Parham Playground (PS 20),56724.66263280000,1099.47527067000,11205,B5,G6350,S
959058.877625011256896,171429.106443007884081,R048,"Arnold St., Brighton Ave., Lafayette Ave.",N,Jones Woods Park,R,Y-CONFSTA-PARK,Nature Area,Jones Woods,737266.11838700005,5009.91302543000,10301,B5,G6350,S
999657.01348464936018,224580.981493922445225,M192,"FDR Dr., E. 95 St. To E. 97 St.",N,Stanley Isaacs Playground,M,Y-CONFSTA-PARK,Neighborhood Park,Stanley Isaacs Playground,52599.04066930000,1337.90737352000,10128,B5,G6350,S
999757.269556014449336,222957.833857646764955,M286,"E. 90 St., York Ave., FDR Dr.",N,Asphalt Green,M,N-CONFSTA-PARK,Community Park,Asphalt Green,184227.87960600000,2617.97024126000,10128,B5,G6350,S
1002932.0900280601345,231584.816371713473927,M108F,"1 Ave. To 2 Ave., E. 124 St. To E. 126 St.",N,Triboro Plaza,M,N-CONFSTA-PARK,Parkway,Triboro Plaza,95684.28979850000,5973.17367911000,10035,B5,G6350,S
1001104.686844491632655,226005.40347869929974,M108G,FDR Dr. bet.ween E. 102 St. and E. 106 St.,N,Playground 103 CIII,M,N-CONFSTA-PARK,Neighborhood Park,Playground 103 CIII,47824.41569020000,967.04576158700,10029,B5,G6350,S
994254.550404938403517,213727.299942086567171,M108N,"E. 49 St. To E. 51 St., W/s FDR Dr.",N,Peter Detmold Park,M,N-CONFSTA-PARK,Neighborhood Park,Peter Detmold Park,25602.21374240000,1353.43523979000,10022,B5,G6350,S
995266.665816816268489,214968.761210629163543,M108R,E. River bet.ween E. 56 St. and E. 57 St.,Y,Sutton Place Park,M,N-CONFSTA-PARK,Neighborhood Park,Sutton Place Park,14934.73115000000,542.45168343100,10022,B5,G6350,S
995064.959669018979184,214767.705787287239218,M108P,"E. 53 St. to E. 54 St. at Sutton Pl.; Foot of E. 55 St., E. 56 St., E. 57 St.",Y,Sutton Parks,M,N-CONFSTA-PARK,Triangle/Plaza,Sutton Parks,37024.85542190000,1899.23712903000,10022,B5,G6350,S
995700.634469116688706,215969.860397710173856,M108Q,"FDR Dr., E. 60 St. To E. 61 St. and York Ave.",N,Twenty-Four Sycamores Park,M,Y-CONFSTA-PARK,Playground,Twenty-Four Sycamores Park,28122.55325990000,681.02219280400,10021,B5,G6350,S
995989.205142727820203,215988.470859466353431,M108Q1,E. River bet.ween E. 59 St. and E. 63 St.,Y,Andrew Haswell Green Park,M,N-CONFSTA-PARK,Neighborhood Park,Andrew Haswell Green Park,84038.33748390000,2112.47702564000,10021,B5,G6350,S
1018075.224137850804254,243276.582374936464475,X159,E. 174 St. bet. Bronx River Ave. and E. 173 St.,N,Playground 174,X,Y-CONFSTA-PARK,Playground,Playground 174,44908.69257210000,852.29254797600,10472,B5,G6350,S
1015597.41558013157919,218321.312433615559712,Q393H,82 St. bet. Astoria Blvd. and 23 Ave.,N,LaGuardia Landing Lights,Q,N-CONFSTA-PARK,Undeveloped,LaGuardia Landing Lights,86874.25216540000,1410.34772561000,11370,B5,G6350,S
1002906.771418001502752,231357.472036944760475,M273,E. 124 St. bet. 1 Ave. and 2 Ave.,N,Wagner Houses Pool,M,N-CONFSTA-PARK,Community Park,Wagner Houses Pool,71452.86702490000,1359.23924941000,10035,B5,G6350,S
1019602.101520767784677,220005.949120639968896,Q299,"Ditmars Blvd., 22 Dr. bet. 97 St. and 100 St.",N,Overlook Park,Q,N-CONFSTA-PARK,Undeveloped,Overlook Park,112179.72822600001,2545.12823221000,11369,B5,G6350,S
