X,Y,GISPROPNUM,LOCATION,WATERFRONT,SIGNNAME,BOROUGH,COMFORTSTA,TYPECATEGO,EAPPLY,SHAPE_area,SHAPE_len,ZCTA5CE00,CLASSFP00,MTFCC00,FUNCSTAT00
1026353.488108091289178,241669.671446624677628,X148M1,"N/B Cross Bronx Exwy Service Rd, Watson Av, Havemeyer Ave",N,Havemeyer Playground,X,N-CONFSTA-PARK,Playground,Havemeyer Playground,19680.53569110000,698.92057226100,10462,B5,G6350,S
1021517.357463987194933,243577.211830734508112,X148K3,"Thieriot Av, Wood Av, N/B Cross Bronx Exwy Service Rd",N,Wood Park,X,Y-CONFSTA-ZONE,Triangle/Plaza,Wood Park,7261.47773354000,409.27650907400,10460,B5,G6350,S
1021449.246992573607713,243269.190289441117784,X148K4,"S/B Cross Bronx Exwy Service Rd, McGraw Av, Taylor Av",N,Park,X,N-CONFSTA-PARK,Triangle/Plaza,Park,4385.82039911000,295.69590109000,10472,B5,G6350,S
1020834.983090702095069,243507.682483930431772,X148K2,"S/B Cross Bronx Exwy Service Rd, St Lawrence Av, E 174 St",N,St. Lawrence Triangle,X,Y-CONFSTA-PLGD,Triangle/Plaza,St. Lawrence Triangle,3482.58659549000,282.66721178100,10472,B5,G6350,S
1013332.936377655365504,244814.06326443850412,X010,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East",N,Crotona Park,X,Y-CONFSTA-PARK,Flagship Park,Crotona Park,5485619.44373000041,19566.32286550000,10460,B5,G6350,S
1011863.844482541200705,243674.916440708504524,X010C,Crotona Park South bet. Fulton Av and Crotona Av,N,Victory Garden,X,N-CONFSTA-PARK,Garden,Victory Garden,20189.15043650000,604.30939407700,10456,B5,G6350,S
1016164.072142401942983,244123.701129123015562,X339,Bryant Ave. at E. 174 St.,N,Angie Lee Gonzales Garden,X,N-CONFSTA-PARK,Garden,Angie Lee Gonzales Garden,4680.77604954000,297.25422091100,10460,B5,G6350,S
1016240.609184716711752,244043.765867238718783,X267,E 174 St bet. Bryant Av and Longfellow Av,N,Eae J Mitchell Park,X,Y-CONFSTA-PARK,Neighborhood Park,Eae J Mitchell Park,7822.59165923000,356.71579560800,10460,B5,G6350,S
1016796.81225602410268,244308.400415982119739,X148J2,N/B Cross Bronx Exwy Exit Ramp bet. Boone Av and W Farms Rd,N,Boone Slope,X,N-CONFSTA-PARK,Strip,Boone Slope,304.32317553300,131.75968424500,10460,B5,G6350,S
1017839.950786437257193,244577.472587927273707,X148J,E. 177 St. and Devoe Ave,N,Park,X,N-CONFSTA-PARK,Strip,Strip,2214.38268141000,1460.00309158000,10460,B5,G6350,S
987583.949961427017115,209682.096662446798291,M052,"Broadway To Madison Av, E 23 St To E 26 St",N,Madison Square Park,M,Y-CONFSTA-PARK,Neighborhood Park,Madison Square Park,271785.79686499998,2157.99045297000,10010,B5,G6350,S
991434.478831406566314,223946.861698241671547,M053,"Central Park W, Columbus Av, W 77 To W 81 Sts",N,Theodore Roosevelt Park,M,Y-CONFSTA-PARK,Buildings/Institutions,Theodore Roosevelt Park,768562.77554800001,3520.04657809000,10024,B5,G6350,S
1000850.685427385265939,245377.338485467829742,M054,"Broadway, St Nicholas Av, W 166 St To W 168 St",N,Mitchel Square,M,N-CONFSTA-PARK,Triangle/Plaza,Mitchell Square,33196.04800760000,960.49235975200,10032,B5,G6350,S
999844.892296041129157,232377.812378252419876,M058,"Madison Ave, E. 120 St. to E. 124 St.",N,Marcus Garvey Park,M,N-CONFSTA-PARK,Community Park,Marcus Garvey Park,856609.48423700000,3706.61426706000,10027,B5,G6350,S
991623.111045778729022,205324.984903986362042,M059,"Ave. C, FDR Dr., E. 17 St.",N,Murphy's Brother's Playground,M,N-CONFSTA-PARK,Playground,Murphy's Brother's Playground,54023.52929740000,1275.72583968000,10009,B5,G6350,S
1012929.74321708001662,248180.177083619899349,X323,E 178 St. bet. Bathgate and 3 Ave.,N,El Batey de Doa Provi Garden,X,N-CONFSTA-PARK,Garden,El Batey de Doa Provi Garden,5686.81901327000,311.15096118400,10457,B5,G6350,S
1013233.325895265094005,247249.992492430552375,X010A,E 175 St to E Tremont Av bet. 3 Av and Arthur Ave,N,Tremont Park,X,Y-CONFSTA-ZONE,Neighborhood Park,Tremont Park,654732.61796199996,3289.02843827000,10457,B5,G6350,S
1013626.501625139499083,246537.783290473103989,X148G2,S/B Cross Bronx Exwy bet. Arthur Av and Crotona Av,N,Park,X,Y-CONFSTA-PARK,Strip,Strip,2033.50884106000,807.21273286600,10457,B5,G6350,S
1012451.946843100828119,246813.928315646073315,X148F2,E. 175 St. bet. Bathgate Ave. and 3 Ave.,N,Park,X,N-CONFSTA-PARK,Undeveloped,Park,22473.12593310000,656.08734857100,10457,B5,G6350,S
1012177.352465992909856,246888.380733055557357,X148F1,S/S E 175 St bet. Bathgate and Washington Av,N,Park,X,N-CONFSTA-PARK,Undeveloped,Park,39099.59475160000,805.04589776100,10457,B5,G6350,S
1011838.701542285038158,246902.319447828282136,X148F3,Cross Bronx Exwy bet. Park Av and Washington Av,N,Park,X,N-CONFSTA-PARK,Undeveloped,Park,25459.28548770000,775.40825159100,10457,B5,G6350,S
1011358.28373967949301,246984.073289918771479,X148F4,Cross Bronx Exwy bet. Webster Av and Park Av,N,Park,X,N-CONFSTA-PARK,Undeveloped,Park,33229.83323680000,816.28314814900,10457,B5,G6350,S
1012243.782406058278866,247154.826011366239982,X281,W 175 St bet. Washington Av and Bathgate Av,N,Stop & Go Playground,X,Y-CONFSTA-PLGD,Playground,Stop & Go Playground,13466.80470930000,690.77514929500,10457,B5,G6350,S
1014482.225765899638645,246515.960539861174766,X148H1,Fairmount Pl bet. Clinton Av and Prospect Av,N,Prospect Playground,X,N-CONFSTA-PARK,Jointly Operated Playground,Prospect Playground,62652.04874140000,1015.74778902000,10457,B5,G6350,S
1014800.053696043789387,246343.931988064257894,X148H2,Prospect Ave. bet. N/B Cross Bronx Exwy. and Fairmount Pl.,N,Fairmount Playground,X,N-CONFSTA-PARK,Triangle/Plaza,Fairmount Playground,21705.00986630000,762.01611026300,10460,B5,G6350,S
1015029.4580430110218,246133.031523175595794,X148H3,Marimon Av bet. N/B Cross Bronx Exw and Fairmount Pl,N,Park,X,N-CONFSTA-PARK,Strip,Strip,1398.24836983000,682.17925972200,10460,B5,G6350,S
1014194.409629870671779,246406.165971043723403,X148H,S/S E 176 St bet. Crotona Av and Prospect Av,N,Admiral Farragut Playground,X,N-CONFSTA-PARK,Playground,Admiral Farragut Playground,56740.61758700000,1359.66992597000,10457,B5,G6350,S
1013803.639671240118332,246699.170505126443459,X148G1,N/B Cross Bronx Exwy bet. Belmont Av and Crotona Av,N,Park,X,N-CONFSTA-PARK,Strip,Strip,1071.09871890000,436.32738291200,10457,B5,G6350,S
1017667.43133360077627,246674.451284213981126,X311,E. 180 St. bet. Vyse Ave. and Boston Rd.,N,West Farms Soldiers Cemetery,X,N-CONFSTA-PARK,Cemetery,West Farms Soldiers Cemetery,29409.61791690000,690.50898053700,10460,B5,G6350,S
1016529.53965030098334,245093.584556286543375,X148I3,Cross Bronx Exwy Srvc Rd N bet. Bryant Av and Boston Av,N,Park,X,Y-CONFSTA-PARK,Strip,Strip,1511.18565984000,190.90972941500,10460,B5,G6350,S
997075.344961343915202,240240.093094185285736,M072,"Riverside Dr to Henry Hudson Pkwy, W 153 St",N,Riverside Park,M,N-CONFSTA-PARK,Neighborhood Park,Riverside Park,581736.49172799999,13708.67539040000,10031,B5,G6350,S
981047.306049843900837,200532.222866560332477,M308,Chambers St. bet.ween Greenwich St. and West St.,N,Washington Market Park,M,N-CONFSTA-PARK,Neighborhood Park,Washington Market Park,93850.00450120000,1466.47477414000,10013,B5,G6350,S
980901.824824044364505,200212.190148642665008,M366,Warren St. bet. Greenwich St. and West St.,N,Tribeca Dog Run,M,N-CONFSTA-PARK,Recreation Field/Courts,Tribeca Dog Run,4218.84073958000,274.69717708900,10007,B5,G6350,S
997112.327551201567985,238607.523274627310457,M055,"Broadway, Hamilton Pl., W. 138 St.",N,Montefiore Square,M,N-CONFSTA-PARK,Triangle/Plaza,Montefiore SquarePark,15305.06386830000,660.80671131100,10031,B5,G6350,S
989265.890328193781897,221101.286959171295166,M051,"Broadway To Columbus Ave, W. 66 St.",N,Richard Tucker Square,M,N-CONFSTA-PARK,Triangle/Plaza,Richard Tucker Square,2358.65756999000,247.09937845500,10023,B5,G6350,S
1016087.700449909665622,205218.164113978593377,Q492,"Grand Ave., 57 Ave. bet. 74 St. and 80 St.",N,Elmhurst Park,Q,N-CONFSTA-PARK,Community Park,Elmhurst Park,265356.24376899999,2414.20624545000,11373,B5,G6350,S
982843.983981646015309,197617.220795420842478,M385,Fulton St.bet. Ryders Alley and Gold St.,N,DeLury Square,M,N-CONFSTA-PARK,Triangle/Plaza,DeLury Square,9143.94188575000,382.18073713000,10038,B5,G6350,S
1003147.530634118826129,238794.508749006374273,X344,Major Deegan Exwy bet. E. 149 St and E. 153 St,Y,Mill Pond Park,X,N-CONFSTA-PARK,Neighborhood Park,Mill Pond Park,674464.01884399995,5227.41569870000,10451,B5,G6350,S
1015703.135367820970714,247741.157445881603053,X236,E 180 St bet. Prospect Av and Mapes Av,N,Mapes Pool,X,N-CONFSTA-PARK,Jointly Operated Playground,Mapes Pool,30828.75954570000,803.02200274500,10457,B5,G6350,S
1016748.979207946802489,247890.606545876740711,X346,Hornaday Pl bet. Crotona Pkwy and Mohegan Av,N,Volky Garden & Flowers,X,N-CONFSTA-PARK,Garden,Volky Garden & Flowers,5119.16815864000,303.54924731200,10460,B5,G6350,S
1017171.749366479925811,246734.009822296822676,X266A,E. 180 St. bet. Vyse Ave. and Daly Ave.,N,Krystal Garden Group,X,N-CONFSTA-PARK,Garden,Krystal Garden Group,26773.57012760000,710.10282332800,10460,B5,G6350,S
999824.082651481148787,226387.10292981332168,M271B,E. 102 St. bet. 2 Ave and 1 Ave,N,Park,M,N-CONFSTA-PARK,Undeveloped,Park,2006.28349899000,207.11543937100,10029,B5,G6350,S
999795.948543288977817,225883.607166700618109,M271A,E. 100 St. to E. 101 St. bet. 2 Ave. and 1 Ave.,N,Harlem RBI,M,N-CONFSTA-PARK,Recreation Field/Courts,Harlem RBI,34923.03752620000,760.29654443100,10029,B5,G6350,S
1005993.183334357687272,251965.083956918417243,M300,10 Ave. bet. Academy St. and the Harlem River,Y,Sherman Creek,M,N-CONFSTA-PARK,Neighborhood Park,Sherman Creek,684277.59866400005,4351.10721215000,10040,B5,G6350,S
1004853.297836799873039,257185.363007450505393,M042,"Dyckman St, Hudson River, Harlem River S",Y,Inwood Hill Park,M,Y-CONFSTA-PARK,Community Park,Inwood Hill Park,8463262.70601000078,19581.44502290000,10034,B5,G6350,S
1006462.7598368790932,256491.403025576466462,M043,"Broadway, Isham St, Inwood Pk",N,Isham Park,M,N-CONFSTA-PARK,Community Park,Isham Park,868090.90130200004,8498.99655934000,10034,B5,G6350,S
1002084.674416476162151,228268.529819262796082,M047,"1 Ave., FDR Dr., bet. E. 111 St. and E. 114 St.",N,Thomas Jefferson Park,M,N-CONFSTA-PARK,Community Park,Thomas Jefferson Park,574624.94608200004,3089.18609177000,10029,B5,G6350,S
990751.11083466175478,228608.13437897519907,M048,"Riverside Dr., W. 91 St. To W. 95 St.",N,Joan Of Arc Park,M,N-CONFSTA-PARK,Triangle/Plaza,Joan Of Arc Park,68865.31831030000,1924.21287455000,10025,B5,G6350,S
1014651.455315906670876,249817.363696668093326,X069,E. 182 St. at Quarry Rd. and Arthur Ave.,N,Hutton Triangle,X,N-CONFSTA-PARK,Triangle/Plaza,Hutton Triangle,4776.32458329000,280.28970791100,10457,B5,G6350,S
1015805.502298968611285,249365.250428859697422,X071,Crotona Ave. at Grote St. and Garden St.,N,Whalen Grove,X,N-CONFSTA-PARK,Triangle/Plaza,Whalen Grove,5320.13390614000,317.56399074400,10457,B5,G6350,S
1013755.189769028918818,249397.497578207025072,X036,E. 181 St. at Third Ave. and Quarry Rd.,N,Murphy Triangle,X,N-CONFSTA-PARK,Triangle/Plaza,Murphy Triangle,4474.08414204000,276.98905291200,10457,B5,G6350,S
1014444.091277019237168,249289.409614197647898,X263,"E. 181 St., Oak Tree Pl. bet. Quarry Rd. and Hughes Ave.",N,Quarry Ballfields,X,N-CONFSTA-PARK,Recreation Field/Courts,Quarry Ballfields,192037.83591699999,2095.33215482000,10457,B5,G6350,S
983461.896502004237846,208487.88499124388909,M044,"8 Ave. To Greenwich Ave., Horatio St.",N,Jackson Square,M,N-CONFSTA-PARK,Triangle/Plaza,Jackson Square,9901.36592345000,456.89479178600,10011,B5,G6350,S
998242.784323506057262,219535.258703100087587,M045,"FDR Dr., E 76 St. To E 78 St.",N,John Jay Park,M,Y-CONFSTA-PARK,Community Park,John Jay Park,144561.90535200000,1636.46464009000,10162,B5,G6350,S
1015320.172969267005101,249080.177555777976522,X108,E 182 St bet. Belmont Av and Croton Av,N,Belmont Playground,X,Y-CONFSTA-PARK,Playground,Belmont Playground,95647.67514060000,1429.98360596000,10457,B5,G6350,S
1016070.417277375934646,248443.208142818883061,X293,Prospect Av bet. E 181 St and E 182 St,N,Garden Of Happiness,X,N-CONFSTA-PARK,Garden,Garden Of Happiness,15302.81257960000,505.82430419100,10460,B5,G6350,S
1015591.199849062715657,251149.366498751449399,X102,E 188 St bet. Arthur Av and Hughes Av,N,Ciccarone Park,X,N-CONFSTA-PARK,Triangle/Plaza,Ciccarone Park,34833.33405100000,747.78515027100,10458,B5,G6350,S
1013330.331883344333619,251240.18854016973637,X302,E 183 St bet. Park Av and Webster Av,N,Thorpe Family Playground,X,N-CONFSTA-PARK,Playground,Thorpe Family Playground,9318.78782798000,386.31486807400,10458,B5,G6350,S
1013680.06746008596383,251071.550346509000519,X280,E 183 St bet. Washington Av and Park Av,N,Washington Park,X,N-CONFSTA-PARK,Playground,Washington Park,22738.88171420000,757.86792019500,10458,B5,G6350,S
1014929.472432673792355,250152.493406607944053,X068,Adams Pl bet. Cresent Av and E 183 St,N,D'Auria-Murphy Triangle,X,N-CONFSTA-PARK,Triangle/Plaza,D'Auria-Murphy Triangle,7984.96561620000,398.52175678200,10458,B5,G6350,S
1013579.75480626442004,249926.653878540091682,X252A,Bathgate Av bet. E 182 St and E 181 St,N,Charles W Cooke Farm Garden,X,N-CONFSTA-PARK,Garden,Charles W Cooke Farm Garden,19320.56920660000,623.69376462600,10457,B5,G6350,S
1013585.124109,250267.885484336817171,X252B,E 182 St bet. Bassford Av and Washington Av,N,Farm in the Bronx,X,N-CONFSTA-PARK,Garden,Farm in the Bronx,8193.23217761000,415.22352345300,10457,B5,G6350,S
1013500.726335834129713,249995.021155888942303,X252,Washington to Bathgate Av bet. W 181 St and E 183 St,N,Bathgate Playground,X,N-CONFSTA-PARK,Neighborhood Park,Bathgate Playground,112824.65244200001,1626.60949122000,10457,B5,G6350,S
1004840.631460105883889,239242.439841348124901,X047,"Gerard Ave., Walton Ave., Grand Concourse bet. E. 151 St., E. 153 St. and E. 158 St.",N,Franz Sigel Park,X,N-CONFSTA-PARK,Community Park,Franz Sigel Park,669476.25217800005,4992.66859296000,10451,B5,G6350,S
1005653.462073265458457,241141.006681815400952,X028,Grand Concourse to Walton Av bet. E 161 St and E 164 St,N,Joyce Kilmer Park,X,N-CONFSTA-PARK,Community Park,Joyce Kilmer Park,269755.22422199999,2511.41114945000,10451,B5,G6350,S
1005436.000603677239269,242108.234582871809835,X254,River Ave. bet. E 164 St. and E. 165 St.,N,Lot,X,N-CONFSTA-PARK,Lot,Lot,76768.07303060000,1604.02243665000,10452,B5,G6350,S
1013877.908796039642766,252392.400979014637414,X174,E. 188 St. bet. Webster Ave. and Park Ave.,N,Webster Playground,X,N-CONFSTA-PARK,Playground,Webster Playground,34848.18324170000,774.04059347800,10458,B5,G6350,S
1017091.504320581560023,251868.384526989626465,X059,Dr Kazimiroff Blvd and Crotona Av at E Fordham Rd,N,Sergeant Johnson Triangle,X,N-CONFSTA-PARK,Triangle/Plaza,Sergeant Johnson Triangle,5064.99180502000,311.36893969100,10458,B5,G6350,S
1014430.985557829379104,252017.871888786554337,X061,E. 188 St. at 3 Ave. and Washington Ave.,N,Flood Triangle,X,N-CONFSTA-PARK,Triangle/Plaza,Flood Triangle,3401.67198074000,288.47029156600,10458,B5,G6350,S
1003788.836793486145325,242139.775799587223446,X333,W 162 St bet. Woodycrest Av and Ogden Av,N,Woodycrest Community Garden,X,N-CONFSTA-PARK,Garden,Woodycrest Community Garden,5752.51466959000,323.70865274400,10452,B5,G6350,S
1005224.021845226408914,242688.551596473640529,X034,Jerome Av to River Av bet. E 164 St and McClellan St at Cromwell Ave,N,Mullaly Park,X,N-CONFSTA-PARK,Community Park,Mullaly Park,655558.90415800002,4660.18556121000,10452,B5,G6350,S
997732.627962994156405,239150.872852731525199,M041,"Hamilton Pl., W. 140 St. To W. 141 St.",N,Alexander Hamilton Playground,M,Y-CONFSTA-PARK,Playground,Alexander Hamilton Playground,36547.56488530000,785.25964430200,10031,B5,G6350,S
1005459.171125768101774,244705.257944436569232,X067,Shakespeare Av at W 168 St and Wodycrest Av,N,Martin Luther King Triangle,X,N-CONFSTA-PARK,Triangle/Plaza,Martin Luther King Triangle,4511.33329037000,314.67681215600,10452,B5,G6350,S
1004891.895855551352724,243708.198666826181579,X328,Woodycrest Av bet. W 167 St and W 166 St,N,Las Casitas Community Garden,X,N-CONFSTA-PARK,Garden,Las Casitas Community Garden,8402.72830636000,368.94542058000,10452,B5,G6350,S
1004494.211772515438497,243425.488978073466569,X168,W 166 St bet. Woodycrest Av and Nelson Av,N,Nelson Playground,X,N-CONFSTA-PARK,Playground,Nelson Playground,53627.34142790000,1166.00566867000,10452,B5,G6350,S
1003481.769149555591866,242831.153830093622673,X303,Summit Ave. at W. 164 St.,N,Park,X,N-CONFSTA-PARK,Undeveloped,Park,2695.28470109000,246.17133639400,10452,B5,G6350,S
1003891.544227247009985,242615.72966858377913,X296,W 164 St and Nelson Av bet. Ogden Av and Woodycrest Ave,N,Taqwa Community Farm,X,N-CONFSTA-PARK,Garden,Taqwa Community Farm,21510.84139210000,631.19778127100,10452,B5,G6350,S
1004752.463393330690451,242587.470525798940798,X105,Jerome Ave. at E. 165 St.,N,Jerome Slope,X,N-CONFSTA-PARK,Nature Area,Jerome Slope,34267.67354950000,1241.53101097000,10452,B5,G6350,S
1003825.029571622493677,242372.245948232710361,X327,W 163 St bet. Ogden Av and Woodycrest Av,N,La Isla Garden,X,Y-CONFSTA-PARK,Garden,La Isla Garden,5087.35347252000,303.49491280900,10452,B5,G6350,S
1008342.354242281289771,244173.965482280269498,X271,E 170 St bet. Sheridan Av and Morris Av,N,Grant Park,X,Y-CONFSTA-PARK,Neighborhood Park,Grant Park,164442.57796800000,3720.48273958000,10456,B5,G6350,S
1007350.52379750739783,243166.877976609830512,X225,E 167 St bet. Sheridan Av and Sherman Av,N,Park,X,N-CONFSTA-PARK,Undeveloped,Park,978.98767613200,137.99915668300,10456,B5,G6350,S
1016132.023686280124821,246808.470645060297102,X011,Crotona Pkwy bet. Bronx Park South and E 175 St,N,Crotona Parkway Malls,X,Y-CONFSTA-ZONE,Mall,Crotona Parkway Malls,156459.53585700001,6853.52064392000,10460,B5,G6350,S
1007846.303481657290831,242146.437631850509206,X115,Morris Av bet. Mc Clellan St and E 166 St,N,Mott Playground,X,N-CONFSTA-PARK,Jointly Operated Playground,Mott Playground,41760.85159400000,818.41828821100,10456,B5,G6350,S
1005523.984266394516453,245340.996383810415864,X269,Nelson Av bet. W 169 St and W 170 St,N,Cpl Fischer Park,X,N-CONFSTA-PARK,Undeveloped,Cpl Fischer Park,24251.25311670000,1008.78956675000,10452,B5,G6350,S
1007964.873410644126125,240624.502085665706545,X219,E 164 St bet. Teller Av and Clay Av at Park Ave,N,Arcilla Playground,X,Y-CONFSTA-PLGD,Jointly Operated Playground,Arcilla Playground,62093.52559680000,999.15072109000,10451,B5,G6350,S
997184.324740797746927,234215.509363935998408,M034,"St Nicholas Av, Manhattan Av, W 123 St",N,Hancock Park,M,N-CONFSTA-PARK,Triangle/Plaza,Hancock Park,3215.87185198000,252.29659465000,10027,B5,G6350,S
1002035.576654483564198,240658.926994832785567,M035,"7 Ave., Macombs Pl., At W. 153 St.",N,Colonel Charles Young Triangle,M,N-CONFSTA-PARK,Triangle/Plaza,Colonel Charles Young Triangle,38438.99858990000,802.09854383800,10039,B5,G6350,S
987672.776141935028136,212628.87698209102382,M036,"Broadway, Av Of Americas, bet. W 34 St and W 35 St",N,Herald Square,M,N-CONFSTA-PARK,Triangle/Plaza,Herald Square,9114.70829424000,523.98309632900,10001,B5,G6350,S
1008429.333542776759714,244702.383988076326204,X226,E 170 St bet. Grant Av and Sheridan Av,N,Park,X,N-CONFSTA-PARK,Undeveloped,Park,592.63072436100,122.82364828800,10456,B5,G6350,S
1008278.331660912837833,243913.640897819946986,X271A,Grant Av bet. E 169 St and E 170 St,N,Dred Scott Bird Sanctuary,X,N-CONFSTA-PARK,Garden,Dred Scott Bird Sanctuary,20625.46011780000,611.70010499700,10456,B5,G6350,S
1002947.026790450909175,251041.091413093992742,M031,"Broadway To Wadsworth Terr, W 189 St To W 190 St",N,Gorman Park,M,N-CONFSTA-PARK,Neighborhood Park,Gorman Park,77197.74606790001,1115.79480843000,10040,B5,G6350,S
987486.753029078245163,212016.350185950606829,M032,"Broadway, Av Of Americas, bet. W 32 St and W 33 St",N,Greeley Square Park,M,N-CONFSTA-PARK,Triangle/Plaza,Greeley Square Park,6423.28597451000,447.42463907600,10001,B5,G6350,S
1009099.901075662230141,243188.976762267760932,X321,E 169th St bet. Teller Av and Clay Av,N,Claremont Neighborhood Garden,X,Y-CONFSTA-PARK,Garden,Claremont Neighborhood Garden,8500.08164875000,370.00321271500,10456,B5,G6350,S
986046.447310602059588,198375.636293196759652,M019,"Cherry St, Pike St, Monroe St",N,Coleman Playground,M,Y-CONFSTA-PARK,Playground,Coleman Playground,92345.03723450001,1598.15378390000,10002,B5,G6350,S
1000107.05609875859227,240609.18141612195177,M023,"St Nicholas Av, W 150 St To St Nicholas Av",N,Donnellan Square,M,N-CONFSTA-PARK,Triangle/Plaza,Donnellan Square,4707.49296119000,323.41184247800,10031,B5,G6350,S
981653.483881428954192,200562.622859387542121,M025,"Hudson St., Duane St.",N,Duane Park,M,N-CONFSTA-PARK,Triangle/Plaza,Duane Park,5009.87840169000,324.39584640200,10013,B5,G6350,S
1005584.461108310380951,255325.973016259114956,M026,Broadway and W. 204 St.,N,Dyckman House Museum,M,N-CONFSTA-PARK,Historic House Park,Dyckman House Museum,23710.63254090000,651.29308515100,10034,B5,G6350,S
1004506.699919584207237,246077.192319067689823,X120,Dr. MLK Jr. Blvd. at W. 170 St.,N,Highbridge Park,X,N-CONFSTA-PARK,Neighborhood Park,Highbridge Park,35315.26733480000,1022.88064890000,10452,B5,G6350,S
1005350.276993114268407,246014.854719876107993,X287,"Ogden Av, Plimpton Av, W 170 St",N,Ogden Plimpton Playground,X,N-CONFSTA-PARK,Playground,Ogden Plimpton Playground,10417.75391960000,408.44384621100,10452,B5,G6350,S
1007202.036033734446391,246695.370418524224078,X114,Goble Pl bet. Inwood Av and Macombs Rd,N,Goble Playground,X,N-CONFSTA-PARK,Playground,Goble Playground,20093.10574830000,592.56959593000,10452,B5,G6350,S
1009158.672551140189171,246401.730702149507124,X081,Mount Eden Pkwy bet. Weeks Av and Walton Av,N,Mount Eden Malls,X,N-CONFSTA-PARK,Mall,Mount Eden Malls,70401.42669789999,2755.80577174000,10457,B5,G6350,S
983497.666370040853508,205182.002949593384983,M027,"Downing St to Carmine St, Av Of Americas",N,Downing Street Playground,M,Y-CONFSTA-PARK,Playground,Downing Street Playground,10135.20047510000,561.46911538000,10014,B5,G6350,S
1007103.257076764362864,250832.389980168954935,X111,W 179 St bet. Cedar Av and Sedgwick Av,N,Cedar Playground,X,Y-CONFSTA-ZONE,Neighborhood Park,Cedar Playground,78439.08676090000,1323.24823131000,10453,B5,G6350,S
1007280.806289574247785,250356.104091719316784,X283,Billingsley Ter bet. Phelan Pl and Sedwick Av,N,Beanstalk Playground,X,N-CONFSTA-PARK,Playground,Beanstalk Playground,14447.99339670000,542.24804071100,10453,B5,G6350,S
1005384.740817881538533,206132.896621414663969,Q360A,53 Ave.bet. 43 St. and 44 St.,N,Park,Q,N-CONFSTA-PARK,Strip,Strip,473.81835559800,780.34254643300,11378,B5,G6350,S
1008094.068700835574418,247085.704428428114625,X148C7,S/s Cross Bronx Exwy bet. Townsend Av and Jerome Av,N,Jerome Playground South,X,N-CONFSTA-PARK,Recreation Field/Courts,Jerome Playground South,14624.28439140000,691.52079774300,10452,B5,G6350,S
1009304.092074512271211,249077.033016350993421,X257,E. 177 St. at Walton Ave.,N,Mount Hope Playground,X,N-CONFSTA-PARK,Playground,Mount Hope Playground,30469.63096970000,774.98172738800,10453,B5,G6350,S
1007575.767388556967489,248458.15666054279427,X265,Macombs Rd bet. W 176 St and W 175 St,N,Galileo Playground,X,Y-CONFSTA-PLGD,Playground,Galileo Playground,32849.47326910000,781.22537291800,10453,B5,G6350,S
1006917.677828995510936,248459.101222417346435,X082,University Av bet. W 174 St and W Tremont Av,N,University Malls,X,N-CONFSTA-PARK,Mall,University Malls,32387.41910720000,2726.13317820000,10453,B5,G6350,S
1006577.805611434625462,247795.50526739898487,X295,Nelson Av bet. Featherbed La and W 174 St,N,Half-Nelson Playground,X,Y-CONFSTA-PARK,Playground,Half-Nelson Playground,28134.30738580000,697.68228316600,10453,B5,G6350,S
1006140.70508021581918,247662.12458485935349,X077,Dr. MLK Jr. Blvd and Featherbed La.,N,Featherbed Triangle,X,N-CONFSTA-PARK,Triangle/Plaza,Featherbed Triangle,5393.09195550000,384.12986812900,10452,B5,G6350,S
1005715.601195850875229,246751.662327453435864,X148A2,Plimpton Ave. bet. W. 172 St. and  Edward L Grant Hwy.,N,Plimpton Playground,X,N-CONFSTA-PARK,Playground,Plimpton Playground,40376.65428360000,1045.21511901000,10452,B5,G6350,S
1007211.838258819305338,247054.679479702055687,X148B2,W. Mount Eden Ave. at Macombs Rd.,N,Park,X,N-CONFSTA-PARK,Triangle/Plaza,Park,1699.37575099000,271.04264634600,10452,B5,G6350,S
1007674.106833626632579,247068.651696560438722,X148C3,W Mount Eden Av bet. Inwood and Jerome Av,N,Inwood Park,X,N-CONFSTA-PARK,Triangle/Plaza,Inwood Park,15441.58191880000,738.90492300300,10452,B5,G6350,S
1010755.445657199248672,247301.458169937133789,X258,Anthony Av bet. Prospect Pl and Ittner Pl,N,Cleopatra Playground,X,N-CONFSTA-PARK,Playground,Cleopatra Playground,27206.88516850000,919.19588963800,10457,B5,G6350,S
1011483.037785407155752,248710.479931884154212,X017,Valentine Av bet. E Tremont Av and E Burnside Ave,N,Richman (Echo) Park,X,Y-CONFSTA-PLGD,Neighborhood Park,Richman (Echo) Park,191999.79140500000,2146.97154598000,10457,B5,G6350,S
1011311.44701502576936,254481.853734637610614,X001,Aqueduct Ave. W. bet. W. Fordham Rd. and W. Kingsbridge Rd.,N,Aqueduct Walk,X,N-CONFSTA-PARK,Community Park,Aqueduct Walk,91450.23934330000,4366.06097754000,10468,B5,G6350,S
1044180.735226546064951,247025.950043358519906,X253,City Island Ave bet. Centre St. and Winter St.,Y,Ambrosini Field,X,N-CONFSTA-PARK,Recreation Field/Courts,Ambrosini Field,263831.26421400002,2635.61017489000,10464,B5,G6350,S
1029761.679323049844243,149883.063671127485577,Q494,"Beach 116 St.,  Ocean Promenade",Y,Flight 587 Memorial Park,Q,N-CONFSTA-PARK,Triangle/Plaza,Flight 587 Memorial Park,6547.11643973000,403.97931368400,11694,B5,G6350,S
