,BOROUGH,COMFORTSTA,EAPPLY,GISPROPNUM,LOCATION,SHAPE_area,SHAPE_len,SIGNNAME,TYPECATEGO,WATERFRONT
1582,B,Y-CONFSTA-PARK,Carver Playground (PS 40),B347,Sumpter St. to Marion St. between Howard Ave. and Ralph Ave.,42182.0036783,821.741960453,Carver Playground,Jointly Operated Playground,N
1583,B,Y-CONFSTA-PARK,Willoughby Playground (PS 23),B348,"Tompkins Ave., Willoughby Ave., Vernon Ave.",41334.1753449,953.43120796,Willoughby Playground,Jointly Operated Playground,N
1584,B,N-CONFSTA-PARK,Bath Playground (JHS 281),B349,Bath Ave. between 24 Ave. and Bay 37 St.,49281.4955801,1335.88418843,Bath Playground,Jointly Operated Playground,N
1585,B,Y-CONFSTA-PARK,Elijah Stroud Playground (PS 316),B350,Sterling Pl. to Park Pl. between Classon Ave. and Washington Ave.,51575.2543627,1222.82731648,Stroud Playground,Jointly Operated Playground,N
1586,B,N-CONFSTA-PARK,Kosciuszko Pool,B351,Marcy Ave. between Kosciuszko St. and Dekalb Ave.,103969.645704,1549.35012821,Kosciuszko Pool,Buildings/Institutions,N
1587,B,N-CONFSTA-PARK,Curtis Playground,B352,Foster Ave. between E. 81 St. and E. 82 St.,42751.1170476,829.162755706,Curtis Playground,Playground,N
1588,B,N-CONFSTA-PARK,Bergen Beach Playground (PS 312),B353,E. 71 St. between Ave. N and Ave. T,40437.899628,830.347398416,Bergen Beach Playground,Jointly Operated Playground,N
1589,B,N-CONFSTA-PARK,North Pacific Playground,B356,Pacific St. between Nevins St. and 3 Ave.,6934.66230973,335.247031885,North Pacific Playground,Playground,N
1590,B,Y-CONFSTA-PARK,De Hostos Playground (IS 318),B358,Harrison Ave. between Walton St. and Lorimer St.,41095.4986709,810.88111693,De Hostos Playground,Jointly Operated Playground,N
1591,B,Y-CONFSTA-PARK,Eleanor Roosevelt Playground (PS 81),B359,Kosciuszko St. to Dekalb Ave. between Lewis Ave. and Stuyvesant Ave.,50334.3683165,1048.74793301,Eleanor Roosevelt Playground,Jointly Operated Playground,N
1592,B,N-CONFSTA-PARK,Remsen Playground (PS 114),B360,Remsen Ave. and Glenwood Rd.,44337.4009715,936.388759745,Remsen Playground,Jointly Operated Playground,N
1593,B,Y-CONFSTA-PARK,Chester Playground (PS 327),B362,Chester St. to Bristol St. between Sutter Ave. and Pitkin Ave.,50175.1259638,1064.65093136,Chester Playground,Jointly Operated Playground,N
1594,B,N-CONFSTA-PARK,Houston Playground (PS 332),B363,Glenmore Ave. between Powell St. and Sackman St.,40805.7502329,808.03144264,Houston Playground,Jointly Operated Playground,N
1595,B,Y-CONFSTA-PARK,Woods Playground (PS 345),B364,"Bergen St., Utica Ave., Rochester Ave., St Mark's Ave.",62659.8816973,1070.14009098,Woods Playground,Jointly Operated Playground,N
1596,B,N-CONFSTA-PARK,Duke Park,B366,New Jersey Ave. between Blake Ave. and Dumont Ave.,5701.06534779,311.549326665,Duke Park,Playground,N
1597,B,N-CONFSTA-PARK,Livonia Park,B367,Livonia Ave. between Powell St. and Junius St.,40763.2462111,807.61414443,Livonia Park,Neighborhood Park,N
1598,B,N-CONFSTA-PARK,Cyclone Site,B368,W. 10 St. between Surf Ave. and Public Beach,48286.8766916,1436.00505226,Cyclone Site,Buildings/Institutions,N
1599,B,N-CONFSTA-PARK,Steeplechase Park,B369,"Surf Ave. between W. 16 St. and W. 19 St., Public Beach",436049.006338,2974.62837272,Steeplechase Park,Community Park,Y
1600,B,N-CONFSTA-PARK,Abe Stark Skating Rink,B336,Surf Ave. to the Boardwalk between W. 19 St. and W. 20 St.,383781.990995,2554.77757199,Abe Stark Skating Rink,Buildings/Institutions,Y
1601,B,Y-CONFSTA-PARK,Friends Field,B372,"Ave. L, E. 4 St., Mcdonald Ave., Ave. M",279100.764336,2405.49308134,Friends Field,Community Park,N
1602,B,N-CONFSTA-PARK,Floyd Patterson Ballfields,B377,"Christopher Ave., Riverdale Ave., Newport St., Mother Gaston Blvd.",102488.691504,1413.49087892,Floyd Patterson Ballfields,Recreation Field/Courts,N
1603,B,N-CONFSTA-PARK,University Place,B378,Flatbush Ave. at Fleet St.,48963.9967503,1406.27985041,University Place,Triangle/Plaza,N
1604,B,N-CONFSTA-PARK,Robert Venable Park,B380,"Belmont Ave., Sutter Ave., Sheridan Ave. and Grant Ave.",128561.971277,1792.27510652,Robert E. Venable Park,Neighborhood Park,N
1605,B,Y-CONFSTA-ZONE,McCarren Park,B058,"N. 12 St., Lorimer St., Manhattan Ave. bet. Bayard St. and Berry St. - Nassau Ave.",1579899.90185,11947.0412503,McCarren Park,Community Park,N
1606,B,N-CONFSTA-PARK,Thomas Boyland Park,B381,Broadway between Granite St. and Aberdeen St.,80174.4928223,1789.68552786,Thomas Boyland Park,Neighborhood Park,N
1607,B,N-CONFSTA-PARK,Roberto Clemente Ballfield,B382A,Division Ave. between Wythe Ave. and Kent Ave.,84104.1908666,1200.09172447,Roberto Clemente Ballfield,Recreation Field/Courts,N
1608,B,N-CONFSTA-PARK,Ten Eyck Plaza,B386,Ten Eyck St. to Stagg St. between Lorimer St. and Union Ave.,20382.6111175,609.126941561,Ten Eyck Plaza,Playground,N
1609,B,N-CONFSTA-PARK,Saratoga Ballfields,B387,Hopkinson Ave. between Pacific St. and Dean St.,47545.4755835,877.365499156,Saratoga Ballfields,Jointly Operated Playground,N
1610,B,N-CONFSTA-PARK,Gateway Triangle,B388,"Vanderbilt Ave., Gates Ave. and Fulton St.",3424.21724408,286.479387366,Gateway Triangle,Triangle/Plaza,N
1611,B,N-CONFSTA-PARK,Umma Park,B389,Woodruff Ave. and Ocean Ave.,9429.00597156,746.735719552,Umma Park,Playground,N
1612,B,Y-CONFSTA-PARK,Mother Cabrini Park,B390,President St. and Van Brunt St.,20752.1228007,653.249774887,Mother Cabrini Park,Playground,N
1613,B,N-CONFSTA-PARK,Lt. Federico Narvaez Tot Lot,B391,Argyle Rd. and Cortelyou Rd.,5619.84624648,310.372688993,Lt. Federico Narvaez Tot Lot,Playground,N
1614,B,N-CONFSTA-PARK,Green Central Knoll,B395,"Flushing Ave., Central Ave., Noll St., Evergreen Ave.",119431.083175,1793.78752552,Green Central Knoll,Neighborhood Park,N
1615,B,N-CONFSTA-PARK,Nehemiakh Park (PS 284),B396,"Watkins St., Mother Gaston Blvd., Livonia Ave., Riverdale Ave.",72631.0594484,1621.40600354,Nehemiah Park,Playground,N
1616,B,N-CONFSTA-PARK,Carter G. Woodson Children's Park,B397,Christopher Ave. between Sutter Ave. and Belmont Ave.,40995.2001484,1008.00708948,Carter G. Woodson Children's Park,Community Park,N
1617,B,N-CONFSTA-PARK,Gardens Of Union,B399,Union St. between 4 Ave. and 5 Ave.,8776.23388766,566.410719445,Gardens Of Union,Garden,N
1618,B,N-CONFSTA-PARK,Magnolia Tree Earth Center,B400,Marcy Ave between Clifton Pl. and Lafayette Ave.,36913.0914399,784.15379895,Magnolia Tree Earth Center,Garden,N
1619,B,N-CONFSTA-PARK,Grand Ferry Park,B401,Grand St. at River St.,72301.1201539,1291.49905292,Grand Ferry Park,Neighborhood Park,Y
1620,B,N-CONFSTA-PARK,Newtown Barge Playground,B135,"Commercial St., Dupont St.",42861.0649574,951.888040493,Newtown Barge Playground,Recreation Field/Courts,N
1621,B,N-CONFSTA-PARK,George Walker Jr. Park,B402,Wyona St. to Vermont St. between Fulton St. and Jamaica Ave.,26440.3704237,672.715706159,George Walker Jr. Park,Neighborhood Park,N
1622,B,N-CONFSTA-PARK,Epiphany Playground,B405,Berry St. between S. 9 St. and S. 10 St.,22455.7997414,704.298805698,Epiphany Playground,Playground,N
1623,B,N-CONFSTA-PARK,Human Compass Garden,B408,Sackett St. and Columbia St.,3541.98441549,270.470356203,Human Compass Garden,Garden,N
1624,B,N-CONFSTA-PARK,The Amazing Garden,B409,Carroll St. and Columbia St.,5010.59862578,285.946516282,The Amazing Garden,Garden,N
1625,B,N-CONFSTA-PARK,The Backyard,B410,"Hamilton Ave., Van Brunt St., Summit St.",8712.15694908,422.220745406,The Backyard,Garden,N
1626,B,N-CONFSTA-PARK,Summit Street Community Garden,B411,Summit St. bet. Columbia St. and Hicks St.,4833.69616984,309.444242077,Summit Street Community Garden,Garden,N
1627,B,N-CONFSTA-PARK,Ridgewood/bushwick Youth Ctr,B412,Gates Ave. to Palmetto St. between Knickerbocker Ave. and Irving Ave.,43684.9972547,1012.90403654,Ridgewood/Bushwick Youth Center,Buildings/Institutions,N
1628,B,N-CONFSTA-PARK,Hull Street Garden,B413,Hull St. between Mother Gaston Blvd. and Broadway,14073.4576574,479.880000792,Hull Street Garden,Garden,N
1629,B,N-CONFSTA-PARK,E 4th Street Garden,B414,E. 4 St. between Caton Ave. and Fort Hamilton Pkwy.,8423.63796776,420.375453718,E 4th Street Garden,Garden,N
1630,B,N-CONFSTA-PARK,Georgia Ave Garden,B415,Georgia Ave. and New Lots Ave.,1834.63866999,210.809404724,Georgia Ave Garden,Garden,N
1631,B,N-CONFSTA-PARK,Tlc Sculpture Park Garden,B416,Glenmore Ave. and Hinsdale Ave.,7682.67698361,353.655219365,TLC Sculpture Park Garden,Garden,N
1632,B,N-CONFSTA-PARK,P.S. 4 Paradise Garden,B417,Glenmore Ave. between Ashford St. and Cleveland St.,13734.9800729,514.336463116,P.S. 4 Paradise Garden,Garden,N
1633,B,N-CONFSTA-PARK,Valentino Pier,B418,Ferris St. between Coffey St. and Van Dyke St.,197149.03724,2235.73995679,Valentino Pier,Neighborhood Park,Y
1634,B,N-CONFSTA-PARK,Sutter Ballfields,B419,Belmont Ave. to Sutter Ave. between Schenck Ave. and Barbey St.,78510.2826643,1192.39023892,Sutter Ballfields,Recreation Field/Courts,N
1635,B,N-CONFSTA-PARK,Garden Beautiful,B420,Broadway and Putnam Ave.,9016.62662472,506.562661803,Garden Beautiful,Garden,N
1636,B,N-CONFSTA-PARK,Brooklyn Bears Carlton Av Garden,B421,Carlton Ave. between Greene Ave. and Fulton St.,6164.9634649,332.789557916,Brooklyn Bears Carlton Ave Garden,Garden,N
1637,B,N-CONFSTA-PARK,Bkln Bears Rockwell Pl Garden,B422,"Flatbush Ave., Lafayette Ave., Rockwell Pl.",3697.5444496,263.592871431,Brooklyn Bears Rockwell Pl Garden,Garden,N
1638,B,N-CONFSTA-PARK,Project Roots,B423,Walton St. between Harrison Ave. and Throop Ave.,7567.10363949,352.456343021,Project Roots,Garden,N
1639,B,N-CONFSTA-PARK,Earth Spirit Garden,B424,S. 2 St. between Driggs Ave. and Roebling St.,10422.17304,408.589798358,Earth Spirit Garden,Garden,N
1640,B,N-CONFSTA-PARK,St Nicholas-olive St Garden,B425,Olive St. between Powers St. and Devoe St.,3912.64156233,254.489835013,St. Nicholas - Olive St. Garden,Garden,N
1641,B,N-CONFSTA-PARK,St Nicholas-powers St Garden,B426,Powers St. between Judge St. and Olive St.,4988.76028471,302.679694467,St. Nicholas - Powers St. Garden,Garden,N
1642,B,N-CONFSTA-PARK,Sunshine Community Garden,B427,McKibbin St. between Manhattan Ave. and Graham Ave.,4921.1237804,300.075710151,Sunshine Community Garden,Garden,N
1643,B,N-CONFSTA-PARK,Goodwin Gardens,B428,Goodwin Pl. and Grove St.,15909.4572422,564.828211316,Goodwin Gardens,Garden,N
1644,B,N-CONFSTA-PARK,Hope Ballfields,B429,Knickerbocker Ave. between Grove St. and Menahan St.,59395.8203035,994.263226632,Hope Ballfield,Neighborhood Park,N
1645,B,N-CONFSTA-PARK,Lewis Playground,B430,Willoughby Ave. between Lewis Ave. and Marcus Garvey Blvd.,7253.2558809,347.204462771,Lewis Playground,Playground,N
1646,B,N-CONFSTA-PARK,American Veterans Memorial Pier,B432,"Bay Ridge Ave., Shore Rd., Upper Bay",138077.830431,1716.85382448,American Veterans Memorial Pier,Waterfront Facility,Y
1647,B,N-CONFSTA-PARK,Hendrick I Lott House,B433,E. 35 St. to E. 36 St. between Fillmore Ave. and Ave. S,32744.2500599,728.771725967,Hendrick I. Lott House,Historic House Park,N
1648,B,N-CONFSTA-PARK,Old Gravesend Cemetery,B434,Van Sicklen St. to McDonald Ave. between Village Rd. and Gravesend Neck Rd.,72389.7435069,1486.15454083,Old Gravesend Cemetery,Cemetery,N
1649,B,N-CONFSTA-PARK,Gethsemane Garden,B436,Newport St. between Bristol St. and Chester St.,1999.99370587,239.999911922,Gethsemane Garden,Garden,N
1650,B,N-CONFSTA-PARK,700 Decatur St Block Association,B438,Hopkinson Ave. and Decatur St.,5020.59249602,286.978316866,700 Decatur St Block Association,Garden,N
1651,B,N-CONFSTA-PARK,All People's Church Of The Apostolic Fa*,B439,Tompkins Ave. and Willoughby Ave.,3160.41643618,248.826468043,All People's Church of the Apostolic Faith Community Garden,Garden,N
1652,B,N-CONFSTA-PARK,Amboy Neighborhood Center,B440,Blake Ave. between Herzl St. and Amboy St.,17554.0092791,646.692827525,Amboy Neighborhood Center,Garden,N
1653,B,N-CONFSTA-PARK,American Heart,B441,Hart St. between Marcy Ave. and Tompkins Ave.,2284.82243864,250.948227707,American Heart,Garden,N
1654,B,N-CONFSTA-PARK,Ps 149 Artsy Bloom Community Garden,B442,Sutter Ave. between Wyona St. and Bradford St.,2462.47913642,256.90587379,P.S. 149 Artsy Bloom Community Garden,Garden,N
1655,B,N-CONFSTA-PARK,Atkins Gardeners,B443,Atkins Ave. between Belmont Ave. and Pitkin Ave.,2883.38764259,260.413858727,Atkins Gardeners,Garden,N
1656,B,N-CONFSTA-PARK,Berry Street Garden,B444,Berry St. between S. 3 St. and S. 2 St.,5946.01563223,368.992401365,Berry Street Garden,Garden,N
1657,B,Y-CONFSTA-PARK,Ten Eych Houses Hdfc,B445,Ten Eyck St. between Union Ave. and Lorminer St.,4997.15977646,301.448140721,Ten Eych Houses Hdfc,Garden,N
1658,B,N-CONFSTA-PARK,Causa Festival Garden,B447,Blake Ave. and Van Siclen Ave.,9010.15479006,430.875938718,Causa Festival Garden,Garden,N
1659,B,N-CONFSTA-PARK,Cedar Tree Garden,B448,Greene Ave. between Classon Ave. and Franklin Ave.,7988.51071572,412.445293866,Cedar Tree Garden,Garden,N
1660,B,N-CONFSTA-PARK,New Vision Garden,B449,Livonia Ave. between Hendrix St. and Schenck Ave.,15138.0524308,618.068438972,New Vision Garden,Garden,N
1661,B,N-CONFSTA-PARK,Clara's Garden,B450,Glenmore Ave. between Schenck Ave. and Hendrix St.,6206.23671669,315.120602017,Clara's Garden,Garden,N
1662,B,N-CONFSTA-PARK,Clifton Pl Memorial Park and Garden,B451,Clifton Pl. and Bedford Ave.,7569.50996727,348.663692925,Clifton Pl Memorial Park and Garden,Garden,N
1663,B,N-CONFSTA-PARK,Concerned Residents of Montauk Avenue,B453,Montauk Ave. between Pitkin Ave. and Belmont Ave.,4154.68066089,287.738843046,Concerned Residents of Montauk Avenue,Garden,N
1664,B,N-CONFSTA-PARK,Cooper St Block Buster Bl Association,B454,Cooper St. between Bushwick Ave. and Broadway,7178.70347643,348.051011836,Cooper St Block Buster Bl Association,Garden,N
1665,B,N-CONFSTA-PARK,Crystal Wells Block Association,B455,Wells St. and Crystal St.,15022.1864985,498.732489711,Crystal Wells Block Association,Garden,N
1666,B,N-CONFSTA-PARK,Walt L Shemal Garden,B456,Dean St. between Bedford Ave. and Franklin Ave.,6529.5054236,330.913776094,Walt L Shemal Garden,Garden,N
1667,B,N-CONFSTA-PARK,E End Community Garden,B458,Glenmore Ave. and Van Siclen Ave.,7457.84336321,458.982101551,East End Community Garden,Garden,N
1668,B,N-CONFSTA-PARK,Eern Parkway Coalition,B459,Eastern Pkwy. to Union St. between Franklin Ave. and Classon Ave.,19068.7464651,600.459490958,Eastern Parkway Coalition,Garden,N
1669,B,N-CONFSTA-PARK,Elton St Block Association,B460,Elton St. between Dumont Ave. and Blake Ave.,4283.79309122,275.196901677,Elton St Block Association,Garden,N
1670,B,N-CONFSTA-PARK,Euclid Garden,B461,Doscher St. - Euclid Ave. bet. Belmont Ave. and Sutter Ave.,8073.39183153,479.007819556,Euclid Garden,Garden,N
1671,B,N-CONFSTA-PARK,Family Community Garden,B462,Cleveland St. between Hegeman Ave. and New Lots Ave.,11943.3597033,439.056924181,Family Community Garden,Garden,N
1672,B,N-CONFSTA-PARK,Fantasy Garden,B463,Legion St. and Blake Ave.,9923.52512734,398.478789356,Fantasy Garden,Garden,N
1673,B,N-CONFSTA-PARK,Farmers Garden,B464,Bergen St. between Saratoga Ave. and Howard Ave.,6402.23893689,552.080501676,Farmers Garden,Garden,N
1674,B,N-CONFSTA-PARK,First Quincy St Block Association,B465,Quincy St. between Throop Ave. and Tompkins Ave.,5544.71356676,313.458791236,First Quincy St Block Association,Garden,N
1675,B,N-CONFSTA-PARK,Floral Vineyard,B467,Pitkin Ave. and Cleveland St.,4925.92473939,282.276806204,Floral Vineyard,Garden,N
1676,B,N-CONFSTA-PARK,Glenmore Hendrix Block Association,B468,Glenmore Ave. and Hendrix St.,1492.70418978,168.600375691,Glenmore Hendrix Block Association,Garden,N
1677,B,N-CONFSTA-PARK,Good Shepherds Garden,B469,Shepherd Ave. between Blake Ave. and Sutter Ave.,5225.42307597,306.3588072,Good Shepherds Garden,Garden,N
1678,B,N-CONFSTA-PARK,Granite St Block Association,B470,Granite St. between Broadway and Bushwick Ave.,7750.84013682,357.100894532,Granite St Block Association,Garden,N
1679,B,N-CONFSTA-PARK,Greene Av United Neighbors Association *,B472,Nostrand Ave. and Greene Ave.,2230.2452132,248.41094508,Greene Av United Neighbors Association Inc,Garden,N
1680,B,N-CONFSTA-PARK,Hancock T and T,B473,Hancock St. between Tompkins Ave. and Throop Ave.,3483.78111853,274.345969457,Hancock T and T,Garden,N
1681,B,N-CONFSTA-PARK,Herbal Garden,B475,Schenck Ave. and Glenmore Ave.,10806.7531186,415.834839588,Herbal Garden,Garden,N
1682,B,N-CONFSTA-PARK,Sh'ma Yisrael,B476,Pacific St. between Saratoga Ave. and Hopkinson Ave.,6232.46395999,328.713330477,Sh'ma Yisrael,Garden,N
1683,B,N-CONFSTA-PARK,Jerome Gardens,B477,Jerome St. and Sutter Ave.,1723.26661917,202.706990666,Jerome Gardens,Garden,N
1684,B,N-CONFSTA-PARK,Jerry and The Senior Gents,B478,Schenck Ave. between Belmont Ave. and Pitkin Ave.,2593.54514991,257.48266527,Jerry and The Senior Gents,Garden,N
1685,B,N-CONFSTA-PARK,Lefferts Pl Block Association,B479,Lefferts Pl. between Classon Ave. and Franklin Ave.,2933.8245852,289.167416656,Lefferts Pl Block Association,Garden,N
1686,B,N-CONFSTA-PARK,Lincoln Rd Block Association,B480,Lincoln Rd. between Rogers Ave. and Nostrand Ave.,2744.8313526,268.394298611,Lincoln Rd Block Association,Garden,N
1687,B,N-CONFSTA-PARK,Madison Square Garden Association,B481,Madison St. between Wilson Ave. and Knickerbocker Ave.,6949.6232193,339.018533012,Madison Square Garden Association,Garden,N
1688,B,N-CONFSTA-PARK,Madison Street Block Association,B482,Madison St. between Franklin Ave. and Bedford Ave.,3512.32866042,273.401406973,Madison Street Block Association,Garden,N
1689,B,N-CONFSTA-PARK,Manley's Pl,B483,Montauk Ave. and Pitkin Ave.,12462.3798211,725.922670363,Manley's Pl,Garden,N
1690,B,N-CONFSTA-PARK,Gregory's Garden,B484,Warwick St. between Pitkin Ave. and Belmont Ave.,5216.24304753,305.524611035,Gregory's Garden,Garden,N
1691,B,N-CONFSTA-PARK,Ps 53,B485,Bradford St. between Dumont Ave. and Livonia Ave.,2691.47588251,251.779456795,P.S. 53,Garden,N
1692,B,N-CONFSTA-PARK,Powell St Block Association,B486,Powell St. and New Lots Ave.,866.571907339,168.520758582,Powell St Block Association,Garden,N
1693,B,N-CONFSTA-PARK,Preston Comm Garden,B487,Park Pl. between Howard Ave. and Ralph Ave.,2591.96999441,298.335260131,Preston Community Garden,Garden,N
1694,B,N-CONFSTA-PARK,Red Gate Garden,B488,Marcy Ave. and Willoughby Ave.,4532.70357469,292.06431763,Red Gate Garden,Garden,N
1695,B,N-CONFSTA-PARK,Red Shed Garden,B489,Kingsland Ave. between Skillman Ave. and Maspeth Ave.,6187.48492201,361.911260582,Red Shed Garden,Garden,N
1696,B,N-CONFSTA-PARK,Shield Of Faith,B491,79-85 Montauk St,7439.72629291,348.932921372,Shield Of Faith,Garden,N
1697,B,N-CONFSTA-PARK,St John Cantius Parish,B492,New Jersey Ave. between Dumont Ave. and Blake Ave.,8003.89963089,359.814593216,St. John Cantius Parish,Garden,N
1698,X,N-CONFSTA-PARK,Starlight Park,X147A,"Sheridan Exwy. bet. E. 174 St., E. 172 St. and Jennings St.",507809.208241,7479.99511988,Starlight Park,Neighborhood Park,Y
1699,B,N-CONFSTA-PARK,Upon This Rock Comm Garden,B493,Pitkin Ave. and Montauk Ave.,3831.90748389,268.717870268,Upon This Rock Comm Garden,Garden,N
1700,B,N-CONFSTA-PARK,Vernon Tandt Block Association,B494,Vernon Ave. between Tompkins Ave. and Throop Ave.,6723.65553318,335.681959896,Vernon Tandt Block Association,Garden,N
1701,B,N-CONFSTA-PARK,Vernon/throop Av Block Association,B495,Throop Ave. and Vernon Ave.,1922.96302727,219.550396072,Vernon/Throop Ave Block Association,Garden,N
1702,B,N-CONFSTA-PARK,Victory Garden,B496,Hendrix St. between Livonia Ave. and Dumont Ave.,1958.7527362,235.875128426,Victory Garden,Garden,N
1703,B,N-CONFSTA-PARK,Louis Pl Friends,B498,Louis Pl. between Herkimer St. and Atlantic Ave.,1811.16201072,237.236604198,Louis Pl Friends,Garden,N
1704,B,N-CONFSTA-PARK,Madison Community Greenthumb,B499,Madison St. between Ralph Ave. and Howard Ave.,2513.32915999,251.066435185,Madison Community Greenthumb,Garden,N
1705,B,N-CONFSTA-PARK,Patrick Van Doren Pocket Park,B500,Malcolm X Blvd. and Quincy St.,1794.13422247,207.66648698,Patrick Van Doren Pocket Park,Garden,N
1706,B,N-CONFSTA-PARK,St Mark's Block Association,B501,St Mark's Ave. and Ralph Ave.,9207.45279109,383.861476189,St. Mark's Block Association,Garden,N
1707,B,N-CONFSTA-PARK,Shiloh Garden,B502,Monroe St. between Tompkins Ave. and Marcy Ave.,3128.62589105,241.665728412,Shiloh Garden,Garden,N
1708,B,N-CONFSTA-PARK,Stars Of Hope,B503,Corner of Nostrand Ave. and Madison St.,1621.2738252,215.527455533,Stars Of Hope,Garden,N
1709,B,N-CONFSTA-PARK,Ponderosa Garden,B504,E. 105 St. between Farragut Rd. and Glenwood Rd.,8360.41158825,367.276719654,Ponderosa Garden,Garden,N
1710,B,N-CONFSTA-PARK,Sterling Community Group,B505,Ralph Ave. and Sterling Pl.,5352.181726,309.26478567,Sterling Community Group,Garden,N
1711,B,N-CONFSTA-PARK,A Better Community Garden,B507,Hunterfly Pl. between Herkimer St. and Atlantic Ave.,9184.42275524,577.287975694,A Better Community Garden,Garden,N
