10019,5.87189E-08,1.86833E-07,3.8968E-07,2.02847E-07,1.121E-07,1.22776E-07,6.9395E-08,5.33808E-08,7.47331E-08,3.73665E-08,2.13523E-08,1.60142E-08,1.06762E-08,2.66904E-08,1.06762E-08,0,1.06762E-08,1.60142E-08,1.06762E-08,0,0,1.06762E-08,1.06762E-08,1.06762E-08,1.06762E-08,0,1.06762E-08,1.06762E-08,5.33808E-09,0
10020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10021,3.13043E-08,5.21739E-08,1.4087E-07,1.38261E-07,1.04348E-07,1.04348E-07,1.04348E-07,6.78261E-08,7.04348E-08,4.17391E-08,4.17391E-08,6E-08,5.73913E-08,3.3913E-08,4.69565E-08,2.86957E-08,3.65217E-08,1.56522E-08,1.82609E-08,2.34783E-08,1.82609E-08,2.34783E-08,3.91304E-08,3.65217E-08,2.08696E-08,3.3913E-08,2.6087E-08,3.65217E-08,2.86957E-08,1.82609E-08
10022,8.38816E-08,2.46711E-08,1.48026E-07,2.51645E-07,2.02303E-07,1.52961E-07,7.40132E-08,9.375E-08,5.42763E-08,3.94737E-08,5.42763E-08,3.94737E-08,4.93421E-09,4.93421E-09,4.93421E-09,9.86842E-09,2.96053E-08,4.44079E-08,9.86842E-09,4.44079E-08,2.96053E-08,9.86842E-09,1.97368E-08,9.86842E-09,1.48026E-08,9.86842E-09,1.48026E-08,9.86842E-09,4.93421E-09,4.93421E-09
10023,3.88693E-08,6.36042E-08,2.15548E-07,5.28269E-07,2.31449E-07,4.77032E-08,2.12014E-08,3.71025E-08,3.00353E-08,3.88693E-08,3.00353E-08,2.65018E-08,1.94346E-08,1.59011E-08,1.59011E-08,2.65018E-08,7.06714E-09,7.06714E-09,1.76678E-08,1.41343E-08,1.23675E-08,1.76678E-08,5.30035E-09,8.83392E-09,1.76678E-09,7.06714E-09,5.30035E-09,3.53357E-09,0,5.30035E-09
10280,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10025,1.22857E-07,2.11429E-07,3.31429E-07,0.00000019,1.02857E-07,1.02857E-07,0.00000007,7.42857E-08,5.28571E-08,3.71429E-08,2.57143E-08,2.14286E-08,1.71429E-08,1.14286E-08,1.71429E-08,1.71429E-08,7.14286E-09,1.14286E-08,1.28571E-08,5.71429E-09,1E-08,1.14286E-08,8.57143E-09,7.14286E-09,5.71429E-09,4.28571E-09,1.42857E-09,2.85714E-09,1.42857E-09,4.28571E-09
10026,4.86264E-07,5.31593E-07,2.71978E-07,9.89011E-08,3.50275E-08,2.06044E-08,1.03022E-08,6.18132E-09,4.12088E-09,6.18132E-09,4.12088E-09,6.18132E-09,0,2.06044E-09,2.06044E-09,0,2.06044E-09,0,0,6.18132E-09,0,0,0,2.06044E-09,0,2.06044E-09,2.06044E-09,0,0,0
10027,5.81053E-07,4.91579E-07,2.76842E-07,6.31579E-08,2.84211E-08,1.89474E-08,5.26316E-09,8.42105E-09,6.31579E-09,4.21053E-09,1.05263E-09,2.10526E-09,1.05263E-09,2.10526E-09,0,3.15789E-09,0,0,3.15789E-09,1.05263E-09,0,1.05263E-09,0,1.05263E-09,0,0,0,0,0,0
10028,3.38346E-08,1.06015E-07,3.11278E-07,1.84962E-07,1.78195E-07,1.51128E-07,6.76692E-08,4.51128E-08,3.60902E-08,4.73684E-08,4.06015E-08,3.15789E-08,2.4812E-08,2.70677E-08,1.57895E-08,1.57895E-08,1.12782E-08,4.51128E-09,1.80451E-08,1.80451E-08,2.03008E-08,9.02256E-09,1.57895E-08,1.80451E-08,1.12782E-08,1.12782E-08,1.35338E-08,1.35338E-08,1.12782E-08,6.76692E-09
10029,4.29319E-07,7.35602E-07,1.64921E-07,5.49738E-08,3.14136E-08,2.09424E-08,1.3089E-08,7.8534E-09,5.2356E-09,0,5.2356E-09,0,5.2356E-09,2.6178E-09,2.6178E-09,2.6178E-09,0,0,0,0,0,2.6178E-09,0,5.2356E-09,5.2356E-09,0,0,2.6178E-09,2.6178E-09,0
10030,5.23691E-07,7.21945E-07,1.77681E-07,2.99252E-08,7.4813E-09,9.35162E-09,9.35162E-09,0,3.74065E-09,0,3.74065E-09,1.87032E-09,1.87032E-09,0,1.87032E-09,0,0,0,1.87032E-09,3.74065E-09,0,0,0,1.87032E-09,0,0,0,0,0,0
10031,4.98367E-07,5.98776E-07,2.7551E-07,0.00000006,2.32653E-08,1.34694E-08,1.46939E-08,2.44898E-09,3.67347E-09,2.44898E-09,0,2.44898E-09,0,0,1.22449E-09,1.22449E-09,0,1.22449E-09,0,0,0,0,0,0,1.22449E-09,0,0,0,0,0
10032,3.74419E-07,7.06977E-07,1.97674E-07,1.06977E-07,4.18605E-08,2.7907E-08,9.30233E-09,9.30233E-09,4.65116E-09,0,4.65116E-09,0,2.32558E-09,0,2.32558E-09,0,2.32558E-09,2.32558E-09,0,0,2.32558E-09,0,0,0,0,2.32558E-09,2.32558E-09,0,0,0
10033,3.95561E-07,5.60052E-07,1.80157E-07,1.13577E-07,1.01828E-07,5.48303E-08,3.91645E-08,2.74151E-08,0,0,0,7.8329E-09,1.17493E-08,0,3.91645E-09,0,0,3.91645E-09,0,0,0,0,0,0,0,0,0,0,0,0
10034,2.34875E-07,5.17794E-07,2.82918E-07,1.3879E-07,1.01423E-07,8.00712E-08,8.00712E-08,3.20285E-08,5.33808E-09,5.33808E-09,1.60142E-08,0,0,0,0,0,0,0,5.33808E-09,0,0,0,0,0,0,0,0,0,0,0
10035,6.0166E-07,6.45228E-07,1.30705E-07,3.94191E-08,1.03734E-08,8.29876E-09,1.24481E-08,8.29876E-09,0,4.14938E-09,8.29876E-09,2.07469E-09,2.07469E-09,4.14938E-09,2.07469E-09,0,2.07469E-09,0,0,0,0,2.07469E-09,2.07469E-09,4.14938E-09,4.14938E-09,4.14938E-09,2.07469E-09,0,0,0
10036,4.36364E-08,2.50909E-07,4.30909E-07,1.96364E-07,1.69091E-07,8.72727E-08,1.09091E-07,7.09091E-08,4.90909E-08,2.72727E-08,1.09091E-08,1.09091E-08,0,0,1.63636E-08,1.09091E-08,0,5.45455E-09,0,0,0,0,0,5.45455E-09,5.45455E-09,0,0,0,0,0
10037,6.38614E-07,4.60396E-07,2.07921E-07,2.9703E-08,7.42574E-09,7.42574E-09,7.42574E-09,7.42574E-09,0,1.48515E-08,7.42574E-09,7.42574E-09,0,0,0,1.48515E-08,0,2.9703E-08,0,7.42574E-09,0,0,0,0,0,0,7.42574E-09,7.42574E-09,7.42574E-09,2.9703E-08
10038,2.85714E-07,1.78571E-07,1.42857E-07,1.78571E-07,7.14286E-08,7.14286E-08,1.42857E-07,0,3.57143E-08,1.07143E-07,7.14286E-08,0,3.57143E-08,0,3.57143E-08,0,3.57143E-08,0,3.57143E-08,3.57143E-08,0,0,3.57143E-08,0,0,0,0,0,0,0
10039,3.92857E-07,7.2619E-07,1.54762E-07,9.52381E-08,2.38095E-08,2.38095E-08,4.7619E-08,0,1.19048E-08,1.19048E-08,0,0,0,1.19048E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10040,1.7382E-07,5.60086E-07,2.70386E-07,1.48069E-07,8.3691E-08,4.50644E-08,4.50644E-08,3.21888E-08,3.21888E-08,6.43777E-09,2.57511E-08,2.57511E-08,6.43777E-09,6.43777E-09,0,6.43777E-09,0,0,6.43777E-09,6.43777E-09,0,0,0,0,6.43777E-09,6.43777E-09,0,6.43777E-09,0,0
10044,0.0000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10024,4.85327E-08,7.33634E-08,3.71332E-07,4.08578E-07,6.99774E-08,6.20767E-08,6.54628E-08,6.09481E-08,5.75621E-08,5.30474E-08,4.51467E-08,3.49887E-08,2.59594E-08,1.91874E-08,1.24153E-08,1.24153E-08,1.12867E-08,5.64334E-09,7.90068E-09,7.90068E-09,7.90068E-09,5.64334E-09,5.64334E-09,6.77201E-09,3.386E-09,1.12867E-09,5.64334E-09,4.51467E-09,1.12867E-09,4.51467E-09
