10128,3.83632E-08,9.01535E-08,2.99233E-07,1.55371E-07,1.36189E-07,1.78389E-07,1.30435E-07,9.39898E-08,5.37084E-08,3.26087E-08,2.49361E-08,1.53453E-08,2.87724E-08,3.83632E-08,2.49361E-08,2.30179E-08,1.53453E-08,2.87724E-08,1.53453E-08,1.34271E-08,7.67263E-09,9.59079E-09,5.75448E-09,5.75448E-09,7.67263E-09,9.59079E-09,0,5.75448E-09,1.1509E-08,0
10001,1.43312E-07,1.6242E-07,2.48408E-07,2.00637E-07,1.1465E-07,1.24204E-07,7.64331E-08,4.77707E-08,3.82166E-08,0,6.6879E-08,2.86624E-08,1.91083E-08,3.82166E-08,3.82166E-08,3.82166E-08,1.91083E-08,0,9.55414E-09,9.55414E-09,3.82166E-08,0,0,9.55414E-09,0,0,9.55414E-09,0,9.55414E-09,9.55414E-09
10002,1.63732E-07,4.0669E-07,3.48592E-07,2.42958E-07,8.97887E-08,4.75352E-08,2.64085E-08,2.64085E-08,1.05634E-08,3.16901E-08,1.58451E-08,2.11268E-08,1.58451E-08,5.28169E-09,1.05634E-08,0,0,5.28169E-09,5.28169E-09,5.28169E-09,0,0,0,0,0,0,5.28169E-09,1.05634E-08,0,5.28169E-09
10003,6.07843E-08,9.01961E-08,2.37255E-07,2.62745E-07,1.88235E-07,1.39216E-07,9.80392E-08,7.2549E-08,5.68627E-08,4.31373E-08,4.5098E-08,2.35294E-08,3.33333E-08,9.80392E-09,1.17647E-08,3.92157E-09,1.76471E-08,1.37255E-08,1.17647E-08,1.37255E-08,9.80392E-09,1.37255E-08,1.37255E-08,3.92157E-09,5.88235E-09,5.88235E-09,0,5.88235E-09,3.92157E-09,3.92157E-09
10004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10005,0,0,1.5E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000015,0,0,0,0,0,0,0,0,0,0,0
10007,2.5E-07,0,0,0,3.125E-07,3.75E-07,6.25E-08,1.25E-07,6.25E-08,0.000000125,0,6.25E-08,6.25E-08,0,0,0,0,0,0,0,0,6.25E-08,0,0,0,0,0,0,0,0
10009,8.06723E-08,2.21849E-07,3.93277E-07,3.7563E-07,1.86555E-07,8.31933E-08,3.78151E-08,3.02521E-08,1.76471E-08,5.04202E-09,2.01681E-08,1.51261E-08,5.04202E-09,1.0084E-08,0,0,2.52101E-09,0,0,2.52101E-09,0,0,0,2.52101E-09,0,0,0,7.56303E-09,0,2.52101E-09
10010,7.75862E-08,9.48276E-08,2.5E-07,1.81034E-07,2.06897E-07,9.48276E-08,7.75862E-08,7.75862E-08,6.03448E-08,7.75862E-08,1.72414E-08,2.58621E-08,1.72414E-08,8.62069E-09,2.58621E-08,2.58621E-08,8.62069E-09,8.62069E-09,8.62069E-09,4.31034E-08,1.72414E-08,3.44828E-08,1.72414E-08,0,8.62069E-09,0,0,2.58621E-08,0,8.62069E-09
10011,7.79773E-08,8.22306E-08,1.75803E-07,2.42439E-07,1.41777E-07,1.38941E-07,1.03497E-07,1.03497E-07,8.93195E-08,6.80529E-08,4.53686E-08,2.41021E-08,2.12665E-08,3.11909E-08,3.11909E-08,2.26843E-08,2.12665E-08,2.12665E-08,8.50662E-09,8.50662E-09,9.92439E-09,9.92439E-09,8.50662E-09,1.41777E-09,4.25331E-09,0,1.41777E-09,2.83554E-09,1.41777E-09,1.41777E-09
10012,6.60377E-08,7.54717E-08,1.08491E-07,1.69811E-07,1.13208E-07,9.90566E-08,9.90566E-08,1.13208E-07,7.54717E-08,9.43396E-08,9.90566E-08,7.54717E-08,8.01887E-08,5.66038E-08,4.24528E-08,2.35849E-08,4.71698E-09,3.30189E-08,1.88679E-08,9.43396E-09,4.71698E-09,4.71698E-09,0,0,4.71698E-09,9.43396E-09,4.71698E-09,9.43396E-09,4.71698E-09,0
10013,2.26619E-07,3.77698E-08,6.47482E-08,1.02518E-07,1.40288E-07,1.29496E-07,1.29496E-07,8.63309E-08,9.71223E-08,7.01439E-08,7.55396E-08,7.01439E-08,7.01439E-08,5.39568E-08,2.69784E-08,1.61871E-08,3.23741E-08,1.07914E-08,0,1.07914E-08,1.61871E-08,5.39568E-09,5.39568E-09,5.39568E-09,0,5.39568E-09,0,5.39568E-09,0,5.39568E-09
10014,6.02679E-08,4.6875E-08,1.92857E-07,2.0625E-07,1.08482E-07,1.01786E-07,8.70536E-08,9.64286E-08,8.4375E-08,7.90179E-08,1.05804E-07,7.76786E-08,5.625E-08,5.89286E-08,4.28571E-08,2.00893E-08,2.14286E-08,1.20536E-08,6.69643E-09,6.69643E-09,5.35714E-09,8.03571E-09,2.67857E-09,2.67857E-09,1.33929E-09,4.01786E-09,1.33929E-09,1.33929E-09,0,1.33929E-09
10016,7.37705E-08,7.37705E-08,2.02869E-07,2.6127E-07,2.64344E-07,1.59836E-07,1.07582E-07,5.84016E-08,5.53279E-08,3.68852E-08,2.15164E-08,1.22951E-08,2.76639E-08,3.07377E-08,0,1.22951E-08,6.14754E-09,9.22131E-09,9.22131E-09,1.22951E-08,1.53689E-08,6.14754E-09,1.22951E-08,3.07377E-09,9.22131E-09,3.07377E-09,3.07377E-09,6.14754E-09,6.14754E-09,0
10017,1.125E-07,1.875E-08,9.375E-08,5.625E-08,2.0625E-07,1.3125E-07,1.3125E-07,1.125E-07,7.5E-08,9.375E-08,3.75E-08,7.5E-08,1.875E-08,3.75E-08,3.75E-08,0.000000075,1.875E-08,1.875E-08,1.875E-08,3.75E-08,0,0,1.875E-08,0,3.75E-08,0,0,1.875E-08,0,1.875E-08
10018,1.44231E-07,2.88462E-07,3.75E-07,2.88462E-07,0,8.65385E-08,5.76923E-08,2.88462E-08,0,0,0,2.88462E-08,0,0,5.76923E-08,0,2.88462E-08,0,2.88462E-08,2.88462E-08,0,2.88462E-08,2.88462E-08,0,0,0,0,0,0,0
