0005342,[ 40645.]
0005343,[ 31042.]
0005344,[ 32935.]
0005345,[ 53472.]
0005346,[ 83990.]
0005347,[ 81838.]
0005348,[ 48889.]
0005349,[ 107813.]
0005350,[ 39538.]
0005351,[ 109737.]
0005352,[ 66250.]
0005353,[ 107381.]
0005354,[ 64313.]
0005355,[ 81222.]
0005356,[ 51206.]
0005357,[ 72759.]
0005358,[ 49297.]
0005359,[ 80174.]
0005360,[ 43893.]
0005361,[ 58424.]
0005362,[ 60659.]
0005363,[ 59510.]
0005364,[ 85313.]
0005365,[ 95346.]
0005366,[ 87857.]
0005367,[ 117305.]
0005368,[ 60391.]
0005369,[ 122344.]
0005370,[-1.]
0005371,[ 107393.]
0005372,[ 116905.]
0005373,[ 112734.]
0005374,[ 59303.]
0005375,[ 102448.]
0005376,[ 75750.]
0005377,[ 73381.]
0005378,[ 84792.]
0005379,[ 123312.]
0005380,[ 80156.]
0005381,[ 108169.]
0005382,[ 81635.]
0005383,[ 67188.]
0005384,[ 63750.]
0005385,[ 105680.]
0005386,[ 85610.]
0005387,[ 52054.]
0005388,[-1.]
0005389,[ 34965.]
0005390,[-1.]
0005391,[ 53240.]
0005392,[ 60357.]
0005393,[ 39911.]
0005394,[ 80769.]
0005395,[ 36051.]
0005396,[ 102669.]
0005397,[ 52600.]
0005398,[ 19828.]
0005399,[ 58750.]
0005400,[ 81065.]
0005401,[ 70815.]
0005402,[ 38727.]
0005403,[ 49875.]
0005404,[ 35915.]
0005405,[ 51044.]
0005406,[ 36979.]
0005407,[ 63333.]
0005408,[ 42340.]
0005409,[ 77500.]
0005410,[ 58661.]
0005411,[ 64766.]
0005412,[ 64250.]
0005413,[ 76201.]
0005414,[ 66000.]
0005415,[ 87422.]
0005416,[ 66705.]
0005417,[ 76875.]
0005418,[ 75694.]
0005419,[ 95980.]
0005420,[ 52863.]
0005421,[ 56447.]
0005422,[ 40833.]
0005423,[ 40665.]
0005424,[ 48088.]
0005425,[ 41250.]
0005426,[ 57607.]
0005427,[ 33177.]
0005428,[ 40786.]
0005429,[ 32696.]
0005430,[ 36269.]
0005431,[ 30042.]
0005432,[ 45781.]
0005433,[ 30986.]
0005434,[ 35539.]
0005435,[ 66733.]
0005436,[ 42166.]
0005437,[ 41250.]
0005438,[ 57650.]
0005439,[ 24813.]
0005440,[ 72411.]
0005441,[ 27440.]
0005442,[ 40814.]
0005443,[ 32390.]
0005444,[ 46250.]
0005445,[ 30807.]
0005446,[ 35104.]
0005447,[ 38250.]
0005448,[ 37000.]
0005449,[ 40795.]
0005450,[ 41908.]
0005451,[ 34838.]
0005452,[ 48880.]
0005453,[ 50938.]
0005454,[ 43629.]
0005455,[ 48598.]
0005456,[ 50547.]
0005457,[ 37857.]
0005458,[ 33983.]
0005459,[ 42195.]
0005460,[ 46298.]
0005461,[ 48159.]
0005462,[ 27328.]
0005463,[ 35582.]
0005464,[ 42614.]
0005465,[ 45792.]
0005466,[ 25710.]
0005467,[ 20500.]
0005468,[ 43594.]
0005469,[ 32115.]
0005470,[ 60756.]
0005471,[ 36822.]
0005472,[ 46304.]
0005473,[ 44244.]
0005474,[ 61513.]
0005475,[ 52253.]
0005476,[ 41894.]
0005477,[ 33862.]
0005478,[ 30391.]
0005479,[ 41644.]
0005480,[ 45217.]
0005481,[ 30118.]
0005482,[ 37284.]
0005483,[ 60449.]
0005484,[ 35055.]
0005485,[ 34375.]
0005486,[ 37536.]
0005487,[ 44779.]
0005488,[ 66897.]
0005489,[ 24932.]
0005490,[ 35966.]
0005491,[ 18819.]
0005492,[ 39295.]
0005493,[ 100455.]
0005494,[ 21077.]
0005495,[ 39924.]
0005496,[ 30662.]
0005497,[ 31237.]
0005498,[ 25395.]
0005499,[ 40423.]
0005500,[ 31767.]
0005501,[ 32824.]
0005502,[ 24592.]
0005503,[ 44837.]
0005504,[ 62663.]
0005505,[ 44180.]
0005506,[ 47500.]
0005507,[ 47750.]
0005508,[ 23073.]
0005509,[ 42031.]
0005510,[ 40861.]
0005511,[ 45071.]
0005512,[ 29167.]
0005513,[ 39318.]
0005514,[ 54097.]
0005515,[ 40363.]
0005516,[ 24232.]
0005517,[ 52545.]
0005518,[ 40541.]
0005519,[ 36976.]
0005520,[ 37250.]
0005521,[ 44178.]
0005522,[ 41653.]
0005523,[ 34282.]
0005524,[ 40266.]
0005525,[ 40385.]
0005526,[ 31309.]
0005527,[ 44697.]
0005528,[ 31172.]
0005529,[ 22850.]
0005530,[ 39083.]
0005531,[ 36972.]
0005532,[ 34096.]
0005533,[ 24651.]
0005534,[ 32970.]
0005535,[ 46573.]
0005536,[ 55000.]
0005537,[ 60255.]
0005538,[ 50077.]
0005539,[ 37206.]
0005540,[ 21944.]
0005541,[ 41984.]
0005542,[ 18428.]
0005543,[ 22413.]
0005544,[ 40587.]
0005545,[ 28555.]
0005546,[ 42216.]
0005547,[ 34661.]
0005548,[ 33112.]
0005549,[ 26918.]
0005550,[ 9675.]
0005551,[ 36621.]
0005552,[ 42089.]
0005553,[ 27976.]
0005554,[ 42324.]
0005555,[ 41433.]
0005556,[ 16058.]
0005557,[ 30265.]
0005558,[ 26339.]
0005559,[ 14817.]
0005560,[ 14618.]
0005561,[ 26647.]
0005562,[ 35959.]
0005563,[ 37227.]
0005564,[ 31382.]
0005565,[ 51699.]
0005566,[ 46632.]
0005567,[ 55515.]
0005568,[ 26473.]
0005569,[ 61786.]
0005570,[ 43598.]
0005571,[ 33162.]
0005572,[ 47665.]
0005573,[ 29528.]
0005574,[ 43389.]
0005575,[ 50246.]
0005576,[ 45444.]
0005577,[ 27313.]
0005578,[ 18266.]
0005579,[ 51125.]
0005580,[ 40230.]
0005581,[ 43375.]
0005582,[ 29005.]
0005583,[ 42721.]
0005584,[ 40811.]
0005585,[ 40583.]
0005586,[ 45721.]
0005587,[ 43026.]
0005588,[ 52850.]
0005589,[ 48191.]
0005590,[ 18909.]
0005591,[ 43981.]
0005592,[ 33607.]
0005593,[ 42083.]
0005594,[ 42434.]
0005595,[ 37872.]
0005596,[ 44563.]
0005597,[ 38300.]
0005598,[ 27250.]
0005599,[ 37198.]
0005600,[ 44886.]
0005601,[ 48917.]
0005602,[-1.]
0005603,[ 44844.]
0005604,[ 30893.]
0005605,[ 49750.]
0005606,[ 33971.]
0005607,[ 48594.]
0005608,[ 44337.]
0005609,[ 56422.]
0005610,[ 38964.]
0005611,[ 39235.]
0005612,[ 46156.]
0005613,[ 22031.]
0005614,[ 34167.]
0005615,[ 33790.]
0005616,[ 50994.]
0005617,[ 31848.]
0005618,[ 51117.]
0005619,[ 37783.]
0005620,[ 39583.]
0005621,[ 37868.]
0005622,[ 44315.]
0005623,[ 37450.]
0005624,[ 41490.]
0005625,[ 39282.]
0005626,[ 42679.]
0005627,[ 24936.]
0005628,[ 46435.]
0005629,[ 27102.]
0005630,[ 37625.]
0005631,[ 34232.]
0005632,[ 40000.]
0005633,[ 39438.]
0005634,[ 48009.]
0005635,[ 35913.]
0005636,[ 51944.]
0005637,[ 35845.]
0005638,[ 52390.]
0005639,[ 47721.]
0005640,[ 44050.]
0005641,[ 40281.]
0005642,[ 48125.]
0005643,[ 52730.]
0005644,[ 55163.]
0005645,[ 37806.]
0005646,[ 41728.]
0005647,[ 57341.]
0005648,[ 52994.]
0005649,[ 58611.]
0005650,[ 30282.]
0005651,[ 53487.]
0005652,[ 47927.]
0005653,[ 29318.]
0005654,[ 48011.]
0005655,[ 50577.]
0005656,[ 45500.]
0005657,[ 54226.]
0005658,[ 52246.]
0005659,[ 52273.]
0005660,[ 41417.]
0005661,[ 73300.]
0005662,[ 29884.]
0005663,[ 42426.]
0005664,[ 69083.]
0005665,[ 29192.]
0005666,[ 40125.]
0005667,[ 62014.]
0005668,[ 30417.]
0005669,[ 37885.]
0005670,[ 18941.]
0005671,[ 36217.]
0005672,[ 33099.]
0005673,[ 53750.]
0005674,[ 27111.]
0005675,[ 45642.]
0005676,[ 63421.]
0005677,[ 52315.]
0005678,[ 69522.]
0005679,[ 49219.]
0005680,[ 66848.]
0005681,[ 57500.]
0005682,[ 62500.]
0005683,[ 84500.]
0005684,[ 67356.]
0005685,[ 81953.]
0005686,[ 20010.]
0005687,[ 34255.]
0005688,[ 28800.]
0005689,[ 34063.]
0005690,[ 47860.]
0005691,[ 46481.]
0005692,[ 30735.]
0005693,[ 38328.]
0005694,[ 44274.]
0005695,[ 22961.]
0005696,[ 43780.]
0005697,[ 61849.]
0005698,[ 41669.]
0005699,[ 83857.]
0005700,[ 31709.]
0005701,[ 39812.]
0005702,[ 80982.]
0005703,[ 59118.]
0005704,[ 74241.]
0005705,[ 53346.]
0005706,[ 35353.]
0005707,[ 16013.]
0005708,[ 54981.]
0005709,[ 25913.]
0005710,[ 80357.]
0005711,[ 24100.]
0005712,[ 54316.]
0005713,[ 29940.]
0005714,[ 54677.]
0005715,[ 16927.]
0005716,[ 22909.]
0005717,[ 20349.]
0005718,[ 19951.]
0005719,[ 32231.]
0005720,[ 23184.]
0005721,[ 42596.]
0005722,[ 67000.]
0005723,[ 61000.]
0005724,[ 16324.]
0005725,[ 29271.]
0005726,[ 35482.]
0005727,[ 49519.]
0005728,[ 67500.]
0005729,[ 36351.]
0005730,[ 57796.]
0005731,[ 45038.]
0005732,[ 53153.]
0005733,[ 42734.]
0005734,[ 87841.]
0005735,[ 49612.]
0005736,[ 56105.]
0005737,[ 51719.]
0005738,[ 38875.]
0005739,[ 61603.]
0005740,[ 73125.]
0005741,[ 52177.]
0005742,[ 67375.]
0005743,[ 63482.]
0005744,[ 57358.]
0005745,[ 83036.]
0005746,[ 70795.]
0005747,[ 55556.]
0005748,[ 71508.]
0005749,[ 13935.]
0005750,[ 59816.]
0005751,[ 86793.]
0005752,[ 57969.]
0005753,[ 58750.]
0005754,[ 60625.]
0005755,[ 62794.]
0005756,[ 39028.]
0005757,[ 34375.]
0005758,[ 52635.]
0005759,[ 47039.]
0005760,[ 50824.]
0005761,[ 82731.]
0005762,[ 61094.]
0005763,[ 60478.]
0005764,[ 55536.]
0005765,[ 58484.]
0005766,[ 60776.]
0005767,[ 75636.]
0005768,[ 52500.]
0005769,[ 62192.]
0005770,[ 51389.]
0005771,[ 31875.]
0005772,[ 52975.]
0005773,[ 66000.]
0005774,[ 36667.]
0005775,[ 25097.]
0005776,[ 60982.]
0005777,[ 81806.]
0005778,[ 100096.]
0005779,[ 44612.]
0005780,[ 38636.]
0005781,[ 60263.]
0005782,[ 47361.]
0005783,[ 89167.]
0005784,[ 59421.]
0005785,[ 93553.]
0005786,[ 60577.]
0005787,[ 84500.]
0005788,[ 87386.]
0005789,[ 58438.]
0005790,[ 64688.]
0005791,[ 107639.]
0005792,[ 91417.]
0005793,[ 92841.]
0005794,[ 78472.]
0005795,[ 78556.]
0005796,[ 79000.]
0005797,[-1.]
0005798,[ 61097.]
0005799,[ 60313.]
0005800,[ 60854.]
0005801,[ 69635.]
0005802,[ 80352.]
0005803,[ 67022.]
0005804,[ 76290.]
0005805,[ 62599.]
0005806,[ 67462.]
0005807,[ 76432.]
0005808,[ 68831.]
0005809,[ 56190.]
0005810,[ 83608.]
0005811,[ 74519.]
0005812,[ 102065.]
0005813,[ 60594.]
0005814,[-1.]
0005815,[-1.]
0005816,[ 79338.]
0005817,[ 59167.]
0005818,[ 69671.]
0005819,[ 77000.]
0005820,[ 77083.]
0005821,[ 51133.]
0005822,[ 86250.]
0005823,[ 65500.]
0005824,[ 64286.]
0005825,[ 44404.]
0005826,[ 62148.]
0005827,[ 52453.]
0005828,[ 76597.]
0005829,[ 93182.]
0005830,[ 60556.]
0005831,[ 71667.]
0005832,[ 50284.]
0005833,[ 65500.]
0005834,[ 105464.]
0005835,[ 64423.]
0005836,[ 91719.]
0005837,[ 57321.]
0005838,[ 48125.]
0005839,[ 53864.]
0005840,[ 57962.]
0005841,[ 54241.]
0005842,[ 54921.]
0005843,[ 50536.]
0005844,[ 45929.]
0005845,[ 49116.]
0005846,[ 68000.]
0005847,[ 46908.]
0005848,[ 73075.]
0005849,[ 35194.]
0005850,[ 40303.]
0005851,[ 41250.]
0005852,[ 43385.]
0005853,[ 44048.]
0005854,[ 42071.]
0005855,[ 32060.]
0005856,[ 45955.]
0005857,[ 41571.]
0005858,[ 48616.]
0005859,[ 43673.]
0005860,[ 35771.]
0005861,[ 49900.]
0005862,[ 11833.]
0005863,[ 40046.]
0005864,[ 65781.]
0005865,[ 39681.]
0005866,[ 38170.]
0005867,[ 41875.]
0005868,[ 33616.]
0005869,[ 36797.]
0005870,[ 32210.]
0005871,[ 49141.]
0005872,[ 48079.]
0005873,[ 69261.]
0005874,[ 74535.]
0005875,[ 62566.]
0005876,[ 69896.]
0005877,[ 53683.]
0005878,[ 76684.]
0005879,[ 77000.]
0005880,[ 61164.]
0005881,[-1.]
0005882,[ 74453.]
0005883,[ 65540.]
0005884,[ 47609.]
0005885,[ 42256.]
0005886,[ 38333.]
0005887,[ 61389.]
0005888,[ 41106.]
0005889,[ 36250.]
0005890,[ 38254.]
0005891,[ 44954.]
0005892,[ 27073.]
0005893,[ 52689.]
0005894,[ 46097.]
0005895,[ 60100.]
0005896,[ 39375.]
0005897,[ 40559.]
0005898,[ 39054.]
0005899,[ 46250.]
0005900,[ 31432.]
0005901,[ 27500.]
0005902,[ 38977.]
0005903,[ 33042.]
0005904,[ 38841.]
0005905,[ 28406.]
0005906,[ 23450.]
0005907,[ 14874.]
0005908,[ 15607.]
0005909,[ 11220.]
0005910,[ 18008.]
0005911,[ 19641.]
0005912,[ 35307.]
0005913,[ 36534.]
0005914,[ 48500.]
0005915,[ 36429.]
0005916,[ 58828.]
0005917,[ 57024.]
0005918,[ 68417.]
0005919,[ 70815.]
0005920,[ 76125.]
0005921,[ 37568.]
0005922,[ 57962.]
0005923,[ 20168.]
0005924,[ 67400.]
0005925,[ 71262.]
0005926,[ 59093.]
0005927,[ 73839.]
0005928,[ 64246.]
0005929,[-1.]
0005930,[ 62581.]
0005931,[ 82800.]
0005932,[ 83705.]
0005933,[ 59526.]
0005934,[ 54653.]
0005935,[ 58782.]
0005936,[ 20306.]
0005937,[ 67019.]
0005938,[ 73542.]
0005939,[ 60625.]
0005940,[ 58125.]
0005941,[ 73281.]
0005942,[ 73958.]
0005943,[ 61645.]
0005944,[ 66346.]
0005945,[ 67685.]
0005946,[ 87568.]
0005947,[ 49719.]
0005948,[ 58618.]
0005949,[ 62563.]
0005950,[ 67768.]
0005951,[ 73098.]
0005952,[ 85882.]
0005953,[ 91528.]
0005954,[ 52222.]
0005955,[ 52463.]
0005956,[ 65926.]
0005957,[ 82321.]
0005958,[ 23981.]
0005959,[ 24346.]
0005960,[ 25379.]
0005961,[ 66528.]
0005962,[ 58560.]
0005963,[ 57344.]
0005964,[ 32984.]
0005965,[ 25938.]
0005966,[ 17137.]
0005967,[ 38950.]
0005968,[ 31250.]
0005969,[ 51314.]
0005970,[ 36713.]
0005971,[ 41514.]
0005972,[ 30188.]
0005973,[ 39508.]
0005974,[ 23606.]
0005975,[ 48125.]
0005976,[ 20643.]
0005977,[ 48889.]
0005978,[ 28527.]
0005979,[ 31500.]
0005980,[ 32607.]
0005981,[ 34000.]
0005982,[ 14193.]
0005983,[ 14840.]
0005984,[ 38067.]
0005985,[ 21806.]
0005986,[ 34722.]
0005987,[ 36729.]
0005988,[ 37697.]
0005989,[ 40218.]
0005990,[ 35750.]
0005991,[ 46861.]
0005992,[ 43281.]
0005993,[ 55205.]
0005994,[ 40154.]
0005995,[ 38487.]
0005996,[ 37188.]
0005997,[-1.]
0005998,[ 42188.]
0005999,[ 34605.]
0006000,[ 42500.]
0006001,[ 51553.]
0006002,[ 24858.]
0006003,[ 33424.]
0006004,[ 30043.]
0006005,[ 24940.]
0006006,[ 28261.]
0006007,[ 37441.]
0006008,[ 31563.]
0006009,[ 48125.]
0006010,[ 32246.]
0006011,[ 15290.]
0006012,[ 17123.]
0006013,[ 43214.]
0006014,[ 29366.]
0006015,[ 95610.]
0006016,[ 85833.]
0006017,[-1.]
0006801,[-1.]
0006802,[ 17282.]
0006803,[ 24371.]
0006804,[-1.]
0006805,[ 18832.]
0006806,[ 123516.]
0006807,[ 31196.]
0006808,[ 144018.]
0006809,[ 80223.]
0006810,[ 15890.]
0006811,[ 50000.]
0006812,[ 115938.]
0006813,[ 81700.]
0006814,[ 35870.]
0006815,[ 67045.]
0006816,[ 120208.]
0006817,[ 30714.]
0006818,[ 43089.]
0006819,[ 18488.]
0006820,[ 201731.]
0006821,[ 42118.]
0006822,[ 83807.]
0006823,[ 26287.]
0006824,[ 14645.]
0006825,[ 33893.]
0006826,[ 66944.]
0006827,[ 35179.]
0006828,[ 39479.]
0006829,[ 34327.]
0006830,[ 59828.]
0006831,[ 47500.]
0006832,[ 145521.]
0006833,[ 60902.]
0006834,[ 201050.]
0006835,[ 64707.]
0006836,[ 41053.]
0006837,[ 53546.]
0006838,[ 85457.]
0006839,[ 61714.]
0006840,[ 94444.]
0006841,[ 85055.]
0006842,[ 29977.]
0006843,[ 144821.]
0006844,[ 69381.]
0006845,[ 91611.]
0006846,[ 122250.]
0006847,[ 79680.]
0006848,[ 97449.]
0006849,[ 100433.]
0006850,[ 103198.]
0006851,[ 153472.]
0006852,[ 124464.]
0006853,[ 102762.]
0006854,[ 113973.]
0006855,[ 114402.]
0006856,[ 138750.]
0006857,[ 122417.]
0006858,[ 111174.]
0006859,[ 105321.]
0006860,[ 104222.]
0006861,[ 70179.]
0006862,[ 118359.]
0006863,[ 89337.]
0006864,[ 68946.]
0006865,[ 78459.]
0006866,[ 80450.]
0006867,[ 100346.]
0006868,[ 159942.]
0006869,[ 99587.]
0006870,[ 119417.]
