ParkID,SiteName,Date,OverallCondition,OverallCleanliness,Glass,Graffiti,Litter,Weeds,Ice,Lawns,Trees,WaterBodies,HorticulturalAreas,AthleticFields,Trails,Benches,Fences,PavedSurfaces,PlayEquipment,SafetySurface,Sidewalks
,,10/16/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,Acceptable,Acceptable,Acceptable,Acceptable,,,
,,2/4/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,Acceptable,Not Rated,,Not Rated,Acceptable,Not Rated,Not Rated,,,Not Rated
,,10/29/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,2/19/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Acceptable,Acceptable,,,Not Rated,Not Rated,Acceptable,Unacceptable,,,Not Rated
,,8/30/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,3/27/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,10/8/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,4/11/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,,,,Acceptable,Unacceptable,Acceptable,Acceptable,,,Acceptable
,,10/16/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,2/12/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,Not Rated,,,,Acceptable,Acceptable,,,
,,9/20/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Unacceptable,,Acceptable,,,,Acceptable,Acceptable,,,
,,2/12/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,Acceptable,Not Rated,,Not Rated,Not Rated,Acceptable,Not Rated,,,
,,8/30/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,
,,4/11/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,Acceptable,Acceptable,Acceptable,Acceptable,,,Unacceptable
,,10/18/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,,,Acceptable,Acceptable,Acceptable,Acceptable,,,
,,12/4/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,Acceptable,Acceptable,Acceptable,Acceptable,,,
,,12/4/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,,
,,8/21/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,Acceptable,,Acceptable,Acceptable,,,
,,3/14/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,,,,,,Acceptable,Acceptable,Acceptable,,,
,,9/10/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,,,,,,Acceptable,Acceptable,Acceptable,,,
,,1/31/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,Not Rated,,,Acceptable,Acceptable,Acceptable,Acceptable,,
,,8/21/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,
,,12/27/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,,,
,,1/10/2014,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,,,Not Rated,Acceptable,Unacceptable,,,
,,2/4/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,Acceptable,Not Rated,,Not Rated,Acceptable,Acceptable,Not Rated,,,
,,10/8/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable,Acceptable,Acceptable,Acceptable,,,
,,12/11/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,Acceptable,,,
,,12/2/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,2/7/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Acceptable
,,8/27/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,4/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,10/15/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,1/14/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,7/31/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,1/6/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,9/16/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,12/6/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,4/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,10/8/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable
,,4/21/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable,
,,11/12/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,11/26/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,Not Rated,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable
,,8/14/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,2/12/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Acceptable,,Not Rated,,,Not Rated,Acceptable,Acceptable,,,Acceptable
,,8/27/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,1/23/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,7/25/2013,Unacceptable,Unacceptable,Unacceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,,,Acceptable
,,4/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,
,,11/27/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,
,,1/17/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,8/7/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Unacceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,3/19/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,9/20/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,,,,Unacceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,3/18/2014,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Unacceptable,Unacceptable,Acceptable,,Acceptable
,,9/18/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Unacceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,3/6/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,9/13/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable
,,8/21/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,,,,,Acceptable,,,Acceptable
,,12/9/2013,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,,Acceptable,Unacceptable,Unacceptable,,,,Acceptable,,Acceptable,Acceptable,,,Acceptable
,,1/24/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable
,,8/19/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,1/9/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,,Acceptable,Acceptable,,,Acceptable
,,7/17/2013,Unacceptable,Unacceptable,Unacceptable,Acceptable,Unacceptable,Acceptable,,,Acceptable,,Unacceptable,,,,Acceptable,Acceptable,,,Acceptable
,,4/18/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,,,Acceptable
,,11/6/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Unacceptable
,,7/29/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,3/3/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,Acceptable,,,,,,,,Acceptable
,,9/16/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,,,Acceptable,,Acceptable,,,Acceptable
,,1/3/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Acceptable,Acceptable,Not Rated,,,Not Rated
,,2/18/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,Not Rated,,,Not Rated,,Not Rated,,,Not Rated
,,4/7/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,,,Acceptable
,,10/8/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,,Acceptable,Acceptable,,Acceptable
,,1/6/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,,,Acceptable
,,2/18/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Not Rated,,,,,Not Rated,Acceptable,Not Rated,,,Not Rated
,,11/6/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable,Acceptable,,Unacceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,1/6/2014,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,3/13/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,Acceptable,,,,,,,Acceptable,,,Acceptable
,,9/27/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,,,Acceptable,,,Acceptable
,,9/3/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,,,,,Acceptable,,,Acceptable
,,3/13/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,Acceptable,,,Acceptable,,Acceptable,,,Acceptable
,,2/24/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,2/4/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,,Not Rated
,,7/29/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,,,,Acceptable,Unacceptable,Acceptable,Acceptable,,Acceptable
,,3/7/2014,Unacceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Unacceptable,,,Unacceptable
,,10/25/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,Unacceptable
,,11/7/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,
,,4/7/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,10/15/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,4/21/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,10/25/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,12/2/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,11/27/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,,Acceptable,,,Acceptable
,,3/13/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Unacceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Acceptable
,,9/24/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,3/24/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,9/25/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,12/2/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,4/7/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,10/7/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,11/26/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,12/27/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable,Acceptable,Acceptable,Acceptable,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,2/20/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,Acceptable,Not Rated,,Not Rated,Acceptable,Acceptable,Not Rated,,,Acceptable
,,9/13/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,12/26/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,3/28/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,9/27/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,
,,11/6/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,2/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,
,,8/15/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,11/6/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable,Unacceptable,Acceptable,,,
,,7/24/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Unacceptable,Acceptable,Acceptable,,,Acceptable,Unacceptable,Acceptable,,,
,,11/6/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,,,
,,7/18/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,,,
,,12/12/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,Not Rated,,Not Rated,Acceptable,Acceptable,Acceptable,,,Acceptable
,,7/18/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,4/24/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Unacceptable,Unacceptable,Acceptable,,Acceptable
,,10/22/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Unacceptable,,Acceptable,Unacceptable,,Acceptable,Acceptable,,Acceptable,Unacceptable,Acceptable,Acceptable,,Acceptable
,,4/8/2014,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Unacceptable,,,Acceptable
,,10/8/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,12/5/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,7/12/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,1/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,7/12/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,3/5/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Acceptable,,Not Rated,Not Rated,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,8/27/2013,Unacceptable,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Unacceptable,,Acceptable,Not Rated,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable
,,1/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,3/5/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Acceptable,,Not Rated,Not Rated,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,11/14/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,11/22/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,4/8/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable
,,11/22/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
